realisation,F1_RF,F1_tau,B_RF,B_tau,dF,dB
0,0.8608280904017169,0.8567865412292448,0.0817909090909091,0.07278787878787879,0.004041549172472125,0.009003030303030304
1,0.8605948814307881,0.8567059278979888,0.07838787878787878,0.06986060606060607,0.0038889535327992775,0.008527272727272717
2,0.8605623443251611,0.8570470094307011,0.07692424242424242,0.0762030303030303,0.003515334894459987,0.0007212121212121225
3,0.8608384425291534,0.8564747499406024,0.08179090909090911,0.06546969696969698,0.004363692588551071,0.016321212121212125
4,0.861126462479173,0.8567562578897356,0.08081515151515152,0.0723,0.0043702045894373764,0.008515151515151517
5,0.8605265971925862,0.8569378372335007,0.07837575757575757,0.07034848484848485,0.0035887599590854746,0.008027272727272716
6,0.8608817886663757,0.8567580533015033,0.08276666666666667,0.07522727272727274,0.004123735364872316,0.007539393939393929
7,0.8609212444789217,0.8570454558069459,0.0802909090909091,0.06937272727272728,0.0038757886719757995,0.010918181818181813
8,0.8604118841275182,0.8564568884314497,0.07446060606060607,0.07181212121212122,0.003954995696068497,0.0026484848484848583
9,0.8606974037054704,0.8566363002353472,0.07594848484848483,0.06546969696969697,0.0040611034701232285,0.010478787878787865
10,0.8618739325157122,0.8571392286267969,0.0905848484848485,0.07132424242424244,0.0047347038889152815,0.01926060606060606
11,0.8612402341927138,0.8563384851207596,0.08275454545454546,0.06546969696969697,0.004901749071954176,0.017284848484848486
12,0.8607659448641398,0.856749899145033,0.07937575757575759,0.07522727272727273,0.004016045719106853,0.00414848484848486
13,0.8612003521095959,0.8566939675584613,0.08277878787878787,0.07132424242424242,0.004506384551134612,0.011454545454545453
14,0.8610688899564535,0.8571136186240741,0.08131515151515152,0.06986060606060607,0.003955271332379384,0.011454545454545453
15,0.8607515945810017,0.8568210648206499,0.07646060606060606,0.06937272727272728,0.0039305297603517975,0.007087878787878782
16,0.8616370203986384,0.856993822605332,0.08819393939393941,0.0723,0.004643197793306464,0.015893939393939405
17,0.8616896763504339,0.85682925616301,0.08668181818181818,0.06839696969696969,0.004860420187423942,0.018284848484848487
18,0.8611987674603873,0.8565081894288807,0.08081515151515152,0.06790909090909092,0.00469057803150652,0.012906060606060601
19,0.8612497320564111,0.8568548352754611,0.08325454545454547,0.06644545454545456,0.004394896780949953,0.016809090909090912
20,0.861096304377493,0.8572481926702622,0.08424242424242424,0.07473939393939394,0.0038481117072307613,0.009503030303030305
21,0.8613897357182752,0.8564679589621902,0.08621818181818183,0.06449393939393941,0.004921776756084961,0.021724242424242424
22,0.8613997189791058,0.8572170322822293,0.08664545454545454,0.07376363636363638,0.004182686696876492,0.012881818181818161
23,0.8601279152978528,0.8567026007810162,0.0749969696969697,0.06937272727272728,0.003425314516836586,0.0056242424242424205
24,0.860999343137109,0.8567063620063599,0.08033939393939395,0.06839696969696969,0.004292981130749163,0.011942424242424254
25,0.8615340374178699,0.8573092155854402,0.0857060606060606,0.08108181818181819,0.0042248218324297815,0.00462424242424242
