realisation,F1_RF,F1_tau,B_RF,B_tau,dF,dB
0,0.8466425612136569,0.8495948308418036,0.023999999999999997,0.07669090909090907,-0.002952269628146764,-0.05269090909090908
1,0.8466425612136569,0.8498241608623333,0.023999999999999997,0.07317818181818182,-0.00318159964867637,-0.04917818181818183
2,0.8466425612136569,0.8510281552630553,0.023999999999999997,0.09601090909090909,-0.0043855940493984225,-0.0720109090909091
3,0.8466425612136569,0.8489650352036895,0.023999999999999997,0.06615272727272728,-0.002322473990032603,-0.042152727272727286
4,0.8466425612136569,0.8494204607410318,0.023999999999999997,0.08020363636363635,-0.0027778995273749496,-0.05620363636363636
5,0.8466425612136569,0.8486284899749688,0.023999999999999997,0.07142181818181818,-0.0019859287613118726,-0.04742181818181819
6,0.8466425612136569,0.8492978926055434,0.023999999999999997,0.060883636363636355,-0.0026553313918865618,-0.036883636363636355
7,0.8466425612136569,0.8497629783880455,0.023999999999999997,0.08020363636363635,-0.003120417174388601,-0.05620363636363636
8,0.8466425612136569,0.8514720044177718,0.023999999999999997,0.09249818181818183,-0.004829443204114936,-0.06849818181818183
9,0.8467227279604902,0.8495241812459211,0.02575636363636363,0.08196,-0.0028014532854309104,-0.05620363636363637
10,0.8466425612136569,0.8492984206341525,0.023999999999999997,0.06264,-0.002655859420495621,-0.03864000000000001
11,0.8467926333637291,0.8513514920563483,0.02575636363636363,0.07844727272727273,-0.004558858692619183,-0.052690909090909094
12,0.8467926333637291,0.8508084947604087,0.02575636363636363,0.07142181818181817,-0.004015861396679532,-0.04566545454545454
13,0.8466425612136569,0.8498242862680294,0.023999999999999997,0.0679090909090909,-0.0031817250543725306,-0.04390909090909091
14,0.8467926333637291,0.8494511198357233,0.02575636363636363,0.0679090909090909,-0.0026584864719941814,-0.04215272727272727
15,0.8466425612136569,0.8490318301403369,0.023999999999999997,0.06439636363636363,-0.0023892689266800105,-0.04039636363636363
16,0.8466425612136569,0.8514584389826744,0.023999999999999997,0.08371636363636364,-0.004815877769017485,-0.05971636363636365
17,0.8466425612136569,0.8505800403831122,0.023999999999999997,0.06966545454545454,-0.003937479169455305,-0.04566545454545455
18,0.8466425612136569,0.8499260174253452,0.023999999999999997,0.07669090909090909,-0.0032834562116883514,-0.052690909090909094
19,0.8467227279604902,0.8488017804087368,0.02575636363636363,0.08020363636363635,-0.0020790524482465766,-0.05444727272727272
20,0.8466425612136569,0.8488635222971765,0.023999999999999997,0.06966545454545454,-0.002220961083519657,-0.04566545454545455
21,0.8466425612136569,0.8484954626149421,0.023999999999999997,0.05912727272727272,-0.0018529014012852452,-0.03512727272727273
22,0.8466425612136569,0.8503453031969181,0.023999999999999997,0.08020363636363637,-0.0037027419832612596,-0.05620363636363637
23,0.8466425612136569,0.8485615838720795,0.023999999999999997,0.060883636363636355,-0.0019190226584225867,-0.036883636363636355
24,0.8466425612136569,0.8499037764083694,0.023999999999999997,0.07844727272727273,-0.0032612151947125634,-0.05444727272727273
25,0.8467227279604902,0.8512517796072403,0.02575636363636363,0.09074181818181819,-0.004529051646750104,-0.06498545454545455
26,0.8466425612136569,0.8483979026190629,0.023999999999999997,0.06264,-0.001755341405406008,-0.03864000000000001
27,0.8466425612136569,0.8485292810825247,0.023999999999999997,0.06264,-0.0018867198688677922,-0.03864000000000001
28,0.8466425612136569,0.8486771662104633,0.023999999999999997,0.06088363636363637,-0.0020346049968064106,-0.03688363636363637
29,0.8466425612136569,0.8507265611794403,0.023999999999999997,0.08195999999999999,-0.004083999965783458,-0.05796
30,0.8466425612136569,0.8496462794334173,0.023999999999999997,0.07844727272727273,-0.0030037182197604206,-0.05444727272727273
31,0.8466425612136569,0.8491490243128331,0.023999999999999997,0.07142181818181817,-0.002506463099176237,-0.047421818181818176
32,0.8466425612136569,0.8502727877793681,0.023999999999999997,0.07493454545454545,-0.0036302265657112143,-0.050934545454545455
33,0.8466425612136569,0.8488215435660161,0.023999999999999997,0.06439636363636364,-0.002178982352359249,-0.04039636363636365
