fold_scene,candidate_index,n_estimators,max_depth,min_samples_leaf,max_features,class_weight,lam,n_frames,realised_f1,realised_payload
2021_08_23_19_42_07,84,400,,4,sqrt,,0.0,1254,0.8220314668294589,2.46032874800638
2021_09_09_19_27_35,84,400,,4,sqrt,,0.0,10098,0.6965160636181328,1.9767421766686482
2021_09_11_00_33_16,84,400,,4,sqrt,,0.0,16412,0.8768378310544992,1.82075591030953
2021_08_20_21_48_35,85,400,,4,sqrt,,0.02,2464,0.8788643871874111,0.0700372362012987
2021_08_21_17_30_41,85,400,,4,sqrt,,0.02,3454,0.9083687278928948,0.6501768963520557
2021_08_22_13_37_16,85,400,,4,sqrt,,0.02,2970,0.9442934359569934,0.00025892255892255887
2021_08_22_22_01_17,85,400,,4,sqrt,,0.02,4444,0.9432968913929782,0.0005262151215121512
2021_08_23_10_51_24,85,400,,4,sqrt,,0.02,1408,0.8560964880405837,0.01440909090909091
2021_08_23_13_17_21,85,400,,4,sqrt,,0.02,1056,0.8613106024610636,0.0010482954545454547
2021_08_23_19_42_07,85,400,,4,sqrt,,0.02,1254,0.8203898403384617,0.0007294657097288676
2021_09_09_19_27_35,85,400,,4,sqrt,,0.02,10098,0.6404827594644843,0.0014313725490196082
2021_09_11_00_33_16,85,400,,4,sqrt,,0.02,16412,0.8488282654103327,0.0
2021_08_20_21_48_35,86,400,,4,sqrt,,0.05,2464,0.8785348085827854,0.0011980519480519483
2021_08_21_17_30_41,86,400,,4,sqrt,,0.05,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,86,400,,4,sqrt,,0.05,2970,0.9535356356147114,0.0006259259259259258
2021_08_22_22_01_17,86,400,,4,sqrt,,0.05,4444,0.9432846338622609,0.0005206458145814582
2021_08_23_10_51_24,86,400,,4,sqrt,,0.05,1408,0.8566029124632816,0.0010087002840909092
2021_08_23_13_17_21,86,400,,4,sqrt,,0.05,1056,0.8605321240565301,0.0009730113636363637
2021_08_23_19_42_07,86,400,,4,sqrt,,0.05,1254,0.8203895870356975,0.0007462121212121213
2021_09_09_19_27_35,86,400,,4,sqrt,,0.05,10098,0.6404822877507292,0.0013499950485244606
2021_09_11_00_33_16,86,400,,4,sqrt,,0.05,16412,0.8503772471658186,0.00012425359493053862
2021_08_20_21_48_35,87,400,,4,sqrt,,0.1,2464,0.8785338398707309,0.001194805194805195
2021_08_21_17_30_41,87,400,,4,sqrt,,0.1,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,87,400,,4,sqrt,,0.1,2970,0.9517689858576965,0.0005721380471380472
2021_08_22_22_01_17,87,400,,4,sqrt,,0.1,4444,0.943276152544769,0.0005183393339333933
2021_08_23_10_51_24,87,400,,4,sqrt,,0.1,1408,0.8564289384479953,0.0009669744318181816
2021_08_23_13_17_21,87,400,,4,sqrt,,0.1,1056,0.8614630268459835,0.0009981060606060607
2021_08_23_19_42_07,87,400,,4,sqrt,,0.1,1254,0.8204018742684428,0.0007308612440191387
2021_09_09_19_27_35,87,400,,4,sqrt,,0.1,10098,0.6404816735841443,0.0013277381659734604
2021_09_11_00_33_16,87,400,,4,sqrt,,0.1,16412,0.8512901047951874,0.00021552827199610043
2021_08_20_21_48_35,88,400,,4,sqrt,,0.2,2464,0.8785326681857388,0.0011880073051948052
2021_08_21_17_30_41,88,400,,4,sqrt,,0.2,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,88,400,,4,sqrt,,0.2,2970,0.9517791572800466,0.0005537878787878789
2021_08_22_22_01_17,88,400,,4,sqrt,,0.2,4444,0.9432740739795439,0.0005174392439243925
2021_08_23_10_51_24,88,400,,4,sqrt,,0.2,1408,0.8563727583175091,0.0009637784090909089
2021_08_23_13_17_21,88,400,,4,sqrt,,0.2,1056,0.8615356363089655,0.000993844696969697
2021_08_23_19_42_07,88,400,,4,sqrt,,0.2,1254,0.8203885971794012,0.0007001594896331739
2021_09_09_19_27_35,88,400,,4,sqrt,,0.2,10098,0.6404801121685411,0.0012841651812240049
2021_09_11_00_33_16,88,400,,4,sqrt,,0.2,16412,0.8512834078969344,0.00018559590543504754
2021_08_20_21_48_35,89,400,,4,sqrt,,0.35,2464,0.87853241880343,0.0011860795454545455
2021_08_21_17_30_41,89,400,,4,sqrt,,0.35,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,89,400,,4,sqrt,,0.35,2970,0.9516580252097836,0.00052996632996633
2021_08_22_22_01_17,89,400,,4,sqrt,,0.35,4444,0.9432617031302266,0.0005162578757875787
2021_08_23_10_51_24,89,400,,4,sqrt,,0.35,1408,0.8562654550298596,0.0009563210227272726
2021_08_23_13_17_21,89,400,,4,sqrt,,0.35,1056,0.8602716841858488,0.0008989109848484849
2021_08_23_19_42_07,89,400,,4,sqrt,,0.35,1254,0.8202757006296817,0.0006768341307814993
2021_09_09_19_27_35,89,400,,4,sqrt,,0.35,10098,0.6404801121685411,0.0012841651812240049
2021_09_11_00_33_16,89,400,,4,sqrt,,0.35,16412,0.85699617281231,0.0008771478186692663
2021_08_20_21_48_35,90,400,,4,sqrt,,0.5,2464,0.8784973308282737,0.0011582792207792208
2021_08_21_17_30_41,90,400,,4,sqrt,,0.5,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,90,400,,4,sqrt,,0.5,2970,0.9512709166128693,0.0005245791245791246
2021_08_22_22_01_17,90,400,,4,sqrt,,0.5,4444,0.9432583673972393,0.0005158640864086409
2021_08_23_10_51_24,90,400,,4,sqrt,,0.5,1408,0.8564223583397954,0.0009604048295454543
2021_08_23_13_17_21,90,400,,4,sqrt,,0.5,1056,0.8598719073555269,0.0008887310606060607
2021_08_23_19_42_07,90,400,,4,sqrt,,0.5,1254,0.8202093044247469,0.0006606858054226476
2021_09_09_19_27_35,90,400,,4,sqrt,,0.5,10098,0.6404792666090652,0.001283100613982967
2021_09_11_00_33_16,90,400,,4,sqrt,,0.5,16412,0.8506822163848379,0.00013593711918108702
2021_08_20_21_48_35,91,400,,4,sqrt,balanced,0.0,2464,0.8878628111184141,2.2800999391233767
2021_08_21_17_30_41,91,400,,4,sqrt,balanced,0.0,3454,0.9139296514789931,2.751577012159815
2021_08_22_13_37_16,91,400,,4,sqrt,balanced,0.0,2970,0.9601138907697305,1.2274015993265996
2021_08_22_22_01_17,91,400,,4,sqrt,balanced,0.0,4444,0.9495272829737819,2.0256037353735374
2021_08_23_10_51_24,91,400,,4,sqrt,balanced,0.0,1408,0.8675604210376773,1.7230804332386365
2021_08_23_13_17_21,91,400,,4,sqrt,balanced,0.0,1056,0.8730333305602772,1.425666903409091
2021_08_23_19_42_07,91,400,,4,sqrt,balanced,0.0,1254,0.8293816603324382,2.254957535885168
2021_09_09_19_27_35,91,400,,4,sqrt,balanced,0.0,10098,0.6969430499055496,2.0037917904535556
2021_09_11_00_33_16,91,400,,4,sqrt,balanced,0.0,16412,0.8800924566541697,2.003896523884963
2021_08_20_21_48_35,92,400,,4,sqrt,balanced,0.02,2464,0.8794163108171269,0.12355225243506493
2021_08_21_17_30_41,92,400,,4,sqrt,balanced,0.02,3454,0.9104526448411695,0.9183922987840186
2021_08_22_13_37_16,92,400,,4,sqrt,balanced,0.02,2970,0.9527145797659925,0.0005635521885521886
2021_08_22_22_01_17,92,400,,4,sqrt,balanced,0.02,4444,0.9429227770948035,0.0005178892889288929
2021_08_23_10_51_24,92,400,,4,sqrt,balanced,0.02,1408,0.8578874132167662,0.05457830255681818
2021_08_23_13_17_21,92,400,,4,sqrt,balanced,0.02,1056,0.8601285608169686,0.0009895833333333332
2021_08_23_19_42_07,92,400,,4,sqrt,balanced,0.02,1254,0.8204132235293293,0.0007571770334928229
2021_09_09_19_27_35,92,400,,4,sqrt,balanced,0.02,10098,0.6404826792128673,0.0014065161418102597
2021_09_11_00_33_16,92,400,,4,sqrt,balanced,0.02,16412,0.8488282654103327,0.0
2021_08_20_21_48_35,93,400,,4,sqrt,balanced,0.05,2464,0.8785344970092898,0.0011971387987012988
2021_08_21_17_30_41,93,400,,4,sqrt,balanced,0.05,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,93,400,,4,sqrt,balanced,0.05,2970,0.9541941613880468,0.0006446969696969697
2021_08_22_22_01_17,93,400,,4,sqrt,balanced,0.05,4444,0.9432795682359518,0.0005189581458145816
2021_08_23_10_51_24,93,400,,4,sqrt,balanced,0.05,1408,0.8566017980804755,0.0010001775568181817
2021_08_23_13_17_21,93,400,,4,sqrt,balanced,0.05,1056,0.8593162242326422,0.000967092803030303
2021_08_23_19_42_07,93,400,,4,sqrt,balanced,0.05,1254,0.820413602324786,0.0007651515151515151
2021_09_09_19_27_35,93,400,,4,sqrt,balanced,0.05,10098,0.6404820767653749,0.0013507377698554171
2021_09_11_00_33_16,93,400,,4,sqrt,balanced,0.05,16412,0.8523731333810866,0.00023568120887155743
2021_08_20_21_48_35,94,400,,4,sqrt,balanced,0.1,2464,0.8785340217789392,0.0011953125000000002
2021_08_21_17_30_41,94,400,,4,sqrt,balanced,0.1,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,94,400,,4,sqrt,balanced,0.1,2970,0.954443934392107,0.0006637205387205387
2021_08_22_22_01_17,94,400,,4,sqrt,balanced,0.1,4444,0.943276152544769,0.0005183393339333933
2021_08_23_10_51_24,94,400,,4,sqrt,balanced,0.1,1408,0.8565950356259229,0.0009818892045454547
2021_08_23_13_17_21,94,400,,4,sqrt,balanced,0.1,1056,0.8606866337854777,0.0009457859848484849
2021_08_23_19_42_07,94,400,,4,sqrt,balanced,0.1,1254,0.8204070906115847,0.0007310606060606061
2021_09_09_19_27_35,94,400,,4,sqrt,balanced,0.1,10098,0.6404801981557613,0.001287037037037037
2021_09_11_00_33_16,94,400,,4,sqrt,balanced,0.1,16412,0.854819216255511,0.0005602150865220571
2021_08_20_21_48_35,95,400,,4,sqrt,balanced,0.2,2464,0.8785324149564313,0.0011860795454545455
2021_08_21_17_30_41,95,400,,4,sqrt,balanced,0.2,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,95,400,,4,sqrt,balanced,0.2,2970,0.9521500411930727,0.0005898989898989899
2021_08_22_22_01_17,95,400,,4,sqrt,balanced,0.2,4444,0.9432740739795439,0.0005171017101710171
2021_08_23_10_51_24,95,400,,4,sqrt,balanced,0.2,1408,0.8563311734565694,0.0009648437499999999
2021_08_23_13_17_21,95,400,,4,sqrt,balanced,0.2,1056,0.8609973313193702,0.0009592803030303032
2021_08_23_19_42_07,95,400,,4,sqrt,balanced,0.2,1254,0.8203595974293567,0.0007145135566188197
2021_09_09_19_27_35,95,400,,4,sqrt,balanced,0.2,10098,0.6404797119226101,0.001283991879580115
2021_09_11_00_33_16,95,400,,4,sqrt,balanced,0.2,16412,0.8581058961370369,0.00099638983670485
2021_08_20_21_48_35,96,400,,4,sqrt,balanced,0.35,2464,0.8785326338144281,0.001186891233766234
2021_08_21_17_30_41,96,400,,4,sqrt,balanced,0.35,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,96,400,,4,sqrt,balanced,0.35,2970,0.9531337095913379,0.000590993265993266
2021_08_22_22_01_17,96,400,,4,sqrt,balanced,0.35,4444,0.943270932663083,0.0005166516651665167
2021_08_23_10_51_24,96,400,,4,sqrt,balanced,0.35,1408,0.8555969902675532,0.0009307528409090907
2021_08_23_13_17_21,96,400,,4,sqrt,balanced,0.35,1056,0.8606621640434363,0.000917376893939394
2021_08_23_19_42_07,96,400,,4,sqrt,balanced,0.35,1254,0.8203842714070407,0.0006903907496012759
2021_09_09_19_27_35,96,400,,4,sqrt,balanced,0.35,10098,0.6404801121685411,0.0012841651812240049
2021_09_11_00_33_16,96,400,,4,sqrt,balanced,0.35,16412,0.8590838230078119,0.001026642091152815
2021_08_20_21_48_35,97,400,,4,sqrt,balanced,0.5,2464,0.8785233282468063,0.0011524959415584418
2021_08_21_17_30_41,97,400,,4,sqrt,balanced,0.5,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,97,400,,4,sqrt,balanced,0.5,2970,0.952839090195711,0.0005817340067340068
2021_08_22_22_01_17,97,400,,4,sqrt,balanced,0.5,4444,0.9431276412004939,0.0005095072007200719
2021_08_23_10_51_24,97,400,,4,sqrt,balanced,0.5,1408,0.8564556464551707,0.0009634232954545453
2021_08_23_13_17_21,97,400,,4,sqrt,balanced,0.5,1056,0.8607880216251769,0.0009086174242424243
2021_08_23_19_42_07,97,400,,4,sqrt,balanced,0.5,1254,0.8203875958312872,0.000668859649122807
2021_09_09_19_27_35,97,400,,4,sqrt,balanced,0.5,10098,0.6402319936607985,0.001280228758169935
2021_09_11_00_33_16,97,400,,4,sqrt,balanced,0.5,16412,0.8574450592266726,0.0008244272483548623
2021_08_20_21_48_35,98,400,,4,0.5,,0.0,2464,0.8878982482324641,2.04816893262987
2021_08_21_17_30_41,98,400,,4,0.5,,0.0,3454,0.914316314037115,1.8697216994788655
2021_08_22_13_37_16,98,400,,4,0.5,,0.0,2970,0.9626177980524119,1.6896617003367007
2021_08_22_22_01_17,98,400,,4,0.5,,0.0,4444,0.9486737174739756,1.777557099459946
2021_08_23_10_51_24,98,400,,4,0.5,,0.0,1408,0.8664636686026278,1.3930133167613636
2021_08_23_13_17_21,98,400,,4,0.5,,0.0,1056,0.8757691471509959,1.7736103219696973
2021_08_23_19_42_07,98,400,,4,0.5,,0.0,1254,0.819976743819007,2.2750287081339717
2021_09_09_19_27_35,98,400,,4,0.5,,0.0,10098,0.6744209834972344,1.3443279114676177
2021_09_11_00_33_16,98,400,,4,0.5,,0.0,16412,0.8792293948929448,1.9787921947355598
2021_08_20_21_48_35,99,400,,4,0.5,,0.02,2464,0.8789468798926694,0.10953084415584415
2021_08_21_17_30_41,99,400,,4,0.5,,0.02,3454,0.9071143227251273,0.5019796612623046
2021_08_22_13_37_16,99,400,,4,0.5,,0.02,2970,0.9476877018992204,0.007826262626262626
2021_08_22_22_01_17,99,400,,4,0.5,,0.02,4444,0.942446880187012,0.0005492799279927992
2021_08_23_10_51_24,99,400,,4,0.5,,0.02,1408,0.8543324939051498,0.01211115056818182
2021_08_23_13_17_21,99,400,,4,0.5,,0.02,1056,0.8604080470704057,0.018819365530303032
2021_08_23_19_42_07,99,400,,4,0.5,,0.02,1254,0.8204915969812264,0.008309808612440192
2021_09_09_19_27_35,99,400,,4,0.5,,0.02,10098,0.6405624384435603,0.015129134482075656
2021_09_11_00_33_16,99,400,,4,0.5,,0.02,16412,0.8514951024229606,0.11447517060687303
2021_08_20_21_48_35,100,400,,4,0.5,,0.05,2464,0.8775172251700664,0.0011416396103896104
2021_08_21_17_30_41,100,400,,4,0.5,,0.05,3454,0.9017002008689179,0.0010469021424435439
2021_08_22_13_37_16,100,400,,4,0.5,,0.05,2970,0.9530863726659242,0.000661026936026936
2021_08_22_22_01_17,100,400,,4,0.5,,0.05,4444,0.9431888954179207,0.0005226147614761476
2021_08_23_10_51_24,100,400,,4,0.5,,0.05,1408,0.8543375532527491,0.0009238281249999998
2021_08_23_13_17_21,100,400,,4,0.5,,0.05,1056,0.860879093488433,0.0009957386363636364
2021_08_23_19_42_07,100,400,,4,0.5,,0.05,1254,0.8203839463850202,0.0007695374800637959
2021_09_09_19_27_35,100,400,,4,0.5,,0.05,10098,0.6401833863414964,0.0013667805506040803
2021_09_11_00_33_16,100,400,,4,0.5,,0.05,16412,0.8507198822747798,0.00017153607116743844
2021_08_20_21_48_35,101,400,,4,0.5,,0.1,2464,0.8759655877145741,0.0010636160714285717
2021_08_21_17_30_41,101,400,,4,0.5,,0.1,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,101,400,,4,0.5,,0.1,2970,0.9511677012177304,0.0006223063973063972
2021_08_22_22_01_17,101,400,,4,0.5,,0.1,4444,0.9432856047055527,0.0005203082808280828
2021_08_23_10_51_24,101,400,,4,0.5,,0.1,1408,0.8542390060127736,0.0008968394886363637
2021_08_23_13_17_21,101,400,,4,0.5,,0.1,1056,0.8615298174041802,0.0010073390151515151
2021_08_23_19_42_07,101,400,,4,0.5,,0.1,1254,0.8202960829536489,0.0007376395534290271
2021_09_09_19_27_35,101,400,,4,0.5,,0.1,10098,0.6401195605556439,0.0013599970291146763
2021_09_11_00_33_16,101,400,,4,0.5,,0.1,16412,0.8618742047916836,0.0016481385571533026
2021_08_20_21_48_35,102,400,,4,0.5,,0.2,2464,0.8759865207475384,0.0010443384740259742
2021_08_21_17_30_41,102,400,,4,0.5,,0.2,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,102,400,,4,0.5,,0.2,2970,0.9547774426879323,0.0006618686868686868
2021_08_22_22_01_17,102,400,,4,0.5,,0.2,4444,0.9432702346082062,0.0005178330333033303
2021_08_23_10_51_24,102,400,,4,0.5,,0.2,1408,0.8539556370926356,0.0008725142045454545
2021_08_23_13_17_21,102,400,,4,0.5,,0.2,1056,0.8612735434165677,0.0009453125000000001
2021_08_23_19_42_07,102,400,,4,0.5,,0.2,1254,0.8201905828444044,0.0007063397129186603
2021_09_09_19_27_35,102,400,,4,0.5,,0.2,10098,0.6401711965909311,0.0013089968310556548
2021_09_11_00_33_16,102,400,,4,0.5,,0.2,16412,0.8511448796727609,0.0002009657567633439
2021_08_20_21_48_35,103,400,,4,0.5,,0.35,2464,0.8761001014589018,0.0010381493506493508
2021_08_21_17_30_41,103,400,,4,0.5,,0.35,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,103,400,,4,0.5,,0.35,2970,0.9531691783656863,0.0006342592592592593
2021_08_22_22_01_17,103,400,,4,0.5,,0.35,4444,0.9431481530946262,0.0005109698469846985
2021_08_23_10_51_24,103,400,,4,0.5,,0.35,1408,0.8542333755696031,0.0008826349431818182
2021_08_23_13_17_21,103,400,,4,0.5,,0.35,1056,0.8610245427913854,0.0009325284090909091
2021_08_23_19_42_07,103,400,,4,0.5,,0.35,1254,0.8202705560287609,0.0007270733652312599
2021_09_09_19_27_35,103,400,,4,0.5,,0.35,10098,0.640459200930491,0.0012814171122994653
2021_09_11_00_33_16,103,400,,4,0.5,,0.35,16412,0.8527943323017336,0.00033834998781379484
2021_08_20_21_48_35,104,400,,4,0.5,,0.5,2464,0.8768002159174487,0.0010567167207792207
2021_08_21_17_30_41,104,400,,4,0.5,,0.5,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,104,400,,4,0.5,,0.5,2970,0.9520675667008,0.0006132154882154882
2021_08_22_22_01_17,104,400,,4,0.5,,0.5,4444,0.9426978341707671,0.00048734248424842487
2021_08_23_10_51_24,104,400,,4,0.5,,0.5,1408,0.8540367259539664,0.0008432173295454545
2021_08_23_13_17_21,104,400,,4,0.5,,0.5,1056,0.8600866848584101,0.0008802083333333333
2021_08_23_19_42_07,104,400,,4,0.5,,0.5,1254,0.8201586699867547,0.0006870015948963316
2021_09_09_19_27_35,104,400,,4,0.5,,0.5,10098,0.6404743668962067,0.0012754753416518124
2021_09_11_00_33_16,104,400,,4,0.5,,0.5,16412,0.8518264672367459,0.00025552949061662203
2021_08_20_21_48_35,105,400,,4,0.5,balanced,0.0,2464,0.8881063043487142,2.1947048498376622
2021_08_21_17_30_41,105,400,,4,0.5,balanced,0.0,3454,0.9137732437437995,2.4934025043427916
2021_08_22_13_37_16,105,400,,4,0.5,balanced,0.0,2970,0.9623703902396463,1.5014529461279462
2021_08_22_22_01_17,105,400,,4,0.5,balanced,0.0,4444,0.9482693458747962,1.8447142214221421
2021_08_23_10_51_24,105,400,,4,0.5,balanced,0.0,1408,0.8644914887097191,1.415295099431818
2021_08_23_13_17_21,105,400,,4,0.5,balanced,0.0,1056,0.8739175917968077,1.5000241477272729
2021_08_23_19_42_07,105,400,,4,0.5,balanced,0.0,1254,0.8260753656558246,2.31008014354067
2021_09_09_19_27_35,105,400,,4,0.5,balanced,0.0,10098,0.6921127927963527,2.5173825757575763
2021_09_11_00_33_16,105,400,,4,0.5,balanced,0.0,16412,0.8805490108796299,2.1933184407750432
2021_08_20_21_48_35,106,400,,4,0.5,balanced,0.02,2464,0.880243654879866,0.2025476866883117
2021_08_21_17_30_41,106,400,,4,0.5,balanced,0.02,3454,0.9071305874030345,0.5283636363636365
2021_08_22_13_37_16,106,400,,4,0.5,balanced,0.02,2970,0.953852518113126,0.030241835016835025
2021_08_22_22_01_17,106,400,,4,0.5,balanced,0.02,4444,0.9423759633221337,0.006921410891089108
2021_08_23_10_51_24,106,400,,4,0.5,balanced,0.02,1408,0.85752341862763,0.07239897017045456
2021_08_23_13_17_21,106,400,,4,0.5,balanced,0.02,1056,0.8591122115980337,0.0009512310606060605
2021_08_23_19_42_07,106,400,,4,0.5,balanced,0.02,1254,0.8204051862475356,0.0007799043062200957
2021_09_09_19_27_35,106,400,,4,0.5,balanced,0.02,10098,0.6404828893909277,0.001440309962368786
2021_09_11_00_33_16,106,400,,4,0.5,balanced,0.02,16412,0.8495342684972487,5.613270777479893e-05
2021_08_20_21_48_35,107,400,,4,0.5,balanced,0.05,2464,0.8785392443170108,0.00503023538961039
2021_08_21_17_30_41,107,400,,4,0.5,balanced,0.05,3454,0.9016964123959462,0.0010450202663578462
2021_08_22_13_37_16,107,400,,4,0.5,balanced,0.05,2970,0.954349904329527,0.0006792929292929294
2021_08_22_22_01_17,107,400,,4,0.5,balanced,0.05,4444,0.943376064217645,0.0005558055805580558
2021_08_23_10_51_24,107,400,,4,0.5,balanced,0.05,1408,0.8550979668681022,0.0009561434659090907
2021_08_23_13_17_21,107,400,,4,0.5,balanced,0.05,1056,0.8579778943937828,0.0008607954545454546
2021_08_23_19_42_07,107,400,,4,0.5,balanced,0.05,1254,0.8203565207576109,0.0007753189792663477
2021_09_09_19_27_35,107,400,,4,0.5,balanced,0.05,10098,0.6404826067792475,0.0013848534363240248
2021_09_11_00_33_16,107,400,,4,0.5,balanced,0.05,16412,0.866082220232581,0.0020687606629295643
2021_08_20_21_48_35,108,400,,4,0.5,balanced,0.1,2464,0.8776678070631779,0.0011518871753246754
2021_08_21_17_30_41,108,400,,4,0.5,balanced,0.1,3454,0.9016914227533352,0.0010299652576722643
2021_08_22_13_37_16,108,400,,4,0.5,balanced,0.1,2970,0.9546421513995955,0.0007141414141414141
2021_08_22_22_01_17,108,400,,4,0.5,balanced,0.1,4444,0.943305611654184,0.0005302655265526552
2021_08_23_10_51_24,108,400,,4,0.5,balanced,0.1,1408,0.8542373229251836,0.0008879616477272726
2021_08_23_13_17_21,108,400,,4,0.5,balanced,0.1,1056,0.86143916792459,0.0009654356060606062
2021_08_23_19_42_07,108,400,,4,0.5,balanced,0.1,1254,0.8202810750082277,0.0007478070175438597
2021_09_09_19_27_35,108,400,,4,0.5,balanced,0.1,10098,0.6401834165904806,0.0013653693800752627
2021_09_11_00_33_16,108,400,,4,0.5,balanced,0.1,16412,0.8681778603907371,0.0025211278332927132
2021_08_20_21_48_35,109,400,,4,0.5,balanced,0.2,2464,0.8763533191781339,0.0010792410714285715
2021_08_21_17_30_41,109,400,,4,0.5,balanced,0.2,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,109,400,,4,0.5,balanced,0.2,2970,0.9539621444141674,0.0006528619528619528
2021_08_22_22_01_17,109,400,,4,0.5,balanced,0.2,4444,0.943270932663083,0.0005171017101710171
2021_08_23_10_51_24,109,400,,4,0.5,balanced,0.2,1408,0.8542400480261221,0.0008849431818181818
2021_08_23_13_17_21,109,400,,4,0.5,balanced,0.2,1056,0.8603778696728884,0.0009375
2021_08_23_19_42_07,109,400,,4,0.5,balanced,0.2,1254,0.8203045345584088,0.000733652312599681
2021_09_09_19_27_35,109,400,,4,0.5,balanced,0.2,10098,0.6401710766702431,0.0013028322440087148
2021_09_11_00_33_16,109,400,,4,0.5,balanced,0.2,16412,0.8596108801751791,0.0011616652449427248
2021_08_20_21_48_35,110,400,,4,0.5,balanced,0.35,2464,0.8768943243774041,0.0010984172077922079
2021_08_21_17_30_41,110,400,,4,0.5,balanced,0.35,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,110,400,,4,0.5,balanced,0.35,2970,0.9532950325519922,0.0006478956228956229
2021_08_22_22_01_17,110,400,,4,0.5,balanced,0.35,4444,0.9432074448048369,0.0005130513051305131
2021_08_23_10_51_24,110,400,,4,0.5,balanced,0.35,1408,0.8543197861425395,0.0008851207386363635
2021_08_23_13_17_21,110,400,,4,0.5,balanced,0.35,1056,0.86111024208094,0.0009424715909090909
2021_08_23_19_42_07,110,400,,4,0.5,balanced,0.35,1254,0.8202498562992637,0.0007089314194577352
2021_09_09_19_27_35,110,400,,4,0.5,balanced,0.35,10098,0.6403016332771321,0.0012792879778173898
2021_09_11_00_33_16,110,400,,4,0.5,balanced,0.35,16412,0.8667213735592331,0.002234218864245674
2021_08_20_21_48_35,111,400,,4,0.5,balanced,0.5,2464,0.8773373892462725,0.001075689935064935
2021_08_21_17_30_41,111,400,,4,0.5,balanced,0.5,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,111,400,,4,0.5,balanced,0.5,2970,0.953101099529066,0.0006447811447811448
2021_08_22_22_01_17,111,400,,4,0.5,balanced,0.5,4444,0.9430457675610695,0.000503431593159316
2021_08_23_10_51_24,111,400,,4,0.5,balanced,0.5,1408,0.8539878184932884,0.0008615056818181817
2021_08_23_13_17_21,111,400,,4,0.5,balanced,0.5,1056,0.8601585966249697,0.0008667140151515152
2021_08_23_19_42_07,111,400,,4,0.5,balanced,0.5,1254,0.8201562686983056,0.0006712519936204147
2021_09_09_19_27_35,111,400,,4,0.5,balanced,0.5,10098,0.6404773392185814,0.001278718558130323
2021_09_11_00_33_16,111,400,,4,0.5,balanced,0.5,16412,0.8646005511521085,0.0018821593955642216
