fold_scene,candidate_index,n_estimators,max_depth,min_samples_leaf,max_features,class_weight,lam,n_frames,realised_f1,realised_payload
2021_08_22_22_01_17,27,400,10.0,2,0.5,balanced,0.5,4444,0.9430548828728459,0.000502531503150315
2021_08_23_10_51_24,27,400,10.0,2,0.5,balanced,0.5,1408,0.8543255123188817,0.0008849431818181818
2021_08_23_13_17_21,27,400,10.0,2,0.5,balanced,0.5,1056,0.860318408736909,0.000872159090909091
2021_08_23_19_42_07,27,400,10.0,2,0.5,balanced,0.5,1254,0.8202600360436809,0.0006919856459330143
2021_09_09_19_27_35,27,400,10.0,2,0.5,balanced,0.5,10098,0.6393236534281489,0.0011833283818577939
2021_09_11_00_33_16,27,400,10.0,2,0.5,balanced,0.5,16412,0.8642353967177804,0.0017255057275164518
2021_08_20_21_48_35,28,400,10.0,4,sqrt,,0.0,2464,0.887277507802975,2.533696225649351
2021_08_21_17_30_41,28,400,10.0,4,sqrt,,0.0,3454,0.9137919881517881,2.807952374059062
2021_08_22_13_37_16,28,400,10.0,4,sqrt,,0.0,2970,0.9590395559980517,1.6587941919191922
2021_08_22_22_01_17,28,400,10.0,4,sqrt,,0.0,4444,0.9492588209327524,2.101914660216022
2021_08_23_10_51_24,28,400,10.0,4,sqrt,,0.0,1408,0.8684855421676638,1.941657137784091
2021_08_23_13_17_21,28,400,10.0,4,sqrt,,0.0,1056,0.8718822410259736,1.6635923295454549
2021_08_23_19_42_07,28,400,10.0,4,sqrt,,0.0,1254,0.8211130449165175,2.4928775917065393
2021_09_09_19_27_35,28,400,10.0,4,sqrt,,0.0,10098,0.6969775327606329,1.9702169984155282
2021_09_11_00_33_16,28,400,10.0,4,sqrt,,0.0,16412,0.877114155447961,1.9152576620765298
2021_08_20_21_48_35,29,400,10.0,4,sqrt,,0.02,2464,0.8786679549449072,0.063658887987013
2021_08_21_17_30_41,29,400,10.0,4,sqrt,,0.02,3454,0.9078060361020569,0.5338373624782862
2021_08_22_13_37_16,29,400,10.0,4,sqrt,,0.02,2970,0.9495161930530824,0.0004322390572390572
2021_08_22_22_01_17,29,400,10.0,4,sqrt,,0.02,4444,0.9432932513003535,0.0005248649864986499
2021_08_23_10_51_24,29,400,10.0,4,sqrt,,0.02,1408,0.8568036714636623,0.014419389204545456
2021_08_23_13_17_21,29,400,10.0,4,sqrt,,0.02,1056,0.860457511768687,0.0010151515151515151
2021_08_23_19_42_07,29,400,10.0,4,sqrt,,0.02,1254,0.8204196662380362,0.0007916666666666666
2021_09_09_19_27_35,29,400,10.0,4,sqrt,,0.02,10098,0.6404827602788921,0.0014335264408793821
2021_09_11_00_33_16,29,400,10.0,4,sqrt,,0.02,16412,0.8488282654103327,0.0
2021_08_20_21_48_35,30,400,10.0,4,sqrt,,0.05,2464,0.8785344970092898,0.0011971387987012988
2021_08_21_17_30_41,30,400,10.0,4,sqrt,,0.05,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,30,400,10.0,4,sqrt,,0.05,2970,0.9526191658404161,0.0005810606060606061
2021_08_22_22_01_17,30,400,10.0,4,sqrt,,0.05,4444,0.943284520973506,0.0005198582358235823
2021_08_23_10_51_24,30,400,10.0,4,sqrt,,0.05,1408,0.8566007623673163,0.0009960937499999998
2021_08_23_13_17_21,30,400,10.0,4,sqrt,,0.05,1056,0.8615474680499258,0.0010182291666666666
2021_08_23_19_42_07,30,400,10.0,4,sqrt,,0.05,1254,0.8204104623923432,0.0007890749601275916
2021_09_09_19_27_35,30,400,10.0,4,sqrt,,0.05,10098,0.640482412809966,0.0013569271142800556
2021_09_11_00_33_16,30,400,10.0,4,sqrt,,0.05,16412,0.8500087254093344,0.00010195283938581525
2021_08_20_21_48_35,31,400,10.0,4,sqrt,,0.1,2464,0.8785340217789392,0.0011953125000000002
2021_08_21_17_30_41,31,400,10.0,4,sqrt,,0.1,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,31,400,10.0,4,sqrt,,0.1,2970,0.9532357820705889,0.0006109427609427609
2021_08_22_22_01_17,31,400,10.0,4,sqrt,,0.1,4444,0.943276152544769,0.0005183393339333933
2021_08_23_10_51_24,31,400,10.0,4,sqrt,,0.1,1408,0.8564289384479953,0.0009669744318181816
2021_08_23_13_17_21,31,400,10.0,4,sqrt,,0.1,1056,0.8608023733464035,0.0009405776515151517
2021_08_23_19_42_07,31,400,10.0,4,sqrt,,0.1,1254,0.8204187006508243,0.0007605661881977672
2021_09_09_19_27_35,31,400,10.0,4,sqrt,,0.1,10098,0.6404806230175009,0.0012996632996633
2021_09_11_00_33_16,31,400,10.0,4,sqrt,,0.1,16412,0.8531917202463419,0.0005393309773336583
2021_08_20_21_48_35,32,400,10.0,4,sqrt,,0.2,2464,0.8785328272168663,0.0011880073051948052
2021_08_21_17_30_41,32,400,10.0,4,sqrt,,0.2,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,32,400,10.0,4,sqrt,,0.2,2970,0.9537151818250307,0.0006038720538720538
2021_08_22_22_01_17,32,400,10.0,4,sqrt,,0.2,4444,0.9432740739795439,0.0005174392439243925
2021_08_23_10_51_24,32,400,10.0,4,sqrt,,0.2,1408,0.8563910288612441,0.000962713068181818
2021_08_23_13_17_21,32,400,10.0,4,sqrt,,0.2,1056,0.8613193186877666,0.0009500473484848485
2021_08_23_19_42_07,32,400,10.0,4,sqrt,,0.2,1254,0.8204138403806093,0.0007486044657097289
2021_09_09_19_27_35,32,400,10.0,4,sqrt,,0.2,10098,0.6404801121685411,0.0012841651812240049
2021_09_11_00_33_16,32,400,10.0,4,sqrt,,0.2,16412,0.8505709071087934,0.00016183280526444068
2021_08_20_21_48_35,33,400,10.0,4,sqrt,,0.35,2464,0.8785322565689544,0.001183847402597403
2021_08_21_17_30_41,33,400,10.0,4,sqrt,,0.35,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,33,400,10.0,4,sqrt,,0.35,2970,0.9525387969537191,0.0005677609427609427
2021_08_22_22_01_17,33,400,10.0,4,sqrt,,0.35,4444,0.943270932663083,0.0005171579657965797
2021_08_23_10_51_24,33,400,10.0,4,sqrt,,0.35,1408,0.8565296010121017,0.0009701704545454545
2021_08_23_13_17_21,33,400,10.0,4,sqrt,,0.35,1056,0.8609933197569332,0.0009294507575757576
2021_08_23_19_42_07,33,400,10.0,4,sqrt,,0.35,1254,0.8203675469735036,0.0006933811802232855
2021_09_09_19_27_35,33,400,10.0,4,sqrt,,0.35,10098,0.6404801121685411,0.0012841651812240049
2021_09_11_00_33_16,33,400,10.0,4,sqrt,,0.35,16412,0.8499009310865998,7.628564465025593e-05
2021_08_20_21_48_35,34,400,10.0,4,sqrt,,0.5,2464,0.878530185511725,0.0011752232142857146
2021_08_21_17_30_41,34,400,10.0,4,sqrt,,0.5,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,34,400,10.0,4,sqrt,,0.5,2970,0.9526229367744193,0.00057996632996633
2021_08_22_22_01_17,34,400,10.0,4,sqrt,,0.5,4444,0.9432482013722527,0.0005150765076507651
2021_08_23_10_51_24,34,400,10.0,4,sqrt,,0.5,1408,0.855886553314717,0.0009499289772727272
2021_08_23_13_17_21,34,400,10.0,4,sqrt,,0.5,1056,0.8594124394139362,0.0008349905303030303
2021_08_23_19_42_07,34,400,10.0,4,sqrt,,0.5,1254,0.8204687815726744,0.0007147129186602871
2021_09_09_19_27_35,34,400,10.0,4,sqrt,,0.5,10098,0.6404800644931917,0.0012839176074470194
2021_09_11_00_33_16,34,400,10.0,4,sqrt,,0.5,16412,0.8513892110841104,0.00020550511820619058
2021_08_20_21_48_35,35,400,10.0,4,sqrt,balanced,0.0,2464,0.8886356109056295,1.9627818587662338
2021_08_21_17_30_41,35,400,10.0,4,sqrt,balanced,0.0,3454,0.9135822288506472,2.380615445859873
2021_08_22_13_37_16,35,400,10.0,4,sqrt,balanced,0.0,2970,0.9571766414472705,0.8582420033670034
2021_08_22_22_01_17,35,400,10.0,4,sqrt,balanced,0.0,4444,0.9498334984082477,1.3909138163816381
2021_08_23_10_51_24,35,400,10.0,4,sqrt,balanced,0.0,1408,0.8659452833952201,1.0763101917613638
2021_08_23_13_17_21,35,400,10.0,4,sqrt,balanced,0.0,1056,0.8600288821635785,0.8604161931818182
2021_08_23_19_42_07,35,400,10.0,4,sqrt,balanced,0.0,1254,0.824233692163595,1.1379340111642746
2021_09_09_19_27_35,35,400,10.0,4,sqrt,balanced,0.0,10098,0.6964120317975536,2.011254060209943
2021_09_11_00_33_16,35,400,10.0,4,sqrt,balanced,0.0,16412,0.8792134392724551,2.1103248842310505
2021_08_20_21_48_35,36,400,10.0,4,sqrt,balanced,0.02,2464,0.8808994857442876,0.2191234780844156
2021_08_21_17_30_41,36,400,10.0,4,sqrt,balanced,0.02,3454,0.9108362947524283,0.9756743630573249
2021_08_22_13_37_16,36,400,10.0,4,sqrt,balanced,0.02,2970,0.9503772126146961,0.013180639730639732
2021_08_22_22_01_17,36,400,10.0,4,sqrt,balanced,0.02,4444,0.9425802335611579,0.0005109698469846985
2021_08_23_10_51_24,36,400,10.0,4,sqrt,balanced,0.02,1408,0.8601650251839533,0.1906223366477273
2021_08_23_13_17_21,36,400,10.0,4,sqrt,balanced,0.02,1056,0.857395735621402,0.0008837594696969697
2021_08_23_19_42_07,36,400,10.0,4,sqrt,balanced,0.02,1254,0.8204153049711015,0.0007605661881977671
2021_09_09_19_27_35,36,400,10.0,4,sqrt,balanced,0.02,10098,0.6412524597651388,0.016954248366013076
2021_09_11_00_33_16,36,400,10.0,4,sqrt,balanced,0.02,16412,0.8488282654103327,0.0
2021_08_20_21_48_35,37,400,10.0,4,sqrt,balanced,0.05,2464,0.8785341868384571,0.0011957183441558444
2021_08_21_17_30_41,37,400,10.0,4,sqrt,balanced,0.05,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,37,400,10.0,4,sqrt,balanced,0.05,2970,0.953398172385495,0.0005774410774410774
2021_08_22_22_01_17,37,400,10.0,4,sqrt,balanced,0.05,4444,0.9432783980047295,0.0005186768676867687
2021_08_23_10_51_24,37,400,10.0,4,sqrt,balanced,0.05,1408,0.8565952712940331,0.0009849076704545455
2021_08_23_13_17_21,37,400,10.0,4,sqrt,balanced,0.05,1056,0.8590025838648819,0.0008993844696969698
2021_08_23_19_42_07,37,400,10.0,4,sqrt,balanced,0.05,1254,0.8204122613554915,0.0007671451355661882
2021_09_09_19_27_35,37,400,10.0,4,sqrt,balanced,0.05,10098,0.6404819898453966,0.0013393741334917807
2021_09_11_00_33_16,37,400,10.0,4,sqrt,balanced,0.05,16412,0.8504888858477043,0.00010816780404582014
2021_08_20_21_48_35,38,400,10.0,4,sqrt,balanced,0.1,2464,0.8785338398707309,0.001194805194805195
2021_08_21_17_30_41,38,400,10.0,4,sqrt,balanced,0.1,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,38,400,10.0,4,sqrt,balanced,0.1,2970,0.9539854573064032,0.0006265151515151515
2021_08_22_22_01_17,38,400,10.0,4,sqrt,balanced,0.1,4444,0.9432740739795439,0.0005176080108010801
2021_08_23_10_51_24,38,400,10.0,4,sqrt,balanced,0.1,1408,0.8565950356259229,0.0009818892045454547
2021_08_23_13_17_21,38,400,10.0,4,sqrt,balanced,0.1,1056,0.859863924093592,0.0008674242424242425
2021_08_23_19_42_07,38,400,10.0,4,sqrt,balanced,0.1,1254,0.8203980545256777,0.0007452153110047847
2021_09_09_19_27_35,38,400,10.0,4,sqrt,balanced,0.1,10098,0.6404811694530844,0.001312982768865122
2021_09_11_00_33_16,38,400,10.0,4,sqrt,balanced,0.1,16412,0.8524641315179039,0.00030684864733122104
2021_08_20_21_48_35,39,400,10.0,4,sqrt,balanced,0.2,2464,0.878532622387921,0.0011863839285714288
2021_08_21_17_30_41,39,400,10.0,4,sqrt,balanced,0.2,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,39,400,10.0,4,sqrt,balanced,0.2,2970,0.9533107192244217,0.0006053030303030303
2021_08_22_22_01_17,39,400,10.0,4,sqrt,balanced,0.2,4444,0.9432740739795439,0.0005174392439243925
2021_08_23_10_51_24,39,400,10.0,4,sqrt,balanced,0.2,1408,0.8565220278516482,0.0009776278409090909
2021_08_23_13_17_21,39,400,10.0,4,sqrt,balanced,0.2,1056,0.85540923882519,0.0007793560606060607
2021_08_23_19_42_07,39,400,10.0,4,sqrt,balanced,0.2,1254,0.820396400498903,0.0007111244019138756
2021_09_09_19_27_35,39,400,10.0,4,sqrt,balanced,0.2,10098,0.6404555097999657,0.001283670033670034
2021_09_11_00_33_16,39,400,10.0,4,sqrt,balanced,0.2,16412,0.8595388352093225,0.001473038020960273
2021_08_20_21_48_35,40,400,10.0,4,sqrt,balanced,0.35,2464,0.8785320831804062,0.0011830357142857144
2021_08_21_17_30_41,40,400,10.0,4,sqrt,balanced,0.35,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,40,400,10.0,4,sqrt,balanced,0.35,2970,0.9517636831337553,0.0005501683501683501
2021_08_22_22_01_17,40,400,10.0,4,sqrt,balanced,0.35,4444,0.9432740739795439,0.0005174392439243925
2021_08_23_10_51_24,40,400,10.0,4,sqrt,balanced,0.35,1408,0.8559560190708133,0.0009477982954545455
2021_08_23_13_17_21,40,400,10.0,4,sqrt,balanced,0.35,1056,0.860516774906004,0.0009074337121212122
2021_08_23_19_42_07,40,400,10.0,4,sqrt,balanced,0.35,1254,0.8204225942428175,0.000703548644338118
2021_09_09_19_27_35,40,400,10.0,4,sqrt,balanced,0.35,10098,0.6404801121685411,0.0012841651812240049
2021_09_11_00_33_16,40,400,10.0,4,sqrt,balanced,0.35,16412,0.8590838037157716,0.0011095539848891053
2021_08_20_21_48_35,41,400,10.0,4,sqrt,balanced,0.5,2464,0.8785102476794976,0.001161221590909091
2021_08_21_17_30_41,41,400,10.0,4,sqrt,balanced,0.5,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,41,400,10.0,4,sqrt,balanced,0.5,2970,0.9526490380253315,0.0005792929292929293
2021_08_22_22_01_17,41,400,10.0,4,sqrt,balanced,0.5,4444,0.9431884562453267,0.0005138388838883889
2021_08_23_10_51_24,41,400,10.0,4,sqrt,balanced,0.5,1408,0.8563714548079229,0.000961647727272727
2021_08_23_13_17_21,41,400,10.0,4,sqrt,balanced,0.5,1056,0.8572410999382492,0.0008065814393939394
2021_08_23_19_42_07,41,400,10.0,4,sqrt,balanced,0.5,1254,0.8204411902442529,0.0006844098883572568
2021_09_09_19_27_35,41,400,10.0,4,sqrt,balanced,0.5,10098,0.6404796261731971,0.001283496732026144
2021_09_11_00_33_16,41,400,10.0,4,sqrt,balanced,0.5,16412,0.8567569035049257,0.0008086765781135754
2021_08_20_21_48_35,42,400,10.0,4,0.5,,0.0,2464,0.8885713993390915,2.170503652597403
2021_08_21_17_30_41,42,400,10.0,4,0.5,,0.0,3454,0.9143038706238348,1.7615395193977998
2021_08_22_13_37_16,42,400,10.0,4,0.5,,0.0,2970,0.9620374046125836,1.5574719696969699
2021_08_22_22_01_17,42,400,10.0,4,0.5,,0.0,4444,0.9496484864024256,1.5980409540954095
2021_08_23_10_51_24,42,400,10.0,4,0.5,,0.0,1408,0.8675496256529673,1.5112148437500001
2021_08_23_13_17_21,42,400,10.0,4,0.5,,0.0,1056,0.869859528325346,1.4732800662878789
2021_08_23_19_42_07,42,400,10.0,4,0.5,,0.0,1254,0.8192258538205811,2.1548357256778314
2021_09_09_19_27_35,42,400,10.0,4,0.5,,0.0,10098,0.6741266633792499,1.3076442859972273
2021_09_11_00_33_16,42,400,10.0,4,0.5,,0.0,16412,0.8799148369551933,2.1960911375822576
2021_08_20_21_48_35,43,400,10.0,4,0.5,,0.02,2464,0.8790585384392584,0.10700487012987012
2021_08_21_17_30_41,43,400,10.0,4,0.5,,0.02,3454,0.9061411595271017,0.42925007237984947
2021_08_22_13_37_16,43,400,10.0,4,0.5,,0.02,2970,0.9511312441806886,0.0005599326599326599
2021_08_22_22_01_17,43,400,10.0,4,0.5,,0.02,4444,0.9434012324762953,0.000578476597659766
2021_08_23_10_51_24,43,400,10.0,4,0.5,,0.02,1408,0.8558389202885145,0.018853515625
2021_08_23_13_17_21,43,400,10.0,4,0.5,,0.02,1056,0.8606810018126848,0.012906250000000001
2021_08_23_19_42_07,43,400,10.0,4,0.5,,0.02,1254,0.8204170704293162,0.0008002392344497606
2021_09_09_19_27_35,43,400,10.0,4,0.5,,0.02,10098,0.6404048318443372,0.0014375618934442465
2021_09_11_00_33_16,43,400,10.0,4,0.5,,0.02,16412,0.8516122427494058,0.1232809529612479
2021_08_20_21_48_35,44,400,10.0,4,0.5,,0.05,2464,0.8767608041346983,0.0011109983766233768
2021_08_21_17_30_41,44,400,10.0,4,0.5,,0.05,3454,0.901699596554319,0.00104183555298205
2021_08_22_13_37_16,44,400,10.0,4,0.5,,0.05,2970,0.9550182585651332,0.0007396464646464646
2021_08_22_22_01_17,44,400,10.0,4,0.5,,0.05,4444,0.9432853037481433,0.0005235148514851485
2021_08_23_10_51_24,44,400,10.0,4,0.5,,0.05,1408,0.8543370051693849,0.0009208096590909091
2021_08_23_13_17_21,44,400,10.0,4,0.5,,0.05,1056,0.8613998061490449,0.001011600378787879
2021_08_23_19_42_07,44,400,10.0,4,0.5,,0.05,1254,0.820389768072997,0.0007844896331738436
2021_09_09_19_27_35,44,400,10.0,4,0.5,,0.05,10098,0.6404825401426361,0.0013816349772232126
2021_09_11_00_33_16,44,400,10.0,4,0.5,,0.05,16412,0.8505297831846815,0.00015375944430904217
2021_08_20_21_48_35,45,400,10.0,4,0.5,,0.1,2464,0.8771574681494203,0.001117288961038961
2021_08_21_17_30_41,45,400,10.0,4,0.5,,0.1,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,45,400,10.0,4,0.5,,0.1,2970,0.9545754063298072,0.0006924242424242423
2021_08_22_22_01_17,45,400,10.0,4,0.5,,0.1,4444,0.9432862820380818,0.0005203645364536453
2021_08_23_10_51_24,45,400,10.0,4,0.5,,0.1,1408,0.8543295569684072,0.0008934659090909091
2021_08_23_13_17_21,45,400,10.0,4,0.5,,0.1,1056,0.8615442466066005,0.0010089962121212122
2021_08_23_19_42_07,45,400,10.0,4,0.5,,0.1,1254,0.8203050191106516,0.0007484051036682614
2021_09_09_19_27_35,45,400,10.0,4,0.5,,0.1,10098,0.6402167352520657,0.0013778223410576356
2021_09_11_00_33_16,45,400,10.0,4,0.5,,0.1,16412,0.8642039074032901,0.00197635876188155
2021_08_20_21_48_35,46,400,10.0,4,0.5,,0.2,2464,0.8775845738747505,0.0011267248376623377
2021_08_21_17_30_41,46,400,10.0,4,0.5,,0.2,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,46,400,10.0,4,0.5,,0.2,2970,0.9542717991895252,0.000656986531986532
2021_08_22_22_01_17,46,400,10.0,4,0.5,,0.2,4444,0.9432748744634422,0.0005176080108010801
2021_08_23_10_51_24,46,400,10.0,4,0.5,,0.2,1408,0.8543293948723913,0.0008924005681818181
2021_08_23_13_17_21,46,400,10.0,4,0.5,,0.2,1056,0.861467079346787,0.0009751420454545454
2021_08_23_19_42_07,46,400,10.0,4,0.5,,0.2,1254,0.8202957507385424,0.000742822966507177
2021_09_09_19_27_35,46,400,10.0,4,0.5,,0.2,10098,0.6403036683460132,0.0013007526242820363
2021_09_11_00_33_16,46,400,10.0,4,0.5,,0.2,16412,0.8531480245742663,0.00041171094321228375
2021_08_20_21_48_35,47,400,10.0,4,0.5,,0.35,2464,0.877286918288988,0.0011216517857142857
2021_08_21_17_30_41,47,400,10.0,4,0.5,,0.35,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,47,400,10.0,4,0.5,,0.35,2970,0.9544697133533093,0.0006670033670033669
2021_08_22_22_01_17,47,400,10.0,4,0.5,,0.35,4444,0.9431825879340476,0.0005128825382538254
2021_08_23_10_51_24,47,400,10.0,4,0.5,,0.35,1408,0.8543293948723913,0.0008911576704545455
2021_08_23_13_17_21,47,400,10.0,4,0.5,,0.35,1056,0.8612952525977117,0.0009552556818181819
2021_08_23_19_42_07,47,400,10.0,4,0.5,,0.35,1254,0.8202816477013216,0.0007372408293460924
2021_09_09_19_27_35,47,400,10.0,4,0.5,,0.35,10098,0.6404800509616817,0.0012840661517132107
2021_09_11_00_33_16,47,400,10.0,4,0.5,,0.35,16412,0.853345090622884,0.00042749207896660975
2021_08_20_21_48_35,48,400,10.0,4,0.5,,0.5,2464,0.8772094177297587,0.0010679788961038962
2021_08_21_17_30_41,48,400,10.0,4,0.5,,0.5,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,48,400,10.0,4,0.5,,0.5,2970,0.954491178535174,0.0006892255892255891
2021_08_22_22_01_17,48,400,10.0,4,0.5,,0.5,4444,0.9431143008562061,0.0005091134113411342
2021_08_23_10_51_24,48,400,10.0,4,0.5,,0.5,1408,0.8541517363536953,0.0008764204545454545
2021_08_23_13_17_21,48,400,10.0,4,0.5,,0.5,1056,0.8609742515593706,0.0009150094696969697
2021_08_23_19_42_07,48,400,10.0,4,0.5,,0.5,1254,0.8201448830204181,0.0007033492822966507
2021_09_09_19_27_35,48,400,10.0,4,0.5,,0.5,10098,0.6404766037842846,0.0012780253515547635
2021_09_11_00_33_16,48,400,10.0,4,0.5,,0.5,16412,0.8526025967344937,0.000324640506946137
2021_08_20_21_48_35,49,400,10.0,4,0.5,balanced,0.0,2464,0.8897676553248178,1.6798668831168835
2021_08_21_17_30_41,49,400,10.0,4,0.5,balanced,0.0,3454,0.912521981816685,1.669656195715113
2021_08_22_13_37_16,49,400,10.0,4,0.5,balanced,0.0,2970,0.9613803476847964,0.9917487373737374
2021_08_22_22_01_17,49,400,10.0,4,0.5,balanced,0.0,4444,0.9503774698596622,1.16830400540054
2021_08_23_10_51_24,49,400,10.0,4,0.5,balanced,0.0,1408,0.8650871063391897,1.0339287997159092
2021_08_23_13_17_21,49,400,10.0,4,0.5,balanced,0.0,1056,0.869168574594773,1.0925984848484849
2021_08_23_19_42_07,49,400,10.0,4,0.5,balanced,0.0,1254,0.8260701208329022,1.1655661881977673
2021_09_09_19_27_35,49,400,10.0,4,0.5,balanced,0.0,10098,0.6886775577849861,2.2347515349574176
2021_09_11_00_33_16,49,400,10.0,4,0.5,balanced,0.0,16412,0.880534055263437,2.1395839020229106
2021_08_20_21_48_35,50,400,10.0,4,0.5,balanced,0.02,2464,0.8822338075454075,0.4025983157467533
2021_08_21_17_30_41,50,400,10.0,4,0.5,balanced,0.02,3454,0.9089608408423127,0.7174605529820499
2021_08_22_13_37_16,50,400,10.0,4,0.5,balanced,0.02,2970,0.9517858293912338,0.3061108585858586
2021_08_22_22_01_17,50,400,10.0,4,0.5,balanced,0.02,4444,0.9431488638956592,0.0260109698469847
2021_08_23_10_51_24,50,400,10.0,4,0.5,balanced,0.02,1408,0.8592712219722594,0.15269992897727272
2021_08_23_13_17_21,50,400,10.0,4,0.5,balanced,0.02,1056,0.858614125018129,0.018737215909090908
2021_08_23_19_42_07,50,400,10.0,4,0.5,balanced,0.02,1254,0.8211023302077609,0.17606858054226474
2021_09_09_19_27_35,50,400,10.0,4,0.5,balanced,0.02,10098,0.6434186731871907,0.05241528025351556
2021_09_11_00_33_16,50,400,10.0,4,0.5,balanced,0.02,16412,0.8488282654103327,0.0
2021_08_20_21_48_35,51,400,10.0,4,0.5,balanced,0.05,2464,0.8786836911223305,0.02924015827922077
2021_08_21_17_30_41,51,400,10.0,4,0.5,balanced,0.05,3454,0.9017426858431378,0.0046763173132599875
2021_08_22_13_37_16,51,400,10.0,4,0.5,balanced,0.05,2970,0.9540891679397415,0.0006654882154882154
2021_08_22_22_01_17,51,400,10.0,4,0.5,balanced,0.05,4444,0.9432873848194144,0.0005539491449144915
2021_08_23_10_51_24,51,400,10.0,4,0.5,balanced,0.05,1408,0.8553740275705475,0.0009701704545454546
2021_08_23_13_17_21,51,400,10.0,4,0.5,balanced,0.05,1056,0.8582035051017642,0.0008293087121212121
2021_08_23_19_42_07,51,400,10.0,4,0.5,balanced,0.05,1254,0.8203835615352455,0.0007809011164274322
2021_09_09_19_27_35,51,400,10.0,4,0.5,balanced,0.05,10098,0.6404825985838377,0.0013858189740542683
2021_09_11_00_33_16,51,400,10.0,4,0.5,balanced,0.05,16412,0.8606881220607575,0.0012929716061418474
2021_08_20_21_48_35,52,400,10.0,4,0.5,balanced,0.1,2464,0.8783597736917964,0.0011760349025974027
2021_08_21_17_30_41,52,400,10.0,4,0.5,balanced,0.1,3454,0.9016914227533352,0.0010299652576722643
2021_08_22_13_37_16,52,400,10.0,4,0.5,balanced,0.1,2970,0.9544555575348653,0.0007004208754208754
2021_08_22_22_01_17,52,400,10.0,4,0.5,balanced,0.1,4444,0.9433170408582036,0.0005298717371737174
2021_08_23_10_51_24,52,400,10.0,4,0.5,balanced,0.1,1408,0.8543293948723913,0.0008924005681818181
2021_08_23_13_17_21,52,400,10.0,4,0.5,balanced,0.1,1056,0.861407100750586,0.0009810606060606062
2021_08_23_19_42_07,52,400,10.0,4,0.5,balanced,0.1,1254,0.8203360151802017,0.0007543859649122807
2021_09_09_19_27_35,52,400,10.0,4,0.5,balanced,0.1,10098,0.6403596683732029,0.0013567538126361656
2021_09_11_00_33_16,52,400,10.0,4,0.5,balanced,0.1,16412,0.8676222620307077,0.002478445649524739
2021_08_20_21_48_35,53,400,10.0,4,0.5,balanced,0.2,2464,0.8778101437126874,0.0011307832792207793
2021_08_21_17_30_41,53,400,10.0,4,0.5,balanced,0.2,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,53,400,10.0,4,0.5,balanced,0.2,2970,0.9546600119303087,0.0006639730639730639
2021_08_22_22_01_17,53,400,10.0,4,0.5,balanced,0.2,4444,0.9432740739795439,0.0005174392439243925
2021_08_23_10_51_24,53,400,10.0,4,0.5,balanced,0.2,1408,0.8543293948723913,0.0008924005681818181
2021_08_23_13_17_21,53,400,10.0,4,0.5,balanced,0.2,1056,0.861258323152924,0.0009509943181818183
2021_08_23_19_42_07,53,400,10.0,4,0.5,balanced,0.2,1254,0.8203020857199343,0.0007406299840510366
2021_09_09_19_27_35,53,400,10.0,4,0.5,balanced,0.2,10098,0.6403036846118807,0.001304317686670628
2021_09_11_00_33_16,53,400,10.0,4,0.5,balanced,0.2,16412,0.8651032058058349,0.00209255422861321
2021_08_20_21_48_35,54,400,10.0,4,0.5,balanced,0.35,2464,0.8779587366811121,0.0011338271103896104
2021_08_21_17_30_41,54,400,10.0,4,0.5,balanced,0.35,3454,0.9016913802126237,0.0010295309785755648
2021_08_22_13_37_16,54,400,10.0,4,0.5,balanced,0.35,2970,0.9541462150215387,0.0006748316498316498
2021_08_22_22_01_17,54,400,10.0,4,0.5,balanced,0.35,4444,0.9431984638616216,0.0005126012601260126
2021_08_23_10_51_24,54,400,10.0,4,0.5,balanced,0.35,1408,0.8543293948723913,0.0008924005681818181
2021_08_23_13_17_21,54,400,10.0,4,0.5,balanced,0.35,1056,0.8612917618405957,0.0009524147727272726
2021_08_23_19_42_07,54,400,10.0,4,0.5,balanced,0.35,1254,0.8202898902307539,0.0007300637958532696
2021_09_09_19_27_35,54,400,10.0,4,0.5,balanced,0.35,10098,0.6404795589701594,0.001282382650029709
2021_09_11_00_33_16,54,400,10.0,4,0.5,balanced,0.35,16412,0.8660562383702448,0.0021120216914452847
2021_08_20_21_48_35,55,400,10.0,4,0.5,balanced,0.5,2464,0.8758043458616281,0.001023133116883117
2021_08_21_17_30_41,55,400,10.0,4,0.5,balanced,0.5,3454,0.9016913802126237,0.0010295309785755648
