fold_scene,candidate_index,n_estimators,max_depth,min_samples_leaf,max_features,class_weight,lambda,realised_f1,realised_payload
2021_08_23_10_51_24,35,400,10.0,4,sqrt,balanced,0.0,0.894206,0.183857
2021_08_23_13_17_21,35,400,10.0,4,sqrt,balanced,0.0,0.916961,0.152068
2021_08_23_19_42_07,35,400,10.0,4,sqrt,balanced,0.0,0.8114,0.23045
2021_09_09_19_27_35,35,400,10.0,4,sqrt,balanced,0.0,0.803743,0.182704
2021_09_11_00_33_16,35,400,10.0,4,sqrt,balanced,0.0,0.941318,0.03277
2021_08_20_21_48_35,36,400,10.0,4,sqrt,balanced,0.02,0.93446,0.227472
2021_08_21_17_30_41,36,400,10.0,4,sqrt,balanced,0.02,0.927863,0.236833
2021_08_22_13_37_16,36,400,10.0,4,sqrt,balanced,0.02,0.971686,0.024
2021_08_22_22_01_17,36,400,10.0,4,sqrt,balanced,0.02,0.987474,0.037912
2021_08_23_10_51_24,36,400,10.0,4,sqrt,balanced,0.02,0.89401,0.172193
2021_08_23_13_17_21,36,400,10.0,4,sqrt,balanced,0.02,0.917057,0.162131
2021_08_23_19_42_07,36,400,10.0,4,sqrt,balanced,0.02,0.809267,0.212732
2021_09_09_19_27_35,36,400,10.0,4,sqrt,balanced,0.02,0.799865,0.114401
2021_09_11_00_33_16,36,400,10.0,4,sqrt,balanced,0.02,0.941361,0.024
2021_08_20_21_48_35,37,400,10.0,4,sqrt,balanced,0.05,0.930058,0.061636
2021_08_21_17_30_41,37,400,10.0,4,sqrt,balanced,0.05,0.923538,0.025678
2021_08_22_13_37_16,37,400,10.0,4,sqrt,balanced,0.05,0.971686,0.024
2021_08_22_22_01_17,37,400,10.0,4,sqrt,balanced,0.05,0.98737,0.024
2021_08_23_10_51_24,37,400,10.0,4,sqrt,balanced,0.05,0.892817,0.143378
2021_08_23_13_17_21,37,400,10.0,4,sqrt,balanced,0.05,0.918028,0.117307
2021_08_23_19_42_07,37,400,10.0,4,sqrt,balanced,0.05,0.800953,0.024
2021_09_09_19_27_35,37,400,10.0,4,sqrt,balanced,0.05,0.798613,0.045046
2021_09_11_00_33_16,37,400,10.0,4,sqrt,balanced,0.05,0.941361,0.024
2021_08_20_21_48_35,38,400,10.0,4,sqrt,balanced,0.1,0.928938,0.024
2021_08_21_17_30_41,38,400,10.0,4,sqrt,balanced,0.1,0.923348,0.024
2021_08_22_13_37_16,38,400,10.0,4,sqrt,balanced,0.1,0.971686,0.024
2021_08_22_22_01_17,38,400,10.0,4,sqrt,balanced,0.1,0.98737,0.024
2021_08_23_10_51_24,38,400,10.0,4,sqrt,balanced,0.1,0.887167,0.037722
2021_08_23_13_17_21,38,400,10.0,4,sqrt,balanced,0.1,0.91825,0.024
2021_08_23_19_42_07,38,400,10.0,4,sqrt,balanced,0.1,0.800953,0.024
2021_09_09_19_27_35,38,400,10.0,4,sqrt,balanced,0.1,0.798796,0.043993
2021_09_11_00_33_16,38,400,10.0,4,sqrt,balanced,0.1,0.941361,0.024
2021_08_20_21_48_35,39,400,10.0,4,sqrt,balanced,0.2,0.928938,0.024
2021_08_21_17_30_41,39,400,10.0,4,sqrt,balanced,0.2,0.923348,0.024
2021_08_22_13_37_16,39,400,10.0,4,sqrt,balanced,0.2,0.971686,0.024
2021_08_22_22_01_17,39,400,10.0,4,sqrt,balanced,0.2,0.98737,0.024
2021_08_23_10_51_24,39,400,10.0,4,sqrt,balanced,0.2,0.886513,0.024
2021_08_23_13_17_21,39,400,10.0,4,sqrt,balanced,0.2,0.91825,0.024
2021_08_23_19_42_07,39,400,10.0,4,sqrt,balanced,0.2,0.800953,0.024
2021_09_09_19_27_35,39,400,10.0,4,sqrt,balanced,0.2,0.799479,0.024
2021_09_11_00_33_16,39,400,10.0,4,sqrt,balanced,0.2,0.941361,0.024
2021_08_20_21_48_35,40,400,10.0,4,sqrt,balanced,0.35,0.928938,0.024
2021_08_21_17_30_41,40,400,10.0,4,sqrt,balanced,0.35,0.923348,0.024
2021_08_22_13_37_16,40,400,10.0,4,sqrt,balanced,0.35,0.971686,0.024
2021_08_22_22_01_17,40,400,10.0,4,sqrt,balanced,0.35,0.98737,0.024
2021_08_23_10_51_24,40,400,10.0,4,sqrt,balanced,0.35,0.886513,0.024
2021_08_23_13_17_21,40,400,10.0,4,sqrt,balanced,0.35,0.913228,0.0235
2021_08_23_19_42_07,40,400,10.0,4,sqrt,balanced,0.35,0.800953,0.024
2021_09_09_19_27_35,40,400,10.0,4,sqrt,balanced,0.35,0.799479,0.024
2021_09_11_00_33_16,40,400,10.0,4,sqrt,balanced,0.35,0.941361,0.024
2021_08_20_21_48_35,41,400,10.0,4,sqrt,balanced,0.5,0.928938,0.024
2021_08_21_17_30_41,41,400,10.0,4,sqrt,balanced,0.5,0.923348,0.024
2021_08_22_13_37_16,41,400,10.0,4,sqrt,balanced,0.5,0.971333,0.023822
2021_08_22_22_01_17,41,400,10.0,4,sqrt,balanced,0.5,0.98737,0.024
2021_08_23_10_51_24,41,400,10.0,4,sqrt,balanced,0.5,0.886513,0.024
2021_08_23_13_17_21,41,400,10.0,4,sqrt,balanced,0.5,0.913228,0.0235
2021_08_23_19_42_07,41,400,10.0,4,sqrt,balanced,0.5,0.800953,0.024
2021_09_09_19_27_35,41,400,10.0,4,sqrt,balanced,0.5,0.799479,0.024
2021_09_11_00_33_16,41,400,10.0,4,sqrt,balanced,0.5,0.941361,0.024
2021_08_20_21_48_35,42,400,10.0,4,0.5,,0.0,0.93154,0.080201
2021_08_21_17_30_41,42,400,10.0,4,0.5,,0.0,0.930069,0.256131
2021_08_22_13_37_16,42,400,10.0,4,0.5,,0.0,0.97193,0.04384
2021_08_22_22_01_17,42,400,10.0,4,0.5,,0.0,0.920446,0.26044
2021_08_23_10_51_24,42,400,10.0,4,0.5,,0.0,0.890636,0.110446
2021_08_23_13_17_21,42,400,10.0,4,0.5,,0.0,0.918955,0.095352
2021_08_23_19_42_07,42,400,10.0,4,0.5,,0.0,0.812869,0.213502
2021_09_09_19_27_35,42,400,10.0,4,0.5,,0.0,0.802515,0.279419
2021_09_11_00_33_16,42,400,10.0,4,0.5,,0.0,0.938702,0.068733
2021_08_20_21_48_35,43,400,10.0,4,0.5,,0.02,0.932316,0.148407
2021_08_21_17_30_41,43,400,10.0,4,0.5,,0.02,0.92542,0.040781
2021_08_22_13_37_16,43,400,10.0,4,0.5,,0.02,0.971686,0.029855
2021_08_22_22_01_17,43,400,10.0,4,0.5,,0.02,0.917746,0.213918
2021_08_23_10_51_24,43,400,10.0,4,0.5,,0.02,0.88945,0.077514
2021_08_23_13_17_21,43,400,10.0,4,0.5,,0.02,0.92047,0.067909
2021_08_23_19_42_07,43,400,10.0,4,0.5,,0.02,0.80524,0.111818
2021_09_09_19_27_35,43,400,10.0,4,0.5,,0.02,0.802606,0.266217
2021_09_11_00_33_16,43,400,10.0,4,0.5,,0.02,0.941547,0.15196
2021_08_20_21_48_35,44,400,10.0,4,0.5,,0.05,0.930468,0.051631
2021_08_21_17_30_41,44,400,10.0,4,0.5,,0.05,0.923348,0.024
2021_08_22_13_37_16,44,400,10.0,4,0.5,,0.05,0.971686,0.024
2021_08_22_22_01_17,44,400,10.0,4,0.5,,0.05,0.917692,0.212614
2021_08_23_10_51_24,44,400,10.0,4,0.5,,0.05,0.886513,0.024
2021_08_23_13_17_21,44,400,10.0,4,0.5,,0.05,0.919131,0.034977
2021_08_23_19_42_07,44,400,10.0,4,0.5,,0.05,0.800953,0.024
2021_09_09_19_27_35,44,400,10.0,4,0.5,,0.05,0.799479,0.024
2021_09_11_00_33_16,44,400,10.0,4,0.5,,0.05,0.941432,0.028061
2021_08_20_21_48_35,45,400,10.0,4,0.5,,0.1,0.927023,0.025924
2021_08_21_17_30_41,45,400,10.0,4,0.5,,0.1,0.923348,0.024
2021_08_22_13_37_16,45,400,10.0,4,0.5,,0.1,0.965621,0.021293
2021_08_22_22_01_17,45,400,10.0,4,0.5,,0.1,0.890998,0.0
2021_08_23_10_51_24,45,400,10.0,4,0.5,,0.1,0.886513,0.024
2021_08_23_13_17_21,45,400,10.0,4,0.5,,0.1,0.91825,0.024
2021_08_23_19_42_07,45,400,10.0,4,0.5,,0.1,0.801094,0.031703
2021_09_09_19_27_35,45,400,10.0,4,0.5,,0.1,0.799479,0.024
2021_09_11_00_33_16,45,400,10.0,4,0.5,,0.1,0.941364,0.024235
2021_08_20_21_48_35,46,400,10.0,4,0.5,,0.2,0.926765,0.023571
2021_08_21_17_30_41,46,400,10.0,4,0.5,,0.2,0.923348,0.024
2021_08_22_13_37_16,46,400,10.0,4,0.5,,0.2,0.971686,0.024
2021_08_22_22_01_17,46,400,10.0,4,0.5,,0.2,0.890998,0.0
2021_08_23_10_51_24,46,400,10.0,4,0.5,,0.2,0.886513,0.024
2021_08_23_13_17_21,46,400,10.0,4,0.5,,0.2,0.91825,0.024
2021_08_23_19_42_07,46,400,10.0,4,0.5,,0.2,0.800953,0.024
2021_09_09_19_27_35,46,400,10.0,4,0.5,,0.2,0.799479,0.024
2021_09_11_00_33_16,46,400,10.0,4,0.5,,0.2,0.941361,0.024
2021_08_20_21_48_35,47,400,10.0,4,0.5,,0.35,0.926765,0.023571
2021_08_21_17_30_41,47,400,10.0,4,0.5,,0.35,0.923348,0.024
2021_08_22_13_37_16,47,400,10.0,4,0.5,,0.35,0.971686,0.024
2021_08_22_22_01_17,47,400,10.0,4,0.5,,0.35,0.890998,0.0
2021_08_23_10_51_24,47,400,10.0,4,0.5,,0.35,0.886513,0.024
2021_08_23_13_17_21,47,400,10.0,4,0.5,,0.35,0.91825,0.024
2021_08_23_19_42_07,47,400,10.0,4,0.5,,0.35,0.800953,0.024
2021_09_09_19_27_35,47,400,10.0,4,0.5,,0.35,0.799479,0.024
2021_09_11_00_33_16,47,400,10.0,4,0.5,,0.35,0.939523,0.023678
2021_08_20_21_48_35,48,400,10.0,4,0.5,,0.5,0.926765,0.023571
2021_08_21_17_30_41,48,400,10.0,4,0.5,,0.5,0.923348,0.024
2021_08_22_13_37_16,48,400,10.0,4,0.5,,0.5,0.971686,0.024
2021_08_22_22_01_17,48,400,10.0,4,0.5,,0.5,0.890998,0.0
2021_08_23_10_51_24,48,400,10.0,4,0.5,,0.5,0.886074,0.023625
2021_08_23_13_17_21,48,400,10.0,4,0.5,,0.5,0.91825,0.024
2021_08_23_19_42_07,48,400,10.0,4,0.5,,0.5,0.800953,0.024
2021_09_09_19_27_35,48,400,10.0,4,0.5,,0.5,0.799479,0.024
2021_09_11_00_33_16,48,400,10.0,4,0.5,,0.5,0.940869,0.023936
2021_08_20_21_48_35,49,400,10.0,4,0.5,balanced,0.0,0.936147,0.278437
2021_08_21_17_30_41,49,400,10.0,4,0.5,balanced,0.0,0.926686,0.225367
2021_08_22_13_37_16,49,400,10.0,4,0.5,balanced,0.0,0.97192,0.05002
2021_08_22_22_01_17,49,400,10.0,4,0.5,balanced,0.0,0.987018,0.047476
2021_08_23_10_51_24,49,400,10.0,4,0.5,balanced,0.0,0.89409,0.23394
2021_08_23_13_17_21,49,400,10.0,4,0.5,balanced,0.0,0.919092,0.281966
2021_08_23_19_42_07,49,400,10.0,4,0.5,balanced,0.0,0.81567,0.245856
2021_09_09_19_27_35,49,400,10.0,4,0.5,balanced,0.0,0.802245,0.174381
2021_09_11_00_33_16,49,400,10.0,4,0.5,balanced,0.0,0.930909,0.093917
2021_08_20_21_48_35,50,400,10.0,4,0.5,balanced,0.02,0.936191,0.278045
2021_08_21_17_30_41,50,400,10.0,4,0.5,balanced,0.02,0.926443,0.216976
2021_08_22_13_37_16,50,400,10.0,4,0.5,balanced,0.02,0.971686,0.024
2021_08_22_22_01_17,50,400,10.0,4,0.5,balanced,0.02,0.986833,0.054649
2021_08_23_10_51_24,50,400,10.0,4,0.5,balanced,0.02,0.894235,0.188659
2021_08_23_13_17_21,50,400,10.0,4,0.5,balanced,0.02,0.919446,0.287455
2021_08_23_19_42_07,50,400,10.0,4,0.5,balanced,0.02,0.816332,0.264344
2021_09_09_19_27_35,50,400,10.0,4,0.5,balanced,0.02,0.802938,0.166537
2021_09_11_00_33_16,50,400,10.0,4,0.5,balanced,0.02,0.918197,0.021122
2021_08_20_21_48_35,51,400,10.0,4,0.5,balanced,0.05,0.932008,0.139261
2021_08_21_17_30_41,51,400,10.0,4,0.5,balanced,0.05,0.923348,0.024
2021_08_22_13_37_16,51,400,10.0,4,0.5,balanced,0.05,0.971686,0.024
2021_08_22_22_01_17,51,400,10.0,4,0.5,balanced,0.05,0.98737,0.033347
2021_08_23_10_51_24,51,400,10.0,4,0.5,balanced,0.05,0.894061,0.172193
2021_08_23_13_17_21,51,400,10.0,4,0.5,balanced,0.05,0.919675,0.150239
2021_08_23_19_42_07,51,400,10.0,4,0.5,balanced,0.05,0.800953,0.024
2021_09_09_19_27_35,51,400,10.0,4,0.5,balanced,0.05,0.798667,0.044663
2021_09_11_00_33_16,51,400,10.0,4,0.5,balanced,0.05,0.910588,0.020266
2021_08_20_21_48_35,52,400,10.0,4,0.5,balanced,0.1,0.929912,0.038114
2021_08_21_17_30_41,52,400,10.0,4,0.5,balanced,0.1,0.924053,0.137828
2021_08_22_13_37_16,52,400,10.0,4,0.5,balanced,0.1,0.971686,0.024
2021_08_22_22_01_17,52,400,10.0,4,0.5,balanced,0.1,0.98737,0.024
2021_08_23_10_51_24,52,400,10.0,4,0.5,balanced,0.1,0.886513,0.024
2021_08_23_13_17_21,52,400,10.0,4,0.5,balanced,0.1,0.91841,0.029489
2021_08_23_19_42_07,52,400,10.0,4,0.5,balanced,0.1,0.800953,0.024
2021_09_09_19_27_35,52,400,10.0,4,0.5,balanced,0.1,0.798289,0.058439
2021_09_11_00_33_16,52,400,10.0,4,0.5,balanced,0.1,0.941361,0.024
2021_08_20_21_48_35,53,400,10.0,4,0.5,balanced,0.2,0.928938,0.024
2021_08_21_17_30_41,53,400,10.0,4,0.5,balanced,0.2,0.923348,0.024
2021_08_22_13_37_16,53,400,10.0,4,0.5,balanced,0.2,0.971686,0.024
2021_08_22_22_01_17,53,400,10.0,4,0.5,balanced,0.2,0.98737,0.024
2021_08_23_10_51_24,53,400,10.0,4,0.5,balanced,0.2,0.886513,0.024
2021_08_23_13_17_21,53,400,10.0,4,0.5,balanced,0.2,0.91825,0.024
2021_08_23_19_42_07,53,400,10.0,4,0.5,balanced,0.2,0.800953,0.024
2021_09_09_19_27_35,53,400,10.0,4,0.5,balanced,0.2,0.799479,0.024
2021_09_11_00_33_16,53,400,10.0,4,0.5,balanced,0.2,0.941361,0.024
2021_08_20_21_48_35,54,400,10.0,4,0.5,balanced,0.35,0.928938,0.024
2021_08_21_17_30_41,54,400,10.0,4,0.5,balanced,0.35,0.923348,0.024
2021_08_22_13_37_16,54,400,10.0,4,0.5,balanced,0.35,0.971333,0.023822
2021_08_22_22_01_17,54,400,10.0,4,0.5,balanced,0.35,0.98737,0.024
2021_08_23_10_51_24,54,400,10.0,4,0.5,balanced,0.35,0.886513,0.024
2021_08_23_13_17_21,54,400,10.0,4,0.5,balanced,0.35,0.913228,0.0235
2021_08_23_19_42_07,54,400,10.0,4,0.5,balanced,0.35,0.800953,0.024
2021_09_09_19_27_35,54,400,10.0,4,0.5,balanced,0.35,0.799479,0.024
2021_09_11_00_33_16,54,400,10.0,4,0.5,balanced,0.35,0.941361,0.024
2021_08_20_21_48_35,55,400,10.0,4,0.5,balanced,0.5,0.928938,0.024
2021_08_21_17_30_41,55,400,10.0,4,0.5,balanced,0.5,0.923348,0.024
2021_08_22_13_37_16,55,400,10.0,4,0.5,balanced,0.5,0.969273,0.022756
2021_08_22_22_01_17,55,400,10.0,4,0.5,balanced,0.5,0.98737,0.024
2021_08_23_10_51_24,55,400,10.0,4,0.5,balanced,0.5,0.886513,0.024
2021_08_23_13_17_21,55,400,10.0,4,0.5,balanced,0.5,0.913228,0.0235
2021_08_23_19_42_07,55,400,10.0,4,0.5,balanced,0.5,0.800953,0.024
2021_09_09_19_27_35,55,400,10.0,4,0.5,balanced,0.5,0.799479,0.024
2021_09_11_00_33_16,55,400,10.0,4,0.5,balanced,0.5,0.941361,0.024
2021_08_20_21_48_35,56,400,,2,sqrt,,0.0,0.935595,0.162
2021_08_21_17_30_41,56,400,,2,sqrt,,0.0,0.929984,0.251656
2021_08_22_13_37_16,56,400,,2,sqrt,,0.0,0.972283,0.050671
2021_08_22_22_01_17,56,400,,2,sqrt,,0.0,0.987338,0.236422
2021_08_23_10_51_24,56,400,,2,sqrt,,0.0,0.893504,0.175624
2021_08_23_13_17_21,56,400,,2,sqrt,,0.0,0.919084,0.10633
2021_08_23_19_42_07,56,400,,2,sqrt,,0.0,0.807468,0.171134
2021_09_09_19_27_35,56,400,,2,sqrt,,0.0,0.802483,0.276071
2021_09_11_00_33_16,56,400,,2,sqrt,,0.0,0.942911,0.295342
2021_08_20_21_48_35,57,400,,2,sqrt,,0.02,0.933259,0.124364
2021_08_21_17_30_41,57,400,,2,sqrt,,0.02,0.925872,0.094199
2021_08_22_13_37_16,57,400,,2,sqrt,,0.02,0.972094,0.048394
2021_08_22_22_01_17,57,400,,2,sqrt,,0.02,0.987644,0.260669
2021_08_23_10_51_24,57,400,,2,sqrt,,0.02,0.892858,0.147494
2021_08_23_13_17_21,57,400,,2,sqrt,,0.02,0.919976,0.077972
2021_08_23_19_42_07,57,400,,2,sqrt,,0.02,0.803099,0.068679
2021_09_09_19_27_35,57,400,,2,sqrt,,0.02,0.802362,0.274253
2021_09_11_00_33_16,57,400,,2,sqrt,,0.02,0.943395,0.263499
2021_08_20_21_48_35,58,400,,2,sqrt,,0.05,0.932492,0.070653
2021_08_21_17_30_41,58,400,,2,sqrt,,0.05,0.924197,0.036306
2021_08_22_13_37_16,58,400,,2,sqrt,,0.05,0.971686,0.024
2021_08_22_22_01_17,58,400,,2,sqrt,,0.05,0.988054,0.148119
2021_08_23_10_51_24,58,400,,2,sqrt,,0.05,0.886513,0.024
2021_08_23_13_17_21,58,400,,2,sqrt,,0.05,0.91825,0.024
2021_08_23_19_42_07,58,400,,2,sqrt,,0.05,0.800953,0.024
2021_09_09_19_27_35,58,400,,2,sqrt,,0.05,0.799382,0.028018
2021_09_11_00_33_16,58,400,,2,sqrt,,0.05,0.941356,0.0632
2021_08_20_21_48_35,59,400,,2,sqrt,,0.1,0.928938,0.024
2021_08_21_17_30_41,59,400,,2,sqrt,,0.1,0.923348,0.024
2021_08_22_13_37_16,59,400,,2,sqrt,,0.1,0.971686,0.024
2021_08_22_22_01_17,59,400,,2,sqrt,,0.1,0.934923,0.011228
2021_08_23_10_51_24,59,400,,2,sqrt,,0.1,0.886513,0.024
2021_08_23_13_17_21,59,400,,2,sqrt,,0.1,0.91825,0.024
2021_08_23_19_42_07,59,400,,2,sqrt,,0.1,0.800953,0.024
2021_09_09_19_27_35,59,400,,2,sqrt,,0.1,0.799479,0.024
2021_09_11_00_33_16,59,400,,2,sqrt,,0.1,0.941361,0.024
2021_08_20_21_48_35,60,400,,2,sqrt,,0.2,0.928938,0.024
2021_08_21_17_30_41,60,400,,2,sqrt,,0.2,0.923348,0.024
2021_08_22_13_37_16,60,400,,2,sqrt,,0.2,0.971686,0.024
2021_08_22_22_01_17,60,400,,2,sqrt,,0.2,0.934124,0.01105
2021_08_23_10_51_24,60,400,,2,sqrt,,0.2,0.886513,0.024
2021_08_23_13_17_21,60,400,,2,sqrt,,0.2,0.91825,0.024
2021_08_23_19_42_07,60,400,,2,sqrt,,0.2,0.800953,0.024
2021_09_09_19_27_35,60,400,,2,sqrt,,0.2,0.799479,0.024
2021_09_11_00_33_16,60,400,,2,sqrt,,0.2,0.941361,0.024
2021_08_20_21_48_35,61,400,,2,sqrt,,0.35,0.928938,0.024
2021_08_21_17_30_41,61,400,,2,sqrt,,0.35,0.923348,0.024
2021_08_22_13_37_16,61,400,,2,sqrt,,0.35,0.971686,0.024
2021_08_22_22_01_17,61,400,,2,sqrt,,0.35,0.901864,0.003564
2021_08_23_10_51_24,61,400,,2,sqrt,,0.35,0.886513,0.024
2021_08_23_13_17_21,61,400,,2,sqrt,,0.35,0.91825,0.024
2021_08_23_19_42_07,61,400,,2,sqrt,,0.35,0.800953,0.024
2021_09_09_19_27_35,61,400,,2,sqrt,,0.35,0.799479,0.024
2021_09_11_00_33_16,61,400,,2,sqrt,,0.35,0.941183,0.023968
2021_08_20_21_48_35,62,400,,2,sqrt,,0.5,0.928938,0.024
2021_08_21_17_30_41,62,400,,2,sqrt,,0.5,0.923348,0.024
2021_08_22_13_37_16,62,400,,2,sqrt,,0.5,0.971686,0.024
2021_08_22_22_01_17,62,400,,2,sqrt,,0.5,0.902645,0.003802
2021_08_23_10_51_24,62,400,,2,sqrt,,0.5,0.886513,0.024
2021_08_23_13_17_21,62,400,,2,sqrt,,0.5,0.91825,0.024
2021_08_23_19_42_07,62,400,,2,sqrt,,0.5,0.800953,0.024
2021_09_09_19_27_35,62,400,,2,sqrt,,0.5,0.799479,0.024
2021_09_11_00_33_16,62,400,,2,sqrt,,0.5,0.941361,0.024
2021_08_20_21_48_35,63,400,,2,sqrt,balanced,0.0,0.932383,0.078102
2021_08_21_17_30_41,63,400,,2,sqrt,balanced,0.0,0.923348,0.024559
2021_08_22_13_37_16,63,400,,2,sqrt,balanced,0.0,0.971686,0.024
2021_08_22_22_01_17,63,400,,2,sqrt,balanced,0.0,0.987474,0.029869
2021_08_23_10_51_24,63,400,,2,sqrt,balanced,0.0,0.890133,0.100841
2021_08_23_13_17_21,63,400,,2,sqrt,balanced,0.0,0.918625,0.101756
2021_08_23_19_42_07,63,400,,2,sqrt,balanced,0.0,0.803294,0.06945
2021_09_09_19_27_35,63,400,,2,sqrt,balanced,0.0,0.798841,0.069535
2021_09_11_00_33_16,63,400,,2,sqrt,balanced,0.0,0.942126,0.07097
2021_08_20_21_48_35,64,400,,2,sqrt,balanced,0.02,0.929214,0.034193
2021_08_21_17_30_41,64,400,,2,sqrt,balanced,0.02,0.923348,0.024
2021_08_22_13_37_16,64,400,,2,sqrt,balanced,0.02,0.971686,0.024
2021_08_22_22_01_17,64,400,,2,sqrt,balanced,0.02,0.98737,0.024
2021_08_23_10_51_24,64,400,,2,sqrt,balanced,0.02,0.886513,0.024
2021_08_23_13_17_21,64,400,,2,sqrt,balanced,0.02,0.919399,0.049614
2021_08_23_19_42_07,64,400,,2,sqrt,balanced,0.02,0.803115,0.050962
2021_09_09_19_27_35,64,400,,2,sqrt,balanced,0.02,0.798603,0.054229
2021_09_11_00_33_16,64,400,,2,sqrt,balanced,0.02,0.941361,0.024
2021_08_20_21_48_35,65,400,,2,sqrt,balanced,0.05,0.928938,0.024
2021_08_21_17_30_41,65,400,,2,sqrt,balanced,0.05,0.923348,0.024
2021_08_22_13_37_16,65,400,,2,sqrt,balanced,0.05,0.971686,0.024
2021_08_22_22_01_17,65,400,,2,sqrt,balanced,0.05,0.98737,0.024
2021_08_23_10_51_24,65,400,,2,sqrt,balanced,0.05,0.886513,0.024
2021_08_23_13_17_21,65,400,,2,sqrt,balanced,0.05,0.91825,0.024
2021_08_23_19_42_07,65,400,,2,sqrt,balanced,0.05,0.800953,0.024
2021_09_09_19_27_35,65,400,,2,sqrt,balanced,0.05,0.799479,0.024
2021_09_11_00_33_16,65,400,,2,sqrt,balanced,0.05,0.941361,0.024
2021_08_20_21_48_35,66,400,,2,sqrt,balanced,0.1,0.928938,0.024
2021_08_21_17_30_41,66,400,,2,sqrt,balanced,0.1,0.923348,0.024
2021_08_22_13_37_16,66,400,,2,sqrt,balanced,0.1,0.971686,0.024
2021_08_22_22_01_17,66,400,,2,sqrt,balanced,0.1,0.98737,0.024
2021_08_23_10_51_24,66,400,,2,sqrt,balanced,0.1,0.886513,0.024
2021_08_23_13_17_21,66,400,,2,sqrt,balanced,0.1,0.91825,0.024
2021_08_23_19_42_07,66,400,,2,sqrt,balanced,0.1,0.800953,0.024
2021_09_09_19_27_35,66,400,,2,sqrt,balanced,0.1,0.799479,0.024
2021_09_11_00_33_16,66,400,,2,sqrt,balanced,0.1,0.941361,0.024
2021_08_20_21_48_35,67,400,,2,sqrt,balanced,0.2,0.928938,0.024
2021_08_21_17_30_41,67,400,,2,sqrt,balanced,0.2,0.923348,0.024
2021_08_22_13_37_16,67,400,,2,sqrt,balanced,0.2,0.971686,0.024
2021_08_22_22_01_17,67,400,,2,sqrt,balanced,0.2,0.98737,0.024
2021_08_23_10_51_24,67,400,,2,sqrt,balanced,0.2,0.886513,0.024
2021_08_23_13_17_21,67,400,,2,sqrt,balanced,0.2,0.91825,0.024
2021_08_23_19_42_07,67,400,,2,sqrt,balanced,0.2,0.800953,0.024
2021_09_09_19_27_35,67,400,,2,sqrt,balanced,0.2,0.799479,0.024
2021_09_11_00_33_16,67,400,,2,sqrt,balanced,0.2,0.941361,0.024
2021_08_20_21_48_35,68,400,,2,sqrt,balanced,0.35,0.928938,0.024
2021_08_21_17_30_41,68,400,,2,sqrt,balanced,0.35,0.923348,0.024
2021_08_22_13_37_16,68,400,,2,sqrt,balanced,0.35,0.971686,0.024
2021_08_22_22_01_17,68,400,,2,sqrt,balanced,0.35,0.98737,0.024
2021_08_23_10_51_24,68,400,,2,sqrt,balanced,0.35,0.886513,0.024
2021_08_23_13_17_21,68,400,,2,sqrt,balanced,0.35,0.91825,0.024
2021_08_23_19_42_07,68,400,,2,sqrt,balanced,0.35,0.800953,0.024
2021_09_09_19_27_35,68,400,,2,sqrt,balanced,0.35,0.799479,0.024
2021_09_11_00_33_16,68,400,,2,sqrt,balanced,0.35,0.941361,0.024
2021_08_20_21_48_35,69,400,,2,sqrt,balanced,0.5,0.928938,0.024
2021_08_21_17_30_41,69,400,,2,sqrt,balanced,0.5,0.923348,0.024
2021_08_22_13_37_16,69,400,,2,sqrt,balanced,0.5,0.971686,0.024
2021_08_22_22_01_17,69,400,,2,sqrt,balanced,0.5,0.98737,0.024
2021_08_23_10_51_24,69,400,,2,sqrt,balanced,0.5,0.886513,0.024
2021_08_23_13_17_21,69,400,,2,sqrt,balanced,0.5,0.91825,0.024
2021_08_23_19_42_07,69,400,,2,sqrt,balanced,0.5,0.800953,0.024
2021_09_09_19_27_35,69,400,,2,sqrt,balanced,0.5,0.799479,0.024
2021_09_11_00_33_16,69,400,,2,sqrt,balanced,0.5,0.941361,0.024
2021_08_20_21_48_35,70,400,,2,0.5,,0.0,0.932886,0.099019
2021_08_21_17_30_41,70,400,,2,0.5,,0.0,0.929419,0.26592
2021_08_22_13_37_16,70,400,,2,0.5,,0.0,0.971852,0.066608
2021_08_22_22_01_17,70,400,,2,0.5,,0.0,0.92064,0.270439
2021_08_23_10_51_24,70,400,,2,0.5,,0.0,0.891924,0.159844
2021_08_23_13_17_21,70,400,,2,0.5,,0.0,0.918693,0.122795
2021_08_23_19_42_07,70,400,,2,0.5,,0.0,0.805938,0.121062
2021_09_09_19_27_35,70,400,,2,0.5,,0.0,0.802483,0.275401
2021_09_11_00_33_16,70,400,,2,0.5,,0.0,0.938517,0.067909
2021_08_20_21_48_35,71,400,,2,0.5,,0.02,0.931865,0.155464
2021_08_21_17_30_41,71,400,,2,0.5,,0.02,0.925412,0.050849
2021_08_22_13_37_16,71,400,,2,0.5,,0.02,0.972527,0.064982
2021_08_22_22_01_17,71,400,,2,0.5,,0.02,0.91785,0.22783
2021_08_23_10_51_24,71,400,,2,0.5,,0.02,0.889977,0.10633
2021_08_23_13_17_21,71,400,,2,0.5,,0.02,0.92047,0.067909
2021_08_23_19_42_07,71,400,,2,0.5,,0.02,0.811489,0.171904
2021_09_09_19_27_35,71,400,,2,0.5,,0.02,0.802517,0.275401
2021_09_11_00_33_16,71,400,,2,0.5,,0.02,0.939556,0.065437
