realisation,F1_RF,F1_tau,B_RF,B_tau,dF,dB
0,0.8795316832715815,0.8890516323393042,0.029269090909090908,0.19612363636363636,-0.009519949067722688,-0.16685454545454545
1,0.879954087192362,0.8924016527696089,0.032781818181818176,0.24003272727272723,-0.01244756557724691,-0.20725090909090904
2,0.8797477818619122,0.8923958154158159,0.03449454545454545,0.24178909090909093,-0.01264803355390376,-0.20729454545454548
3,0.8795103173906152,0.8929381211237474,0.027469090909090905,0.23476363636363637,-0.013427803733132126,-0.20729454545454545
4,0.8800182980840856,0.8917345149950547,0.03805090909090907,0.2154436363636364,-0.011716216910969135,-0.1773927272727273
5,0.879615482525392,0.8893418244882063,0.029269090909090908,0.20139272727272728,-0.0097263419628143,-0.17212363636363637
6,0.8795505561611869,0.892115979086269,0.02751272727272727,0.19963636363636364,-0.012565422925082115,-0.17212363636363637
7,0.8795978871258823,0.8906957566738128,0.02751272727272727,0.2172,-0.011097869547930572,-0.18968727272727273
8,0.8797883433645421,0.8926655319604007,0.032781818181818176,0.2593527272727273,-0.012877188595858513,-0.2265709090909091
9,0.8798373024030165,0.8900704512812875,0.034538181818181815,0.20490545454545456,-0.010233148878270981,-0.17036727272727276
10,0.879515701640736,0.8924609176679091,0.029269090909090908,0.21368727272727273,-0.012945216027173134,-0.18441818181818181
11,0.8798690524968233,0.8945399182493037,0.032781818181818176,0.23827636363636362,-0.014670865752480333,-0.20549454545454543
12,0.8798885748603127,0.8924441677873785,0.03453818181818181,0.21017454545454547,-0.012555592927065762,-0.17563636363636367
13,0.8799079239368439,0.8918829744512384,0.03449454545454545,0.21017454545454547,-0.011975050514394514,-0.17568000000000003
14,0.8797761402346871,0.8901429515535181,0.02746909090909091,0.1961236363636364,-0.010366811318830993,-0.16865454545454547
15,0.8795256862857125,0.8921225344051015,0.02751272727272727,0.21719999999999998,-0.012596848119388993,-0.1896872727272727
16,0.8795636963844299,0.8931632426652041,0.034538181818181815,0.2400327272727273,-0.0135995462807742,-0.20549454545454549
17,0.8799717653881419,0.8955931066383015,0.03453818181818181,0.24178909090909093,-0.01562134125015957,-0.20725090909090912
18,0.8796901116587899,0.8918443490158428,0.029269090909090908,0.22598181818181817,-0.0121542373570529,-0.19671272727272726
19,0.8797661279548298,0.8913636020096866,0.032781818181818176,0.22598181818181817,-0.011597474054856782,-0.19319999999999998
20,0.8796166949922388,0.8901637743819844,0.02746909090909091,0.2066618181818182,-0.010547079389745528,-0.17919272727272728
21,0.8797765659202229,0.8929217289794575,0.02922545454545454,0.2084181818181818,-0.013145163059234632,-0.17919272727272728
22,0.880088408426805,0.8908946285464547,0.03625090909090909,0.19085454545454544,-0.010806220119649712,-0.15460363636363636
23,0.8802503313801505,0.8900055569952184,0.03629454545454545,0.22246909090909092,-0.00975522561506792,-0.18617454545454548
24,0.8802550954168493,0.8918503645333377,0.03976363636363635,0.2172,-0.011595269116488338,-0.17743636363636367
25,0.8795667305859652,0.8927953051437031,0.02751272727272727,0.22246909090909092,-0.013228574557737849,-0.19495636363636365
26,0.8796515238285064,0.891637378280813,0.036294545454545454,0.20490545454545453,-0.011985854452306599,-0.1686109090909091
27,0.879538751190359,0.8888032481887124,0.029269090909090908,0.18031636363636364,-0.009264496998353411,-0.15104727272727272
28,0.8797425629875877,0.8907352275198156,0.029269090909090908,0.1943672727272727,-0.010992664532227914,-0.16509818181818178
29,0.8798423036662015,0.8905930795452811,0.029269090909090908,0.20314909090909092,-0.010750775879079577,-0.17388
30,0.8797740692442114,0.8917321087013591,0.029269090909090908,0.22071272727272725,-0.011958039457147684,-0.19144363636363634
31,0.8799265716292641,0.8936876092173837,0.03098181818181818,0.23827636363636368,-0.013761037588119529,-0.2072945454545455
32,0.8798580742966045,0.8933922344988042,0.03102545454545454,0.24530181818181818,-0.013534160202199774,-0.21427636363636363
33,0.880019230409102,0.8905161198702726,0.03273818181818182,0.1943672727272727,-0.010496889461170555,-0.1616290909090909
34,0.8795171260833741,0.8894545684077523,0.02751272727272727,0.21017454545454547,-0.00993744232437821,-0.1826618181818182
35,0.8799528073180806,0.893337044282393,0.034538181818181815,0.2242254545454545,-0.013384236964312457,-0.1896872727272727
36,0.8800158360871402,0.8935893071781505,0.032781818181818176,0.21895636363636362,-0.01357347109101037,-0.18617454545454543
37,0.8794827477498488,0.8931886959075928,0.02751272727272727,0.23827636363636368,-0.013705948157743952,-0.2107636363636364
38,0.8796965513446114,0.891329908696088,0.029269090909090908,0.1943672727272727,-0.011633357351476525,-0.16509818181818178
39,0.8799435990506952,0.8927224845235998,0.029269090909090908,0.24530181818181818,-0.012778885472904622,-0.21603272727272727
40,0.8799611606381156,0.8918225498632951,0.03273818181818182,0.23652000000000004,-0.011861389225179542,-0.20378181818181823
41,0.879895217960531,0.8931419436498121,0.03805090909090909,0.23125090909090912,-0.013246725689281091,-0.19320000000000004
42,0.8797259354591369,0.8908694759282199,0.029269090909090908,0.21895636363636364,-0.011143540469082946,-0.18968727272727273
43,0.8795679197528146,0.88931648070162,0.029269090909090908,0.20314909090909092,-0.009748560948805385,-0.17388
44,0.8797056120092218,0.888963838707317,0.03449454545454545,0.19436727272727275,-0.009258226698095173,-0.1598727272727273
45,0.8797331621430137,0.893407271233472,0.029269090909090908,0.22949454545454545,-0.013674109090458297,-0.20022545454545454
46,0.879978067224676,0.8902272107384421,0.034538181818181815,0.2312509090909091,-0.010249143513766157,-0.19671272727272726
47,0.8796241684393449,0.8898473622582176,0.031025454545454547,0.19085454545454544,-0.010223193818872711,-0.1598290909090909
48,0.8797518604451959,0.8929130377552726,0.03102545454545454,0.23476363636363637,-0.01316117731007671,-0.20373818181818182
49,0.879635450298136,0.8910101207819852,0.032781818181818176,0.21368727272727273,-0.011374670483849214,-0.18090545454545454
50,0.879881039424376,0.8936780103770169,0.03273818181818182,0.23300727272727273,-0.013796970952640875,-0.2002690909090909
51,0.8798805888132616,0.8906705621155826,0.03098181818181818,0.1838290909090909,-0.01078997330232101,-0.15284727272727272
52,0.8795106267929077,0.8939066195487976,0.02751272727272727,0.2277381818181818,-0.014395992755889875,-0.20022545454545454
53,0.8794982494007457,0.8898146467859095,0.02575636363636363,0.20139272727272725,-0.010316397385163767,-0.17563636363636362
54,0.8797343942252073,0.8928469829125838,0.029269090909090908,0.24881454545454548,-0.013112588687376525,-0.21954545454545457
55,0.879765023209832,0.8906510228460486,0.032781818181818176,0.21895636363636367,-0.010885999636216614,-0.18617454545454548
56,0.8799628952416507,0.8908253485506231,0.034538181818181815,0.21193090909090911,-0.010862453308972397,-0.1773927272727273
57,0.8795934081077575,0.8916871369968761,0.031025454545454547,0.22071272727272725,-0.012093728889118527,-0.1896872727272727
58,0.879748149243268,0.8902913589911028,0.034538181818181815,0.21544363636363636,-0.010543209747834736,-0.18090545454545454
59,0.8794818191094832,0.8914193159883672,0.02922545454545454,0.19963636363636364,-0.011937496878884013,-0.1704109090909091
60,0.879575886184519,0.8926755466244437,0.029269090909090908,0.24354545454545454,-0.01309966043992472,-0.21427636363636363
61,0.879728772315112,0.8910196527567776,0.032781818181818176,0.25408363636363646,-0.011290880441665596,-0.22130181818181827
62,0.8797473450140519,0.8895167105848139,0.03102545454545454,0.19788,-0.009769365570761912,-0.16685454545454545
63,0.8801793317361312,0.8921568273414265,0.03629454545454545,0.22598181818181817,-0.011977495605295374,-0.18968727272727273
64,0.8796263062953948,0.8918257228894667,0.02922545454545454,0.21895636363636362,-0.012199416594071866,-0.18973090909090906
65,0.8801328459652987,0.8905067335475575,0.03805090909090909,0.21193090909090911,-0.010373887582258767,-0.17388000000000003
66,0.8799064122546802,0.8909689909761602,0.032781818181818176,0.2172,-0.011062578721479976,-0.18441818181818181
67,0.8798414646495473,0.8898537368124182,0.03102545454545454,0.21017454545454547,-0.010012272162870928,-0.17914909090909092
68,0.8797082391652193,0.8924162715131586,0.02922545454545454,0.20314909090909092,-0.012708032347939269,-0.1739236363636364
69,0.8797356568683278,0.8912885107777335,0.03102545454545454,0.20314909090909092,-0.011552853909405747,-0.17212363636363637
70,0.8796213740652258,0.8907671956582502,0.03102545454545454,0.23476363636363637,-0.011145821593024463,-0.20373818181818182
71,0.8797193905440244,0.893682453957471,0.031025454545454547,0.23476363636363637,-0.013963063413446664,-0.20373818181818182
72,0.879825924093073,0.8916609171303835,0.029269090909090908,0.21544363636363636,-0.011834993037310504,-0.18617454545454545
73,0.8797995362498543,0.8927481244910848,0.03449454545454545,0.23300727272727273,-0.012948588241230463,-0.19851272727272729
74,0.87984152414582,0.8916236046227541,0.032781818181818176,0.2084181818181818,-0.011782080476934187,-0.17563636363636365
75,0.8795222840525887,0.8899840793826364,0.031025454545454547,0.22246909090909092,-0.010461795330047652,-0.19144363636363637
76,0.8796602653373371,0.8912522618337111,0.02922545454545454,0.21719999999999998,-0.01159199649637399,-0.18797454545454545
77,0.8796460779146714,0.8895016457817772,0.03273818181818181,0.2066618181818182,-0.00985556786710573,-0.1739236363636364
78,0.879736658334732,0.8922004053809426,0.02751272727272727,0.2575963636363636,-0.01246374704621056,-0.23008363636363635
79,0.8797946123643355,0.8933110718293623,0.034538181818181815,0.24881454545454548,-0.013516459465026776,-0.21427636363636365
80,0.8798633619872006,0.8899091334776444,0.03273818181818182,0.2277381818181818,-0.010045771490443833,-0.195
81,0.87951876336878,0.8892091675238176,0.031025454545454547,0.19963636363636364,-0.009690404155037635,-0.1686109090909091
82,0.8799319166486913,0.8919471249797127,0.036294545454545454,0.24178909090909093,-0.012015208331021432,-0.20549454545454549
83,0.8797732642563907,0.8918509026007219,0.029269090909090908,0.20490545454545456,-0.012077638344331176,-0.17563636363636365
84,0.8794796860218048,0.8905177542296323,0.02575636363636363,0.20314909090909092,-0.01103806820782749,-0.17739272727272729
85,0.8794731867313385,0.8888164562528784,0.02575636363636363,0.1943672727272727,-0.009343269521539965,-0.16861090909090906
86,0.8796811837499792,0.8918712690743533,0.02922545454545454,0.21368727272727275,-0.012190085324374156,-0.18446181818181823
87,0.8798665094375611,0.8898793475194411,0.03102545454545454,0.20314909090909092,-0.010012838081880027,-0.17212363636363637
88,0.8800032635168595,0.8950217980688269,0.034538181818181815,0.23652000000000004,-0.015018534551967333,-0.2019818181818182
89,0.8798702480576255,0.8926471935619007,0.034538181818181815,0.21368727272727273,-0.012776945504275217,-0.17914909090909092
90,0.8796583357724277,0.8913309321620247,0.02922545454545454,0.19963636363636367,-0.011672596389597056,-0.1704109090909091
91,0.8798866917870262,0.8901137628338553,0.03102545454545454,0.1873418181818182,-0.010227071046829184,-0.15631636363636364
92,0.8795802161910317,0.8901965235580097,0.029269090909090908,0.2084181818181818,-0.01061630736697805,-0.1791490909090909
93,0.8798040840842507,0.891319445588372,0.03102545454545454,0.21895636363636364,-0.011515361504121246,-0.1879309090909091
94,0.8795589341900566,0.8904846864396876,0.03098181818181818,0.2119309090909091,-0.010925752249630993,-0.1809490909090909
