snr_db,ap_03,ap_05,ap_07,return_code,log
0.0,0.8476,0.8329,0.7147,0,experiment_logs/importance_map_jscc/jscc_eval/awgn_jscc_snrp00/inference.log
2.0,0.8609,0.8444,0.7222,0,experiment_logs/importance_map_jscc/jscc_eval/awgn_jscc_snrp02/inference.log
4.0,0.8728,0.8549,0.7332,0,experiment_logs/importance_map_jscc/jscc_eval/awgn_jscc_snrp04/inference.log
6.0,0.8804,0.8627,0.7364,0,experiment_logs/importance_map_jscc/jscc_eval/awgn_jscc_snrp06/inference.log
8.0,0.8859,0.8667,0.7396,0,experiment_logs/importance_map_jscc/jscc_eval/awgn_jscc_snrp08/inference.log
12.0,0.8903,0.8709,0.7411,0,experiment_logs/importance_map_jscc/jscc_eval/awgn_jscc_snrp12/inference.log
16.0,0.8900,0.8703,0.7399,0,experiment_logs/importance_map_jscc/jscc_eval/awgn_jscc_snrp16/inference.log
20.0,0.8899,0.8702,0.7385,0,experiment_logs/importance_map_jscc/jscc_eval/awgn_jscc_snrp20/inference.log
