snr_db,ap_03,ap_05,ap_07,return_code,log
0.0,0.6780,0.6681,0.5974,0,experiment_logs/importance_map_jscc/jscc_eval/awgn_L_ldpc16_snrp00/inference.log
6.0,0.6779,0.6680,0.5974,0,experiment_logs/importance_map_jscc/jscc_eval/awgn_L_ldpc16_snrp06/inference.log
8.0,0.6818,0.6714,0.6003,0,experiment_logs/importance_map_jscc/jscc_eval/awgn_L_ldpc16_snrp08/inference.log
9.0,0.6937,0.6812,0.6069,0,experiment_logs/importance_map_jscc/jscc_eval/awgn_L_ldpc16_snrp09/inference.log
10.0,0.7073,0.6953,0.6136,0,experiment_logs/importance_map_jscc/jscc_eval/awgn_L_ldpc16_snrp10/inference.log
12.0,0.7359,0.7233,0.6351,0,experiment_logs/importance_map_jscc/jscc_eval/awgn_L_ldpc16_snrp12/inference.log
16.0,0.7374,0.7249,0.6366,0,experiment_logs/importance_map_jscc/jscc_eval/awgn_L_ldpc16_snrp16/inference.log
