snr_db,ap_03,ap_05,ap_07,return_code,log
0.0,0.7593,0.7431,0.6533,0,experiment_logs/importance_map_jscc/jscc_eval/ofdm_L_jscc_snrp00/inference.log
2.0,0.7897,0.7730,0.6773,0,experiment_logs/importance_map_jscc/jscc_eval/ofdm_L_jscc_snrp02/inference.log
4.0,0.8069,0.7901,0.6900,0,experiment_logs/importance_map_jscc/jscc_eval/ofdm_L_jscc_snrp04/inference.log
6.0,0.8179,0.7997,0.7024,0,experiment_logs/importance_map_jscc/jscc_eval/ofdm_L_jscc_snrp06/inference.log
8.0,0.8248,0.8062,0.7061,0,experiment_logs/importance_map_jscc/jscc_eval/ofdm_L_jscc_snrp08/inference.log
12.0,0.8299,0.8122,0.7114,0,experiment_logs/importance_map_jscc/jscc_eval/ofdm_L_jscc_snrp12/inference.log
16.0,0.8319,0.8139,0.7132,0,experiment_logs/importance_map_jscc/jscc_eval/ofdm_L_jscc_snrp16/inference.log
20.0,0.8324,0.8141,0.7136,0,experiment_logs/importance_map_jscc/jscc_eval/ofdm_L_jscc_snrp20/inference.log
