snr_db,ap_03,ap_05,ap_07,return_code,log
0.0,0.6417,0.6345,0.5711,0,experiment_logs/importance_map_jscc/jscc_eval/rayleigh_ldpc16_snrp00/inference.log
12.0,0.6972,0.6830,0.6096,0,experiment_logs/importance_map_jscc/jscc_eval/rayleigh_ldpc16_snrp12/inference.log
15.0,0.6987,0.6842,0.6107,0,experiment_logs/importance_map_jscc/jscc_eval/rayleigh_ldpc16_snrp15/inference.log
18.0,0.6999,0.6852,0.6108,0,experiment_logs/importance_map_jscc/jscc_eval/rayleigh_ldpc16_snrp18/inference.log
22.0,0.7002,0.6855,0.6113,0,experiment_logs/importance_map_jscc/jscc_eval/rayleigh_ldpc16_snrp22/inference.log
30.0,0.6995,0.6848,0.6105,0,experiment_logs/importance_map_jscc/jscc_eval/rayleigh_ldpc16_snrp30/inference.log
