frame,n_gt,n_box_ego,n_box_collab,n_box_L,f1_E,f1_L,n_cw_L,B_L_msym
413,53,32,46,51,0.6588235294117648,0.9038461538461539,19,0.00475
414,51,30,45,48,0.6913580246913581,0.9090909090909091,19,0.00475
415,51,32,45,48,0.7228915662650602,0.9090909090909091,19,0.00475
416,52,32,44,48,0.7142857142857143,0.9400000000000001,18,0.0045
417,52,34,46,50,0.7209302325581395,0.9215686274509804,19,0.00475
418,51,34,46,49,0.7764705882352942,0.92,19,0.00475
419,52,33,48,50,0.7764705882352941,0.9215686274509804,20,0.005
420,54,34,44,47,0.7499999999999999,0.9108910891089108,18,0.0045
421,54,36,46,50,0.7333333333333334,0.9615384615384615,19,0.00475
422,54,32,43,46,0.7441860465116279,0.9,17,0.00425
423,54,33,42,49,0.7586206896551725,0.9320388349514563,17,0.00425
424,53,37,41,48,0.7777777777777778,0.910891089108911,16,0.004
425,51,35,42,47,0.813953488372093,0.9387755102040817,17,0.00425
426,51,37,40,45,0.8181818181818183,0.8958333333333333,16,0.004
427,53,38,39,47,0.8131868131868132,0.9,15,0.00375
428,53,38,39,50,0.8131868131868132,0.9320388349514563,15,0.00375
429,53,37,38,48,0.8222222222222222,0.9306930693069307,15,0.00375
430,54,36,39,49,0.7555555555555556,0.9320388349514563,15,0.00375
431,54,38,40,49,0.782608695652174,0.912621359223301,16,0.004
432,53,37,37,46,0.7999999999999999,0.9292929292929293,15,0.00375
433,50,37,37,47,0.8505747126436781,0.9690721649484536,15,0.00375
434,47,34,32,44,0.7901234567901235,0.9230769230769231,13,0.00325
435,46,34,33,43,0.85,0.9662921348314606,13,0.00325
436,43,34,33,41,0.8831168831168831,0.9523809523809524,13,0.00325
437,41,33,33,39,0.8648648648648648,0.9500000000000001,13,0.00325
438,39,34,34,40,0.8767123287671232,0.9113924050632911,14,0.0035
439,40,33,29,38,0.8767123287671234,0.8974358974358975,12,0.003
440,39,33,26,37,0.8888888888888888,0.9473684210526315,11,0.00275
441,38,33,28,36,0.9014084507042254,0.9459459459459458,11,0.00275
442,40,34,26,37,0.8918918918918919,0.935064935064935,11,0.00275
443,39,33,28,36,0.9166666666666666,0.9600000000000001,11,0.00275
444,39,34,28,37,0.8493150684931507,0.8947368421052632,11,0.00275
445,38,34,30,38,0.861111111111111,0.9210526315789473,12,0.003
446,39,34,27,38,0.9041095890410958,0.9090909090909091,11,0.00275
447,40,33,28,38,0.8767123287671234,0.9487179487179489,11,0.00275
448,43,32,25,37,0.8000000000000002,0.875,10,0.0025
449,45,33,26,39,0.846153846153846,0.9047619047619048,11,0.00275
450,47,32,28,39,0.759493670886076,0.8837209302325582,11,0.00275
451,51,32,30,39,0.6987951807228915,0.8444444444444443,12,0.003
452,52,32,33,42,0.761904761904762,0.8723404255319148,13,0.00325
453,54,34,37,49,0.7499999999999999,0.8932038834951458,15,0.00375
454,59,34,39,52,0.7096774193548386,0.9009009009009009,15,0.00375
455,57,39,36,53,0.7708333333333334,0.9272727272727272,14,0.0035
456,57,35,38,50,0.7391304347826086,0.8971962616822429,15,0.00375
457,58,36,41,53,0.7446808510638298,0.9369369369369369,16,0.004
458,59,37,39,53,0.7500000000000001,0.8928571428571428,15,0.00375
459,57,37,37,51,0.7446808510638299,0.9259259259259259,15,0.00375
460,56,38,37,50,0.7659574468085106,0.9433962264150945,15,0.00375
461,56,40,37,52,0.8125,0.9444444444444444,15,0.00375
462,58,37,35,48,0.6947368421052632,0.8679245283018867,14,0.0035
463,58,40,36,53,0.7959183673469388,0.9009009009009009,14,0.0035
464,58,38,36,51,0.7708333333333335,0.8990825688073395,14,0.0035
465,57,40,34,50,0.7216494845360825,0.9158878504672898,14,0.0035
466,56,40,34,51,0.7916666666666667,0.9532710280373832,14,0.0035
467,56,37,35,51,0.7741935483870968,0.9158878504672897,14,0.0035
468,56,38,35,51,0.8085106382978724,0.9532710280373832,14,0.0035
469,55,37,35,50,0.7608695652173914,0.9523809523809523,14,0.0035
470,55,37,34,50,0.8043478260869564,0.9142857142857144,14,0.0035
471,56,36,31,50,0.7391304347826088,0.9245283018867924,13,0.00325
472,55,38,30,51,0.8172043010752689,0.9622641509433962,12,0.003
473,56,37,33,51,0.7741935483870968,0.9345794392523364,13,0.00325
474,56,39,30,51,0.8,0.9158878504672897,12,0.003
475,56,36,32,49,0.782608695652174,0.9333333333333333,13,0.00325
476,56,36,31,49,0.7608695652173912,0.9333333333333333,13,0.00325
477,55,35,33,49,0.7111111111111111,0.923076923076923,13,0.00325
478,44,35,0,35,0.8354430379746834,0.8354430379746834,0,0.0
479,45,34,0,34,0.8607594936708861,0.8607594936708861,0,0.0
480,44,37,0,37,0.8641975308641975,0.8641975308641975,0,0.0
481,42,35,0,35,0.8571428571428571,0.8571428571428571,0,0.0
482,44,34,0,34,0.8717948717948718,0.8717948717948718,0,0.0
483,42,35,0,35,0.9090909090909091,0.9090909090909091,0,0.0
484,44,36,0,36,0.875,0.875,0,0.0
485,46,34,0,34,0.75,0.75,0,0.0
486,44,34,0,34,0.8205128205128205,0.8205128205128205,0,0.0
487,45,34,0,34,0.8101265822784811,0.8101265822784811,0,0.0
488,44,34,0,34,0.846153846153846,0.846153846153846,0,0.0
489,46,33,0,33,0.810126582278481,0.810126582278481,0,0.0
490,45,34,0,34,0.8101265822784811,0.8101265822784811,0,0.0
491,45,33,0,33,0.8205128205128205,0.8205128205128205,0,0.0
492,45,31,0,31,0.7894736842105263,0.7894736842105263,0,0.0
493,47,34,0,34,0.8148148148148149,0.8148148148148149,0,0.0
494,45,36,0,36,0.8395061728395062,0.8395061728395062,0,0.0
495,45,31,0,31,0.7894736842105263,0.7894736842105263,0,0.0
496,44,32,0,32,0.8157894736842106,0.8157894736842106,0,0.0
497,44,30,0,30,0.7837837837837838,0.7837837837837838,0,0.0
498,45,33,0,33,0.8205128205128205,0.8205128205128205,0,0.0
499,44,32,0,32,0.8157894736842106,0.8157894736842106,0,0.0
500,42,35,0,35,0.8831168831168832,0.8831168831168832,0,0.0
501,43,34,0,34,0.8571428571428571,0.8571428571428571,0,0.0
502,42,32,0,32,0.8378378378378379,0.8378378378378379,0,0.0
503,42,31,0,31,0.8493150684931507,0.8493150684931507,0,0.0
504,42,33,0,33,0.8533333333333334,0.8533333333333334,0,0.0
505,42,31,0,31,0.8493150684931507,0.8493150684931507,0,0.0
506,42,33,0,33,0.8533333333333334,0.8533333333333334,0,0.0
507,42,33,0,33,0.88,0.88,0,0.0
508,41,32,0,32,0.8767123287671234,0.8767123287671234,0,0.0
509,42,32,0,32,0.8378378378378379,0.8378378378378379,0,0.0
510,42,33,0,33,0.8266666666666667,0.8266666666666667,0,0.0
511,39,36,0,36,0.9333333333333333,0.9333333333333333,0,0.0
512,41,35,0,35,0.8947368421052632,0.8947368421052632,0,0.0
513,40,31,0,31,0.8450704225352113,0.8450704225352113,0,0.0
514,40,30,0,30,0.8571428571428571,0.8571428571428571,0,0.0
515,38,32,0,32,0.9142857142857143,0.9142857142857143,0,0.0
516,37,31,0,31,0.8823529411764706,0.8823529411764706,0,0.0
517,36,32,0,32,0.911764705882353,0.911764705882353,0,0.0
518,38,32,0,32,0.8857142857142857,0.8857142857142857,0,0.0
519,37,29,0,29,0.8787878787878788,0.8787878787878788,0,0.0
520,37,30,0,30,0.835820895522388,0.835820895522388,0,0.0
521,39,33,0,33,0.8888888888888888,0.8888888888888888,0,0.0
522,39,31,0,31,0.8857142857142858,0.8857142857142858,0,0.0
523,39,33,0,33,0.8888888888888888,0.8888888888888888,0,0.0
524,39,30,0,30,0.8115942028985509,0.8115942028985509,0,0.0
525,39,32,0,32,0.8732394366197183,0.8732394366197183,0,0.0
526,38,32,0,32,0.9142857142857143,0.9142857142857143,0,0.0
527,36,30,0,30,0.9090909090909091,0.9090909090909091,0,0.0
528,35,30,0,30,0.8923076923076922,0.8923076923076922,0,0.0
529,34,31,0,31,0.9538461538461539,0.9538461538461539,0,0.0
530,35,31,0,31,0.9393939393939393,0.9393939393939393,0,0.0
531,34,31,0,31,0.9538461538461539,0.9538461538461539,0,0.0
532,36,31,0,31,0.9253731343283582,0.9253731343283582,0,0.0
533,38,32,0,32,0.9142857142857143,0.9142857142857143,0,0.0
534,36,32,0,32,0.911764705882353,0.911764705882353,0,0.0
535,35,31,0,31,0.909090909090909,0.909090909090909,0,0.0
536,35,30,0,30,0.923076923076923,0.923076923076923,0,0.0
537,33,31,0,31,0.9374999999999999,0.9374999999999999,0,0.0
538,37,33,0,33,0.8857142857142858,0.8857142857142858,0,0.0
539,32,28,0,28,0.8666666666666666,0.8666666666666666,0,0.0
540,33,28,0,28,0.9180327868852458,0.9180327868852458,0,0.0
541,35,27,0,27,0.8387096774193549,0.8387096774193549,0,0.0
542,36,27,0,27,0.8571428571428571,0.8571428571428571,0,0.0
543,35,28,0,28,0.8571428571428572,0.8571428571428572,0,0.0
544,32,27,0,27,0.8813559322033898,0.8813559322033898,0,0.0
545,34,25,0,25,0.8474576271186441,0.8474576271186441,0,0.0
546,34,25,0,25,0.8135593220338982,0.8135593220338982,0,0.0
547,33,25,0,25,0.793103448275862,0.793103448275862,0,0.0
548,33,26,0,26,0.7796610169491526,0.7796610169491526,0,0.0
549,34,26,0,26,0.8333333333333333,0.8333333333333333,0,0.0
