frame,n_gt,n_box_ego,n_box_collab,n_box_L,f1_E,f1_L,n_cw_L,B_L_msym
88,20,15,17,18,0.8571428571428571,0.9473684210526316,7,0.00175
89,20,15,19,20,0.8571428571428571,1.0,8,0.002
90,24,23,16,24,0.851063829787234,0.8333333333333334,7,0.00175
91,24,22,15,23,0.8695652173913043,0.851063829787234,7,0.00175
92,24,21,16,23,0.9333333333333333,0.8936170212765957,7,0.00175
93,24,21,14,23,0.9333333333333333,0.8936170212765957,6,0.0015
94,25,20,15,22,0.888888888888889,0.8936170212765958,7,0.00175
95,25,22,16,24,0.8510638297872342,0.8571428571428572,7,0.00175
96,25,21,17,24,0.8695652173913043,0.8571428571428572,7,0.00175
97,31,24,20,26,0.8727272727272727,0.9122807017543859,8,0.002
98,43,28,29,36,0.7887323943661972,0.8860759493670887,12,0.003
99,44,33,31,39,0.8311688311688312,0.891566265060241,13,0.00325
100,44,33,35,41,0.8311688311688312,0.8705882352941177,14,0.0035
101,44,34,33,40,0.846153846153846,0.9285714285714285,13,0.00325
102,44,34,31,39,0.8717948717948718,0.9397590361445783,13,0.00325
103,44,35,33,41,0.8860759493670886,0.9411764705882352,13,0.00325
104,44,33,33,40,0.8051948051948052,0.9285714285714285,13,0.00325
105,44,33,31,39,0.8571428571428571,0.9397590361445783,13,0.00325
106,44,33,32,40,0.8571428571428571,0.9523809523809523,13,0.00325
107,44,33,30,40,0.8311688311688312,0.9523809523809523,12,0.003
108,42,33,29,39,0.88,0.962962962962963,12,0.003
109,43,32,28,39,0.8533333333333333,0.951219512195122,11,0.00275
110,42,32,29,39,0.8648648648648648,0.962962962962963,12,0.003
111,42,32,30,38,0.8378378378378379,0.9500000000000001,12,0.003
112,43,33,33,39,0.8157894736842105,0.951219512195122,13,0.00325
113,43,33,31,40,0.868421052631579,0.9397590361445783,13,0.00325
114,43,33,32,40,0.868421052631579,0.9397590361445783,13,0.00325
115,43,35,31,39,0.8717948717948717,0.951219512195122,13,0.00325
116,43,34,34,40,0.8831168831168831,0.963855421686747,14,0.0035
117,43,37,35,40,0.875,0.9156626506024096,14,0.0035
118,43,37,33,40,0.9,0.9397590361445783,13,0.00325
119,43,36,30,39,0.9113924050632911,0.9268292682926831,12,0.003
120,43,37,28,39,0.875,0.951219512195122,11,0.00275
121,43,37,31,40,0.85,0.9156626506024096,13,0.00325
122,43,35,33,40,0.8717948717948717,0.9397590361445783,13,0.00325
123,43,35,32,38,0.8717948717948717,0.9382716049382717,13,0.00325
124,43,36,34,39,0.8607594936708861,0.951219512195122,14,0.0035
125,43,36,31,39,0.9113924050632911,0.951219512195122,13,0.00325
126,43,35,33,38,0.8717948717948717,0.9382716049382717,13,0.00325
127,43,37,33,39,0.9,0.9268292682926831,13,0.00325
128,44,37,35,40,0.8641975308641975,0.8809523809523809,14,0.0035
129,44,36,35,37,0.875,0.9135802469135803,14,0.0035
130,44,36,36,39,0.875,0.891566265060241,14,0.0035
131,44,34,36,40,0.8717948717948718,0.9047619047619048,14,0.0035
132,44,35,35,39,0.8860759493670886,0.9156626506024097,14,0.0035
133,43,36,33,42,0.8354430379746837,0.8705882352941177,13,0.00325
134,43,33,29,38,0.8421052631578948,0.9135802469135803,12,0.003
135,43,36,33,39,0.8860759493670887,0.9268292682926831,13,0.00325
136,43,35,32,37,0.8974358974358974,0.9249999999999999,13,0.00325
137,43,34,34,39,0.8571428571428571,0.9268292682926831,14,0.0035
138,43,36,36,38,0.9113924050632911,0.9382716049382717,14,0.0035
139,43,35,34,37,0.8974358974358974,0.9249999999999999,14,0.0035
140,43,33,32,37,0.8421052631578948,0.9,13,0.00325
141,43,33,33,36,0.868421052631579,0.9113924050632911,13,0.00325
142,42,33,33,37,0.8533333333333334,0.9367088607594937,13,0.00325
143,42,36,33,39,0.8205128205128205,0.8641975308641975,13,0.00325
144,42,34,32,36,0.8421052631578947,0.8974358974358975,13,0.00325
145,42,30,32,34,0.8333333333333333,0.8947368421052632,13,0.00325
146,42,32,30,35,0.8648648648648648,0.9090909090909091,12,0.003
147,42,33,31,35,0.88,0.9090909090909091,13,0.00325
148,42,34,32,36,0.8947368421052632,0.8974358974358975,13,0.00325
149,42,33,30,36,0.8533333333333334,0.8974358974358975,12,0.003
150,42,33,27,35,0.8533333333333334,0.8831168831168832,11,0.00275
151,42,33,28,36,0.88,0.8974358974358975,11,0.00275
152,42,34,31,37,0.8684210526315789,0.8860759493670887,13,0.00325
153,42,33,33,35,0.88,0.9090909090909091,13,0.00325
154,42,35,31,37,0.9090909090909091,0.9367088607594937,13,0.00325
155,42,32,29,36,0.8378378378378379,0.8974358974358975,12,0.003
156,41,31,32,36,0.8333333333333334,0.9350649350649352,13,0.00325
157,41,31,31,35,0.8055555555555556,0.8947368421052632,13,0.00325
158,41,34,29,35,0.8266666666666665,0.9210526315789475,12,0.003
159,41,31,28,33,0.8055555555555556,0.8648648648648648,11,0.00275
160,41,32,31,34,0.8767123287671234,0.8800000000000001,13,0.00325
161,39,29,32,34,0.8235294117647058,0.9315068493150686,13,0.00325
162,39,29,31,35,0.8529411764705882,0.945945945945946,13,0.00325
163,39,31,30,35,0.8857142857142858,0.945945945945946,12,0.003
164,39,33,30,36,0.8888888888888888,0.9600000000000001,12,0.003
165,39,29,27,33,0.8529411764705882,0.9166666666666666,11,0.00275
166,39,29,31,36,0.8529411764705882,0.9066666666666667,13,0.00325
167,39,29,28,35,0.8529411764705882,0.9189189189189189,11,0.00275
168,39,28,28,35,0.835820895522388,0.945945945945946,11,0.00275
169,39,31,28,36,0.8571428571428572,0.9333333333333333,11,0.00275
170,39,32,29,37,0.9014084507042254,0.9736842105263158,12,0.003
171,39,30,30,35,0.8695652173913044,0.8918918918918919,12,0.003
172,39,29,29,34,0.8235294117647058,0.8493150684931507,12,0.003
173,39,28,27,33,0.835820895522388,0.8611111111111112,11,0.00275
174,38,28,28,34,0.8484848484848484,0.8888888888888888,11,0.00275
175,38,28,29,35,0.8181818181818182,0.8767123287671234,12,0.003
176,37,28,29,34,0.8307692307692307,0.9577464788732395,12,0.003
177,37,28,27,33,0.8307692307692307,0.9142857142857143,11,0.00275
178,36,27,27,35,0.8253968253968254,0.8732394366197184,11,0.00275
179,36,28,26,34,0.8750000000000001,0.9428571428571428,11,0.00275
180,37,28,27,33,0.7999999999999999,0.8857142857142858,11,0.00275
181,37,29,25,33,0.8787878787878788,0.9142857142857143,10,0.0025
182,37,30,24,33,0.8955223880597014,0.9428571428571428,10,0.0025
183,37,29,24,32,0.787878787878788,0.8985507246376812,10,0.0025
184,37,30,25,33,0.8656716417910447,0.9428571428571428,10,0.0025
185,37,30,27,34,0.8656716417910447,0.9577464788732395,11,0.00275
186,37,27,26,32,0.8125,0.8985507246376812,11,0.00275
187,37,29,26,33,0.8484848484848485,0.9428571428571428,11,0.00275
188,35,28,24,32,0.8253968253968255,0.955223880597015,10,0.0025
189,35,30,26,35,0.8307692307692307,0.9714285714285714,11,0.00275
190,35,27,25,32,0.7741935483870968,0.9253731343283582,10,0.0025
191,35,30,26,34,0.7692307692307692,0.9275362318840579,11,0.00275
192,35,30,29,35,0.8923076923076922,0.9714285714285714,12,0.003
193,35,30,26,32,0.8615384615384616,0.955223880597015,11,0.00275
194,35,29,28,33,0.90625,0.9411764705882354,11,0.00275
195,35,30,26,34,0.8307692307692307,0.9275362318840579,11,0.00275
196,35,32,25,35,0.8656716417910447,0.9428571428571428,10,0.0025
197,34,31,26,35,0.8923076923076922,0.9855072463768115,11,0.00275
198,34,30,26,34,0.8749999999999999,0.9705882352941176,11,0.00275
199,34,29,24,32,0.888888888888889,0.9696969696969697,10,0.0025
200,34,28,26,33,0.8709677419354839,0.955223880597015,11,0.00275
201,33,26,27,31,0.8474576271186441,0.96875,11,0.00275
202,33,28,25,33,0.8524590163934426,0.9696969696969697,10,0.0025
203,33,29,24,34,0.8709677419354839,0.955223880597015,10,0.0025
204,33,29,24,33,0.9032258064516129,0.9696969696969697,10,0.0025
205,33,27,25,32,0.8666666666666665,0.8923076923076922,10,0.0025
206,33,31,24,34,0.90625,0.955223880597015,10,0.0025
207,33,27,22,31,0.8333333333333334,0.9374999999999999,9,0.00225
208,44,30,25,40,0.7567567567567568,0.761904761904762,10,0.0025
209,42,31,19,34,0.7671232876712328,0.8157894736842106,8,0.002
210,35,25,21,33,0.7333333333333334,0.7941176470588236,9,0.00225
211,54,30,24,34,0.6904761904761905,0.7727272727272727,10,0.0025
212,54,40,24,41,0.8297872340425532,0.8631578947368421,10,0.0025
213,55,40,23,41,0.7789473684210527,0.8333333333333334,10,0.0025
214,55,46,25,48,0.8118811881188119,0.8349514563106797,10,0.0025
215,56,44,27,48,0.84,0.8653846153846154,11,0.00275
216,55,48,28,52,0.854368932038835,0.8785046728971962,11,0.00275
217,55,48,29,52,0.912621359223301,0.9345794392523366,12,0.003
218,56,48,29,51,0.9038461538461539,0.9345794392523364,12,0.003
219,54,46,30,48,0.92,0.9215686274509804,12,0.003
220,56,46,30,50,0.9019607843137255,0.9245283018867924,12,0.003
221,57,45,31,52,0.8823529411764706,0.9174311926605504,13,0.00325
222,58,46,31,54,0.8461538461538461,0.9107142857142858,13,0.00325
223,58,49,30,58,0.822429906542056,0.9310344827586207,12,0.003
224,59,47,30,56,0.8301886792452831,0.9391304347826087,12,0.003
225,58,43,29,53,0.8316831683168318,0.9189189189189189,12,0.003
226,59,47,31,54,0.8301886792452831,0.9203539823008849,13,0.00325
227,43,28,23,36,0.7323943661971831,0.7848101265822784,10,0.0025
228,40,28,21,35,0.7352941176470589,0.7999999999999999,9,0.00225
229,48,30,22,37,0.6923076923076923,0.8235294117647058,9,0.00225
230,55,35,28,46,0.7777777777777778,0.8712871287128713,11,0.00275
231,55,34,27,46,0.7191011235955057,0.8118811881188119,11,0.00275
232,52,32,26,45,0.761904761904762,0.8247422680412372,11,0.00275
233,57,33,28,49,0.688888888888889,0.8113207547169812,11,0.00275
234,62,46,33,58,0.7962962962962964,0.8500000000000001,13,0.00325
235,62,45,33,56,0.8037383177570094,0.8983050847457628,13,0.00325
236,60,52,32,59,0.8571428571428571,0.9075630252100839,13,0.00325
237,61,47,33,57,0.8518518518518519,0.9322033898305084,13,0.00325
238,60,50,31,58,0.8545454545454546,0.9152542372881356,13,0.00325
239,61,48,32,57,0.8440366972477064,0.9152542372881356,13,0.00325
240,61,43,31,53,0.8269230769230769,0.8947368421052632,13,0.00325
241,62,49,31,57,0.8468468468468467,0.8739495798319329,13,0.00325
242,59,46,30,53,0.8380952380952381,0.875,12,0.003
243,59,45,28,52,0.8269230769230769,0.918918918918919,11,0.00275
244,61,48,29,56,0.8623853211009173,0.923076923076923,12,0.003
245,62,46,31,56,0.8333333333333333,0.9322033898305085,13,0.00325
246,61,46,34,58,0.822429906542056,0.9243697478991596,14,0.0035
247,59,47,38,60,0.8301886792452831,0.9411764705882353,15,0.00375
248,60,45,35,57,0.838095238095238,0.9401709401709402,14,0.0035
249,59,45,31,54,0.8653846153846153,0.9380530973451328,13,0.00325
250,60,43,36,55,0.7572815533980582,0.9043478260869566,14,0.0035
251,61,42,33,55,0.7766990291262135,0.8793103448275862,13,0.00325
252,56,45,25,52,0.8316831683168316,0.9074074074074073,10,0.0025
253,56,37,27,44,0.7956989247311829,0.86,11,0.00275
254,55,40,23,47,0.7368421052631579,0.7843137254901961,10,0.0025
255,53,40,24,47,0.8172043010752688,0.9,10,0.0025
256,55,42,24,51,0.8041237113402062,0.8867924528301887,10,0.0025
257,54,41,26,48,0.7368421052631579,0.8039215686274509,11,0.00275
258,55,34,28,46,0.6966292134831461,0.8316831683168316,11,0.00275
259,55,48,29,56,0.7961165048543689,0.9009009009009009,12,0.003
260,54,45,29,54,0.8484848484848485,0.9074074074074074,12,0.003
261,54,42,30,52,0.8333333333333334,0.8867924528301887,12,0.003
262,54,45,30,51,0.8686868686868687,0.9333333333333333,12,0.003
263,54,46,27,52,0.84,0.9245283018867925,11,0.00275
264,53,45,27,51,0.8775510204081634,0.923076923076923,11,0.00275
265,53,43,28,51,0.8333333333333334,0.9038461538461539,11,0.00275
266,53,45,26,50,0.8571428571428572,0.9320388349514563,11,0.00275
267,53,46,26,52,0.8484848484848485,0.9142857142857143,11,0.00275
268,54,47,27,52,0.8316831683168316,0.9056603773584906,11,0.00275
269,54,47,28,53,0.7920792079207921,0.897196261682243,11,0.00275
270,54,41,30,46,0.8000000000000002,0.9,12,0.003
271,52,44,28,49,0.8125000000000001,0.8910891089108911,11,0.00275
272,52,41,27,47,0.8387096774193549,0.9090909090909091,11,0.00275
273,52,39,27,45,0.8131868131868132,0.88659793814433,11,0.00275
274,52,39,27,44,0.8351648351648352,0.8958333333333334,11,0.00275
275,51,36,28,41,0.8275862068965517,0.891304347826087,11,0.00275
276,50,37,27,42,0.8045977011494254,0.8913043478260869,11,0.00275
277,50,35,27,41,0.7764705882352942,0.8571428571428571,11,0.00275
278,49,35,27,40,0.8333333333333333,0.898876404494382,11,0.00275
279,51,36,30,41,0.735632183908046,0.8478260869565216,12,0.003
280,52,37,26,42,0.8089887640449438,0.8723404255319148,11,0.00275
281,52,38,28,43,0.7555555555555555,0.8210526315789475,11,0.00275
282,50,34,27,39,0.8095238095238095,0.8764044943820225,11,0.00275
283,50,37,29,42,0.8505747126436781,0.9130434782608696,12,0.003
284,52,38,26,41,0.8222222222222223,0.860215053763441,11,0.00275
285,50,38,27,41,0.8409090909090909,0.8791208791208791,11,0.00275
286,49,38,28,42,0.8275862068965517,0.8571428571428572,11,0.00275
287,48,35,27,37,0.8433734939759037,0.8705882352941177,11,0.00275
288,48,38,27,42,0.8837209302325582,0.9333333333333333,11,0.00275
289,47,38,26,41,0.8235294117647057,0.8863636363636364,11,0.00275
290,47,38,28,43,0.8705882352941177,0.9111111111111112,11,0.00275
291,47,33,23,36,0.75,0.8192771084337349,10,0.0025
292,47,36,27,40,0.7951807228915662,0.8505747126436781,11,0.00275
293,47,34,27,39,0.7901234567901235,0.8604651162790696,11,0.00275
294,47,32,26,37,0.810126582278481,0.880952380952381,11,0.00275
295,47,35,26,40,0.8048780487804879,0.8735632183908046,11,0.00275
296,47,39,25,41,0.8604651162790696,0.8863636363636364,10,0.0025
297,48,36,26,37,0.8333333333333333,0.8470588235294119,11,0.00275
298,48,36,26,37,0.7857142857142857,0.8235294117647058,11,0.00275
299,48,36,26,37,0.8095238095238096,0.8470588235294119,11,0.00275
300,48,35,26,37,0.8433734939759037,0.8705882352941177,11,0.00275
301,48,33,28,35,0.8148148148148148,0.8433734939759037,11,0.00275
302,48,36,27,38,0.8333333333333333,0.8604651162790697,11,0.00275
303,48,39,27,41,0.8275862068965517,0.8764044943820225,11,0.00275
304,47,37,27,40,0.8333333333333334,0.9195402298850576,11,0.00275
305,48,37,27,40,0.8235294117647058,0.8636363636363635,11,0.00275
306,48,34,28,37,0.8292682926829268,0.8705882352941177,11,0.00275
307,48,32,27,38,0.775,0.8837209302325582,11,0.00275
308,48,35,28,39,0.7951807228915663,0.8735632183908045,11,0.00275
309,48,34,28,39,0.8048780487804877,0.8735632183908045,11,0.00275
310,48,35,27,40,0.7951807228915663,0.8863636363636362,11,0.00275
311,47,38,26,39,0.8235294117647057,0.8604651162790696,11,0.00275
312,47,31,26,34,0.7948717948717948,0.8395061728395062,11,0.00275
313,48,30,26,35,0.7692307692307693,0.8433734939759037,11,0.00275
314,47,34,25,37,0.7901234567901235,0.8571428571428571,10,0.0025
315,47,32,24,35,0.759493670886076,0.8292682926829269,10,0.0025
316,47,34,27,37,0.8148148148148149,0.8333333333333334,11,0.00275
317,45,32,25,35,0.8051948051948051,0.8750000000000001,10,0.0025
318,46,35,25,36,0.8148148148148148,0.878048780487805,10,0.0025
319,46,32,26,34,0.7948717948717949,0.85,11,0.00275
320,44,32,27,35,0.7894736842105263,0.8607594936708862,11,0.00275
321,45,32,25,34,0.8051948051948051,0.8607594936708861,10,0.0025
322,45,32,26,35,0.8051948051948051,0.8750000000000001,11,0.00275
323,45,35,25,38,0.8250000000000001,0.8433734939759038,10,0.0025
324,45,31,26,34,0.7894736842105263,0.8354430379746834,11,0.00275
325,45,31,25,34,0.7894736842105263,0.8607594936708861,10,0.0025
326,45,32,25,34,0.8311688311688311,0.8607594936708861,10,0.0025
327,44,32,25,35,0.8157894736842106,0.8860759493670886,10,0.0025
328,45,30,26,33,0.7733333333333334,0.846153846153846,11,0.00275
329,44,30,27,34,0.8108108108108109,0.8717948717948718,11,0.00275
330,45,30,25,33,0.8,0.846153846153846,10,0.0025
331,44,30,24,33,0.7837837837837838,0.8571428571428571,10,0.0025
332,45,30,24,33,0.8,0.846153846153846,10,0.0025
333,44,28,24,32,0.7777777777777778,0.8421052631578948,10,0.0025
334,45,30,24,34,0.7733333333333334,0.8354430379746834,10,0.0025
335,44,29,24,33,0.7945205479452054,0.8571428571428571,10,0.0025
336,44,32,25,35,0.763157894736842,0.8354430379746834,10,0.0025
337,43,31,24,33,0.7837837837837838,0.8421052631578948,10,0.0025
338,44,30,23,34,0.7837837837837838,0.846153846153846,10,0.0025
339,44,31,27,36,0.7733333333333332,0.85,11,0.00275
340,44,29,26,33,0.7397260273972602,0.7792207792207791,11,0.00275
341,43,25,23,28,0.7352941176470588,0.7887323943661972,10,0.0025
342,42,27,26,33,0.782608695652174,0.8533333333333334,11,0.00275
343,35,26,7,28,0.7868852459016394,0.8253968253968255,4,0.001
344,36,27,8,30,0.7936507936507936,0.8484848484848485,4,0.001
345,33,26,9,29,0.8813559322033898,0.9354838709677419,4,0.001
346,33,26,10,29,0.8813559322033898,0.9354838709677419,5,0.00125
347,34,26,13,31,0.8333333333333333,0.8923076923076922,6,0.0015
348,35,30,13,33,0.8307692307692307,0.9117647058823529,6,0.0015
349,34,28,12,32,0.8709677419354839,0.9090909090909091,6,0.0015
350,33,27,13,32,0.8666666666666665,0.923076923076923,6,0.0015
351,32,28,14,32,0.8666666666666666,0.9375,6,0.0015
352,34,29,14,33,0.888888888888889,0.9253731343283583,6,0.0015
353,35,25,13,30,0.8333333333333333,0.923076923076923,6,0.0015
354,35,27,16,31,0.870967741935484,0.9393939393939393,7,0.00175
355,34,26,15,29,0.8666666666666666,0.9206349206349206,7,0.00175
356,37,27,20,33,0.8437499999999999,0.9142857142857143,8,0.002
357,37,26,19,32,0.8253968253968255,0.927536231884058,8,0.002
358,37,27,20,33,0.8437499999999999,0.9428571428571428,8,0.002
359,37,27,20,33,0.8437499999999999,0.9142857142857143,8,0.002
360,37,28,25,36,0.8615384615384616,0.9589041095890412,10,0.0025
361,37,30,23,36,0.835820895522388,0.9589041095890412,10,0.0025
362,41,27,22,34,0.7647058823529412,0.9066666666666667,9,0.00225
363,43,27,30,41,0.7428571428571429,0.9285714285714286,12,0.003
364,45,28,34,45,0.7397260273972602,0.8888888888888888,14,0.0035
365,44,26,32,43,0.7428571428571429,0.896551724137931,13,0.00325
366,45,28,35,45,0.7397260273972602,0.8666666666666667,14,0.0035
367,46,27,38,48,0.7397260273972603,0.8936170212765957,15,0.00375
368,45,25,36,47,0.6857142857142858,0.9130434782608695,14,0.0035
369,44,26,36,45,0.7142857142857143,0.8764044943820225,14,0.0035
370,45,27,34,43,0.7499999999999999,0.9318181818181819,14,0.0035
371,46,26,37,46,0.6944444444444445,0.9130434782608695,15,0.00375
372,45,25,39,47,0.6857142857142858,0.9565217391304347,15,0.00375
373,45,26,37,45,0.7042253521126761,0.9777777777777777,15,0.00375
374,47,27,36,46,0.6486486486486487,0.9462365591397849,14,0.0035
375,47,26,41,47,0.7123287671232876,0.9361702127659575,16,0.004
376,48,28,39,46,0.6842105263157894,0.9574468085106383,15,0.00375
377,49,27,39,46,0.7105263157894737,0.8842105263157894,15,0.00375
378,49,30,41,49,0.759493670886076,0.9387755102040817,16,0.004
379,49,28,43,50,0.7272727272727273,0.888888888888889,17,0.00425
380,49,29,39,48,0.717948717948718,0.9690721649484536,15,0.00375
381,49,26,41,46,0.6133333333333333,0.9052631578947369,16,0.004
382,49,29,40,46,0.717948717948718,0.9473684210526316,16,0.004
383,50,27,42,48,0.6753246753246753,0.8979591836734694,17,0.00425
384,50,29,43,49,0.7088607594936709,0.9696969696969697,17,0.00425
385,50,29,43,49,0.7088607594936709,0.9696969696969697,17,0.00425
386,49,27,44,49,0.7105263157894737,0.9591836734693877,18,0.0045
387,50,31,43,49,0.7160493827160493,0.9696969696969697,17,0.00425
388,51,30,42,48,0.6913580246913581,0.9090909090909091,17,0.00425
389,51,26,43,46,0.6493506493506493,0.8865979381443299,17,0.00425
390,51,26,45,48,0.6753246753246753,0.9292929292929293,19,0.00475
391,50,30,45,50,0.725,0.96,19,0.00475
392,48,29,40,46,0.7272727272727274,0.9574468085106383,16,0.004
393,46,27,38,44,0.7397260273972603,0.9333333333333332,15,0.00375
394,44,26,39,44,0.7428571428571429,0.9090909090909091,15,0.00375
395,45,25,40,45,0.6285714285714286,0.8888888888888888,16,0.004
396,47,25,42,45,0.6666666666666666,0.9347826086956522,17,0.00425
397,48,28,43,47,0.7368421052631579,0.9052631578947369,17,0.00425
398,49,28,42,46,0.6753246753246754,0.9052631578947369,17,0.00425
399,50,27,42,47,0.6233766233766234,0.8865979381443299,17,0.00425
400,51,27,44,49,0.6410256410256411,0.8799999999999999,18,0.0045
401,50,26,46,48,0.6578947368421052,0.9591836734693877,19,0.00475
402,52,28,47,50,0.65,0.8823529411764707,19,0.00475
403,52,28,44,49,0.65,0.9504950495049506,18,0.0045
404,53,30,45,53,0.6506024096385542,0.8867924528301887,19,0.00475
405,51,29,45,50,0.65,0.9306930693069307,19,0.00475
406,52,30,43,47,0.7073170731707317,0.9292929292929293,17,0.00425
407,52,29,48,51,0.6666666666666666,0.9320388349514563,20,0.005
408,53,30,45,48,0.6987951807228916,0.9306930693069307,19,0.00475
409,53,32,46,50,0.6823529411764705,0.912621359223301,19,0.00475
410,52,32,44,49,0.738095238095238,0.9504950495049506,18,0.0045
411,52,31,44,48,0.6987951807228916,0.9199999999999999,18,0.0045
412,52,31,45,48,0.6987951807228916,0.9,19,0.00475
