frame,f1_ego
200,0.8709677419354839
201,0.8474576271186441
202,0.8524590163934426
203,0.8709677419354839
204,0.9032258064516128
205,0.8666666666666665
206,0.90625
207,0.8333333333333334
208,0.7567567567567568
209,0.7671232876712328
210,0.7333333333333334
211,0.6904761904761905
212,0.8297872340425532
213,0.7789473684210527
214,0.8118811881188119
215,0.84
216,0.854368932038835
217,0.912621359223301
218,0.903846153846154
219,0.92
220,0.9019607843137256
221,0.8823529411764706
222,0.8461538461538461
223,0.822429906542056
224,0.8301886792452831
225,0.8316831683168318
226,0.8301886792452831
227,0.7323943661971831
228,0.7352941176470589
229,0.6923076923076923
230,0.7777777777777778
231,0.7191011235955057
232,0.761904761904762
233,0.688888888888889
234,0.7962962962962964
235,0.8037383177570094
236,0.8571428571428571
237,0.8518518518518519
238,0.8545454545454546
239,0.8440366972477064
240,0.8190476190476191
241,0.8468468468468467
242,0.8380952380952381
243,0.8269230769230769
244,0.8623853211009173
245,0.8333333333333333
246,0.822429906542056
247,0.8301886792452831
248,0.838095238095238
249,0.8653846153846153
250,0.7572815533980582
251,0.7766990291262135
252,0.8316831683168316
253,0.7956989247311829
254,0.7368421052631579
255,0.8172043010752688
256,0.8041237113402062
257,0.7368421052631579
258,0.6966292134831461
259,0.7961165048543689
260,0.8484848484848485
261,0.8333333333333334
262,0.8686868686868687
263,0.84
264,0.8775510204081634
265,0.8333333333333334
266,0.8571428571428572
267,0.8484848484848485
268,0.8316831683168316
269,0.7920792079207921
270,0.8000000000000002
271,0.8125000000000001
272,0.8387096774193549
273,0.8131868131868132
274,0.8351648351648352
275,0.8275862068965517
276,0.8045977011494254
277,0.7764705882352942
278,0.8333333333333333
279,0.735632183908046
280,0.8089887640449438
281,0.7555555555555555
282,0.8095238095238095
283,0.8505747126436781
284,0.8222222222222223
285,0.8409090909090909
286,0.8275862068965517
287,0.8433734939759037
288,0.8837209302325582
289,0.8235294117647057
290,0.8705882352941177
291,0.75
292,0.7951807228915662
293,0.7901234567901235
294,0.810126582278481
295,0.8048780487804879
296,0.8604651162790696
297,0.8333333333333333
298,0.7857142857142857
299,0.8095238095238096
300,0.8433734939759037
301,0.8148148148148148
302,0.8333333333333333
303,0.8275862068965517
304,0.8333333333333334
305,0.8235294117647058
306,0.8292682926829268
307,0.775
308,0.7951807228915663
309,0.8048780487804877
310,0.7951807228915663
311,0.8235294117647057
312,0.7948717948717948
313,0.7692307692307693
314,0.7901234567901235
315,0.759493670886076
316,0.8148148148148149
317,0.8051948051948051
318,0.8148148148148148
319,0.7948717948717949
320,0.7894736842105263
321,0.8051948051948051
322,0.8051948051948051
323,0.8250000000000001
324,0.7894736842105263
325,0.7894736842105263
326,0.8311688311688311
327,0.8157894736842106
328,0.7733333333333334
329,0.8108108108108109
330,0.8
331,0.7837837837837838
332,0.8
333,0.7777777777777778
334,0.7733333333333334
335,0.7945205479452054
336,0.763157894736842
337,0.7837837837837838
338,0.7837837837837838
339,0.7733333333333332
340,0.7397260273972602
341,0.7352941176470588
342,0.782608695652174
343,0.7868852459016394
344,0.7936507936507936
345,0.8813559322033898
346,0.8813559322033898
347,0.8333333333333333
348,0.8307692307692307
349,0.8709677419354839
350,0.8666666666666665
351,0.8666666666666666
352,0.888888888888889
353,0.8333333333333333
354,0.870967741935484
355,0.8666666666666666
356,0.8437499999999999
357,0.8253968253968255
358,0.8437499999999999
359,0.8437499999999999
360,0.8615384615384616
361,0.835820895522388
362,0.7647058823529412
363,0.7428571428571429
364,0.7397260273972602
365,0.7428571428571429
366,0.7397260273972602
367,0.7397260273972603
368,0.6857142857142858
369,0.7142857142857143
370,0.7499999999999999
371,0.6944444444444445
372,0.6666666666666666
373,0.7042253521126761
374,0.6486486486486487
375,0.7123287671232876
376,0.6842105263157894
377,0.7105263157894737
378,0.759493670886076
379,0.7272727272727273
380,0.717948717948718
381,0.6133333333333333
382,0.717948717948718
383,0.6753246753246753
384,0.7088607594936709
385,0.7088607594936709
386,0.7105263157894737
387,0.7160493827160493
388,0.6913580246913581
389,0.6493506493506493
390,0.6753246753246753
391,0.725
392,0.7272727272727274
393,0.7397260273972603
394,0.7428571428571429
395,0.6285714285714286
396,0.6666666666666666
397,0.7368421052631579
398,0.6753246753246754
399,0.6233766233766234
400,0.6410256410256411
401,0.6578947368421052
402,0.65
403,0.65
404,0.6506024096385542
405,0.65
406,0.7073170731707317
407,0.6666666666666666
408,0.6987951807228916
409,0.6823529411764705
410,0.738095238095238
411,0.6987951807228916
412,0.6987951807228916
413,0.6588235294117648
414,0.6913580246913581
415,0.7228915662650602
416,0.7142857142857143
417,0.7209302325581395
418,0.7764705882352942
419,0.7764705882352941
420,0.7499999999999999
421,0.7333333333333334
422,0.7441860465116279
423,0.7586206896551725
424,0.7777777777777778
425,0.813953488372093
426,0.8181818181818183
427,0.8131868131868132
428,0.8131868131868132
429,0.8222222222222222
430,0.7555555555555556
431,0.782608695652174
432,0.7999999999999999
433,0.8505747126436781
434,0.7901234567901235
435,0.85
436,0.8831168831168831
437,0.8648648648648648
438,0.8767123287671232
439,0.8767123287671234
440,0.8888888888888888
441,0.9014084507042254
442,0.8918918918918919
443,0.9166666666666666
444,0.8493150684931507
445,0.861111111111111
446,0.9041095890410958
447,0.8767123287671234
448,0.8000000000000002
449,0.846153846153846
450,0.759493670886076
451,0.6987951807228915
452,0.761904761904762
453,0.7499999999999999
454,0.7096774193548386
455,0.7708333333333334
456,0.7391304347826086
457,0.7446808510638298
458,0.7500000000000001
459,0.7446808510638299
460,0.7659574468085106
461,0.8125
462,0.6947368421052632
463,0.7959183673469388
464,0.7708333333333335
465,0.7216494845360825
466,0.7916666666666667
467,0.7741935483870968
468,0.8085106382978724
469,0.7608695652173914
470,0.8043478260869564
471,0.7391304347826088
472,0.8172043010752689
473,0.7741935483870968
474,0.8
475,0.782608695652174
476,0.7608695652173912
477,0.7111111111111111
478,0.8354430379746834
479,0.8607594936708861
480,0.8641975308641975
481,0.8571428571428571
482,0.8717948717948718
483,0.9090909090909092
484,0.875
485,0.75
486,0.8205128205128205
487,0.8101265822784811
488,0.846153846153846
489,0.810126582278481
490,0.8101265822784811
491,0.8205128205128205
492,0.7894736842105263
493,0.8148148148148149
494,0.8395061728395062
495,0.7894736842105263
496,0.8157894736842106
497,0.7837837837837838
498,0.8205128205128205
499,0.8157894736842106
500,0.8831168831168832
501,0.8571428571428571
502,0.8378378378378379
503,0.8493150684931507
504,0.8533333333333334
505,0.8493150684931507
506,0.8533333333333334
507,0.88
508,0.8767123287671234
509,0.8378378378378379
510,0.8266666666666667
511,0.9333333333333332
512,0.8947368421052632
513,0.8450704225352113
514,0.8571428571428571
515,0.9142857142857144
516,0.8823529411764706
517,0.911764705882353
518,0.8857142857142857
519,0.8787878787878788
520,0.835820895522388
521,0.8888888888888888
522,0.8857142857142858
523,0.8888888888888888
524,0.8115942028985509
525,0.8732394366197183
526,0.9142857142857144
527,0.9090909090909092
528,0.8923076923076922
529,0.953846153846154
530,0.9393939393939392
531,0.953846153846154
532,0.9253731343283582
533,0.9142857142857144
534,0.911764705882353
535,0.909090909090909
536,0.923076923076923
537,0.9375
538,0.8857142857142858
539,0.8666666666666666
540,0.9180327868852458
541,0.8387096774193549
542,0.8571428571428571
543,0.8571428571428572
544,0.8813559322033898
545,0.8474576271186441
546,0.8135593220338982
547,0.793103448275862
548,0.7796610169491526
549,0.8333333333333333
