realisation,F1_2G,F1_RF,F1_tau,B_2G,B_RF,B_tau,dF_2G_RF,dB_2G_RF,dF_2G_tau,dB_2G_tau
54,0.8553843390405904,0.8643254694915902,0.8616050791680783,0.024000000000000004,0.15497272727272726,0.22207878787878788,-0.008941130450999757,-0.13097272727272727,-0.006220740127487856,-0.19807878787878788
55,0.8553843390405904,0.8645999899732209,0.8609379424223399,0.024000000000000004,0.15448484848484847,0.20890606060606062,-0.009215650932630437,-0.13048484848484848,-0.005553603381749483,-0.18490606060606063
56,0.8553843390405904,0.8647943550904666,0.8620612080829966,0.024000000000000004,0.15643636363636365,0.23281212121212122,-0.009410016049876235,-0.13243636363636366,-0.006676869042406164,-0.20881212121212123
57,0.8553843390405904,0.8653363188623802,0.8620959125335542,0.024000000000000004,0.1588515151515152,0.21232121212121213,-0.009951979821789747,-0.1348515151515152,-0.006711573492963807,-0.18832121212121214
58,0.8553843390405904,0.8645851063597468,0.8612041718495934,0.024000000000000004,0.1530212121212121,0.2132969696969697,-0.009200767319156422,-0.12902121212121212,-0.0058198328090030005,-0.1892969696969697
59,0.8553843390405904,0.8634176036809775,0.8613529997980585,0.024000000000000004,0.14181212121212122,0.21476060606060607,-0.008033264640387117,-0.11781212121212122,-0.005968660757468047,-0.19076060606060607
60,0.8553843390405904,0.8646201080581011,0.8610436998121955,0.024000000000000004,0.15010606060606063,0.22598181818181823,-0.009235769017510664,-0.12610606060606064,-0.005659360771605115,-0.20198181818181823
61,0.8553843390405904,0.8644798124055503,0.8614372224082493,0.024000000000000004,0.14959393939393942,0.22451818181818184,-0.00909547336495986,-0.12559393939393942,-0.006052883367658857,-0.20051818181818185
62,0.8553843390405904,0.864412299694477,0.8609960806884746,0.024000000000000004,0.15111818181818182,0.21524848484848486,-0.009027960653886558,-0.12711818181818182,-0.005611741647884139,-0.19124848484848486
63,0.8553843390405904,0.8638301613580258,0.8608753518910653,0.024000000000000004,0.14177575757575758,0.20793030303030305,-0.008445822317435403,-0.11777575757575758,-0.00549101285047493,-0.18393030303030306
64,0.8553843390405904,0.8643510836416471,0.8606740521001037,0.024000000000000004,0.15398484848484847,0.2015878787878788,-0.008966744601056731,-0.12998484848484848,-0.005289713059513312,-0.1775878787878788
65,0.8553843390405904,0.8640732494837358,0.8610339133254397,0.024000000000000004,0.1457030303030303,0.2093939393939394,-0.008688910443145348,-0.1217030303030303,-0.005649574284849246,-0.18539393939393942
66,0.8553843390405904,0.8652118397784669,0.8623913007650188,0.024000000000000004,0.15891212121212123,0.23671515151515152,-0.009827500737876527,-0.13491212121212123,-0.007006961724428384,-0.21271515151515152
67,0.8553843390405904,0.8658205314947598,0.861915303195454,0.024000000000000004,0.16421818181818185,0.21671212121212122,-0.01043619245416938,-0.14021818181818185,-0.006530964154863539,-0.19271212121212122
68,0.8553843390405904,0.8647135197353601,0.8606431588730049,0.024000000000000004,0.1554848484848485,0.21134545454545456,-0.009329180694769734,-0.1314848484848485,-0.005258819832414496,-0.18734545454545456
69,0.8553843390405904,0.8649674759126627,0.8616787188831941,0.024000000000000004,0.15742424242424244,0.21915151515151515,-0.00958313687207224,-0.13342424242424245,-0.006294379842603726,-0.19515151515151516
70,0.8553843390405904,0.864385367998996,0.8616305964446306,0.024000000000000004,0.15348484848484847,0.22256666666666666,-0.0090010289584056,-0.12948484848484848,-0.0062462574040401675,-0.19856666666666667
71,0.8553843390405904,0.8647580013914212,0.8613614747850958,0.024000000000000004,0.15546060606060608,0.22354242424242426,-0.009373662350830814,-0.13146060606060608,-0.005977135744505424,-0.19954242424242427
72,0.8553843390405904,0.8647015097049946,0.8610285785399067,0.024000000000000004,0.15253333333333335,0.20402727272727272,-0.009317170664404184,-0.12853333333333336,-0.00564423949931625,-0.18002727272727273
73,0.8553843390405904,0.8641711595058168,0.8616556716589037,0.024000000000000004,0.15055757575757578,0.22695757575757575,-0.008786820465226386,-0.12655757575757579,-0.006271332618313252,-0.20295757575757575
74,0.8553843390405904,0.8638096477506215,0.86142568062659,0.024000000000000004,0.13933636363636365,0.20402727272727275,-0.00842530871003111,-0.11533636363636364,-0.00604134158599956,-0.18002727272727276
75,0.8553843390405904,0.8643149341720444,0.861368018297995,0.024000000000000004,0.15108181818181818,0.21915151515151515,-0.008930595131454,-0.12708181818181818,-0.005983679257404617,-0.19515151515151516
76,0.8553843390405904,0.8649086913326367,0.862073475194791,0.024000000000000004,0.16035151515151513,0.23915454545454548,-0.00952435229204629,-0.13635151515151514,-0.006689136154200637,-0.2151545454545455
