realisation,F1_2G,F1_RF,F1_tau,B_2G,B_RF,B_tau,dF_2G_RF,dB_2G_RF,dF_2G_tau,dB_2G_tau
0,0.8622576002301059,0.8656445141874927,0.8622576002301059,0.32111818181818186,0.20906666666666668,0.32111818181818186,-0.0033869139573867724,0.11205151515151518,0.0,0.0
1,0.8624174735191041,0.8655704216477469,0.8624189351152303,0.3138,0.19935757575757576,0.31477575757575754,-0.003152948128642752,0.11444242424242426,-1.461596126128839e-06,-0.0009757575757575188
2,0.8621894396501582,0.8656310955500033,0.8621906368521739,0.3123363636363636,0.19497878787878786,0.3128242424242424,-0.0034416558998451308,0.11735757575757572,-1.1972020157458019e-06,-0.0004878787878788149
3,0.8622675560563857,0.8652826586917448,0.8622675560563857,0.3025787878787879,0.20862727272727274,0.3025787878787879,-0.0030151026353590904,0.09395151515151515,0.0,0.0
4,0.8625589567163773,0.8659496378126719,0.8625589567163773,0.323069696969697,0.20227272727272727,0.323069696969697,-0.00339068109629459,0.12079696969696974,0.0,0.0
5,0.8622166677453252,0.865707316395427,0.8621997875113082,0.3191666666666667,0.20423636363636366,0.31965454545454547,-0.0034906486501017353,0.11493030303030305,1.6880234017024875e-05,-0.0004878787878787594
6,0.8623131853608551,0.865656192726229,0.8623131853608551,0.3084333333333334,0.19790606060606064,0.3084333333333334,-0.0033430073653738512,0.11052727272727275,0.0,0.0
7,0.8625133214863979,0.8658803209659413,0.8625133214863979,0.3147757575757576,0.20420000000000002,0.3147757575757576,-0.003366999479543331,0.11057575757575758,0.0,0.0
8,0.861659408076124,0.8649089024890881,0.861659408076124,0.3006272727272727,0.19296666666666665,0.3006272727272727,-0.0032494944129641823,0.10766060606060604,0.0,0.0
9,0.863368747774143,0.8663794171522053,0.8633741186728935,0.31136060606060606,0.2061757575757576,0.3118484848484849,-0.0030106693780623806,0.10518484848484846,-5.37089875052299e-06,-0.0004878787878788149
10,0.8638819268086915,0.8667327461662852,0.8638819268086915,0.3216060606060607,0.21353030303030307,0.3216060606060607,-0.0028508193575936813,0.1080757575757576,0.0,0.0
11,0.8627697440942054,0.8659724309613721,0.8627697440942054,0.31623939393939393,0.20523636363636363,0.31623939393939393,-0.0032026868671667374,0.1110030303030303,0.0,0.0
12,0.8619341188044038,0.8657517101080193,0.8619178899539873,0.33624242424242423,0.2100666666666667,0.3367303030303031,-0.003817591303615475,0.12617575757575752,1.6228850416522e-05,-0.0004878787878788704
