realisation,F1_2G,F1_RF,F1_tau,B_2G,B_RF,B_tau,dF_2G_RF,dB_2G_RF,dF_2G_tau,dB_2G_tau
0,0.8623274151029039,0.8656445141874927,0.8622576002301059,0.29330909090909096,0.20906666666666668,0.32111818181818186,-0.0033170990845887705,0.08424242424242429,6.981487279800191e-05,-0.027809090909090894
1,0.8625957123859447,0.8655704216477469,0.8624189351152303,0.290869696969697,0.19935757575757576,0.31477575757575754,-0.002974709261802211,0.09151212121212124,0.00017677727071441218,-0.023906060606060542
2,0.8622389880705477,0.8656310955500033,0.8621906368521739,0.2864787878787879,0.19497878787878786,0.3128242424242424,-0.0033921074794556194,0.09150000000000003,4.835121837376555e-05,-0.026345454545454505
3,0.8622736940052298,0.8652826586917448,0.8622675560563857,0.2825757575757576,0.20862727272727274,0.3025787878787879,-0.0030089646865150144,0.07394848484848485,6.1379488440760355e-06,-0.0200030303030303
4,0.8625595227133844,0.8659496378126719,0.8625589567163773,0.29867575757575765,0.20227272727272727,0.323069696969697,-0.0033901150992874385,0.09640303030303038,5.659970071514309e-07,-0.024393939393939357
5,0.8623699696295078,0.865707316395427,0.8621997875113082,0.2957484848484849,0.20423636363636366,0.31965454545454547,-0.0033373467659191247,0.09151212121212127,0.00017018211819963547,-0.023906060606060542
6,0.8625019947430166,0.865656192726229,0.8623131853608551,0.28403939393939404,0.19790606060606064,0.3084333333333334,-0.00315419798321237,0.0861333333333334,0.00018880938216148113,-0.024393939393939357
7,0.8625692480907664,0.8658803209659413,0.8625133214863979,0.28696666666666665,0.20420000000000002,0.3147757575757576,-0.0033110728751748475,0.08276666666666663,5.592660436848362e-05,-0.02780909090909095
8,0.8617603768637342,0.8649089024890881,0.861659408076124,0.2733060606060606,0.19296666666666665,0.3006272727272727,-0.0031485256253539484,0.08033939393939396,0.00010096878761023387,-0.02732121212121208
9,0.8632372123136628,0.8663794171522053,0.8633741186728935,0.2918454545454546,0.2061757575757576,0.3118484848484849,-0.0031422048385425505,0.08566969696969698,-0.00013690635923069294,-0.0200030303030303
