realisation,F1_2G,F1_RF,F1_tau,B_2G,B_RF,B_tau,dF_2G_RF,dB_2G_RF,dF_2G_tau,dB_2G_tau
0,0.8616248661324605,0.86446937692179,0.8607812180144612,0.1981727272727273,0.15838787878787883,0.21036969696969698,-0.0028445107893295685,0.03978484848484848,0.0008436481179993072,-0.012196969696969678
1,0.8617566319585,0.8638981627635491,0.8602499051569492,0.1996363636363636,0.1456909090909091,0.21378484848484847,-0.0021415308050490856,0.05394545454545452,0.0015067268015508395,-0.014148484848484855
2,0.8622484540994451,0.8641627098563155,0.8608428429754645,0.19719696969696973,0.1466909090909091,0.22207878787878788,-0.001914255756870431,0.05050606060606064,0.0014056111239805213,-0.024881818181818144
3,0.8620073489963954,0.8639650013235329,0.8612095221048345,0.19670909090909092,0.15250909090909093,0.21720000000000003,-0.0019576523271375157,0.04419999999999999,0.0007978268915609377,-0.020490909090909115
4,0.8624487688551238,0.8646577076094113,0.8615862207364298,0.2015878787878788,0.15347272727272726,0.23086060606060607,-0.002208938754287515,0.04811515151515153,0.0008625481186940176,-0.029272727272727284
5,0.861723103480049,0.8639440799735743,0.8605055167320269,0.20061212121212124,0.1486060606060606,0.2147606060606061,-0.002220976493525262,0.05200606060606064,0.0012175867480220814,-0.014148484848484855
6,0.8621261736375297,0.8643946832219457,0.8609707291043658,0.19670909090909092,0.150569696969697,0.21183333333333332,-0.002268509584415934,0.046139393939393925,0.001155444533163963,-0.015124242424242401
7,0.8620036920672712,0.8643274674457021,0.8613532399456628,0.19719696969696973,0.15347272727272726,0.21622424242424243,-0.00232377537843087,0.04372424242424247,0.0006504521216084136,-0.019027272727272698
8,0.8610768221655525,0.863446658800357,0.860834219403331,0.19183030303030305,0.1412878787878788,0.21768787878787882,-0.002369836634804501,0.05054242424242425,0.0002426027622214333,-0.025857575757575774
9,0.8619218090354719,0.8642848609426256,0.8617974833138673,0.18743939393939396,0.14619090909090907,0.20793030303030302,-0.0023630519071536904,0.041248484848484895,0.0001243257216045901,-0.02049090909090906
10,0.8628772602669623,0.8654284204139123,0.862423768583127,0.20305151515151518,0.16764545454545454,0.22500606060606063,-0.0025511601469500045,0.035406060606060635,0.00045349168383534977,-0.02195454545454545
11,0.8619946099530736,0.8644114398771283,0.8609369475912585,0.194269696969697,0.14765454545454545,0.21866363636363637,-0.0024168299240546753,0.046615151515151554,0.0010576623618151482,-0.024393939393939357
12,0.8621475398606923,0.8637703215448346,0.8607471356100207,0.21183333333333337,0.1462030303030303,0.23525151515151516,-0.001622781684142316,0.06563030303030307,0.0014004042506715608,-0.023418181818181782
13,0.8626786136287689,0.8649721786310325,0.8616104658675924,0.2011,0.15399696969696972,0.2250060606060606,-0.002293565002263631,0.047103030303030285,0.0010681477611764745,-0.023906060606060597
14,0.8620506281176002,0.8645170007615186,0.8611605897770119,0.19670909090909092,0.1491060606060606,0.2162242424242424,-0.0024663726439183575,0.047603030303030314,0.0008900383405883172,-0.019515151515151485
15,0.8619307357582275,0.8643778956766216,0.8617907937030735,0.18646363636363636,0.14766666666666667,0.21476060606060607,-0.0024471599183940596,0.03879696969696969,0.0001399420551539965,-0.02829696969696971
16,0.8630922676306643,0.8656816261757779,0.862556647417236,0.21671212121212122,0.16965757575757576,0.22256666666666666,-0.0025893585451136625,0.04705454545454546,0.000535620213428234,-0.005854545454545446
17,0.8625379787409512,0.8650384037714877,0.8616103079327208,0.19866060606060607,0.15205757575757575,0.21622424242424243,-0.0025004250305364906,0.04660303030303031,0.0009276708082304186,-0.017563636363636365
18,0.8621531906773405,0.8644342536353673,0.8612315695276107,0.19719696969696973,0.14766666666666667,0.20793030303030302,-0.0022810629580267694,0.04953030303030306,0.0009216211497298232,-0.01073333333333329
19,0.862776470081619,0.8650379164546899,0.8618226494533149,0.19768484848484852,0.15788787878787883,0.22256666666666666,-0.002261446373070908,0.03979696969696969,0.0009538206283040696,-0.024881818181818144
20,0.8617869867484687,0.8642721605990541,0.8606670022609981,0.19768484848484852,0.1491060606060606,0.2176878787878788,-0.0024851738505854426,0.048578787878787916,0.0011199844874705267,-0.020003030303030273
21,0.8620026868794072,0.8651614935365031,0.8613272052558512,0.20597878787878787,0.1642545454545455,0.2211030303030303,-0.0031588066570958917,0.041724242424242386,0.0006754816235560179,-0.015124242424242429
22,0.8626121564388257,0.8649495507699575,0.8618238867592847,0.19573333333333334,0.16225454545454546,0.22207878787878788,-0.0023373943311317813,0.033478787878787886,0.0007882696795410427,-0.026345454545454533
23,0.8609882375845588,0.8635873543008512,0.8604297732271863,0.18304848484848488,0.14473939393939397,0.21232121212121216,-0.0025991167162924267,0.038309090909090904,0.0005584643573725012,-0.029272727272727284
24,0.8619849338396338,0.8646082121914767,0.8615213780901533,0.19622121212121213,0.15742424242424244,0.21768787878787882,-0.0026232783518428393,0.03879696969696969,0.00046355574948053757,-0.02146666666666669
25,0.8624094395208715,0.8647509424662378,0.8615487293849293,0.20793030303030302,0.15742424242424244,0.2284212121212121,-0.0023415029453663916,0.05050606060606058,0.0008607101359421332,-0.020490909090909087
26,0.8628852269336689,0.8656082351327263,0.8618090735828121,0.20744242424242423,0.16421818181818185,0.21720000000000003,-0.002723008199057464,0.04322424242424239,0.0010761533508567567,-0.009757575757575798
27,0.8622012194862659,0.8649184542328083,0.8612701382652945,0.20305151515151518,0.15693636363636365,0.22451818181818184,-0.0027172347465423963,0.046115151515151526,0.0009310812209714081,-0.02146666666666666
28,0.8623946969043369,0.8647623053288658,0.8614243451303756,0.1971969696969697,0.15840000000000004,0.22061515151515151,-0.0023676084245288775,0.03879696969696966,0.0009703517739613199,-0.02341818181818181
29,0.8613035554354763,0.8637355825186512,0.8599991323839035,0.19085454545454547,0.14281212121212122,0.2137848484848485,-0.0024320270831749147,0.04804242424242425,0.001304423051572856,-0.022930303030303023
30,0.8619703547394982,0.8640960690180255,0.8612618689509057,0.19134242424242429,0.14763030303030303,0.21378484848484847,-0.0021257142785272576,0.04371212121212126,0.0007084857885925055,-0.02244242424242418
31,0.8617130903981359,0.8635314952774638,0.8606439310084784,0.1893909090909091,0.14134848484848486,0.21232121212121213,-0.0018184048793278285,0.04804242424242425,0.0010691593896575702,-0.022930303030303023
