realisation,F1_2G,F1_RF,F1_tau,B_2G,B_RF,B_tau,dF_2G_RF,dB_2G_RF,dF_2G_tau,dB_2G_tau
0,0.8520251719626888,0.8488389867832661,0.855882161072315,0.1680218181818182,0.055614545454545444,0.19612363636363636,0.003186185179422707,0.11240727272727274,-0.0038569891096261744,-0.028101818181818172
1,0.8527002317208994,0.8497532979500079,0.8590451942492289,0.18031636363636364,0.07317818181818181,0.24003272727272723,0.002946933770891502,0.10713818181818183,-0.006344962528329501,-0.059716363636363595
2,0.851585939374047,0.8508825487388101,0.8597586322594182,0.17856,0.08020363636363638,0.24178909090909093,0.0007033906352369446,0.09835636363636362,-0.008172692885371147,-0.06322909090909093
3,0.8518721206924598,0.8505142775128,0.8595319131760981,0.18382909090909091,0.08371636363636364,0.23476363636363637,0.0013578431796598123,0.10011272727272727,-0.00765979248363835,-0.050934545454545455
4,0.8534750709838534,0.849091290227245,0.8587252666390042,0.18207272727272727,0.06263999999999999,0.2154436363636364,0.004383780756608391,0.11943272727272729,-0.0052501956551507245,-0.03337090909090912
5,0.8525428664459751,0.8488236202743583,0.8553929957035789,0.19085454545454544,0.05737090909090908,0.20139272727272728,0.0037192461716167857,0.13348363636363636,-0.0028501292576037507,-0.010538181818181835
6,0.8521678432952038,0.8495616490810068,0.8597212508554993,0.15924,0.06615272727272727,0.19963636363636364,0.002606194214196944,0.09308727272727273,-0.007553407560295544,-0.04039636363636365
7,0.8514824769625287,0.8505726559501073,0.8565185056594816,0.18207272727272725,0.07669090909090907,0.2172,0.0009098210124213191,0.10538181818181817,-0.0050360286969529655,-0.03512727272727276
8,0.8528757851113954,0.8500939442381626,0.8600893250618806,0.18207272727272727,0.07493454545454543,0.2593527272727273,0.0027818408732327438,0.10713818181818184,-0.007213539950485237,-0.07728000000000002
9,0.8524551611750503,0.8487564356041069,0.856959275401304,0.17680363636363636,0.057370909090909084,0.20490545454545456,0.0036987255709434175,0.11943272727272727,-0.0045041142262537415,-0.0281018181818182
10,0.8516402386506206,0.8492250446716845,0.8595977293465086,0.1504581818181818,0.0679090909090909,0.21368727272727273,0.002415193978936081,0.08254909090909089,-0.007957490695888025,-0.06322909090909093
11,0.853469531760119,0.8496363580013003,0.862415589100569,0.1732909090909091,0.06615272727272727,0.23827636363636362,0.003833173758818642,0.10713818181818184,-0.008946057340450064,-0.06498545454545451
12,0.8510495665784931,0.8499834910478131,0.8603251775571833,0.15572727272727271,0.0679090909090909,0.21017454545454547,0.001066075530679944,0.08781818181818181,-0.00927561097869023,-0.05444727272727276
13,0.8520831590868881,0.8495274980124469,0.8595307636269729,0.16099636363636363,0.05912727272727272,0.21017454545454547,0.0025556610744412733,0.10186909090909091,-0.007447604540084751,-0.04917818181818184
14,0.8529802972498578,0.8497468116421342,0.8566344265883098,0.15924,0.06439636363636363,0.1961236363636364,0.0032334856077236296,0.09484363636363637,-0.0036541293384519946,-0.036883636363636396
15,0.8520459754899637,0.8500625218083635,0.8593489660960961,0.1645090909090909,0.06615272727272727,0.21719999999999998,0.0019834536816002446,0.09835636363636364,-0.007302990606132376,-0.052690909090909066
16,0.8545904946487578,0.8499927120972461,0.860643471415238,0.18558545454545455,0.06439636363636363,0.2400327272727273,0.004597782551511664,0.12118909090909093,-0.0060529767664802,-0.05444727272727273
17,0.8514365889040845,0.8506560384932462,0.8632776548877834,0.15748363636363638,0.07142181818181818,0.24178909090909093,0.0007805504108382433,0.0860618181818182,-0.01184106598369894,-0.08430545454545454
18,0.8535661172595436,0.8497647287218884,0.8587887537077019,0.1838290909090909,0.06966545454545454,0.22598181818181817,0.003801388537655215,0.11416363636363634,-0.0052226364481583465,-0.042152727272727286
19,0.8524594946648473,0.8489041450727922,0.8584561584426186,0.18207272727272727,0.07493454545454545,0.22598181818181817,0.003555349592055057,0.10713818181818183,-0.005996663777771305,-0.0439090909090909
