realisation,F1_2G,F1_RF,F1_tau,B_2G,B_RF,B_tau,dF_2G_RF,dB_2G_RF,dF_2G_tau,dB_2G_tau
0,0.8466425612136569,0.8488389867832661,0.855882161072315,0.023999999999999997,0.055614545454545444,0.19612363636363636,-0.002196425569609195,-0.03161454545454545,-0.009239599858658076,-0.17212363636363637
1,0.8466425612136569,0.8497532979500079,0.8590451942492289,0.023999999999999997,0.07317818181818181,0.24003272727272723,-0.003110736736350983,-0.049178181818181815,-0.012402633035571986,-0.21603272727272724
2,0.8466425612136569,0.8508825487388101,0.8597586322594182,0.023999999999999997,0.08020363636363638,0.24178909090909093,-0.004239987525153199,-0.056203636363636386,-0.01311607104576129,-0.21778909090909093
3,0.8466425612136569,0.8505142775128,0.8595319131760981,0.023999999999999997,0.08371636363636364,0.23476363636363637,-0.0038717162991430687,-0.05971636363636365,-0.012889351962441231,-0.21076363636363638
4,0.8466425612136569,0.849091290227245,0.8587252666390042,0.023999999999999997,0.06263999999999999,0.2154436363636364,-0.002448729013588169,-0.038639999999999994,-0.012082705425347284,-0.1914436363636364
5,0.8466425612136569,0.8488236202743583,0.8553929957035789,0.023999999999999997,0.05737090909090908,0.20139272727272728,-0.002181059060701429,-0.033370909090909076,-0.008750434489921965,-0.17739272727272729
6,0.8466425612136569,0.8495616490810068,0.8597212508554993,0.023999999999999997,0.06615272727272727,0.19963636363636364,-0.0029190878673499565,-0.04215272727272727,-0.013078689641842445,-0.17563636363636365
7,0.8466425612136569,0.8505726559501073,0.8565185056594816,0.023999999999999997,0.07669090909090907,0.2172,-0.003930094736450451,-0.05269090909090908,-0.009875944445824736,-0.1932
8,0.8466425612136569,0.8500939442381626,0.8600893250618806,0.023999999999999997,0.07493454545454543,0.2593527272727273,-0.003451383024505761,-0.05093454545454544,-0.013446763848223742,-0.2353527272727273
9,0.8466425612136569,0.8487564356041069,0.856959275401304,0.023999999999999997,0.057370909090909084,0.20490545454545456,-0.0021138743904499657,-0.03337090909090909,-0.010316714187647125,-0.18090545454545456
10,0.8466425612136569,0.8492250446716845,0.8595977293465086,0.023999999999999997,0.0679090909090909,0.21368727272727273,-0.0025824834580275846,-0.04390909090909091,-0.012955168132851691,-0.18968727272727273
11,0.8466425612136569,0.8496363580013003,0.862415589100569,0.023999999999999997,0.06615272727272727,0.23827636363636362,-0.0029937967876434435,-0.04215272727272727,-0.01577302788691215,-0.21427636363636363
12,0.8466425612136569,0.8499834910478131,0.8603251775571833,0.023999999999999997,0.0679090909090909,0.21017454545454547,-0.0033409298341562366,-0.04390909090909091,-0.01368261634352641,-0.18617454545454548
13,0.8466425612136569,0.8495274980124469,0.8595307636269729,0.023999999999999997,0.05912727272727272,0.21017454545454547,-0.002884936798789983,-0.03512727272727273,-0.012888202413316008,-0.18617454545454548
14,0.8466425612136569,0.8497468116421342,0.8566344265883098,0.023999999999999997,0.06439636363636363,0.1961236363636364,-0.0031042504284772843,-0.04039636363636363,-0.009991865374652908,-0.1721236363636364
15,0.8466425612136569,0.8500625218083635,0.8593489660960961,0.023999999999999997,0.06615272727272727,0.21719999999999998,-0.003419960594706617,-0.04215272727272727,-0.012706404882439237,-0.19319999999999998
16,0.8466425612136569,0.8499927120972461,0.860643471415238,0.023999999999999997,0.06439636363636363,0.2400327272727273,-0.0033501508835892535,-0.04039636363636363,-0.014000910201581118,-0.2160327272727273
17,0.8466425612136569,0.8506560384932462,0.8632776548877834,0.023999999999999997,0.07142181818181818,0.24178909090909093,-0.004013477279589339,-0.04742181818181819,-0.016635093674126522,-0.21778909090909093
18,0.8466425612136569,0.8497647287218884,0.8587887537077019,0.023999999999999997,0.06966545454545454,0.22598181818181817,-0.003122167508231466,-0.04566545454545455,-0.012146192494045027,-0.20198181818181818
19,0.8466425612136569,0.8489041450727922,0.8584561584426186,0.023999999999999997,0.07493454545454545,0.22598181818181817,-0.00226158385913533,-0.050934545454545455,-0.011813597228961692,-0.20198181818181818
20,0.8466425612136569,0.8509701409447934,0.8570450624610477,0.023999999999999997,0.08371636363636364,0.2066618181818182,-0.0043275797311365105,-0.05971636363636365,-0.010402501247390838,-0.1826618181818182
21,0.8466425612136569,0.8497949176010671,0.8590982177250703,0.023999999999999997,0.07142181818181817,0.2084181818181818,-0.0031523563874101823,-0.047421818181818176,-0.012455656511413449,-0.18441818181818181
22,0.8466425612136569,0.849425072409202,0.8573094559802719,0.023999999999999997,0.05912727272727272,0.19085454545454544,-0.0027825111955450677,-0.03512727272727273,-0.010666894766614976,-0.16685454545454545
23,0.8466425612136569,0.849630394615668,0.8575636919889419,0.023999999999999997,0.06263999999999999,0.22246909090909092,-0.002987833402011142,-0.038639999999999994,-0.010921130775285004,-0.19846909090909093
24,0.8466425612136569,0.8496109231984496,0.8584216150499836,0.023999999999999997,0.0679090909090909,0.2172,-0.0029683619847926668,-0.04390909090909091,-0.011779053836326714,-0.1932
25,0.8466425612136569,0.8491744654689106,0.859894947558629,0.023999999999999997,0.06439636363636363,0.22246909090909092,-0.0025319042552537363,-0.04039636363636363,-0.013252386344972167,-0.19846909090909093
26,0.8466425612136569,0.8503371311957968,0.8576720597992236,0.023999999999999997,0.07669090909090907,0.20490545454545453,-0.003694569982139906,-0.05269090909090908,-0.011029498585566677,-0.18090545454545454
27,0.8466425612136569,0.8492939043196803,0.8556497925327923,0.023999999999999997,0.05912727272727272,0.18031636363636364,-0.0026513431060234405,-0.03512727272727273,-0.00900723131913539,-0.15631636363636364
28,0.8466425612136569,0.8487853294961507,0.85695991562398,0.023999999999999997,0.05912727272727272,0.1943672727272727,-0.0021427682824938232,-0.03512727272727273,-0.01031735441032311,-0.1703672727272727
29,0.8466425612136569,0.8497674813544477,0.8584723031034314,0.023999999999999997,0.0679090909090909,0.20314909090909092,-0.003124920140790799,-0.04390909090909091,-0.011829741889774481,-0.17914909090909092
30,0.8466425612136569,0.8498832149246693,0.8585273771335005,0.023999999999999997,0.05912727272727272,0.22071272727272725,-0.0032406537110124534,-0.03512727272727273,-0.011884815919843583,-0.19671272727272726
31,0.8466425612136569,0.8495965444658239,0.8600583061535129,0.023999999999999997,0.07493454545454545,0.23827636363636368,-0.002953983252167003,-0.050934545454545455,-0.013415744939855978,-0.21427636363636368
32,0.8466425612136569,0.851096283280748,0.8616501116433971,0.023999999999999997,0.08020363636363638,0.24530181818181818,-0.004453722067091159,-0.056203636363636386,-0.015007550429740224,-0.22130181818181818
33,0.8466425612136569,0.8489782255197181,0.8573043075159505,0.023999999999999997,0.06439636363636363,0.1943672727272727,-0.002335664306061247,-0.04039636363636363,-0.010661746302293662,-0.1703672727272727
34,0.8466425612136569,0.8496589499536042,0.8565046455496329,0.023999999999999997,0.06615272727272727,0.21017454545454547,-0.003016388739947362,-0.04215272727272727,-0.009862084335976018,-0.18617454545454548
35,0.8466425612136569,0.8504392014154055,0.8607742506559828,0.023999999999999997,0.07493454545454548,0.2242254545454545,-0.0037966402017486356,-0.05093454545454548,-0.014131689442325901,-0.2002254545454545
36,0.8466425612136569,0.8503166408896276,0.8595554415556521,0.023999999999999997,0.0766909090909091,0.21895636363636362,-0.003674079675970665,-0.05269090909090911,-0.012912880341995225,-0.19495636363636362
37,0.8466425612136569,0.8498224330465561,0.8588697119430583,0.023999999999999997,0.07317818181818181,0.23827636363636368,-0.0031798718328992504,-0.049178181818181815,-0.012227150729401393,-0.21427636363636368
38,0.8466425612136569,0.848773902908241,0.857214896621115,0.023999999999999997,0.057370909090909084,0.1943672727272727,-0.0021313416945840657,-0.03337090909090909,-0.010572335407458167,-0.1703672727272727
39,0.8466425612136569,0.8498114633229024,0.8603612831899858,0.023999999999999997,0.06615272727272727,0.24530181818181818,-0.003168902109245475,-0.04215272727272727,-0.013718721976328951,-0.22130181818181818
40,0.8466425612136569,0.8496558072145726,0.8592281126014527,0.023999999999999997,0.06615272727272727,0.23652000000000004,-0.0030132460009156814,-0.04215272727272727,-0.012585551387795824,-0.21252000000000004
41,0.8466425612136569,0.8507123709098899,0.8604880844966855,0.023999999999999997,0.0766909090909091,0.23125090909090912,-0.004069809696233051,-0.05269090909090911,-0.013845523283028571,-0.20725090909090912
42,0.8466425612136569,0.8489620969758211,0.857048219477615,0.023999999999999997,0.05737090909090908,0.21895636363636364,-0.00231953576216426,-0.033370909090909076,-0.010405658263958117,-0.19495636363636365
43,0.8466425612136569,0.8494737602887956,0.856623013942808,0.023999999999999997,0.06439636363636363,0.20314909090909092,-0.002831199075138735,-0.04039636363636363,-0.009980452729151157,-0.17914909090909092
44,0.8466425612136569,0.8492226079962127,0.8573254924709602,0.023999999999999997,0.06439636363636363,0.19436727272727275,-0.002580046782555856,-0.04039636363636363,-0.010682931257303352,-0.17036727272727276
45,0.8466425612136569,0.8505671212763135,0.8611478139645804,0.023999999999999997,0.06966545454545453,0.22949454545454545,-0.0039245600626566235,-0.04566545454545454,-0.014505252750923514,-0.20549454545454546
46,0.8466425612136569,0.8499903413836581,0.8578711082771184,0.023999999999999997,0.07317818181818182,0.2312509090909091,-0.0033477801700012577,-0.04917818181818183,-0.011228547063461547,-0.2072509090909091
47,0.8466425612136569,0.8479216076061125,0.8563932314802384,0.023999999999999997,0.05034545454545454,0.19085454545454544,-0.001279046392455574,-0.026345454545454543,-0.009750670266581496,-0.16685454545454545
48,0.8466425612136569,0.8498761875825074,0.8604842147671894,0.023999999999999997,0.06615272727272727,0.23476363636363637,-0.003233626368850495,-0.04215272727272727,-0.013841653553532507,-0.21076363636363638
49,0.8466425612136569,0.8493927232088355,0.8580103395607602,0.023999999999999997,0.060883636363636355,0.21368727272727273,-0.002750161995178635,-0.036883636363636355,-0.011367778347103341,-0.18968727272727273
50,0.8466425612136569,0.8496920630977093,0.8600673235299172,0.023999999999999997,0.06439636363636363,0.23300727272727273,-0.003049501884052397,-0.04039636363636363,-0.01342476231626033,-0.20900727272727274
51,0.8466425612136569,0.8491870074013323,0.857894734529357,0.023999999999999997,0.05912727272727272,0.1838290909090909,-0.0025444461876754643,-0.03512727272727273,-0.011252173315700165,-0.1598290909090909
52,0.8466425612136569,0.8510908618447202,0.8621639565342945,0.023999999999999997,0.07493454545454546,0.2277381818181818,-0.004448300631063273,-0.05093454545454547,-0.015521395320637565,-0.20373818181818182
53,0.8466425612136569,0.8481108196710402,0.8561125526045984,0.023999999999999997,0.05034545454545454,0.20139272727272725,-0.001468258457383298,-0.026345454545454543,-0.009469991390941512,-0.17739272727272726
54,0.8466425612136569,0.8495962626438348,0.8598252095536162,0.023999999999999997,0.07142181818181817,0.24881454545454548,-0.002953701430177924,-0.047421818181818176,-0.013182648339959302,-0.2248145454545455
55,0.8466425612136569,0.8495228911906769,0.8573687146526123,0.023999999999999997,0.06615272727272727,0.21895636363636367,-0.0028803299770200352,-0.04215272727272727,-0.010726153438955444,-0.19495636363636368
56,0.8466425612136569,0.8497519036767741,0.8581063683429441,0.023999999999999997,0.06264,0.21193090909090911,-0.003109342463117226,-0.03864000000000001,-0.011463807129287185,-0.18793090909090912
57,0.8466425612136569,0.85060423436975,0.8588297977118441,0.023999999999999997,0.07493454545454546,0.22071272727272725,-0.003961673156093082,-0.05093454545454547,-0.012187236498187204,-0.19671272727272726
58,0.8466425612136569,0.8489288691540519,0.8568321978154207,0.023999999999999997,0.05210181818181817,0.21544363636363636,-0.0022863079403949715,-0.028101818181818176,-0.010189636601763863,-0.19144363636363637
59,0.8466425612136569,0.8496749532709685,0.8582247815963896,0.023999999999999997,0.060883636363636355,0.19963636363636364,-0.0030323920573116503,-0.036883636363636355,-0.01158222038273271,-0.17563636363636365
60,0.8466425612136569,0.85042759026531,0.861008402427498,0.023999999999999997,0.07493454545454545,0.24354545454545454,-0.0037850290516531215,-0.050934545454545455,-0.014365841213841102,-0.21954545454545454
61,0.8466425612136569,0.8512480958847769,0.8585902697697058,0.023999999999999997,0.08020363636363637,0.25408363636363646,-0.004605534671120015,-0.05620363636363637,-0.011947708556048875,-0.23008363636363646
62,0.8466425612136569,0.8496556958307456,0.8557560656263481,0.023999999999999997,0.07669090909090909,0.19788,-0.003013134617088742,-0.052690909090909094,-0.009113504412691209,-0.17388
63,0.8466425612136569,0.8496135120151544,0.8587535529386479,0.023999999999999997,0.06615272727272727,0.22598181818181817,-0.0029709508014975627,-0.04215272727272727,-0.012110991724990972,-0.20198181818181818
64,0.8466425612136569,0.8503082068708537,0.85815976739073,0.023999999999999997,0.06615272727272728,0.21895636363636362,-0.0036656456571968477,-0.042152727272727286,-0.01151720617707308,-0.19495636363636362
65,0.8466425612136569,0.8489100849073966,0.8581980911954584,0.023999999999999997,0.06439636363636363,0.21193090909090911,-0.002267523693739726,-0.04039636363636363,-0.011555529981801538,-0.18793090909090912
66,0.8466425612136569,0.8497226074767905,0.8574904148020435,0.023999999999999997,0.06264,0.2172,-0.003080046263133629,-0.03864000000000001,-0.01084785358838658,-0.1932
67,0.8466425612136569,0.8491913642607439,0.8568200607998396,0.023999999999999997,0.06439636363636363,0.21017454545454547,-0.002548803047087045,-0.04039636363636363,-0.010177499586182748,-0.18617454545454548
68,0.8466425612136569,0.8488658033821245,0.8596469120142104,0.023999999999999997,0.05912727272727272,0.20314909090909092,-0.0022232421684675874,-0.03512727272727273,-0.01300435080055351,-0.17914909090909092
69,0.8466425612136569,0.8496438005246347,0.8586860648768451,0.023999999999999997,0.07317818181818181,0.20314909090909092,-0.0030012393109778435,-0.049178181818181815,-0.012043503663188182,-0.17914909090909092
70,0.8466425612136569,0.8495001314898245,0.8586166981440934,0.023999999999999997,0.07142181818181817,0.23476363636363637,-0.0028575702761676203,-0.047421818181818176,-0.011974136930436474,-0.21076363636363638
71,0.8466425612136569,0.8500365363343342,0.8595492414548968,0.023999999999999997,0.0679090909090909,0.23476363636363637,-0.003393975120677295,-0.04390909090909091,-0.012906680241239865,-0.21076363636363638
72,0.8466425612136569,0.8498317803939534,0.8585073433288086,0.023999999999999997,0.06615272727272728,0.21544363636363636,-0.0031892191802964653,-0.042152727272727286,-0.01186478211515174,-0.19144363636363637
73,0.8466425612136569,0.8499255872495253,0.8599259041606141,0.023999999999999997,0.08196,0.23300727272727273,-0.003283026035868386,-0.05796000000000001,-0.01328334294695721,-0.20900727272727274
74,0.8466425612136569,0.8499354445997429,0.8593625975926424,0.023999999999999997,0.07317818181818181,0.2084181818181818,-0.0032928833860860207,-0.049178181818181815,-0.012720036378985555,-0.18441818181818181
75,0.8466425612136569,0.8495189840140825,0.8579717945271249,0.023999999999999997,0.06264,0.22246909090909092,-0.00287642280042566,-0.03864000000000001,-0.011329233313468023,-0.19846909090909093
76,0.8466425612136569,0.8496980694930755,0.8579719209665211,0.023999999999999997,0.07142181818181816,0.21719999999999998,-0.003055508279418584,-0.04742181818181816,-0.011329359752864199,-0.19319999999999998
77,0.8466425612136569,0.8494772250449227,0.8566310594364005,0.023999999999999997,0.06264,0.2066618181818182,-0.002834663831265849,-0.03864000000000001,-0.009988498222743614,-0.1826618181818182
78,0.8466425612136569,0.8502577042757807,0.8586382223752921,0.023999999999999997,0.07493454545454546,0.2575963636363636,-0.003615143062123849,-0.05093454545454547,-0.011995661161635196,-0.23359636363636363
79,0.8466425612136569,0.8500430873413434,0.8605979357429488,0.023999999999999997,0.06966545454545453,0.24881454545454548,-0.0034005261276864873,-0.04566545454545454,-0.013955374529291964,-0.2248145454545455
80,0.8466425612136569,0.850265303460085,0.8560023680341361,0.023999999999999997,0.07493454545454543,0.2277381818181818,-0.0036227422464281123,-0.05093454545454544,-0.00935980682047921,-0.20373818181818182
81,0.8466425612136569,0.8485574212287609,0.8565651059239386,0.023999999999999997,0.055614545454545444,0.19963636363636364,-0.0019148600151039918,-0.03161454545454545,-0.009922544710281755,-0.17563636363636365
82,0.8466425612136569,0.849751373936566,0.8593793572568845,0.023999999999999997,0.06615272727272727,0.24178909090909093,-0.0031088127229090823,-0.04215272727272727,-0.012736796043227638,-0.21778909090909093
83,0.8466425612136569,0.850143954739988,0.8591345156694568,0.023999999999999997,0.0731781818181818,0.20490545454545456,-0.0035013935263311646,-0.0491781818181818,-0.01249195445579987,-0.18090545454545456
84,0.8466425612136569,0.850102962747046,0.8570042816725157,0.023999999999999997,0.06790909090909092,0.20314909090909092,-0.0034604015333891125,-0.043909090909090925,-0.010361720458858859,-0.17914909090909092
85,0.8466425612136569,0.8491641499111972,0.8563226208418533,0.023999999999999997,0.05912727272727272,0.1943672727272727,-0.002521588697540267,-0.03512727272727273,-0.009680059628196402,-0.1703672727272727
86,0.8466425612136569,0.8505119120802209,0.8596303154237783,0.023999999999999997,0.07142181818181817,0.21368727272727275,-0.0038693508665640364,-0.047421818181818176,-0.012987754210121438,-0.18968727272727276
87,0.8466425612136569,0.8492727329655982,0.8565361292331772,0.023999999999999997,0.05912727272727272,0.20314909090909092,-0.002630171751941357,-0.03512727272727273,-0.009893568019520349,-0.17914909090909092
88,0.8466425612136569,0.8492341000705502,0.8619285239241243,0.023999999999999997,0.06263999999999999,0.23652000000000004,-0.0025915388568933384,-0.038639999999999994,-0.015285962710467449,-0.21252000000000004
89,0.8466425612136569,0.8491840473261509,0.8592994295404982,0.023999999999999997,0.05912727272727271,0.21368727272727273,-0.0025414861124940513,-0.035127272727272715,-0.01265686832684132,-0.18968727272727273
90,0.8466425612136569,0.8500714922112934,0.8598523039197566,0.023999999999999997,0.07142181818181817,0.19963636363636367,-0.0034289309976365256,-0.047421818181818176,-0.013209742706099759,-0.17563636363636367
91,0.8466425612136569,0.8506699709886579,0.8565067104669385,0.023999999999999997,0.07142181818181818,0.1873418181818182,-0.004027409775001045,-0.04742181818181819,-0.009864149253281607,-0.1633418181818182
92,0.8466425612136569,0.849296007672184,0.8576947116979858,0.023999999999999997,0.06263999999999999,0.2084181818181818,-0.0026534464585271644,-0.038639999999999994,-0.011052150484328949,-0.18441818181818181
93,0.8466425612136569,0.8490358152483319,0.8589626750379652,0.023999999999999997,0.06088363636363635,0.21895636363636364,-0.002393254034675052,-0.036883636363636355,-0.01232011382430831,-0.19495636363636365
94,0.8466425612136569,0.8486967929372011,0.8581992859667029,0.023999999999999997,0.060883636363636355,0.2119309090909091,-0.002054231723544242,-0.036883636363636355,-0.011556724753046033,-0.1879309090909091
95,0.8466425612136569,0.8501369772734052,0.858798194568286,0.023999999999999997,0.0766909090909091,0.21368727272727273,-0.0034944160597483176,-0.05269090909090911,-0.012155633354629103,-0.18968727272727273
96,0.8466425612136569,0.8505611214238844,0.8582275073569069,0.023999999999999997,0.07844727272727271,0.24178909090909087,-0.0039185602102275174,-0.05444727272727272,-0.011584946143250008,-0.21778909090909088
97,0.8466425612136569,0.8498099475631005,0.858825609514515,0.023999999999999997,0.06439636363636363,0.21895636363636364,-0.0031673863494435794,-0.04039636363636363,-0.012183048300858146,-0.19495636363636365
98,0.8466425612136569,0.8490664926482455,0.8594328763801052,0.023999999999999997,0.05912727272727272,0.24354545454545454,-0.002423931434588633,-0.03512727272727273,-0.012790315166448352,-0.21954545454545454
99,0.8466425612136569,0.8499749912174508,0.8580797590543632,0.023999999999999997,0.06966545454545453,0.22422545454545456,-0.003332430003793907,-0.04566545454545454,-0.011437197840706292,-0.20022545454545457
