realisation,F1_2G,F1_RF,F1_tau,B_2G,B_RF,B_tau,dF_2G_RF,dB_2G_RF,dF_2G_tau,dB_2G_tau
0,0.8614724650849038,0.8577655855448767,0.8614724650849038,0.2979927272727273,0.16626545454545455,0.2979927272727273,0.0037068795400271304,0.13172727272727275,0.0,0.0
1,0.863971954042489,0.8597076848762526,0.863971954042489,0.34190181818181814,0.20139272727272725,0.34190181818181814,0.004264269166236456,0.1405090909090909,0.0,0.0
2,0.8641392333133042,0.8605785266503244,0.8641392333133042,0.3419018181818182,0.2066618181818182,0.3419018181818182,0.0035607066629798068,0.13524,0.0,0.0
3,0.8638956963477002,0.8603839825238482,0.8638956963477002,0.33663272727272725,0.20314909090909092,0.33663272727272725,0.0035117138238520695,0.13348363636363633,0.0,0.0
4,0.8631622905628132,0.8586723142085799,0.8631622905628132,0.31204363636363636,0.17680363636363639,0.31204363636363636,0.004489976354233316,0.13523999999999997,0.0,0.0
5,0.8597804977324174,0.8562789429031701,0.8597872908831575,0.3050181818181818,0.16099636363636363,0.30677454545454547,0.0035015548292472998,0.14402181818181817,-6.793150740147524e-06,-0.001756363636363667
6,0.8636840343115014,0.8597422801164563,0.8638433926889781,0.3050181818181818,0.1750472727272727,0.30677454545454547,0.003941754195045166,0.1299709090909091,-0.00015935837747671489,-0.001756363636363667
7,0.8602421969921054,0.8580180498097486,0.8602421969921054,0.3120436363636364,0.18031636363636364,0.3120436363636364,0.0022241471823567505,0.13172727272727278,0.0,0.0
8,0.8643878195221483,0.8598195879187925,0.8643878195221483,0.3366327272727273,0.19788,0.3366327272727273,0.004568231603355732,0.1387527272727273,0.0,0.0
9,0.8615839698163184,0.8574766129292091,0.8615839698163184,0.3015054545454546,0.1680218181818182,0.3015054545454546,0.004107356887109281,0.1334836363636364,0.0,0.0
10,0.8623843891896298,0.8592952015453027,0.8623843891896298,0.30677454545454547,0.1873418181818182,0.30677454545454547,0.003089187644327085,0.11943272727272727,0.0,0.0
11,0.8654812344341144,0.8614163057311094,0.8654812344341144,0.3208254545454546,0.18558545454545455,0.3208254545454546,0.004064928703005011,0.13524000000000003,0.0,0.0
12,0.8641540294630423,0.8611296739869656,0.8641540294630423,0.3085309090909091,0.1890981818181818,0.3085309090909091,0.003024355476076712,0.11943272727272727,0.0,0.0
13,0.8643296435733689,0.860802734614834,0.8643296435733689,0.30326181818181813,0.19085454545454547,0.30326181818181813,0.0035269089585349134,0.11240727272727266,0.0,0.0
14,0.8608179993849615,0.8576082821377705,0.8608179993849615,0.27516,0.1645090909090909,0.27516,0.0032097172471909907,0.1106509090909091,0.0,0.0
15,0.8642500644095829,0.8603698707637358,0.8642500644095829,0.31555636363636363,0.17680363636363639,0.31555636363636363,0.0038801936458470188,0.13875272727272725,0.0,0.0
16,0.863941307889756,0.8591605870007287,0.863941307889756,0.31731272727272725,0.1732909090909091,0.31731272727272725,0.004780720889027257,0.14402181818181814,0.0,0.0
17,0.8669834522995459,0.864207850159266,0.8669834522995459,0.3190690909090909,0.20314909090909092,0.3190690909090909,0.0027756021402798314,0.11592,0.0,0.0
18,0.8627203592689647,0.858761875757353,0.8627203592689647,0.3225818181818182,0.17504727272727272,0.3225818181818182,0.003958483511611766,0.14753454545454547,0.0,0.0
19,0.8613475194805501,0.8576317685235613,0.8613475194805501,0.31731272727272725,0.18031636363636364,0.31731272727272725,0.003715750956988839,0.1369963636363636,0.0,0.0
20,0.8645084207901655,0.8603695878599593,0.8645084207901655,0.31379999999999997,0.18909818181818183,0.31379999999999997,0.0041388329302062266,0.12470181818181814,0.0,0.0
21,0.8655973173887154,0.8606307792482936,0.8655973173887154,0.31731272727272725,0.18558545454545455,0.31731272727272725,0.004966538140421806,0.1317272727272727,0.0,0.0
22,0.8623058543380997,0.858379996071788,0.8623058543380997,0.2804290909090909,0.16626545454545455,0.2804290909090909,0.003925858266311644,0.11416363636363636,0.0,0.0
23,0.862480078444696,0.8587136016409911,0.862480078444696,0.3208254545454546,0.19436727272727275,0.3208254545454546,0.003766476803704899,0.12645818181818183,0.0,0.0
24,0.8624947267119153,0.8586254510345822,0.8624947267119153,0.30677454545454547,0.17856,0.30677454545454547,0.003869275677333084,0.12821454545454547,0.0,0.0
25,0.8637948131811369,0.8610230442766968,0.8637948131811369,0.31555636363636363,0.18031636363636364,0.31555636363636363,0.002771768904440086,0.13524,0.0,0.0
26,0.862558066531979,0.8586351272919105,0.862558066531979,0.31028727272727274,0.1820727272727273,0.31028727272727274,0.003922939240068479,0.12821454545454544,0.0,0.0
27,0.8620398521743803,0.8588181785238703,0.8620398521743803,0.2839418181818182,0.15572727272727271,0.2839418181818182,0.0032216736505099597,0.12821454545454547,0.0,0.0
