frame,n_cav,f1_full_clean,blocks_conf,blocks_norm,overlap_conf_norm,f1_conf_clean,identity_control_ok,f1_conf_ideal_p0.001_r0,cw_ideal_p0.001_r0,f1_conf_packet_p0.001_r0,cw_packet_p0.001_r0,f1_conf_ideal_p0.001_r1,cw_ideal_p0.001_r1,f1_conf_packet_p0.001_r1,cw_packet_p0.001_r1,f1_conf_ideal_p0.001_r2,cw_ideal_p0.001_r2,f1_conf_packet_p0.001_r2,cw_packet_p0.001_r2,f1_conf_ideal_p0.001_r3,cw_ideal_p0.001_r3,f1_conf_packet_p0.001_r3,cw_packet_p0.001_r3,f1_norm_clean,f1_norm_ideal_p0.001_r0,f1_norm_packet_p0.001_r0,f1_norm_ideal_p0.001_r1,f1_norm_packet_p0.001_r1,f1_norm_ideal_p0.001_r2,f1_norm_packet_p0.001_r2,f1_norm_ideal_p0.001_r3,f1_norm_packet_p0.001_r3,f1_rand0_clean,f1_rand0_ideal_p0.001_r0,f1_rand0_packet_p0.001_r0,f1_rand0_ideal_p0.001_r1,f1_rand0_packet_p0.001_r1,f1_rand0_ideal_p0.001_r2,f1_rand0_packet_p0.001_r2,f1_rand0_ideal_p0.001_r3,f1_rand0_packet_p0.001_r3,f1_rand1_clean,f1_rand1_ideal_p0.001_r0,f1_rand1_packet_p0.001_r0,f1_rand1_ideal_p0.001_r1,f1_rand1_packet_p0.001_r1,f1_rand1_ideal_p0.001_r2,f1_rand1_packet_p0.001_r2,f1_rand1_ideal_p0.001_r3,f1_rand1_packet_p0.001_r3,f1_rand2_clean,f1_rand2_ideal_p0.001_r0,f1_rand2_packet_p0.001_r0,f1_rand2_ideal_p0.001_r1,f1_rand2_packet_p0.001_r1,f1_rand2_ideal_p0.001_r2,f1_rand2_packet_p0.001_r2,f1_rand2_ideal_p0.001_r3,f1_rand2_packet_p0.001_r3,f1_rand3_clean,f1_rand3_ideal_p0.001_r0,f1_rand3_packet_p0.001_r0,f1_rand3_ideal_p0.001_r1,f1_rand3_packet_p0.001_r1,f1_rand3_ideal_p0.001_r2,f1_rand3_packet_p0.001_r2,f1_rand3_ideal_p0.001_r3,f1_rand3_packet_p0.001_r3,f1_rand4_clean,f1_rand4_ideal_p0.001_r0,f1_rand4_packet_p0.001_r0,f1_rand4_ideal_p0.001_r1,f1_rand4_packet_p0.001_r1,f1_rand4_ideal_p0.001_r2,f1_rand4_packet_p0.001_r2,f1_rand4_ideal_p0.001_r3,f1_rand4_packet_p0.001_r3,f1_rand5_clean,f1_rand5_ideal_p0.001_r0,f1_rand5_packet_p0.001_r0,f1_rand5_ideal_p0.001_r1,f1_rand5_packet_p0.001_r1,f1_rand5_ideal_p0.001_r2,f1_rand5_packet_p0.001_r2,f1_rand5_ideal_p0.001_r3,f1_rand5_packet_p0.001_r3,f1_rand6_clean,f1_rand6_ideal_p0.001_r0,f1_rand6_packet_p0.001_r0,f1_rand6_ideal_p0.001_r1,f1_rand6_packet_p0.001_r1,f1_rand6_ideal_p0.001_r2,f1_rand6_packet_p0.001_r2,f1_rand6_ideal_p0.001_r3,f1_rand6_packet_p0.001_r3,f1_rand7_clean,f1_rand7_ideal_p0.001_r0,f1_rand7_packet_p0.001_r0,f1_rand7_ideal_p0.001_r1,f1_rand7_packet_p0.001_r1,f1_rand7_ideal_p0.001_r2,f1_rand7_packet_p0.001_r2,f1_rand7_ideal_p0.001_r3,f1_rand7_packet_p0.001_r3
330,2,1.0,1 3 5 6 10 12 14 15 16 17 23 27 28 34 36 37 38 44 45 46 47 48 49,3 5 7 10 15 16 17 26 27 37 38 39 44 45 46 47 48 49 50 51 52 53 54,15,1.0,1,0.9600000000000001,11,0.9600000000000001,11,1.0,8,1.0,8,1.0,2,1.0,2,1.0,5,1.0,5,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666
363,2,1.0,1 4 5 6 7 9 10 12 13 15 16 17 18 24 25 26 27 28 36 38 45 46 48,4 5 15 16 19 26 27 29 36 37 39 40 44 45 46 47 48 49 50 51 52 53 54,10,1.0,1,1.0,5,1.0,21,1.0,6,1.0,6,1.0,5,1.0,5,1.0,3,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.962962962962963,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
396,2,1.0,1 2 3 4 7 8 15 16 17 18 19 25 26 27 28 29 30 31 38 49 50 51 52,1 3 12 13 15 16 17 24 25 26 27 37 44 45 46 47 48 49 50 51 52 53 54,12,1.0,1,1.0,6,1.0,6,1.0,3,1.0,3,1.0,4,1.0,4,1.0,6,1.0,6,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,1.0,1.0,1.0,0.9565217391304348,0.9565217391304348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9565217391304348,0.9565217391304348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9565217391304348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
429,2,1.0,1 3 6 10 12 15 17 19 20 21 23 24 26 27 28 37 40 41 42 43 44 47 51,3 16 17 18 19 25 27 28 38 40 41 43 44 45 46 47 48 49 50 51 52 53 54,11,1.0,1,1.0,7,1.0,7,1.0,5,1.0,5,1.0,5,1.0,5,1.0,7,1.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353
462,2,1.0,1 2 4 6 10 12 13 14 15 17 20 26 27 28 30 34 36 37 40 41 42 50 51,6 14 16 17 18 19 27 28 38 40 41 43 44 45 46 47 48 49 50 51 52 53 54,9,1.0,1,1.0,7,1.0,7,1.0,6,1.0,6,1.0,1,1.0,1,1.0,5,1.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
495,2,1.0,1 2 3 6 10 12 13 14 15 23 26 27 28 29 30 37 40 41 43 45 46 50 51,14 16 18 19 25 26 27 28 38 40 41 43 44 45 46 47 48 49 50 51 52 53 54,11,1.0,1,1.0,7,1.0,7,1.0,5,1.0,5,1.0,2,1.0,2,1.0,5,1.0,5,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
528,2,1.0,1 2 3 4 6 10 13 14 15 19 20 21 26 27 29 30 31 36 40 42 43 46 50,3 14 16 18 19 25 26 27 28 38 40 43 44 45 46 47 48 49 50 51 52 53 54,9,1.0,1,1.0,5,1.0,5,1.0,3,1.0,3,1.0,7,1.0,7,1.0,6,1.0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
561,2,1.0,2 10 14 15 16 24 25 26 27 28 29 30 36 39 40 41 42 48 49 50 51 52 53,13 16 17 18 27 28 30 32 37 38 39 40 44 45 46 47 48 49 50 51 52 53 54,12,1.0,1,1.0,6,1.0,6,1.0,3,1.0,3,1.0,17,1.0,17,1.0,3,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
594,2,1.0,4 7 10 11 12 14 18 19 22 23 24 25 27 28 33 34 35 37 44 48 49 50 54,10 14 15 16 21 25 27 32 36 37 38 43 44 45 46 47 48 49 50 51 52 53 54,10,1.0,1,1.0,6,1.0,6,1.0,7,1.0,7,1.0,9,1.0,9,1.0,2,1.0,18,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923
627,2,0.9,0 2 3 5 6 10 13 14 15 16 18 26 27 29 38 39 40 44 49 50 51 52 54,5 10 16 17 18 27 28 29 38 39 40 43 44 45 46 47 48 49 50 51 52 53 54,15,0.9047619047619048,1,0.9047619047619048,9,0.9047619047619048,25,0.9047619047619048,6,0.9047619047619048,6,0.9047619047619048,8,0.9047619047619048,8,0.9047619047619048,3,0.9047619047619048,3,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.9268292682926829,0.9268292682926829,0.9268292682926829,0.9268292682926829,0.9268292682926829,0.9268292682926829,0.9268292682926829,0.9268292682926829,0.9268292682926829,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8780487804878049,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
660,2,0.9787234042553191,0 1 3 4 10 11 12 13 14 15 16 17 24 25 26 27 28 37 38 44 48 49 50,1 4 10 14 15 16 17 26 27 28 37 38 44 45 46 47 48 49 50 51 52 53 54,16,0.9787234042553191,1,0.9787234042553191,6,0.9787234042553191,6,0.9787234042553191,3,0.9787234042553191,3,0.9787234042553191,8,0.9787234042553191,24,0.9787234042553191,3,0.9787234042553191,3,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.8749999999999999,0.8749999999999999,0.8749999999999999,0.8749999999999999,0.8749999999999999,0.8749999999999999,0.8749999999999999,0.8749999999999999,0.8749999999999999,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.9361702127659574,0.9361702127659574,0.9361702127659574,0.9361702127659574,0.9361702127659574,0.9361702127659574,0.9361702127659574,0.9361702127659574,0.9361702127659574,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8749999999999999,0.8749999999999999,0.8749999999999999,0.8749999999999999,0.8749999999999999,0.8749999999999999,0.8749999999999999,0.8749999999999999,0.8749999999999999,0.8979591836734695,0.8979591836734695,0.8979591836734695,0.8979591836734695,0.8979591836734695,0.8979591836734695,0.8979591836734695,0.8979591836734695,0.8979591836734695,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957,0.8936170212765957
693,2,0.9655172413793104,1 4 5 7 8 11 12 13 15 16 17 22 23 26 27 28 34 36 37 39 46 47 48,4 10 14 16 17 21 26 27 28 32 37 43 44 45 46 47 48 49 50 51 52 53 54,10,0.9032258064516129,1,0.9032258064516129,3,0.9032258064516129,3,0.9032258064516129,7,0.9032258064516129,7,0.9032258064516129,7,0.9032258064516129,7,0.9032258064516129,5,0.9032258064516129,5,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.8275862068965518,0.8275862068965518,0.8275862068965518,0.8275862068965518,0.8275862068965518,0.8275862068965518,0.8275862068965518,0.8275862068965518,0.8275862068965518,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.8750000000000001,0.8750000000000001,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.7741935483870968,0.7741935483870968,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8387096774193549
726,2,0.9523809523809523,2 4 5 6 7 10 16 17 18 27 28 38 39 40 41 42 43 49 50 51 52 53 54,6 7 18 27 28 29 32 38 39 40 41 43 44 45 46 47 48 49 50 51 52 53 54,16,0.8,1,0.8,7,0.8,39,0.8,7,0.8,23,0.8,7,0.8,7,0.8,1,0.8,1,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7826086956521738,0.7826086956521738,0.7826086956521738,0.7826086956521738,0.7826086956521738,0.7826086956521738,0.7826086956521738,0.7826086956521738,0.7826086956521738,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667
759,2,0.782608695652174,3 5 6 7 14 16 17 18 22 23 24 25 26 27 28 29 30 31 35 36 38 42 47,3 4 5 7 14 15 16 17 26 27 28 38 44 45 46 47 48 49 50 51 52 53 54,11,0.6923076923076924,1,0.6923076923076924,7,0.6923076923076924,7,0.6923076923076924,2,0.6923076923076924,2,0.6923076923076924,7,0.6923076923076924,7,0.6923076923076924,9,0.6923076923076924,9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.5925925925925926,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.6153846153846153,0.6153846153846153,0.6153846153846153,0.6153846153846153,0.6153846153846153,0.6153846153846153,0.6153846153846153,0.6153846153846153,0.6153846153846153,0.6923076923076924,0.6923076923076924,0.6923076923076924,0.6923076923076924,0.6923076923076924,0.6923076923076924,0.6923076923076924,0.6923076923076924,0.6923076923076924
792,2,0.85,6 7 10 17 18 19 20 21 26 27 28 29 30 31 32 38 40 41 43 44 50 51 54,18 19 21 28 29 30 31 32 38 39 40 41 44 45 46 47 48 49 50 51 52 53 54,15,0.85,1,0.85,4,0.85,4,0.85,5,0.85,5,0.85,6,0.8292682926829268,22,0.85,3,0.85,3,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.47058823529411764,0.45714285714285713,0.45714285714285713,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.48484848484848486,0.48484848484848486,0.6060606060606061,0.6060606060606061,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.6857142857142857,0.6857142857142857,0.7222222222222222,0.7222222222222222,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.6666666666666667,0.6842105263157895,0.7692307692307693,0.7692307692307693,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715
