fold_scene,candidate_index,n_estimators,max_depth,min_samples_leaf,max_features,class_weight,lambda,n_frames,realised_f1,realised_payload
2021_09_09_19_27_35,33,400,10.0,4,sqrt,,0.35,459,0.741869,0.023582
2021_09_11_00_33_16,33,400,10.0,4,sqrt,,0.35,746,0.850751,0.009426
2021_08_20_21_48_35,34,400,10.0,4,sqrt,,0.5,112,0.94998,0.024
2021_08_21_17_30_41,34,400,10.0,4,sqrt,,0.5,157,0.935202,0.024
2021_08_22_13_37_16,34,400,10.0,4,sqrt,,0.5,135,0.971282,0.024
2021_08_22_22_01_17,34,400,10.0,4,sqrt,,0.5,202,0.982,0.022812
2021_08_23_10_51_24,34,400,10.0,4,sqrt,,0.5,64,0.888301,0.024
2021_08_23_13_17_21,34,400,10.0,4,sqrt,,0.5,48,0.907653,0.024
2021_08_23_19_42_07,34,400,10.0,4,sqrt,,0.5,57,0.727259,0.024
2021_09_09_19_27_35,34,400,10.0,4,sqrt,,0.5,459,0.742764,0.023686
2021_09_11_00_33_16,34,400,10.0,4,sqrt,,0.5,746,0.850741,0.012129
2021_08_20_21_48_35,35,400,10.0,4,sqrt,balanced,0.0,112,0.950782,0.09104
2021_08_21_17_30_41,35,400,10.0,4,sqrt,balanced,0.0,157,0.94346,0.245783
2021_08_22_13_37_16,35,400,10.0,4,sqrt,balanced,0.0,135,0.970776,0.023539
2021_08_22_22_01_17,35,400,10.0,4,sqrt,balanced,0.0,202,0.984687,0.041903
2021_08_23_10_51_24,35,400,10.0,4,sqrt,balanced,0.0,64,0.895925,0.155041
2021_08_23_13_17_21,35,400,10.0,4,sqrt,balanced,0.0,48,0.908722,0.035892
2021_08_23_19_42_07,35,400,10.0,4,sqrt,balanced,0.0,57,0.72844,0.144943
2021_09_09_19_27_35,35,400,10.0,4,sqrt,balanced,0.0,459,0.746641,0.320805
2021_09_11_00_33_16,35,400,10.0,4,sqrt,balanced,0.0,746,0.874625,0.024
2021_08_20_21_48_35,36,400,10.0,4,sqrt,balanced,0.02,112,0.951155,0.105545
2021_08_21_17_30_41,36,400,10.0,4,sqrt,balanced,0.02,157,0.944907,0.200196
2021_08_22_13_37_16,36,400,10.0,4,sqrt,balanced,0.02,135,0.971106,0.023911
2021_08_22_22_01_17,36,400,10.0,4,sqrt,balanced,0.02,202,0.984236,0.024726
2021_08_23_10_51_24,36,400,10.0,4,sqrt,balanced,0.02,64,0.895877,0.143378
2021_08_23_13_17_21,36,400,10.0,4,sqrt,balanced,0.02,48,0.908559,0.034886
2021_08_23_19_42_07,36,400,10.0,4,sqrt,balanced,0.02,57,0.726563,0.041718
2021_09_09_19_27_35,36,400,10.0,4,sqrt,balanced,0.02,459,0.750024,0.281201
2021_09_11_00_33_16,36,400,10.0,4,sqrt,balanced,0.02,746,0.874625,0.024
2021_08_20_21_48_35,37,400,10.0,4,sqrt,balanced,0.05,112,0.951354,0.078102
2021_08_21_17_30_41,37,400,10.0,4,sqrt,balanced,0.05,157,0.938257,0.056722
2021_08_22_13_37_16,37,400,10.0,4,sqrt,balanced,0.05,135,0.970783,0.023111
2021_08_22_22_01_17,37,400,10.0,4,sqrt,balanced,0.05,202,0.985122,0.02359
2021_08_23_10_51_24,37,400,10.0,4,sqrt,balanced,0.05,64,0.889863,0.041152
2021_08_23_13_17_21,37,400,10.0,4,sqrt,balanced,0.05,48,0.905759,0.023318
2021_08_23_19_42_07,37,400,10.0,4,sqrt,balanced,0.05,57,0.727259,0.024
2021_09_09_19_27_35,37,400,10.0,4,sqrt,balanced,0.05,459,0.743643,0.059561
2021_09_11_00_33_16,37,400,10.0,4,sqrt,balanced,0.05,746,0.874625,0.024
2021_08_20_21_48_35,38,400,10.0,4,sqrt,balanced,0.1,112,0.945834,0.023532
2021_08_21_17_30_41,38,400,10.0,4,sqrt,balanced,0.1,157,0.935202,0.024
2021_08_22_13_37_16,38,400,10.0,4,sqrt,balanced,0.1,135,0.970252,0.02358
2021_08_22_22_01_17,38,400,10.0,4,sqrt,balanced,0.1,202,0.979854,0.021678
2021_08_23_10_51_24,38,400,10.0,4,sqrt,balanced,0.1,64,0.888301,0.024
2021_08_23_13_17_21,38,400,10.0,4,sqrt,balanced,0.1,48,0.899346,0.0215
2021_08_23_19_42_07,38,400,10.0,4,sqrt,balanced,0.1,57,0.727259,0.024
2021_09_09_19_27_35,38,400,10.0,4,sqrt,balanced,0.1,459,0.745803,0.024
2021_09_11_00_33_16,38,400,10.0,4,sqrt,balanced,0.1,746,0.874625,0.024
2021_08_20_21_48_35,39,400,10.0,4,sqrt,balanced,0.2,112,0.94998,0.024
2021_08_21_17_30_41,39,400,10.0,4,sqrt,balanced,0.2,157,0.935202,0.024
2021_08_22_13_37_16,39,400,10.0,4,sqrt,balanced,0.2,135,0.970929,0.023822
2021_08_22_22_01_17,39,400,10.0,4,sqrt,balanced,0.2,202,0.986484,0.023762
2021_08_23_10_51_24,39,400,10.0,4,sqrt,balanced,0.2,64,0.888301,0.024
2021_08_23_13_17_21,39,400,10.0,4,sqrt,balanced,0.2,48,0.907653,0.024
2021_08_23_19_42_07,39,400,10.0,4,sqrt,balanced,0.2,57,0.727259,0.024
2021_09_09_19_27_35,39,400,10.0,4,sqrt,balanced,0.2,459,0.745803,0.024
2021_09_11_00_33_16,39,400,10.0,4,sqrt,balanced,0.2,746,0.874625,0.024
2021_08_20_21_48_35,40,400,10.0,4,sqrt,balanced,0.35,112,0.94998,0.024
2021_08_21_17_30_41,40,400,10.0,4,sqrt,balanced,0.35,157,0.935202,0.024
2021_08_22_13_37_16,40,400,10.0,4,sqrt,balanced,0.35,135,0.970929,0.023822
2021_08_22_22_01_17,40,400,10.0,4,sqrt,balanced,0.35,202,0.981617,0.022337
2021_08_23_10_51_24,40,400,10.0,4,sqrt,balanced,0.35,64,0.888301,0.024
2021_08_23_13_17_21,40,400,10.0,4,sqrt,balanced,0.35,48,0.907653,0.024
2021_08_23_19_42_07,40,400,10.0,4,sqrt,balanced,0.35,57,0.727259,0.024
2021_09_09_19_27_35,40,400,10.0,4,sqrt,balanced,0.35,459,0.745145,0.023948
2021_09_11_00_33_16,40,400,10.0,4,sqrt,balanced,0.35,746,0.874625,0.024
2021_08_20_21_48_35,41,400,10.0,4,sqrt,balanced,0.5,112,0.94998,0.024
2021_08_21_17_30_41,41,400,10.0,4,sqrt,balanced,0.5,157,0.935202,0.024
2021_08_22_13_37_16,41,400,10.0,4,sqrt,balanced,0.5,135,0.971282,0.024
2021_08_22_22_01_17,41,400,10.0,4,sqrt,balanced,0.5,202,0.980879,0.022218
2021_08_23_10_51_24,41,400,10.0,4,sqrt,balanced,0.5,64,0.888301,0.024
2021_08_23_13_17_21,41,400,10.0,4,sqrt,balanced,0.5,48,0.907653,0.024
2021_08_23_19_42_07,41,400,10.0,4,sqrt,balanced,0.5,57,0.727259,0.024
2021_09_09_19_27_35,41,400,10.0,4,sqrt,balanced,0.5,459,0.745803,0.024
2021_09_11_00_33_16,41,400,10.0,4,sqrt,balanced,0.5,746,0.874625,0.024
2021_08_20_21_48_35,42,400,10.0,4,0.5,,0.0,112,0.95453,0.261933
2021_08_21_17_30_41,42,400,10.0,4,0.5,,0.0,157,0.944265,0.286056
2021_08_22_13_37_16,42,400,10.0,4,0.5,,0.0,135,0.963537,0.019604
2021_08_22_22_01_17,42,400,10.0,4,0.5,,0.0,202,0.981036,0.088553
2021_08_23_10_51_24,42,400,10.0,4,0.5,,0.0,64,0.895801,0.147494
2021_08_23_13_17_21,42,400,10.0,4,0.5,,0.0,48,0.907653,0.024
2021_08_23_19_42_07,42,400,10.0,4,0.5,,0.0,57,0.7195,0.09333
2021_09_09_19_27_35,42,400,10.0,4,0.5,,0.0,459,0.743306,0.295453
2021_09_11_00_33_16,42,400,10.0,4,0.5,,0.0,746,0.836343,0.005196
2021_08_20_21_48_35,43,400,10.0,4,0.5,,0.02,112,0.955727,0.238018
2021_08_21_17_30_41,43,400,10.0,4,0.5,,0.02,157,0.944811,0.203552
2021_08_22_13_37_16,43,400,10.0,4,0.5,,0.02,135,0.966255,0.020331
2021_08_22_22_01_17,43,400,10.0,4,0.5,,0.02,202,0.983448,0.023303
2021_08_23_10_51_24,43,400,10.0,4,0.5,,0.02,64,0.893688,0.098097
2021_08_23_13_17_21,43,400,10.0,4,0.5,,0.02,48,0.907653,0.024
2021_08_23_19_42_07,43,400,10.0,4,0.5,,0.02,57,0.716257,0.16266
2021_09_09_19_27_35,43,400,10.0,4,0.5,,0.02,459,0.710794,0.276035
2021_09_11_00_33_16,43,400,10.0,4,0.5,,0.02,746,0.83006,0.000452
2021_08_20_21_48_35,44,400,10.0,4,0.5,,0.05,112,0.952683,0.125099
2021_08_21_17_30_41,44,400,10.0,4,0.5,,0.05,157,0.944312,0.148176
2021_08_22_13_37_16,44,400,10.0,4,0.5,,0.05,135,0.967089,0.020889
2021_08_22_22_01_17,44,400,10.0,4,0.5,,0.05,202,0.982583,0.023109
2021_08_23_10_51_24,44,400,10.0,4,0.5,,0.05,64,0.891576,0.052815
2021_08_23_13_17_21,44,400,10.0,4,0.5,,0.05,48,0.907653,0.024
2021_08_23_19_42_07,44,400,10.0,4,0.5,,0.05,57,0.727259,0.024
2021_09_09_19_27_35,44,400,10.0,4,0.5,,0.05,459,0.719157,0.210304
2021_09_11_00_33_16,44,400,10.0,4,0.5,,0.05,746,0.828022,0.0
2021_08_20_21_48_35,45,400,10.0,4,0.5,,0.1,112,0.949692,0.023951
2021_08_21_17_30_41,45,400,10.0,4,0.5,,0.1,157,0.935202,0.024
2021_08_22_13_37_16,45,400,10.0,4,0.5,,0.1,135,0.970862,0.023491
2021_08_22_22_01_17,45,400,10.0,4,0.5,,0.1,202,0.980094,0.022666
2021_08_23_10_51_24,45,400,10.0,4,0.5,,0.1,64,0.888301,0.024
2021_08_23_13_17_21,45,400,10.0,4,0.5,,0.1,48,0.907653,0.024
2021_08_23_19_42_07,45,400,10.0,4,0.5,,0.1,57,0.727259,0.024
2021_09_09_19_27_35,45,400,10.0,4,0.5,,0.1,459,0.710055,0.020813
2021_09_11_00_33_16,45,400,10.0,4,0.5,,0.1,746,0.828159,3.2e-05
2021_08_20_21_48_35,46,400,10.0,4,0.5,,0.2,112,0.948714,0.023786
2021_08_21_17_30_41,46,400,10.0,4,0.5,,0.2,157,0.935202,0.024
2021_08_22_13_37_16,46,400,10.0,4,0.5,,0.2,135,0.969429,0.022578
2021_08_22_22_01_17,46,400,10.0,4,0.5,,0.2,202,0.976766,0.020911
2021_08_23_10_51_24,46,400,10.0,4,0.5,,0.2,64,0.888301,0.024
2021_08_23_13_17_21,46,400,10.0,4,0.5,,0.2,48,0.907653,0.024
2021_08_23_19_42_07,46,400,10.0,4,0.5,,0.2,57,0.727259,0.024
2021_09_09_19_27_35,46,400,10.0,4,0.5,,0.2,459,0.665971,0.017046
2021_09_11_00_33_16,46,400,10.0,4,0.5,,0.2,746,0.829174,0.000257
2021_08_20_21_48_35,47,400,10.0,4,0.5,,0.35,112,0.944583,0.022714
2021_08_21_17_30_41,47,400,10.0,4,0.5,,0.35,157,0.935202,0.024
2021_08_22_13_37_16,47,400,10.0,4,0.5,,0.35,135,0.968812,0.022222
2021_08_22_22_01_17,47,400,10.0,4,0.5,,0.35,202,0.978605,0.021861
2021_08_23_10_51_24,47,400,10.0,4,0.5,,0.35,64,0.888301,0.024
2021_08_23_13_17_21,47,400,10.0,4,0.5,,0.35,48,0.907653,0.024
2021_08_23_19_42_07,47,400,10.0,4,0.5,,0.35,57,0.727259,0.024
2021_09_09_19_27_35,47,400,10.0,4,0.5,,0.35,459,0.66156,0.016575
2021_09_11_00_33_16,47,400,10.0,4,0.5,,0.35,746,0.87047,0.023067
2021_08_20_21_48_35,48,400,10.0,4,0.5,,0.5,112,0.946828,0.023357
2021_08_21_17_30_41,48,400,10.0,4,0.5,,0.5,157,0.935202,0.024
2021_08_22_13_37_16,48,400,10.0,4,0.5,,0.5,135,0.970273,0.022044
2021_08_22_22_01_17,48,400,10.0,4,0.5,,0.5,202,0.974593,0.020792
2021_08_23_10_51_24,48,400,10.0,4,0.5,,0.5,64,0.888301,0.024
2021_08_23_13_17_21,48,400,10.0,4,0.5,,0.5,48,0.907653,0.024
2021_08_23_19_42_07,48,400,10.0,4,0.5,,0.5,57,0.727259,0.024
2021_09_09_19_27_35,48,400,10.0,4,0.5,,0.5,459,0.696513,0.019608
2021_09_11_00_33_16,48,400,10.0,4,0.5,,0.5,746,0.874625,0.024
2021_08_20_21_48_35,49,400,10.0,4,0.5,balanced,0.0,112,0.951558,0.23896
2021_08_21_17_30_41,49,400,10.0,4,0.5,balanced,0.0,157,0.944327,0.277386
2021_08_22_13_37_16,49,400,10.0,4,0.5,balanced,0.0,135,0.96789,0.02164
2021_08_22_22_01_17,49,400,10.0,4,0.5,balanced,0.0,202,0.982162,0.058979
2021_08_23_10_51_24,49,400,10.0,4,0.5,balanced,0.0,64,0.896148,0.161216
2021_08_23_13_17_21,49,400,10.0,4,0.5,balanced,0.0,48,0.879887,0.05121
2021_08_23_19_42_07,49,400,10.0,4,0.5,balanced,0.0,57,0.726936,0.116134
2021_09_09_19_27_35,49,400,10.0,4,0.5,balanced,0.0,459,0.749656,0.289045
2021_09_11_00_33_16,49,400,10.0,4,0.5,balanced,0.0,746,0.874625,0.024
2021_08_20_21_48_35,50,400,10.0,4,0.5,balanced,0.02,112,0.947286,0.236092
2021_08_21_17_30_41,50,400,10.0,4,0.5,balanced,0.02,157,0.944726,0.224248
2021_08_22_13_37_16,50,400,10.0,4,0.5,balanced,0.02,135,0.968445,0.022432
2021_08_22_22_01_17,50,400,10.0,4,0.5,balanced,0.02,202,0.980871,0.047689
2021_08_23_10_51_24,50,400,10.0,4,0.5,balanced,0.02,64,0.89621,0.155041
2021_08_23_13_17_21,50,400,10.0,4,0.5,balanced,0.02,48,0.877894,0.044466
2021_08_23_19_42_07,50,400,10.0,4,0.5,balanced,0.02,57,0.726729,0.033244
2021_09_09_19_27_35,50,400,10.0,4,0.5,balanced,0.02,459,0.748331,0.300419
2021_09_11_00_33_16,50,400,10.0,4,0.5,balanced,0.02,746,0.874625,0.024
2021_08_20_21_48_35,51,400,10.0,4,0.5,balanced,0.05,112,0.941625,0.195577
2021_08_21_17_30_41,51,400,10.0,4,0.5,balanced,0.05,157,0.944474,0.201874
2021_08_22_13_37_16,51,400,10.0,4,0.5,balanced,0.05,135,0.966755,0.021632
2021_08_22_22_01_17,51,400,10.0,4,0.5,balanced,0.05,202,0.981241,0.061716
2021_08_23_10_51_24,51,400,10.0,4,0.5,balanced,0.05,64,0.894039,0.10633
2021_08_23_13_17_21,51,400,10.0,4,0.5,balanced,0.05,48,0.877279,0.022466
2021_08_23_19_42_07,51,400,10.0,4,0.5,balanced,0.05,57,0.727259,0.024
2021_09_09_19_27_35,51,400,10.0,4,0.5,balanced,0.05,459,0.740697,0.05498
2021_09_11_00_33_16,51,400,10.0,4,0.5,balanced,0.05,746,0.874625,0.024
2021_08_20_21_48_35,52,400,10.0,4,0.5,balanced,0.1,112,0.934484,0.059854
2021_08_21_17_30_41,52,400,10.0,4,0.5,balanced,0.1,157,0.935202,0.024
2021_08_22_13_37_16,52,400,10.0,4,0.5,balanced,0.1,135,0.967547,0.022133
2021_08_22_22_01_17,52,400,10.0,4,0.5,balanced,0.1,202,0.980471,0.022245
2021_08_23_10_51_24,52,400,10.0,4,0.5,balanced,0.1,64,0.888301,0.024
2021_08_23_13_17_21,52,400,10.0,4,0.5,balanced,0.1,48,0.879127,0.02308
2021_08_23_19_42_07,52,400,10.0,4,0.5,balanced,0.1,57,0.727259,0.024
2021_09_09_19_27_35,52,400,10.0,4,0.5,balanced,0.1,459,0.74427,0.023853
2021_09_11_00_33_16,52,400,10.0,4,0.5,balanced,0.1,746,0.874625,0.024
2021_08_20_21_48_35,53,400,10.0,4,0.5,balanced,0.2,112,0.943505,0.023357
2021_08_21_17_30_41,53,400,10.0,4,0.5,balanced,0.2,157,0.935202,0.024
2021_08_22_13_37_16,53,400,10.0,4,0.5,balanced,0.2,135,0.968135,0.0224
2021_08_22_22_01_17,53,400,10.0,4,0.5,balanced,0.2,202,0.978511,0.022337
2021_08_23_10_51_24,53,400,10.0,4,0.5,balanced,0.2,64,0.888301,0.024
2021_08_23_13_17_21,53,400,10.0,4,0.5,balanced,0.2,48,0.907538,0.0235
2021_08_23_19_42_07,53,400,10.0,4,0.5,balanced,0.2,57,0.727259,0.024
2021_09_09_19_27_35,53,400,10.0,4,0.5,balanced,0.2,459,0.745145,0.023948
2021_09_11_00_33_16,53,400,10.0,4,0.5,balanced,0.2,746,0.874625,0.024
2021_08_20_21_48_35,54,400,10.0,4,0.5,balanced,0.35,112,0.94998,0.024
2021_08_21_17_30_41,54,400,10.0,4,0.5,balanced,0.35,157,0.935202,0.024
2021_08_22_13_37_16,54,400,10.0,4,0.5,balanced,0.35,135,0.970805,0.023111
2021_08_22_22_01_17,54,400,10.0,4,0.5,balanced,0.35,202,0.980627,0.022218
2021_08_23_10_51_24,54,400,10.0,4,0.5,balanced,0.35,64,0.888301,0.024
2021_08_23_13_17_21,54,400,10.0,4,0.5,balanced,0.35,48,0.905403,0.0225
2021_08_23_19_42_07,54,400,10.0,4,0.5,balanced,0.35,57,0.727259,0.024
2021_09_09_19_27_35,54,400,10.0,4,0.5,balanced,0.35,459,0.744207,0.023843
2021_09_11_00_33_16,54,400,10.0,4,0.5,balanced,0.35,746,0.874625,0.024
2021_08_20_21_48_35,55,400,10.0,4,0.5,balanced,0.5,112,0.94998,0.024
2021_08_21_17_30_41,55,400,10.0,4,0.5,balanced,0.5,157,0.935202,0.024
2021_08_22_13_37_16,55,400,10.0,4,0.5,balanced,0.5,135,0.969515,0.022756
2021_08_22_22_01_17,55,400,10.0,4,0.5,balanced,0.5,202,0.981736,0.022337
2021_08_23_10_51_24,55,400,10.0,4,0.5,balanced,0.5,64,0.888301,0.024
2021_08_23_13_17_21,55,400,10.0,4,0.5,balanced,0.5,48,0.903712,0.023
2021_08_23_19_42_07,55,400,10.0,4,0.5,balanced,0.5,57,0.727259,0.024
2021_09_09_19_27_35,55,400,10.0,4,0.5,balanced,0.5,459,0.743601,0.023791
2021_09_11_00_33_16,55,400,10.0,4,0.5,balanced,0.5,746,0.874625,0.024
2021_08_20_21_48_35,56,400,,2,sqrt,,0.0,112,0.952475,0.147886
2021_08_21_17_30_41,56,400,,2,sqrt,,0.0,157,0.943232,0.250258
2021_08_22_13_37_16,56,400,,2,sqrt,,0.0,135,0.968772,0.02236
2021_08_22_22_01_17,56,400,,2,sqrt,,0.0,202,0.977405,0.179464
2021_08_23_10_51_24,56,400,,2,sqrt,,0.0,64,0.89579,0.145436
2021_08_23_13_17_21,56,400,,2,sqrt,,0.0,48,0.908479,0.029489
2021_08_23_19_42_07,56,400,,2,sqrt,,0.0,57,0.717318,0.143402
2021_09_09_19_27_35,56,400,,2,sqrt,,0.0,459,0.747463,0.293818
2021_09_11_00_33_16,56,400,,2,sqrt,,0.0,746,0.833491,0.002534
2021_08_20_21_48_35,57,400,,2,sqrt,,0.02,112,0.951618,0.074182
2021_08_21_17_30_41,57,400,,2,sqrt,,0.02,157,0.944226,0.262284
2021_08_22_13_37_16,57,400,,2,sqrt,,0.02,135,0.970453,0.023345
2021_08_22_22_01_17,57,400,,2,sqrt,,0.02,202,0.979726,0.047853
2021_08_23_10_51_24,57,400,,2,sqrt,,0.02,64,0.895645,0.138575
2021_08_23_13_17_21,57,400,,2,sqrt,,0.02,48,0.908342,0.028574
2021_08_23_19_42_07,57,400,,2,sqrt,,0.02,57,0.717254,0.144172
2021_09_09_19_27_35,57,400,,2,sqrt,,0.02,459,0.749027,0.272176
2021_09_11_00_33_16,57,400,,2,sqrt,,0.02,746,0.833236,0.001923
2021_08_20_21_48_35,58,400,,2,sqrt,,0.05,112,0.951417,0.069085
2021_08_21_17_30_41,58,400,,2,sqrt,,0.05,157,0.939865,0.071265
2021_08_22_13_37_16,58,400,,2,sqrt,,0.05,135,0.968946,0.022634
2021_08_22_22_01_17,58,400,,2,sqrt,,0.05,202,0.980541,0.022801
2021_08_23_10_51_24,58,400,,2,sqrt,,0.05,64,0.888796,0.026744
2021_08_23_13_17_21,58,400,,2,sqrt,,0.05,48,0.907653,0.024
2021_08_23_19_42_07,58,400,,2,sqrt,,0.05,57,0.727259,0.024
2021_09_09_19_27_35,58,400,,2,sqrt,,0.05,459,0.748336,0.23656
2021_09_11_00_33_16,58,400,,2,sqrt,,0.05,746,0.829513,0.000392
2021_08_20_21_48_35,59,400,,2,sqrt,,0.1,112,0.950136,0.02596
2021_08_21_17_30_41,59,400,,2,sqrt,,0.1,157,0.935202,0.024
2021_08_22_13_37_16,59,400,,2,sqrt,,0.1,135,0.971282,0.024
2021_08_22_22_01_17,59,400,,2,sqrt,,0.1,202,0.982062,0.022871
2021_08_23_10_51_24,59,400,,2,sqrt,,0.1,64,0.888301,0.024
2021_08_23_13_17_21,59,400,,2,sqrt,,0.1,48,0.907653,0.024
2021_08_23_19_42_07,59,400,,2,sqrt,,0.1,57,0.727259,0.024
2021_09_09_19_27_35,59,400,,2,sqrt,,0.1,459,0.741869,0.023582
2021_09_11_00_33_16,59,400,,2,sqrt,,0.1,746,0.829449,0.000386
2021_08_20_21_48_35,60,400,,2,sqrt,,0.2,112,0.94998,0.024
2021_08_21_17_30_41,60,400,,2,sqrt,,0.2,157,0.935202,0.024
2021_08_22_13_37_16,60,400,,2,sqrt,,0.2,135,0.971282,0.024
2021_08_22_22_01_17,60,400,,2,sqrt,,0.2,202,0.981355,0.022812
2021_08_23_10_51_24,60,400,,2,sqrt,,0.2,64,0.888301,0.024
2021_08_23_13_17_21,60,400,,2,sqrt,,0.2,48,0.907653,0.024
2021_08_23_19_42_07,60,400,,2,sqrt,,0.2,57,0.727259,0.024
2021_09_09_19_27_35,60,400,,2,sqrt,,0.2,459,0.742241,0.023634
2021_09_11_00_33_16,60,400,,2,sqrt,,0.2,746,0.839135,0.006981
2021_08_20_21_48_35,61,400,,2,sqrt,,0.35,112,0.94998,0.024
2021_08_21_17_30_41,61,400,,2,sqrt,,0.35,157,0.935202,0.024
2021_08_22_13_37_16,61,400,,2,sqrt,,0.35,135,0.971282,0.024
2021_08_22_22_01_17,61,400,,2,sqrt,,0.35,202,0.976714,0.021505
2021_08_23_10_51_24,61,400,,2,sqrt,,0.35,64,0.888301,0.024
2021_08_23_13_17_21,61,400,,2,sqrt,,0.35,48,0.907653,0.024
2021_08_23_19_42_07,61,400,,2,sqrt,,0.35,57,0.727259,0.024
2021_09_09_19_27_35,61,400,,2,sqrt,,0.35,459,0.742241,0.023634
2021_09_11_00_33_16,61,400,,2,sqrt,,0.35,746,0.839491,0.003764
2021_08_20_21_48_35,62,400,,2,sqrt,,0.5,112,0.94998,0.024
2021_08_21_17_30_41,62,400,,2,sqrt,,0.5,157,0.935202,0.024
2021_08_22_13_37_16,62,400,,2,sqrt,,0.5,135,0.971282,0.024
2021_08_22_22_01_17,62,400,,2,sqrt,,0.5,202,0.976997,0.021624
2021_08_23_10_51_24,62,400,,2,sqrt,,0.5,64,0.888301,0.024
2021_08_23_13_17_21,62,400,,2,sqrt,,0.5,48,0.907653,0.024
2021_08_23_19_42_07,62,400,,2,sqrt,,0.5,57,0.727259,0.024
2021_09_09_19_27_35,62,400,,2,sqrt,,0.5,459,0.743208,0.023739
2021_09_11_00_33_16,62,400,,2,sqrt,,0.5,746,0.846728,0.008204
2021_08_20_21_48_35,63,400,,2,sqrt,balanced,0.0,112,0.951022,0.086335
2021_08_21_17_30_41,63,400,,2,sqrt,balanced,0.0,157,0.935519,0.029594
2021_08_22_13_37_16,63,400,,2,sqrt,balanced,0.0,135,0.971282,0.024
2021_08_22_22_01_17,63,400,,2,sqrt,balanced,0.0,202,0.986647,0.027478
2021_08_23_10_51_24,63,400,,2,sqrt,balanced,0.0,64,0.895901,0.142692
2021_08_23_13_17_21,63,400,,2,sqrt,balanced,0.0,48,0.908479,0.029489
2021_08_23_19_42_07,63,400,,2,sqrt,balanced,0.0,57,0.726312,0.041718
2021_09_09_19_27_35,63,400,,2,sqrt,balanced,0.0,459,0.750298,0.275688
2021_09_11_00_33_16,63,400,,2,sqrt,balanced,0.0,746,0.874625,0.024
2021_08_20_21_48_35,64,400,,2,sqrt,balanced,0.02,112,0.951703,0.066733
2021_08_21_17_30_41,64,400,,2,sqrt,balanced,0.02,157,0.935202,0.024
2021_08_22_13_37_16,64,400,,2,sqrt,balanced,0.02,135,0.971282,0.024
2021_08_22_22_01_17,64,400,,2,sqrt,balanced,0.02,202,0.986772,0.024
2021_08_23_10_51_24,64,400,,2,sqrt,balanced,0.02,64,0.89474,0.123482
2021_08_23_13_17_21,64,400,,2,sqrt,balanced,0.02,48,0.907653,0.024
2021_08_23_19_42_07,64,400,,2,sqrt,balanced,0.02,57,0.727259,0.024
2021_09_09_19_27_35,64,400,,2,sqrt,balanced,0.02,459,0.751342,0.259425
2021_09_11_00_33_16,64,400,,2,sqrt,balanced,0.02,746,0.874625,0.024
2021_08_20_21_48_35,65,400,,2,sqrt,balanced,0.05,112,0.951372,0.056148
2021_08_21_17_30_41,65,400,,2,sqrt,balanced,0.05,157,0.935202,0.024
2021_08_22_13_37_16,65,400,,2,sqrt,balanced,0.05,135,0.971282,0.024
2021_08_22_22_01_17,65,400,,2,sqrt,balanced,0.05,202,0.986772,0.024
2021_08_23_10_51_24,65,400,,2,sqrt,balanced,0.05,64,0.888301,0.024
2021_08_23_13_17_21,65,400,,2,sqrt,balanced,0.05,48,0.907653,0.024
2021_08_23_19_42_07,65,400,,2,sqrt,balanced,0.05,57,0.727259,0.024
2021_09_09_19_27_35,65,400,,2,sqrt,balanced,0.05,459,0.743735,0.033111
2021_09_11_00_33_16,65,400,,2,sqrt,balanced,0.05,746,0.874625,0.024
2021_08_20_21_48_35,66,400,,2,sqrt,balanced,0.1,112,0.94998,0.024
2021_08_21_17_30_41,66,400,,2,sqrt,balanced,0.1,157,0.935202,0.024
2021_08_22_13_37_16,66,400,,2,sqrt,balanced,0.1,135,0.971282,0.024
2021_08_22_22_01_17,66,400,,2,sqrt,balanced,0.1,202,0.986772,0.024
2021_08_23_10_51_24,66,400,,2,sqrt,balanced,0.1,64,0.888301,0.024
2021_08_23_13_17_21,66,400,,2,sqrt,balanced,0.1,48,0.907653,0.024
2021_08_23_19_42_07,66,400,,2,sqrt,balanced,0.1,57,0.727259,0.024
2021_09_09_19_27_35,66,400,,2,sqrt,balanced,0.1,459,0.745803,0.024
2021_09_11_00_33_16,66,400,,2,sqrt,balanced,0.1,746,0.874625,0.024
2021_08_20_21_48_35,67,400,,2,sqrt,balanced,0.2,112,0.94998,0.024
2021_08_21_17_30_41,67,400,,2,sqrt,balanced,0.2,157,0.935202,0.024
2021_08_22_13_37_16,67,400,,2,sqrt,balanced,0.2,135,0.971282,0.024
2021_08_22_22_01_17,67,400,,2,sqrt,balanced,0.2,202,0.986772,0.024
2021_08_23_10_51_24,67,400,,2,sqrt,balanced,0.2,64,0.888301,0.024
2021_08_23_13_17_21,67,400,,2,sqrt,balanced,0.2,48,0.907653,0.024
2021_08_23_19_42_07,67,400,,2,sqrt,balanced,0.2,57,0.727259,0.024
2021_09_09_19_27_35,67,400,,2,sqrt,balanced,0.2,459,0.745803,0.024
2021_09_11_00_33_16,67,400,,2,sqrt,balanced,0.2,746,0.874625,0.024
2021_08_20_21_48_35,68,400,,2,sqrt,balanced,0.35,112,0.94998,0.024
2021_08_21_17_30_41,68,400,,2,sqrt,balanced,0.35,157,0.935202,0.024
2021_08_22_13_37_16,68,400,,2,sqrt,balanced,0.35,135,0.971282,0.024
