fold_scene,candidate_index,n_estimators,max_depth,min_samples_leaf,max_features,class_weight,lambda,n_frames,realised_f1,realised_payload
2021_08_22_22_01_17,68,400,,2,sqrt,balanced,0.35,202,0.986772,0.024
2021_08_23_10_51_24,68,400,,2,sqrt,balanced,0.35,64,0.888301,0.024
2021_08_23_13_17_21,68,400,,2,sqrt,balanced,0.35,48,0.907653,0.024
2021_08_23_19_42_07,68,400,,2,sqrt,balanced,0.35,57,0.727259,0.024
2021_09_09_19_27_35,68,400,,2,sqrt,balanced,0.35,459,0.745803,0.024
2021_09_11_00_33_16,68,400,,2,sqrt,balanced,0.35,746,0.874625,0.024
2021_08_20_21_48_35,69,400,,2,sqrt,balanced,0.5,112,0.94998,0.024
2021_08_21_17_30_41,69,400,,2,sqrt,balanced,0.5,157,0.935202,0.024
2021_08_22_13_37_16,69,400,,2,sqrt,balanced,0.5,135,0.971282,0.024
2021_08_22_22_01_17,69,400,,2,sqrt,balanced,0.5,202,0.986772,0.024
2021_08_23_10_51_24,69,400,,2,sqrt,balanced,0.5,64,0.888301,0.024
2021_08_23_13_17_21,69,400,,2,sqrt,balanced,0.5,48,0.907653,0.024
2021_08_23_19_42_07,69,400,,2,sqrt,balanced,0.5,57,0.727259,0.024
2021_09_09_19_27_35,69,400,,2,sqrt,balanced,0.5,459,0.745803,0.024
2021_09_11_00_33_16,69,400,,2,sqrt,balanced,0.5,746,0.874625,0.024
2021_08_20_21_48_35,70,400,,2,0.5,,0.0,112,0.953879,0.263708
2021_08_21_17_30_41,70,400,,2,0.5,,0.0,157,0.944245,0.287175
2021_08_22_13_37_16,70,400,,2,0.5,,0.0,135,0.962946,0.019248
2021_08_22_22_01_17,70,400,,2,0.5,,0.0,202,0.973679,0.223707
2021_08_23_10_51_24,70,400,,2,0.5,,0.0,64,0.895878,0.14818
2021_08_23_13_17_21,70,400,,2,0.5,,0.0,48,0.907653,0.024
2021_08_23_19_42_07,70,400,,2,0.5,,0.0,57,0.718653,0.117866
2021_09_09_19_27_35,70,400,,2,0.5,,0.0,459,0.745147,0.284423
2021_09_11_00_33_16,70,400,,2,0.5,,0.0,746,0.837545,0.00546
2021_08_20_21_48_35,71,400,,2,0.5,,0.02,112,0.954791,0.255258
2021_08_21_17_30_41,71,400,,2,0.5,,0.02,157,0.944664,0.201874
2021_08_22_13_37_16,71,400,,2,0.5,,0.02,135,0.965865,0.024048
2021_08_22_22_01_17,71,400,,2,0.5,,0.02,202,0.977525,0.073308
2021_08_23_10_51_24,71,400,,2,0.5,,0.02,64,0.895877,0.143378
2021_08_23_13_17_21,71,400,,2,0.5,,0.02,48,0.908479,0.029489
2021_08_23_19_42_07,71,400,,2,0.5,,0.02,57,0.716257,0.16266
2021_09_09_19_27_35,71,400,,2,0.5,,0.02,459,0.738122,0.279092
2021_09_11_00_33_16,71,400,,2,0.5,,0.02,746,0.83221,0.001557
2021_08_20_21_48_35,72,400,,2,0.5,,0.05,112,0.951975,0.117896
2021_08_21_17_30_41,72,400,,2,0.5,,0.05,157,0.943031,0.143422
2021_08_22_13_37_16,72,400,,2,0.5,,0.05,135,0.966141,0.020743
2021_08_22_22_01_17,72,400,,2,0.5,,0.05,202,0.975014,0.033686
2021_08_23_10_51_24,72,400,,2,0.5,,0.05,64,0.891164,0.051443
2021_08_23_13_17_21,72,400,,2,0.5,,0.05,48,0.908479,0.029489
2021_08_23_19_42_07,72,400,,2,0.5,,0.05,57,0.727259,0.024
2021_09_09_19_27_35,72,400,,2,0.5,,0.05,459,0.710097,0.227435
2021_09_11_00_33_16,72,400,,2,0.5,,0.05,746,0.828022,0.0
2021_08_20_21_48_35,73,400,,2,0.5,,0.1,112,0.949914,0.037968
2021_08_21_17_30_41,73,400,,2,0.5,,0.1,157,0.935202,0.024
2021_08_22_13_37_16,73,400,,2,0.5,,0.1,135,0.970726,0.023354
2021_08_22_22_01_17,73,400,,2,0.5,,0.1,202,0.975043,0.021149
2021_08_23_10_51_24,73,400,,2,0.5,,0.1,64,0.888301,0.024
2021_08_23_13_17_21,73,400,,2,0.5,,0.1,48,0.907653,0.024
2021_08_23_19_42_07,73,400,,2,0.5,,0.1,57,0.727259,0.024
2021_09_09_19_27_35,73,400,,2,0.5,,0.1,459,0.700485,0.035768
2021_09_11_00_33_16,73,400,,2,0.5,,0.1,746,0.829174,0.000257
2021_08_20_21_48_35,74,400,,2,0.5,,0.2,112,0.948714,0.023786
2021_08_21_17_30_41,74,400,,2,0.5,,0.2,157,0.935202,0.024
2021_08_22_13_37_16,74,400,,2,0.5,,0.2,135,0.969429,0.022578
2021_08_22_22_01_17,74,400,,2,0.5,,0.2,202,0.97644,0.020792
2021_08_23_10_51_24,74,400,,2,0.5,,0.2,64,0.888301,0.024
2021_08_23_13_17_21,74,400,,2,0.5,,0.2,48,0.907653,0.024
2021_08_23_19_42_07,74,400,,2,0.5,,0.2,57,0.727259,0.024
2021_09_09_19_27_35,74,400,,2,0.5,,0.2,459,0.735936,0.023007
2021_09_11_00_33_16,74,400,,2,0.5,,0.2,746,0.828022,0.0
2021_08_20_21_48_35,75,400,,2,0.5,,0.35,112,0.945214,0.022929
2021_08_21_17_30_41,75,400,,2,0.5,,0.35,157,0.935202,0.024
2021_08_22_13_37_16,75,400,,2,0.5,,0.35,135,0.969909,0.021867
2021_08_22_22_01_17,75,400,,2,0.5,,0.35,202,0.968902,0.019366
2021_08_23_10_51_24,75,400,,2,0.5,,0.35,64,0.888301,0.024
2021_08_23_13_17_21,75,400,,2,0.5,,0.35,48,0.907653,0.024
2021_08_23_19_42_07,75,400,,2,0.5,,0.35,57,0.727259,0.024
2021_09_09_19_27_35,75,400,,2,0.5,,0.35,459,0.716109,0.021229
2021_09_11_00_33_16,75,400,,2,0.5,,0.35,746,0.874625,0.024
2021_08_20_21_48_35,76,400,,2,0.5,,0.5,112,0.943329,0.0225
2021_08_21_17_30_41,76,400,,2,0.5,,0.5,157,0.935202,0.024
2021_08_22_13_37_16,76,400,,2,0.5,,0.5,135,0.969703,0.0224
2021_08_22_22_01_17,76,400,,2,0.5,,0.5,202,0.935222,0.009386
2021_08_23_10_51_24,76,400,,2,0.5,,0.5,64,0.888301,0.024
2021_08_23_13_17_21,76,400,,2,0.5,,0.5,48,0.907653,0.024
2021_08_23_19_42_07,76,400,,2,0.5,,0.5,57,0.727259,0.024
2021_09_09_19_27_35,76,400,,2,0.5,,0.5,459,0.734166,0.022797
2021_09_11_00_33_16,76,400,,2,0.5,,0.5,746,0.874625,0.024
2021_08_20_21_48_35,77,400,,2,0.5,balanced,0.0,112,0.953954,0.211398
2021_08_21_17_30_41,77,400,,2,0.5,balanced,0.0,157,0.935792,0.033509
2021_08_22_13_37_16,77,400,,2,0.5,balanced,0.0,135,0.971083,0.023782
2021_08_22_22_01_17,77,400,,2,0.5,balanced,0.0,202,0.986742,0.025739
2021_08_23_10_51_24,77,400,,2,0.5,balanced,0.0,64,0.894521,0.117307
2021_08_23_13_17_21,77,400,,2,0.5,balanced,0.0,48,0.906971,0.029352
2021_08_23_19_42_07,77,400,,2,0.5,balanced,0.0,57,0.727259,0.024
2021_09_09_19_27_35,77,400,,2,0.5,balanced,0.0,459,0.745488,0.155058
2021_09_11_00_33_16,77,400,,2,0.5,balanced,0.0,746,0.874625,0.024
2021_08_20_21_48_35,78,400,,2,0.5,balanced,0.02,112,0.954042,0.21179
2021_08_21_17_30_41,78,400,,2,0.5,balanced,0.02,157,0.941438,0.10175
2021_08_22_13_37_16,78,400,,2,0.5,balanced,0.02,135,0.970921,0.023523
2021_08_22_22_01_17,78,400,,2,0.5,balanced,0.02,202,0.986772,0.024
2021_08_23_10_51_24,78,400,,2,0.5,balanced,0.02,64,0.893811,0.101527
2021_08_23_13_17_21,78,400,,2,0.5,balanced,0.02,48,0.907653,0.024
2021_08_23_19_42_07,78,400,,2,0.5,balanced,0.02,57,0.727259,0.024
2021_09_09_19_27_35,78,400,,2,0.5,balanced,0.02,459,0.751948,0.253877
2021_09_11_00_33_16,78,400,,2,0.5,balanced,0.02,746,0.874625,0.024
2021_08_20_21_48_35,79,400,,2,0.5,balanced,0.05,112,0.95233,0.091432
2021_08_21_17_30_41,79,400,,2,0.5,balanced,0.05,157,0.935634,0.03239
2021_08_22_13_37_16,79,400,,2,0.5,balanced,0.05,135,0.970908,0.023669
2021_08_22_22_01_17,79,400,,2,0.5,balanced,0.05,202,0.986772,0.024
2021_08_23_10_51_24,79,400,,2,0.5,balanced,0.05,64,0.888301,0.024
2021_08_23_13_17_21,79,400,,2,0.5,balanced,0.05,48,0.907653,0.024
2021_08_23_19_42_07,79,400,,2,0.5,balanced,0.05,57,0.727259,0.024
2021_09_09_19_27_35,79,400,,2,0.5,balanced,0.05,459,0.742513,0.024815
2021_09_11_00_33_16,79,400,,2,0.5,balanced,0.05,746,0.874625,0.024
2021_08_20_21_48_35,80,400,,2,0.5,balanced,0.1,112,0.94998,0.024
2021_08_21_17_30_41,80,400,,2,0.5,balanced,0.1,157,0.935202,0.024
2021_08_22_13_37_16,80,400,,2,0.5,balanced,0.1,135,0.970896,0.023523
2021_08_22_22_01_17,80,400,,2,0.5,balanced,0.1,202,0.986772,0.024
2021_08_23_10_51_24,80,400,,2,0.5,balanced,0.1,64,0.888301,0.024
2021_08_23_13_17_21,80,400,,2,0.5,balanced,0.1,48,0.907196,0.029489
2021_08_23_19_42_07,80,400,,2,0.5,balanced,0.1,57,0.727259,0.024
2021_09_09_19_27_35,80,400,,2,0.5,balanced,0.1,459,0.745069,0.023931
2021_09_11_00_33_16,80,400,,2,0.5,balanced,0.1,746,0.874625,0.024
2021_08_20_21_48_35,81,400,,2,0.5,balanced,0.2,112,0.94998,0.024
2021_08_21_17_30_41,81,400,,2,0.5,balanced,0.2,157,0.935202,0.024
2021_08_22_13_37_16,81,400,,2,0.5,balanced,0.2,135,0.968135,0.0224
2021_08_22_22_01_17,81,400,,2,0.5,balanced,0.2,202,0.986772,0.024
2021_08_23_10_51_24,81,400,,2,0.5,balanced,0.2,64,0.888301,0.024
2021_08_23_13_17_21,81,400,,2,0.5,balanced,0.2,48,0.907653,0.024
2021_08_23_19_42_07,81,400,,2,0.5,balanced,0.2,57,0.727259,0.024
2021_09_09_19_27_35,81,400,,2,0.5,balanced,0.2,459,0.745803,0.024
2021_09_11_00_33_16,81,400,,2,0.5,balanced,0.2,746,0.874625,0.024
2021_08_20_21_48_35,82,400,,2,0.5,balanced,0.35,112,0.94998,0.024
2021_08_21_17_30_41,82,400,,2,0.5,balanced,0.35,157,0.935202,0.024
2021_08_22_13_37_16,82,400,,2,0.5,balanced,0.35,135,0.970897,0.023822
2021_08_22_22_01_17,82,400,,2,0.5,balanced,0.35,202,0.986772,0.024
2021_08_23_10_51_24,82,400,,2,0.5,balanced,0.35,64,0.888301,0.024
2021_08_23_13_17_21,82,400,,2,0.5,balanced,0.35,48,0.907653,0.024
2021_08_23_19_42_07,82,400,,2,0.5,balanced,0.35,57,0.727259,0.024
2021_09_09_19_27_35,82,400,,2,0.5,balanced,0.35,459,0.744618,0.023895
2021_09_11_00_33_16,82,400,,2,0.5,balanced,0.35,746,0.874625,0.024
2021_08_20_21_48_35,83,400,,2,0.5,balanced,0.5,112,0.94998,0.024
2021_08_21_17_30_41,83,400,,2,0.5,balanced,0.5,157,0.935202,0.024
2021_08_22_13_37_16,83,400,,2,0.5,balanced,0.5,135,0.970805,0.023111
2021_08_22_22_01_17,83,400,,2,0.5,balanced,0.5,202,0.986772,0.023881
2021_08_23_10_51_24,83,400,,2,0.5,balanced,0.5,64,0.888301,0.024
2021_08_23_13_17_21,83,400,,2,0.5,balanced,0.5,48,0.907653,0.024
2021_08_23_19_42_07,83,400,,2,0.5,balanced,0.5,57,0.727259,0.024
2021_09_09_19_27_35,83,400,,2,0.5,balanced,0.5,459,0.743601,0.023791
2021_09_11_00_33_16,83,400,,2,0.5,balanced,0.5,746,0.874625,0.024
2021_08_20_21_48_35,84,400,,4,sqrt,,0.0,112,0.95108,0.083983
2021_08_21_17_30_41,84,400,,4,sqrt,,0.0,157,0.942681,0.21362
2021_08_22_13_37_16,84,400,,4,sqrt,,0.0,135,0.968443,0.022335
2021_08_22_22_01_17,84,400,,4,sqrt,,0.0,202,0.978878,0.139358
2021_08_23_10_51_24,84,400,,4,sqrt,,0.0,64,0.895655,0.139261
2021_08_23_13_17_21,84,400,,4,sqrt,,0.0,48,0.908479,0.029489
2021_08_23_19_42_07,84,400,,4,sqrt,,0.0,57,0.717465,0.131847
2021_09_09_19_27_35,84,400,,4,sqrt,,0.0,459,0.747475,0.291995
2021_09_11_00_33_16,84,400,,4,sqrt,,0.0,746,0.836115,0.003622
2021_08_20_21_48_35,85,400,,4,sqrt,,0.02,112,0.951591,0.073006
2021_08_21_17_30_41,85,400,,4,sqrt,,0.02,157,0.94189,0.142583
2021_08_22_13_37_16,85,400,,4,sqrt,,0.02,135,0.970599,0.023434
2021_08_22_22_01_17,85,400,,4,sqrt,,0.02,202,0.981996,0.032222
2021_08_23_10_51_24,85,400,,4,sqrt,,0.02,64,0.894794,0.124168
2021_08_23_13_17_21,85,400,,4,sqrt,,0.02,48,0.907653,0.024
2021_08_23_19_42_07,85,400,,4,sqrt,,0.02,57,0.721376,0.080234
2021_09_09_19_27_35,85,400,,4,sqrt,,0.02,459,0.750309,0.265317
2021_09_11_00_33_16,85,400,,4,sqrt,,0.02,746,0.843112,0.006132
2021_08_20_21_48_35,86,400,,4,sqrt,,0.05,112,0.951723,0.060068
2021_08_21_17_30_41,86,400,,4,sqrt,,0.05,157,0.935202,0.024
2021_08_22_13_37_16,86,400,,4,sqrt,,0.05,135,0.970775,0.023135
2021_08_22_22_01_17,86,400,,4,sqrt,,0.05,202,0.980505,0.02272
2021_08_23_10_51_24,86,400,,4,sqrt,,0.05,64,0.888301,0.024
2021_08_23_13_17_21,86,400,,4,sqrt,,0.05,48,0.907653,0.024
2021_08_23_19_42_07,86,400,,4,sqrt,,0.05,57,0.727259,0.024
2021_09_09_19_27_35,86,400,,4,sqrt,,0.05,459,0.745616,0.142179
2021_09_11_00_33_16,86,400,,4,sqrt,,0.05,746,0.830936,0.00094
2021_08_20_21_48_35,87,400,,4,sqrt,,0.1,112,0.94998,0.024
2021_08_21_17_30_41,87,400,,4,sqrt,,0.1,157,0.935202,0.024
2021_08_22_13_37_16,87,400,,4,sqrt,,0.1,135,0.971282,0.024
2021_08_22_22_01_17,87,400,,4,sqrt,,0.1,202,0.982137,0.022871
2021_08_23_10_51_24,87,400,,4,sqrt,,0.1,64,0.888301,0.024
2021_08_23_13_17_21,87,400,,4,sqrt,,0.1,48,0.907653,0.024
2021_08_23_19_42_07,87,400,,4,sqrt,,0.1,57,0.727259,0.024
2021_09_09_19_27_35,87,400,,4,sqrt,,0.1,459,0.741891,0.023594
2021_09_11_00_33_16,87,400,,4,sqrt,,0.1,746,0.845243,0.011839
2021_08_20_21_48_35,88,400,,4,sqrt,,0.2,112,0.94998,0.024
2021_08_21_17_30_41,88,400,,4,sqrt,,0.2,157,0.935202,0.024
2021_08_22_13_37_16,88,400,,4,sqrt,,0.2,135,0.971282,0.024
2021_08_22_22_01_17,88,400,,4,sqrt,,0.2,202,0.981355,0.022812
2021_08_23_10_51_24,88,400,,4,sqrt,,0.2,64,0.888301,0.024
2021_08_23_13_17_21,88,400,,4,sqrt,,0.2,48,0.907653,0.024
2021_08_23_19_42_07,88,400,,4,sqrt,,0.2,57,0.727259,0.024
2021_09_09_19_27_35,88,400,,4,sqrt,,0.2,459,0.742241,0.023634
2021_09_11_00_33_16,88,400,,4,sqrt,,0.2,746,0.833946,0.003249
2021_08_20_21_48_35,89,400,,4,sqrt,,0.35,112,0.94998,0.024
2021_08_21_17_30_41,89,400,,4,sqrt,,0.35,157,0.935202,0.024
2021_08_22_13_37_16,89,400,,4,sqrt,,0.35,135,0.971282,0.024
2021_08_22_22_01_17,89,400,,4,sqrt,,0.35,202,0.9753,0.021267
2021_08_23_10_51_24,89,400,,4,sqrt,,0.35,64,0.888301,0.024
2021_08_23_13_17_21,89,400,,4,sqrt,,0.35,48,0.907653,0.024
2021_08_23_19_42_07,89,400,,4,sqrt,,0.35,57,0.727259,0.024
2021_09_09_19_27_35,89,400,,4,sqrt,,0.35,459,0.742241,0.023634
2021_09_11_00_33_16,89,400,,4,sqrt,,0.35,746,0.835416,0.002155
2021_08_20_21_48_35,90,400,,4,sqrt,,0.5,112,0.94998,0.024
2021_08_21_17_30_41,90,400,,4,sqrt,,0.5,157,0.935202,0.024
2021_08_22_13_37_16,90,400,,4,sqrt,,0.5,135,0.971282,0.024
2021_08_22_22_01_17,90,400,,4,sqrt,,0.5,202,0.976337,0.021505
2021_08_23_10_51_24,90,400,,4,sqrt,,0.5,64,0.888301,0.024
2021_08_23_13_17_21,90,400,,4,sqrt,,0.5,48,0.907653,0.024
2021_08_23_19_42_07,90,400,,4,sqrt,,0.5,57,0.727259,0.024
2021_09_09_19_27_35,90,400,,4,sqrt,,0.5,459,0.742764,0.023686
2021_09_11_00_33_16,90,400,,4,sqrt,,0.5,746,0.846728,0.008204
2021_08_20_21_48_35,91,400,,4,sqrt,balanced,0.0,112,0.95112,0.084375
2021_08_21_17_30_41,91,400,,4,sqrt,balanced,0.0,157,0.938732,0.05868
2021_08_22_13_37_16,91,400,,4,sqrt,balanced,0.0,135,0.971282,0.024
2021_08_22_22_01_17,91,400,,4,sqrt,balanced,0.0,202,0.986443,0.033347
2021_08_23_10_51_24,91,400,,4,sqrt,balanced,0.0,64,0.895982,0.14818
2021_08_23_13_17_21,91,400,,4,sqrt,balanced,0.0,48,0.908309,0.034062
2021_08_23_19_42_07,91,400,,4,sqrt,balanced,0.0,57,0.726138,0.072531
2021_09_09_19_27_35,91,400,,4,sqrt,balanced,0.0,459,0.748521,0.298934
2021_09_11_00_33_16,91,400,,4,sqrt,balanced,0.0,746,0.874625,0.024
2021_08_20_21_48_35,92,400,,4,sqrt,balanced,0.02,112,0.951686,0.073398
2021_08_21_17_30_41,92,400,,4,sqrt,balanced,0.02,157,0.935211,0.025119
2021_08_22_13_37_16,92,400,,4,sqrt,balanced,0.02,135,0.971282,0.024
2021_08_22_22_01_17,92,400,,4,sqrt,balanced,0.02,202,0.986772,0.024
2021_08_23_10_51_24,92,400,,4,sqrt,balanced,0.02,64,0.895034,0.12554
2021_08_23_13_17_21,92,400,,4,sqrt,balanced,0.02,48,0.908479,0.029489
2021_08_23_19_42_07,92,400,,4,sqrt,balanced,0.02,57,0.727259,0.024
2021_09_09_19_27_35,92,400,,4,sqrt,balanced,0.02,459,0.751165,0.267174
2021_09_11_00_33_16,92,400,,4,sqrt,balanced,0.02,746,0.874625,0.024
2021_08_20_21_48_35,93,400,,4,sqrt,balanced,0.05,112,0.951589,0.061244
2021_08_21_17_30_41,93,400,,4,sqrt,balanced,0.05,157,0.935202,0.024
2021_08_22_13_37_16,93,400,,4,sqrt,balanced,0.05,135,0.971282,0.024
2021_08_22_22_01_17,93,400,,4,sqrt,balanced,0.05,202,0.986772,0.024
2021_08_23_10_51_24,93,400,,4,sqrt,balanced,0.05,64,0.888301,0.024
2021_08_23_13_17_21,93,400,,4,sqrt,balanced,0.05,48,0.907653,0.024
2021_08_23_19_42_07,93,400,,4,sqrt,balanced,0.05,57,0.727259,0.024
2021_09_09_19_27_35,93,400,,4,sqrt,balanced,0.05,459,0.743578,0.030305
2021_09_11_00_33_16,93,400,,4,sqrt,balanced,0.05,746,0.874625,0.024
2021_08_20_21_48_35,94,400,,4,sqrt,balanced,0.1,112,0.94998,0.024
2021_08_21_17_30_41,94,400,,4,sqrt,balanced,0.1,157,0.935202,0.024
2021_08_22_13_37_16,94,400,,4,sqrt,balanced,0.1,135,0.971282,0.024
2021_08_22_22_01_17,94,400,,4,sqrt,balanced,0.1,202,0.986772,0.024
2021_08_23_10_51_24,94,400,,4,sqrt,balanced,0.1,64,0.888301,0.024
2021_08_23_13_17_21,94,400,,4,sqrt,balanced,0.1,48,0.907653,0.024
2021_08_23_19_42_07,94,400,,4,sqrt,balanced,0.1,57,0.727259,0.024
2021_09_09_19_27_35,94,400,,4,sqrt,balanced,0.1,459,0.745803,0.024
2021_09_11_00_33_16,94,400,,4,sqrt,balanced,0.1,746,0.874625,0.024
2021_08_20_21_48_35,95,400,,4,sqrt,balanced,0.2,112,0.94998,0.024
2021_08_21_17_30_41,95,400,,4,sqrt,balanced,0.2,157,0.935202,0.024
2021_08_22_13_37_16,95,400,,4,sqrt,balanced,0.2,135,0.971282,0.024
2021_08_22_22_01_17,95,400,,4,sqrt,balanced,0.2,202,0.986772,0.024
2021_08_23_10_51_24,95,400,,4,sqrt,balanced,0.2,64,0.888301,0.024
2021_08_23_13_17_21,95,400,,4,sqrt,balanced,0.2,48,0.907653,0.024
2021_08_23_19_42_07,95,400,,4,sqrt,balanced,0.2,57,0.727259,0.024
2021_09_09_19_27_35,95,400,,4,sqrt,balanced,0.2,459,0.745803,0.024
2021_09_11_00_33_16,95,400,,4,sqrt,balanced,0.2,746,0.874625,0.024
2021_08_20_21_48_35,96,400,,4,sqrt,balanced,0.35,112,0.94998,0.024
2021_08_21_17_30_41,96,400,,4,sqrt,balanced,0.35,157,0.935202,0.024
2021_08_22_13_37_16,96,400,,4,sqrt,balanced,0.35,135,0.971282,0.024
2021_08_22_22_01_17,96,400,,4,sqrt,balanced,0.35,202,0.986772,0.024
2021_08_23_10_51_24,96,400,,4,sqrt,balanced,0.35,64,0.888301,0.024
2021_08_23_13_17_21,96,400,,4,sqrt,balanced,0.35,48,0.907653,0.024
2021_08_23_19_42_07,96,400,,4,sqrt,balanced,0.35,57,0.727259,0.024
2021_09_09_19_27_35,96,400,,4,sqrt,balanced,0.35,459,0.745803,0.024
2021_09_11_00_33_16,96,400,,4,sqrt,balanced,0.35,746,0.874625,0.024
2021_08_20_21_48_35,97,400,,4,sqrt,balanced,0.5,112,0.94998,0.024
2021_08_21_17_30_41,97,400,,4,sqrt,balanced,0.5,157,0.935202,0.024
2021_08_22_13_37_16,97,400,,4,sqrt,balanced,0.5,135,0.971282,0.024
2021_08_22_22_01_17,97,400,,4,sqrt,balanced,0.5,202,0.986772,0.024
2021_08_23_10_51_24,97,400,,4,sqrt,balanced,0.5,64,0.888301,0.024
2021_08_23_13_17_21,97,400,,4,sqrt,balanced,0.5,48,0.907653,0.024
2021_08_23_19_42_07,97,400,,4,sqrt,balanced,0.5,57,0.727259,0.024
2021_09_09_19_27_35,97,400,,4,sqrt,balanced,0.5,459,0.745803,0.024
2021_09_11_00_33_16,97,400,,4,sqrt,balanced,0.5,746,0.874625,0.024
2021_08_20_21_48_35,98,400,,4,0.5,,0.0,112,0.954044,0.268137
2021_08_21_17_30_41,98,400,,4,0.5,,0.0,157,0.944249,0.286895
2021_08_22_13_37_16,98,400,,4,0.5,,0.0,135,0.96224,0.01924
2021_08_22_22_01_17,98,400,,4,0.5,,0.0,202,0.973495,0.216583
2021_08_23_10_51_24,98,400,,4,0.5,,0.0,64,0.895878,0.14818
2021_08_23_13_17_21,98,400,,4,0.5,,0.0,48,0.908479,0.029489
2021_08_23_19_42_07,98,400,,4,0.5,,0.0,57,0.723852,0.053158
2021_09_09_19_27_35,98,400,,4,0.5,,0.0,459,0.720192,0.311914
2021_09_11_00_33_16,98,400,,4,0.5,,0.0,746,0.837133,0.005373
2021_08_20_21_48_35,99,400,,4,0.5,,0.02,112,0.954456,0.252455
2021_08_21_17_30_41,99,400,,4,0.5,,0.02,157,0.944618,0.221171
2021_08_22_13_37_16,99,400,,4,0.5,,0.02,135,0.964852,0.019976
2021_08_22_22_01_17,99,400,,4,0.5,,0.02,202,0.978686,0.047549
2021_08_23_10_51_24,99,400,,4,0.5,,0.02,64,0.895877,0.143378
2021_08_23_13_17_21,99,400,,4,0.5,,0.02,48,0.908479,0.029489
2021_08_23_19_42_07,99,400,,4,0.5,,0.02,57,0.716333,0.16112
2021_09_09_19_27_35,99,400,,4,0.5,,0.02,459,0.746924,0.279297
2021_09_11_00_33_16,99,400,,4,0.5,,0.02,746,0.829198,0.000263
2021_08_20_21_48_35,100,400,,4,0.5,,0.05,112,0.952116,0.120297
2021_08_21_17_30_41,100,400,,4,0.5,,0.05,157,0.944128,0.159922
2021_08_22_13_37_16,100,400,,4,0.5,,0.05,135,0.965587,0.020501
2021_08_22_22_01_17,100,400,,4,0.5,,0.05,202,0.976961,0.03277
2021_08_23_10_51_24,100,400,,4,0.5,,0.05,64,0.893586,0.100155
2021_08_23_13_17_21,100,400,,4,0.5,,0.05,48,0.907653,0.024
2021_08_23_19_42_07,100,400,,4,0.5,,0.05,57,0.727259,0.024
2021_09_09_19_27_35,100,400,,4,0.5,,0.05,459,0.727745,0.22953
2021_09_11_00_33_16,100,400,,4,0.5,,0.05,746,0.828022,0.0
2021_08_20_21_48_35,101,400,,4,0.5,,0.1,112,0.949384,0.026245
2021_08_21_17_30_41,101,400,,4,0.5,,0.1,157,0.935202,0.024
2021_08_22_13_37_16,101,400,,4,0.5,,0.1,135,0.970713,0.023418
2021_08_22_22_01_17,101,400,,4,0.5,,0.1,202,0.974263,0.020911
2021_08_23_10_51_24,101,400,,4,0.5,,0.1,64,0.888301,0.024
2021_08_23_13_17_21,101,400,,4,0.5,,0.1,48,0.907653,0.024
2021_08_23_19_42_07,101,400,,4,0.5,,0.1,57,0.727259,0.024
2021_09_09_19_27_35,101,400,,4,0.5,,0.1,459,0.684912,0.018719
2021_09_11_00_33_16,101,400,,4,0.5,,0.1,746,0.829174,0.000257
2021_08_20_21_48_35,102,400,,4,0.5,,0.2,112,0.948714,0.023786
2021_08_21_17_30_41,102,400,,4,0.5,,0.2,157,0.935202,0.024
2021_08_22_13_37_16,102,400,,4,0.5,,0.2,135,0.969429,0.022578
2021_08_22_22_01_17,102,400,,4,0.5,,0.2,202,0.973557,0.020198
2021_08_23_10_51_24,102,400,,4,0.5,,0.2,64,0.888301,0.024
2021_08_23_13_17_21,102,400,,4,0.5,,0.2,48,0.907653,0.024
2021_08_23_19_42_07,102,400,,4,0.5,,0.2,57,0.727259,0.024
2021_09_09_19_27_35,102,400,,4,0.5,,0.2,459,0.735936,0.023007
2021_09_11_00_33_16,102,400,,4,0.5,,0.2,746,0.829219,0.00029
2021_08_20_21_48_35,103,400,,4,0.5,,0.35,112,0.944265,0.022714
2021_08_21_17_30_41,103,400,,4,0.5,,0.35,157,0.935202,0.024
2021_08_22_13_37_16,103,400,,4,0.5,,0.35,135,0.969429,0.0224
2021_08_22_22_01_17,103,400,,4,0.5,,0.35,202,0.971013,0.019842
2021_08_23_10_51_24,103,400,,4,0.5,,0.35,64,0.888301,0.024
2021_08_23_13_17_21,103,400,,4,0.5,,0.35,48,0.907653,0.024
2021_08_23_19_42_07,103,400,,4,0.5,,0.35,57,0.727259,0.024
2021_09_09_19_27_35,103,400,,4,0.5,,0.35,459,0.716109,0.021229
2021_09_11_00_33_16,103,400,,4,0.5,,0.35,746,0.874625,0.024
2021_08_20_21_48_35,104,400,,4,0.5,,0.5,112,0.943329,0.0225
2021_08_21_17_30_41,104,400,,4,0.5,,0.5,157,0.935202,0.024
2021_08_22_13_37_16,104,400,,4,0.5,,0.5,135,0.969703,0.0224
2021_08_22_22_01_17,104,400,,4,0.5,,0.5,202,0.935222,0.009386
2021_08_23_10_51_24,104,400,,4,0.5,,0.5,64,0.888301,0.024
2021_08_23_13_17_21,104,400,,4,0.5,,0.5,48,0.907653,0.024
2021_08_23_19_42_07,104,400,,4,0.5,,0.5,57,0.727259,0.024
2021_09_09_19_27_35,104,400,,4,0.5,,0.5,459,0.734166,0.022797
2021_09_11_00_33_16,104,400,,4,0.5,,0.5,746,0.874625,0.024
