rate,frame,ri,rj,cw_i,cw_j,dcw,f1_i,f1_j,df1
0.001,1168,0,2,13,13,0,0.717948717948718,0.717948717948718,0.0
0.001,1173,0,2,10,10,0,0.8333333333333334,0.8333333333333334,0.0
0.001,1230,0,2,10,10,0,0.7894736842105262,0.7894736842105262,0.0
0.001,1241,0,2,9,9,0,0.8723404255319149,0.8723404255319149,0.0
0.001,1263,0,2,28,28,0,0.8085106382978723,0.8085106382978723,0.0
0.001,1273,0,2,31,31,0,0.875,0.875,0.0
0.001,1483,0,2,10,10,0,0.9166666666666666,0.9166666666666666,0.0
0.001,1489,0,2,10,10,0,0.9278350515463918,0.9278350515463918,0.0
0.001,1541,0,2,12,12,0,0.9462365591397848,0.9462365591397848,0.0
0.001,1612,0,2,12,12,0,0.9367088607594936,0.9367088607594936,0.0
0.001,1683,0,2,10,10,0,0.9142857142857144,0.9142857142857144,0.0
0.001,1717,0,2,13,13,0,0.9428571428571428,0.9428571428571428,0.0
0.001,1720,0,2,15,15,0,0.9014084507042254,0.9014084507042254,0.0
0.001,1730,0,2,8,8,0,0.9565217391304348,0.9565217391304348,0.0
0.001,1771,0,2,11,11,0,0.9117647058823528,0.9117647058823528,0.0
0.001,1861,0,2,12,12,0,0.9473684210526316,0.9473684210526316,0.0
0.001,1863,0,2,7,7,0,0.9014084507042254,0.9014084507042254,0.0
0.001,1877,0,2,7,7,0,0.9295774647887324,0.9295774647887324,0.0
0.001,1916,0,2,8,8,0,0.9610389610389612,0.9610389610389612,0.0
0.001,1945,0,2,30,30,0,0.935064935064935,0.935064935064935,0.0
0.001,59,0,3,8,8,0,0.962962962962963,0.962962962962963,0.0
0.001,65,0,3,44,44,0,0.962962962962963,0.962962962962963,0.0
0.001,104,0,3,12,12,0,0.9411764705882352,0.9411764705882352,0.0
0.001,252,0,3,28,28,0,0.88,0.88,0.0
0.001,285,0,3,12,12,0,0.9166666666666666,0.9166666666666666,0.0
0.001,293,0,3,30,30,0,1.0,1.0,0.0
0.001,369,0,3,12,12,0,0.96,0.96,0.0
0.001,377,0,3,29,29,0,0.96,0.96,0.0
0.001,422,0,3,12,12,0,1.0,1.0,0.0
0.001,445,0,3,28,28,0,1.0,1.0,0.0
0.001,446,0,3,32,32,0,1.0,1.0,0.0
0.001,465,0,3,12,12,0,1.0,1.0,0.0
0.001,472,0,3,12,12,0,1.0,1.0,0.0
0.001,555,0,3,25,25,0,1.0,1.0,0.0
0.001,561,0,3,33,33,0,1.0,1.0,0.0
0.001,588,0,3,28,28,0,1.0,1.0,0.0
0.001,590,0,3,11,11,0,0.923076923076923,0.923076923076923,0.0
0.001,641,0,3,12,12,0,0.9545454545454544,0.9545454545454544,0.0
0.001,677,0,3,9,9,0,0.9375,0.9375,0.0
0.001,767,0,3,8,8,0,0.8571428571428571,0.8571428571428571,0.0
0.001,793,0,3,27,27,0,0.85,0.85,0.0
0.001,805,0,3,31,31,0,0.7346938775510204,0.7346938775510204,0.0
0.001,846,0,3,8,8,0,0.830188679245283,0.830188679245283,0.0
0.001,1004,0,3,9,9,0,0.8095238095238095,0.8095238095238095,0.0
0.001,1042,0,3,8,8,0,0.7916666666666666,0.7916666666666666,0.0
0.001,1083,0,3,14,14,0,0.7317073170731707,0.7317073170731707,0.0
0.001,1096,0,3,10,10,0,0.8421052631578948,0.8421052631578948,0.0
0.001,1123,0,3,30,30,0,0.7777777777777778,0.8108108108108109,-0.033033033033033066
0.001,1250,0,3,14,14,0,0.8387096774193549,0.8602150537634409,-0.021505376344086002
0.001,1339,0,3,28,28,0,0.8865979381443299,0.8865979381443299,0.0
0.001,1353,0,3,47,47,0,0.8297872340425532,0.8421052631578948,-0.012318029115341633
0.001,1409,0,3,27,27,0,0.9387755102040816,0.9387755102040816,0.0
0.001,1457,0,3,9,9,0,0.9387755102040816,0.9494949494949496,-0.01071943929086805
0.001,1461,0,3,11,11,0,0.9072164948453608,0.9072164948453608,0.0
0.001,1462,0,3,30,30,0,0.9183673469387756,0.9183673469387756,0.0
0.001,1472,0,3,30,30,0,0.9183673469387756,0.9183673469387756,0.0
0.001,1494,0,3,12,12,0,0.9278350515463918,0.9278350515463918,0.0
0.001,1532,0,3,28,28,0,0.9574468085106383,0.9574468085106383,0.0
0.001,1547,0,3,26,26,0,0.945054945054945,0.945054945054945,0.0
0.001,1571,0,3,31,31,0,0.9347826086956522,0.9347826086956522,0.0
0.001,1581,0,3,54,54,0,0.8837209302325582,0.8837209302325582,0.0
0.001,1587,0,3,11,11,0,0.8674698795180722,0.8674698795180722,0.0
0.001,1614,0,3,10,10,0,0.9210526315789472,0.9090909090909092,0.011961722488038062
0.001,1704,0,3,13,13,0,0.9142857142857144,0.9142857142857144,0.0
0.001,1715,0,3,8,8,0,0.9014084507042254,0.9014084507042254,0.0
0.001,1719,0,3,30,30,0,0.9166666666666669,0.9166666666666669,0.0
0.001,1720,0,3,15,15,0,0.9014084507042254,0.9014084507042254,0.0
0.001,1795,0,3,21,21,0,0.9014084507042254,0.9014084507042254,0.0
0.001,1816,0,3,12,12,0,0.9295774647887324,0.9295774647887324,0.0
0.001,1869,0,3,31,31,0,0.9714285714285714,0.9714285714285714,0.0
0.001,1881,0,3,9,9,0,0.96,0.96,0.0
0.001,1909,0,3,14,14,0,0.9210526315789472,0.9210526315789472,0.0
0.001,1931,0,3,30,30,0,0.9135802469135802,0.9135802469135802,0.0
0.001,1935,0,3,45,45,0,0.8974358974358975,0.8974358974358975,0.0
0.001,4,1,2,25,25,0,1.0,1.0,0.0
0.001,9,1,2,13,13,0,1.0,1.0,0.0
0.001,18,1,2,9,9,0,0.96,0.96,0.0
0.001,24,1,2,11,11,0,0.9285714285714286,0.9285714285714286,0.0
0.001,34,1,2,8,8,0,0.9444444444444444,0.9444444444444444,0.0
0.001,46,1,2,28,28,0,0.9433962264150944,0.962962962962963,-0.01956673654786867
0.001,52,1,2,13,13,0,0.9454545454545454,0.9454545454545454,0.0
0.001,97,1,2,12,12,0,0.9130434782608696,0.9130434782608696,0.0
0.001,99,1,2,16,16,0,0.8936170212765957,0.8936170212765957,0.0
0.001,167,1,2,14,14,0,0.9787234042553192,0.9787234042553192,0.0
0.001,322,1,2,13,13,0,1.0,1.0,0.0
0.001,368,1,2,12,12,0,1.0,1.0,0.0
0.001,417,1,2,33,33,0,1.0,1.0,0.0
0.001,443,1,2,28,28,0,1.0,1.0,0.0
0.001,464,1,2,32,32,0,1.0,1.0,0.0
0.001,477,1,2,11,11,0,0.923076923076923,0.923076923076923,0.0
0.001,531,1,2,29,29,0,1.0,1.0,0.0
0.001,536,1,2,10,10,0,1.0,1.0,0.0
0.001,575,1,2,25,25,0,1.0,1.0,0.0
0.001,604,1,2,11,11,0,0.923076923076923,0.923076923076923,0.0
0.001,608,1,2,14,14,0,0.8292682926829269,0.8292682926829269,0.0
0.001,632,1,2,12,12,0,0.9767441860465116,0.9767441860465116,0.0
0.001,658,1,2,31,31,0,1.0,1.0,0.0
0.001,681,1,2,10,10,0,0.9411764705882352,0.9411764705882352,0.0
0.001,725,1,2,8,8,0,0.9523809523809524,0.9523809523809524,0.0
0.001,844,1,2,9,9,0,0.8363636363636364,0.8363636363636364,0.0
0.001,893,1,2,34,34,0,0.8235294117647058,0.8235294117647058,0.0
0.001,956,1,2,28,28,0,0.8163265306122449,0.8163265306122449,0.0
0.001,965,1,2,12,12,0,0.7916666666666666,0.8085106382978723,-0.016843971631205656
0.001,968,1,2,32,32,0,0.782608695652174,0.782608695652174,0.0
0.001,987,1,2,9,9,0,0.6976744186046512,0.6976744186046512,0.0
0.001,1095,1,2,12,12,0,0.8717948717948718,0.8717948717948718,0.0
0.001,1113,1,2,9,9,0,0.8,0.8,0.0
0.001,1114,1,2,8,8,0,0.7692307692307692,0.7692307692307692,0.0
0.001,1151,1,2,7,7,0,0.7567567567567567,0.7567567567567567,0.0
0.001,1218,1,2,11,11,0,0.7894736842105262,0.7894736842105262,0.0
0.001,1230,1,2,10,10,0,0.7894736842105262,0.7894736842105262,0.0
0.001,1242,1,2,12,12,0,0.8478260869565218,0.8478260869565218,0.0
0.001,1304,1,2,14,14,0,0.8958333333333334,0.8958333333333334,0.0
0.001,1324,1,2,31,31,0,0.8749999999999999,0.8749999999999999,0.0
0.001,1357,1,2,28,28,0,0.8842105263157894,0.8842105263157894,0.0
0.001,1433,1,2,30,30,0,0.8979591836734694,0.8979591836734694,0.0
0.001,1483,1,2,10,10,0,0.9166666666666666,0.9166666666666666,0.0
0.001,1522,1,2,12,12,0,0.9782608695652174,0.9782608695652174,0.0
0.001,1555,1,2,15,15,0,0.9361702127659574,0.9361702127659574,0.0
0.001,1605,1,2,29,29,0,0.902439024390244,0.902439024390244,0.0
0.001,1623,1,2,10,10,0,0.9487179487179488,0.9487179487179488,0.0
0.001,1684,1,2,11,11,0,0.888888888888889,0.888888888888889,0.0
0.001,1714,1,2,11,11,0,0.8857142857142857,0.8857142857142857,0.0
0.001,1740,1,2,11,11,0,0.9411764705882354,0.9411764705882354,0.0
0.001,1751,1,2,28,28,0,0.927536231884058,0.927536231884058,0.0
0.001,1754,1,2,13,13,0,0.9142857142857144,0.9142857142857144,0.0
0.001,1796,1,2,29,29,0,0.9142857142857144,0.9142857142857144,0.0
0.001,1812,1,2,30,30,0,0.9428571428571428,0.9428571428571428,0.0
0.001,1821,1,2,8,8,0,0.9166666666666669,0.9166666666666669,0.0
0.001,1833,1,2,15,15,0,0.9315068493150684,0.9315068493150684,0.0
0.001,1855,1,2,9,9,0,0.9315068493150684,0.9315068493150684,0.0
0.001,1870,1,2,32,32,0,0.9714285714285714,0.9565217391304348,0.014906832298136607
0.001,1874,1,2,10,10,0,0.9428571428571428,0.9428571428571428,0.0
0.001,1931,1,2,9,9,0,0.9135802469135802,0.9135802469135802,0.0
0.001,1942,1,2,14,14,0,0.9333333333333332,0.9333333333333332,0.0
0.001,1962,1,2,14,14,0,0.8831168831168831,0.8831168831168831,0.0
0.001,81,1,3,27,27,0,0.9019607843137256,0.9019607843137256,0.0
0.001,125,1,3,27,27,0,0.96,0.96,0.0
0.001,152,1,3,17,17,0,1.0,1.0,0.0
0.001,189,1,3,11,11,0,0.9268292682926828,0.9268292682926828,0.0
0.001,281,1,3,12,12,0,0.9523809523809524,0.9523809523809524,0.0
0.001,317,1,3,11,11,0,1.0,1.0,0.0
0.001,329,1,3,14,14,0,1.0,1.0,0.0
0.001,337,1,3,25,25,0,1.0,1.0,0.0
0.001,355,1,3,31,31,0,1.0,1.0,0.0
0.001,360,1,3,30,30,0,1.0,1.0,0.0
0.001,369,1,3,12,12,0,0.96,0.96,0.0
0.001,388,1,3,26,26,0,1.0,1.0,0.0
0.001,456,1,3,47,47,0,1.0,1.0,0.0
0.001,492,1,3,12,12,0,1.0,1.0,0.0
0.001,506,1,3,30,30,0,1.0,1.0,0.0
0.001,508,1,3,13,13,0,1.0,1.0,0.0
0.001,522,1,3,31,31,0,1.0,1.0,0.0
0.001,591,1,3,27,27,0,1.0,1.0,0.0
0.001,595,1,3,14,14,0,1.0,1.0,0.0
0.001,632,1,3,12,12,0,0.9767441860465116,0.9767441860465116,0.0
0.001,641,1,3,12,12,0,0.9545454545454544,0.9545454545454544,0.0
0.001,675,1,3,30,30,0,0.9333333333333332,0.9333333333333332,0.0
0.001,686,1,3,29,29,0,0.9714285714285714,0.9714285714285714,0.0
0.001,800,1,3,15,15,0,0.8837209302325583,0.8837209302325583,0.0
0.001,809,1,3,14,14,0,0.888888888888889,0.888888888888889,0.0
0.001,1025,1,3,14,14,0,0.8372093023255814,0.8372093023255814,0.0
0.001,1090,1,3,30,30,0,0.75,0.75,0.0
0.001,1107,1,3,11,11,0,0.8333333333333334,0.8333333333333334,0.0
0.001,1112,1,3,25,25,0,0.7692307692307692,0.7567567567567567,0.012474012474012475
0.001,1113,1,3,9,9,0,0.8,0.8,0.0
0.001,1170,1,3,11,11,0,0.8,0.8,0.0
0.001,1300,1,3,28,28,0,0.8979591836734694,0.8979591836734694,0.0
0.001,1337,1,3,32,32,0,0.9108910891089108,0.9108910891089108,0.0
0.001,1356,1,3,32,32,0,0.8659793814432989,0.8659793814432989,0.0
0.001,1390,1,3,45,45,0,0.888888888888889,0.888888888888889,0.0
0.001,1409,1,3,27,27,0,0.9387755102040816,0.9387755102040816,0.0
0.001,1426,1,3,30,30,0,0.888888888888889,0.9215686274509804,-0.0326797385620915
0.001,1439,1,3,11,11,0,0.9387755102040816,0.9387755102040816,0.0
0.001,1456,1,3,13,13,0,0.9292929292929292,0.9292929292929292,0.0
0.001,1461,1,3,11,11,0,0.9072164948453608,0.9072164948453608,0.0
0.001,1464,1,3,26,26,0,0.9494949494949496,0.9387755102040816,0.01071943929086805
0.001,1468,1,3,27,27,0,0.9183673469387756,0.9183673469387756,0.0
0.001,1488,1,3,27,27,0,0.8936170212765957,0.8936170212765957,0.0
0.001,1492,1,3,19,19,0,0.9375,0.9375,0.0
0.001,1603,1,3,12,12,0,0.9156626506024096,0.9268292682926828,-0.011166617690273162
0.001,1606,1,3,15,15,0,0.951219512195122,0.951219512195122,0.0
0.001,1625,1,3,7,7,0,0.9367088607594938,0.9367088607594938,0.0
0.001,1659,1,3,10,10,0,0.9589041095890412,0.9589041095890412,0.0
0.001,1698,1,3,12,12,0,0.9166666666666669,0.9166666666666669,0.0
0.001,1718,1,3,12,12,0,0.9295774647887324,0.9295774647887324,0.0
0.001,1834,1,3,24,24,0,0.904109589041096,0.9315068493150684,-0.02739726027397249
0.001,1876,1,3,11,11,0,0.9142857142857144,0.9142857142857144,0.0
0.001,1887,1,3,10,10,0,0.935064935064935,0.935064935064935,0.0
0.001,1898,1,3,31,31,0,0.923076923076923,0.923076923076923,0.0
0.001,1922,1,3,10,10,0,0.9610389610389612,0.9610389610389612,0.0
0.001,1941,1,3,25,25,0,0.9230769230769232,0.9230769230769232,0.0
0.001,61,2,3,13,13,0,0.9019607843137256,0.9019607843137256,0.0
0.001,100,2,3,12,12,0,0.96,0.96,0.0
0.001,173,2,3,12,12,0,0.9777777777777776,0.9777777777777776,0.0
0.001,179,2,3,28,28,0,1.0,1.0,0.0
0.001,221,2,3,43,43,0,0.9444444444444444,0.9444444444444444,0.0
0.001,226,2,3,14,14,0,0.9411764705882352,0.9714285714285714,-0.03025210084033625
0.001,230,2,3,27,27,0,0.8823529411764706,0.8823529411764706,0.0
0.001,285,2,3,12,12,0,0.9166666666666666,0.9166666666666666,0.0
0.001,304,2,3,27,27,0,1.0,1.0,0.0
0.001,326,2,3,8,8,0,1.0,1.0,0.0
0.001,344,2,3,12,12,0,1.0,1.0,0.0
0.001,350,2,3,12,12,0,1.0,1.0,0.0
0.001,419,2,3,27,27,0,1.0,1.0,0.0
0.001,534,2,3,30,30,0,1.0,1.0,0.0
0.001,567,2,3,14,14,0,1.0,1.0,0.0
0.001,599,2,3,14,14,0,0.8571428571428571,0.8571428571428571,0.0
0.001,626,2,3,13,13,0,0.9047619047619048,0.9047619047619048,0.0
0.001,632,2,3,12,12,0,0.9767441860465116,0.9767441860465116,0.0
0.001,662,2,3,26,26,0,0.9333333333333332,0.9333333333333332,0.0
0.001,687,2,3,28,28,0,0.9411764705882352,0.9411764705882352,0.0
0.001,692,2,3,11,11,0,0.9285714285714286,0.9285714285714286,0.0
0.001,705,2,3,12,12,0,0.9333333333333332,0.9333333333333332,0.0
0.001,748,2,3,47,47,0,0.8571428571428571,0.8571428571428571,0.0
0.001,774,2,3,10,10,0,0.8571428571428571,0.8571428571428571,0.0
0.001,831,2,3,28,28,0,0.8260869565217391,0.8260869565217391,0.0
0.001,884,2,3,11,11,0,0.8571428571428572,0.8571428571428572,0.0
0.001,889,2,3,27,27,0,0.8695652173913043,0.8695652173913043,0.0
0.001,894,2,3,13,13,0,0.7755102040816326,0.8,-0.02448979591836742
0.001,938,2,3,29,29,0,0.8372093023255814,0.8372093023255814,0.0
0.001,1022,2,3,29,29,0,0.888888888888889,0.888888888888889,0.0
0.001,1059,2,3,28,28,0,0.6818181818181819,0.6818181818181819,0.0
0.001,1074,2,3,63,63,0,0.75,0.75,0.0
0.001,1113,2,3,9,9,0,0.8,0.8,0.0
0.001,1128,2,3,10,10,0,0.7894736842105263,0.7894736842105263,0.0
0.001,1144,2,3,46,46,0,0.7804878048780488,0.7804878048780488,0.0
0.001,1145,2,3,10,10,0,0.7777777777777777,0.7777777777777777,0.0
0.001,1147,2,3,7,7,0,0.8108108108108107,0.8108108108108107,0.0
0.001,1198,2,3,24,24,0,0.7692307692307692,0.7692307692307692,0.0
0.001,1229,2,3,24,24,0,0.7777777777777777,0.7777777777777777,0.0
0.001,1259,2,3,17,17,0,0.8172043010752688,0.8421052631578948,-0.024900962082626044
0.001,1270,2,3,13,13,0,0.8333333333333334,0.8210526315789473,0.012280701754386114
0.001,1294,2,3,9,9,0,0.8979591836734694,0.8979591836734694,0.0
0.001,1322,2,3,25,25,0,0.8749999999999999,0.8749999999999999,0.0
0.001,1340,2,3,11,11,0,0.8979591836734694,0.8979591836734694,0.0
0.001,1342,2,3,10,10,0,0.8979591836734694,0.8979591836734694,0.0
0.001,1366,2,3,17,17,0,0.8842105263157894,0.8842105263157894,0.0
0.001,1413,2,3,7,7,0,0.9292929292929292,0.9292929292929292,0.0
0.001,1455,2,3,12,12,0,0.9108910891089108,0.92,-0.009108910891089228
0.001,1466,2,3,42,42,0,0.92,0.92,0.0
0.001,1537,2,3,30,30,0,0.9473684210526316,0.9473684210526316,0.0
0.001,1641,2,3,11,11,0,0.9333333333333332,0.9333333333333332,0.0
0.001,1652,2,3,10,10,0,0.9577464788732396,0.9577464788732396,0.0
0.001,1669,2,3,13,13,0,0.9166666666666669,0.9166666666666669,0.0
0.001,1673,2,3,7,7,0,0.9166666666666669,0.9166666666666669,0.0
0.001,1720,2,3,15,15,0,0.9014084507042254,0.9014084507042254,0.0
0.001,1734,2,3,31,31,0,0.955223880597015,0.955223880597015,0.0
0.001,1745,2,3,13,13,0,0.9253731343283584,0.9253731343283584,0.0
0.001,1750,2,3,34,34,0,0.9411764705882354,0.9411764705882354,0.0
0.001,1774,2,3,45,45,0,0.8985507246376812,0.8985507246376812,0.0
0.001,1813,2,3,13,13,0,0.9142857142857144,0.9142857142857144,0.0
0.001,1949,2,3,12,12,0,0.9090909090909092,0.9090909090909092,0.0
0.001,1971,2,3,14,14,0,0.9315068493150684,0.9315068493150684,0.0
0.01,282,0,1,252,252,0,0.9523809523809524,0.9523809523809524,0.0
0.01,494,0,1,273,273,0,1.0,1.0,0.0
0.01,507,0,1,220,220,0,1.0,1.0,0.0
0.01,1135,0,1,288,288,0,0.8000000000000002,0.7368421052631577,0.06315789473684241
0.01,1139,0,1,265,265,0,0.7692307692307692,0.75,0.019230769230769162
0.01,1278,0,1,250,250,0,0.8659793814432989,0.8541666666666667,0.01181271477663215
0.01,1400,0,1,235,235,0,0.8723404255319148,0.8817204301075268,-0.009380004575611944
0.01,1446,0,1,236,236,0,0.9292929292929292,0.9292929292929292,0.0
0.01,1598,0,1,227,227,0,0.9135802469135802,0.902439024390244,0.011141222523336158
0.01,1738,0,1,220,220,0,0.955223880597015,0.9253731343283584,0.02985074626865658
0.01,1944,0,1,236,236,0,0.8947368421052632,0.8947368421052632,0.0
0.01,224,0,2,225,225,0,0.9142857142857144,0.9142857142857144,0.0
0.01,728,0,2,237,237,0,0.9090909090909092,0.9090909090909092,0.0
0.01,747,0,2,228,228,0,0.8181818181818181,0.8181818181818181,0.0
0.01,884,0,2,271,271,0,0.8571428571428572,0.8571428571428572,0.0
0.01,1000,0,2,297,297,0,0.7441860465116279,0.761904761904762,-0.017718715393134077
0.01,1234,0,2,283,283,0,0.8210526315789474,0.8571428571428572,-0.03609022556390984
0.01,1301,0,2,252,252,0,0.8749999999999999,0.8510638297872342,0.02393617021276573
0.01,1404,0,2,250,250,0,0.9183673469387756,0.9052631578947368,0.013104189044038872
0.01,1426,0,2,259,259,0,0.9215686274509804,0.9215686274509804,0.0
0.01,1577,0,2,296,296,0,0.8791208791208792,0.8636363636363636,0.01548451548451557
0.01,1741,0,2,236,236,0,0.9253731343283584,0.9117647058823528,0.013608428446005627
0.01,1845,0,2,227,227,0,0.9444444444444444,0.9315068493150684,0.012937595129375978
0.01,1900,0,2,191,191,0,0.923076923076923,0.923076923076923,0.0
0.01,58,0,3,290,290,0,0.9433962264150944,0.9433962264150944,0.0
0.01,96,0,3,231,231,0,0.9090909090909092,0.8837209302325582,0.025369978858351017
0.01,186,0,3,301,301,0,0.9268292682926828,0.9268292682926828,0.0
0.01,482,0,3,286,286,0,1.0,1.0,0.0
0.01,519,0,3,248,248,0,1.0,1.0,0.0
0.01,761,0,3,240,240,0,0.7499999999999999,0.7499999999999999,0.0
0.01,822,0,3,247,247,0,0.7391304347826088,0.7916666666666667,-0.05253623188405798
0.01,1101,0,3,232,232,0,0.8571428571428571,0.8571428571428571,0.0
0.01,1117,0,3,293,293,0,0.7777777777777778,0.8108108108108109,-0.033033033033033066
0.01,1394,0,3,238,238,0,0.8979591836734694,0.8865979381443299,0.01136124552913953
0.01,1609,0,3,230,230,0,0.925,0.925,0.0
0.01,1645,0,3,264,264,0,0.9333333333333332,0.9333333333333332,0.0
0.01,1704,0,3,238,238,0,0.9142857142857144,0.8985507246376813,0.015734989648033104
0.01,31,1,2,185,185,0,0.9411764705882352,0.9411764705882352,0.0
