frame,n_gt,n_box_ego,n_box_collab,n_box_L,f1_E,f1_L,n_cw_L,B_L_msym
432,8,8,8,9,0.875,0.9411764705882353,4,0.001
433,8,7,8,8,0.9333333333333333,1.0,4,0.001
434,8,7,8,8,0.9333333333333333,1.0,4,0.001
435,8,7,8,8,0.9333333333333333,1.0,4,0.001
436,8,7,8,8,0.9333333333333333,1.0,4,0.001
437,8,7,8,8,0.9333333333333333,1.0,4,0.001
438,8,7,8,8,0.9333333333333333,1.0,4,0.001
439,8,7,8,8,0.9333333333333333,1.0,4,0.001
440,8,7,8,8,0.9333333333333333,1.0,4,0.001
441,8,7,8,8,0.9333333333333333,1.0,4,0.001
442,8,7,7,8,0.9333333333333333,1.0,4,0.001
443,8,8,8,9,0.875,0.9411764705882353,4,0.001
444,8,7,8,8,0.7999999999999999,1.0,4,0.001
445,8,7,8,8,0.9333333333333333,1.0,4,0.001
446,8,6,8,8,0.8571428571428571,1.0,4,0.001
447,8,6,8,8,0.8571428571428571,1.0,4,0.001
448,8,6,7,8,0.7142857142857143,1.0,4,0.001
449,8,7,8,8,0.9333333333333333,1.0,4,0.001
450,8,7,8,8,0.9333333333333333,1.0,4,0.001
451,8,6,7,8,0.8571428571428571,1.0,4,0.001
452,7,6,7,7,0.923076923076923,1.0,4,0.001
453,7,6,7,7,0.923076923076923,1.0,4,0.001
454,8,6,8,8,0.8571428571428571,0.875,4,0.001
455,8,7,7,8,0.9333333333333333,1.0,4,0.001
456,8,6,7,8,0.8571428571428571,1.0,4,0.001
457,8,7,7,8,0.7999999999999999,1.0,4,0.001
458,8,7,7,8,0.9333333333333333,1.0,4,0.001
459,8,7,7,8,0.9333333333333333,1.0,4,0.001
460,8,7,7,8,0.9333333333333333,1.0,4,0.001
461,8,7,7,8,0.7999999999999999,1.0,4,0.001
462,8,7,7,8,0.9333333333333333,1.0,4,0.001
463,8,7,7,8,0.9333333333333333,1.0,4,0.001
464,8,7,7,8,0.9333333333333333,1.0,4,0.001
465,8,7,7,8,0.9333333333333333,1.0,4,0.001
466,8,7,7,8,0.9333333333333333,1.0,4,0.001
467,8,7,7,8,0.9333333333333333,1.0,4,0.001
468,8,7,7,8,0.9333333333333333,1.0,4,0.001
469,8,6,7,8,0.8571428571428571,1.0,4,0.001
470,8,7,7,8,0.9333333333333333,1.0,4,0.001
471,8,6,7,8,0.8571428571428571,1.0,4,0.001
472,8,7,7,8,0.9333333333333333,1.0,4,0.001
473,7,5,7,8,0.8333333333333333,0.9333333333333333,4,0.001
474,7,5,6,7,0.8333333333333333,1.0,3,0.00075
475,7,5,6,7,0.8333333333333333,1.0,3,0.00075
476,6,5,6,7,0.9090909090909091,0.923076923076923,3,0.00075
477,6,5,6,7,0.9090909090909091,0.923076923076923,3,0.00075
478,6,5,6,7,0.9090909090909091,0.923076923076923,3,0.00075
479,6,5,5,6,0.9090909090909091,1.0,3,0.00075
480,6,5,5,6,0.9090909090909091,1.0,3,0.00075
481,6,5,5,6,0.9090909090909091,1.0,3,0.00075
482,6,5,6,6,0.9090909090909091,1.0,3,0.00075
483,6,5,6,6,0.9090909090909091,1.0,3,0.00075
484,6,5,6,6,0.9090909090909091,1.0,3,0.00075
485,6,5,6,6,0.9090909090909091,1.0,3,0.00075
486,6,5,6,6,0.9090909090909091,1.0,3,0.00075
487,6,5,6,6,0.9090909090909091,1.0,3,0.00075
488,6,5,5,6,0.9090909090909091,1.0,3,0.00075
489,6,5,6,6,0.9090909090909091,1.0,3,0.00075
490,6,5,6,6,0.9090909090909091,1.0,3,0.00075
491,6,5,6,6,0.9090909090909091,1.0,3,0.00075
492,6,5,6,6,0.9090909090909091,1.0,3,0.00075
493,6,5,5,6,0.9090909090909091,1.0,3,0.00075
494,6,5,5,6,0.9090909090909091,1.0,3,0.00075
495,6,5,5,6,0.9090909090909091,1.0,3,0.00075
496,6,5,5,6,0.9090909090909091,1.0,3,0.00075
497,6,5,6,6,0.9090909090909091,1.0,3,0.00075
498,6,5,6,6,0.9090909090909091,1.0,3,0.00075
499,6,5,6,6,0.9090909090909091,1.0,3,0.00075
500,6,5,6,6,0.9090909090909091,1.0,3,0.00075
501,6,5,5,6,0.9090909090909091,1.0,3,0.00075
502,6,5,6,6,0.9090909090909091,1.0,3,0.00075
503,6,5,6,6,0.9090909090909091,1.0,3,0.00075
504,6,6,6,7,0.8333333333333334,0.923076923076923,3,0.00075
505,6,5,6,6,0.9090909090909091,1.0,3,0.00075
506,6,5,6,6,0.9090909090909091,1.0,3,0.00075
507,6,5,6,6,0.9090909090909091,1.0,3,0.00075
508,6,6,6,7,0.8333333333333334,0.923076923076923,3,0.00075
509,6,5,6,6,0.9090909090909091,1.0,3,0.00075
510,6,6,6,7,0.8333333333333334,0.923076923076923,3,0.00075
511,6,5,6,6,0.9090909090909091,1.0,3,0.00075
512,6,5,6,6,0.9090909090909091,1.0,3,0.00075
513,6,5,6,6,0.9090909090909091,1.0,3,0.00075
514,6,5,6,6,0.9090909090909091,1.0,3,0.00075
515,6,5,6,6,0.9090909090909091,1.0,3,0.00075
516,6,5,6,6,0.9090909090909091,1.0,3,0.00075
517,6,5,6,6,0.9090909090909091,1.0,3,0.00075
518,6,5,6,6,0.9090909090909091,1.0,3,0.00075
519,6,5,6,6,0.9090909090909091,1.0,3,0.00075
520,6,5,6,6,0.9090909090909091,1.0,3,0.00075
521,6,5,6,6,0.9090909090909091,1.0,3,0.00075
522,6,5,6,6,0.9090909090909091,1.0,3,0.00075
523,6,5,6,6,0.9090909090909091,1.0,3,0.00075
524,6,5,6,6,0.9090909090909091,1.0,3,0.00075
525,6,5,5,6,0.9090909090909091,1.0,3,0.00075
526,6,5,5,6,0.9090909090909091,1.0,3,0.00075
527,6,5,5,6,0.9090909090909091,1.0,3,0.00075
528,6,5,5,6,0.9090909090909091,1.0,3,0.00075
529,6,5,5,6,0.9090909090909091,1.0,3,0.00075
530,6,5,6,6,0.9090909090909091,1.0,3,0.00075
531,6,5,7,7,0.9090909090909091,0.923076923076923,4,0.001
532,6,5,6,6,0.9090909090909091,1.0,3,0.00075
533,6,5,6,6,0.9090909090909091,1.0,3,0.00075
534,6,5,6,6,0.9090909090909091,1.0,3,0.00075
535,6,5,6,6,0.9090909090909091,1.0,3,0.00075
536,6,5,6,6,0.9090909090909091,1.0,3,0.00075
537,6,6,6,6,1.0,1.0,3,0.00075
538,6,5,6,6,0.9090909090909091,1.0,3,0.00075
539,6,5,6,6,0.9090909090909091,1.0,3,0.00075
540,6,5,6,6,0.9090909090909091,1.0,3,0.00075
541,6,5,5,6,0.9090909090909091,1.0,3,0.00075
542,6,5,5,6,0.9090909090909091,1.0,3,0.00075
543,6,5,6,6,0.9090909090909091,1.0,3,0.00075
544,6,5,6,6,0.9090909090909091,1.0,3,0.00075
545,6,5,6,6,0.9090909090909091,1.0,3,0.00075
546,6,6,6,6,1.0,1.0,3,0.00075
547,6,7,6,7,0.923076923076923,0.923076923076923,3,0.00075
548,6,6,6,6,1.0,1.0,3,0.00075
549,6,6,6,6,1.0,1.0,3,0.00075
550,6,5,6,6,0.9090909090909091,1.0,3,0.00075
551,6,5,7,7,0.9090909090909091,0.923076923076923,4,0.001
552,6,5,5,6,0.9090909090909091,1.0,3,0.00075
553,6,5,5,6,0.9090909090909091,1.0,3,0.00075
554,6,5,6,7,0.9090909090909091,0.923076923076923,3,0.00075
555,6,5,5,6,0.9090909090909091,1.0,3,0.00075
556,6,5,5,6,0.9090909090909091,1.0,3,0.00075
557,6,5,5,6,0.9090909090909091,1.0,3,0.00075
558,6,5,5,6,0.9090909090909091,1.0,3,0.00075
559,6,5,5,6,0.9090909090909091,1.0,3,0.00075
560,6,5,6,7,0.9090909090909091,0.923076923076923,3,0.00075
561,6,4,5,6,0.8,1.0,3,0.00075
562,6,4,5,6,0.8,1.0,3,0.00075
563,6,4,5,6,0.8,1.0,3,0.00075
564,6,6,5,6,1.0,1.0,3,0.00075
565,6,5,5,6,0.9090909090909091,1.0,3,0.00075
566,6,5,5,6,0.9090909090909091,1.0,3,0.00075
567,7,6,7,8,0.923076923076923,0.9333333333333333,4,0.001
568,8,7,6,8,0.9333333333333333,1.0,3,0.00075
569,8,7,6,8,0.7999999999999999,0.875,3,0.00075
570,8,8,5,8,0.875,0.875,3,0.00075
571,8,5,4,7,0.7692307692307693,0.9333333333333333,3,0.00075
572,7,5,5,7,0.8333333333333333,0.8571428571428571,3,0.00075
573,7,5,4,7,0.8333333333333333,1.0,3,0.00075
574,7,5,5,6,0.8333333333333333,0.923076923076923,3,0.00075
575,7,7,5,7,1.0,1.0,3,0.00075
576,7,5,6,7,0.8333333333333333,1.0,3,0.00075
577,7,7,4,7,1.0,1.0,3,0.00075
578,7,6,4,6,0.923076923076923,0.7692307692307692,3,0.00075
579,7,7,5,7,1.0,1.0,3,0.00075
580,7,6,5,7,0.923076923076923,0.8571428571428571,3,0.00075
581,7,6,5,7,0.7692307692307692,0.8571428571428571,3,0.00075
582,7,6,4,7,0.923076923076923,1.0,3,0.00075
583,7,7,4,7,1.0,1.0,3,0.00075
584,7,6,3,7,0.923076923076923,1.0,2,0.0005
585,7,6,3,7,0.923076923076923,1.0,2,0.0005
586,7,7,4,8,0.8571428571428571,0.9333333333333333,3,0.00075
587,7,6,4,7,0.923076923076923,1.0,3,0.00075
588,7,7,3,7,1.0,1.0,2,0.0005
589,7,7,3,7,1.0,1.0,2,0.0005
590,6,7,3,7,0.923076923076923,0.923076923076923,2,0.0005
591,6,6,4,7,1.0,0.923076923076923,3,0.00075
592,6,6,3,6,1.0,1.0,2,0.0005
593,6,6,3,6,1.0,1.0,2,0.0005
594,6,7,2,7,0.923076923076923,0.923076923076923,2,0.0005
595,6,6,2,6,1.0,1.0,2,0.0005
596,6,7,2,7,0.923076923076923,0.923076923076923,2,0.0005
597,6,7,2,7,0.923076923076923,0.923076923076923,2,0.0005
598,6,7,2,7,0.923076923076923,0.923076923076923,2,0.0005
599,6,7,2,7,0.923076923076923,0.923076923076923,2,0.0005
600,6,7,2,7,0.923076923076923,0.923076923076923,2,0.0005
601,6,7,4,8,0.923076923076923,0.8571428571428571,3,0.00075
602,6,6,2,6,1.0,1.0,2,0.0005
603,6,7,3,7,0.923076923076923,0.923076923076923,2,0.0005
604,6,7,3,7,0.923076923076923,0.923076923076923,2,0.0005
605,6,6,3,6,1.0,1.0,2,0.0005
606,22,12,12,21,0.7058823529411764,0.8837209302325582,6,0.0015
607,23,12,11,20,0.6285714285714286,0.7906976744186046,5,0.00125
608,23,13,12,22,0.6666666666666667,0.8444444444444444,6,0.0015
609,23,12,10,19,0.6285714285714286,0.8571428571428571,5,0.00125
610,24,12,11,21,0.6666666666666666,0.8444444444444444,5,0.00125
611,23,12,10,20,0.5714285714285714,0.7906976744186046,5,0.00125
612,23,11,10,19,0.5882352941176471,0.761904761904762,5,0.00125
613,20,13,11,21,0.7272727272727274,0.8292682926829269,5,0.00125
614,20,11,11,19,0.6451612903225806,0.7692307692307692,5,0.00125
615,21,13,11,21,0.6470588235294118,0.7619047619047619,5,0.00125
616,22,13,11,21,0.6285714285714286,0.7441860465116279,5,0.00125
617,23,14,10,21,0.7027027027027025,0.8181818181818182,5,0.00125
618,22,13,12,19,0.7428571428571429,0.8780487804878049,6,0.0015
619,22,13,12,19,0.7428571428571429,0.8780487804878049,6,0.0015
620,22,13,11,18,0.6857142857142856,0.85,5,0.00125
621,22,12,13,18,0.7058823529411764,0.85,6,0.0015
622,22,12,12,17,0.7058823529411764,0.8717948717948718,6,0.0015
623,22,14,12,18,0.7777777777777778,0.9,6,0.0015
624,23,15,13,20,0.7894736842105263,0.8837209302325583,6,0.0015
625,22,13,12,18,0.7428571428571429,0.9,6,0.0015
626,23,15,13,21,0.7368421052631579,0.8636363636363636,6,0.0015
627,22,14,13,19,0.7777777777777778,0.9268292682926829,6,0.0015
628,21,15,13,19,0.8333333333333333,0.9500000000000001,6,0.0015
629,22,15,13,20,0.8108108108108109,0.9523809523809523,6,0.0015
630,22,14,14,20,0.7777777777777778,0.9047619047619048,6,0.0015
631,22,16,13,20,0.8421052631578948,0.9523809523809523,6,0.0015
632,22,16,13,21,0.8421052631578948,0.9767441860465117,6,0.0015
633,22,15,13,20,0.8108108108108109,0.9523809523809523,6,0.0015
634,22,16,13,20,0.8421052631578948,0.9523809523809523,6,0.0015
635,22,16,14,21,0.8421052631578948,0.9302325581395349,6,0.0015
636,22,18,14,21,0.9,0.9302325581395349,6,0.0015
637,24,18,14,22,0.8095238095238096,0.9130434782608695,6,0.0015
638,24,18,14,21,0.8571428571428571,0.9333333333333333,6,0.0015
639,23,19,14,21,0.9047619047619047,0.9545454545454545,6,0.0015
640,23,20,14,21,0.9302325581395349,0.9545454545454545,6,0.0015
641,23,19,14,21,0.9047619047619047,0.9545454545454545,6,0.0015
642,23,17,14,18,0.85,0.878048780487805,6,0.0015
643,23,17,15,19,0.7999999999999999,0.8571428571428571,7,0.00175
644,23,18,16,21,0.8292682926829269,0.8181818181818182,7,0.00175
645,22,19,15,21,0.9268292682926829,0.9302325581395349,7,0.00175
646,23,22,15,24,0.9333333333333332,0.9361702127659574,7,0.00175
647,23,22,14,22,0.9333333333333332,0.9333333333333332,6,0.0015
648,24,21,15,22,0.9333333333333333,0.9130434782608695,7,0.00175
649,23,22,15,23,0.9777777777777777,0.9565217391304348,7,0.00175
650,23,22,14,22,0.9333333333333332,0.9333333333333332,6,0.0015
651,24,22,15,22,0.9130434782608695,0.9130434782608695,7,0.00175
652,24,22,16,23,0.9130434782608695,0.9361702127659574,7,0.00175
653,23,23,16,23,0.9565217391304348,0.9565217391304348,7,0.00175
654,23,24,16,24,0.9787234042553191,0.9787234042553191,7,0.00175
655,23,24,16,24,0.9787234042553191,0.9787234042553191,7,0.00175
656,23,24,16,24,0.9361702127659574,0.9361702127659574,7,0.00175
657,24,24,16,24,1.0,1.0,7,0.00175
658,24,23,16,24,0.9787234042553191,1.0,7,0.00175
659,24,22,16,22,0.9565217391304348,0.9565217391304348,7,0.00175
660,23,25,16,25,0.9583333333333334,0.9583333333333334,7,0.00175
661,23,21,16,23,0.8636363636363636,0.9130434782608695,7,0.00175
662,23,20,16,22,0.8837209302325583,0.9333333333333332,7,0.00175
663,22,21,16,24,0.8837209302325582,0.9130434782608695,7,0.00175
664,21,22,15,24,0.8837209302325582,0.9333333333333333,7,0.00175
665,22,20,15,23,0.8571428571428572,0.9333333333333332,7,0.00175
666,22,16,15,23,0.7894736842105263,0.888888888888889,7,0.00175
667,22,17,14,24,0.8205128205128205,0.9130434782608695,6,0.0015
668,22,17,14,24,0.8205128205128205,0.9565217391304348,6,0.0015
669,22,14,13,22,0.7777777777777778,0.9545454545454546,6,0.0015
670,13,16,15,19,0.896551724137931,0.8125000000000001,7,0.00175
671,13,17,17,20,0.8666666666666666,0.787878787878788,7,0.00175
672,14,17,16,18,0.9032258064516129,0.8750000000000001,7,0.00175
673,14,20,17,21,0.8235294117647058,0.8,7,0.00175
674,14,16,15,18,0.9333333333333333,0.8750000000000001,7,0.00175
675,14,15,16,16,0.9655172413793104,0.9333333333333333,7,0.00175
676,15,16,16,17,0.967741935483871,0.9375,7,0.00175
677,16,16,15,16,0.9375,0.9375,7,0.00175
678,16,16,18,20,1.0,0.888888888888889,8,0.002
679,16,16,15,18,1.0,0.9411764705882353,7,0.00175
680,16,17,15,18,0.9090909090909091,0.9411764705882353,7,0.00175
681,16,17,15,18,0.9696969696969697,0.9411764705882353,7,0.00175
682,16,20,14,20,0.888888888888889,0.888888888888889,6,0.0015
683,16,16,16,18,1.0,0.8823529411764706,7,0.00175
684,18,17,14,18,0.9142857142857143,0.9444444444444444,6,0.0015
685,18,16,14,18,0.8823529411764706,0.8888888888888888,6,0.0015
686,18,14,14,17,0.8750000000000001,0.9714285714285714,6,0.0015
687,18,15,14,18,0.8484848484848485,0.9444444444444444,6,0.0015
688,17,14,16,17,0.9032258064516129,0.8823529411764706,7,0.00175
689,17,13,12,15,0.8666666666666666,0.8749999999999999,6,0.0015
690,16,13,13,15,0.896551724137931,0.9032258064516129,6,0.0015
691,15,12,13,15,0.8148148148148148,0.8666666666666667,6,0.0015
692,14,12,13,15,0.7692307692307692,0.8275862068965518,6,0.0015
693,14,14,12,15,0.8571428571428571,0.896551724137931,6,0.0015
694,14,13,13,16,0.8148148148148148,0.9333333333333333,6,0.0015
695,14,12,13,16,0.6923076923076924,0.9333333333333333,6,0.0015
696,14,12,12,15,0.8461538461538461,0.9655172413793104,6,0.0015
697,14,11,12,13,0.8,0.962962962962963,6,0.0015
698,15,12,14,16,0.8148148148148148,0.8387096774193549,6,0.0015
699,13,12,11,14,0.8,0.888888888888889,5,0.00125
700,13,13,13,16,0.7692307692307693,0.8275862068965517,6,0.0015
701,14,13,13,17,0.7407407407407408,0.8387096774193549,6,0.0015
702,14,15,12,16,0.8275862068965518,0.8666666666666666,6,0.0015
703,14,14,14,17,0.8571428571428571,0.8387096774193549,6,0.0015
704,14,14,16,19,0.8571428571428571,0.8484848484848484,7,0.00175
705,15,14,12,15,0.896551724137931,0.9333333333333333,6,0.0015
706,15,13,13,15,0.8571428571428571,0.8666666666666667,6,0.0015
707,15,14,12,15,0.8275862068965518,0.8666666666666667,6,0.0015
708,15,13,13,16,0.7857142857142856,0.8387096774193549,6,0.0015
709,14,13,16,18,0.8148148148148148,0.8125000000000001,7,0.00175
710,14,13,12,17,0.6666666666666666,0.8387096774193549,6,0.0015
711,14,11,13,16,0.7200000000000001,0.8666666666666666,6,0.0015
712,14,11,13,16,0.7200000000000001,0.9333333333333333,6,0.0015
713,14,11,16,19,0.8,0.8484848484848484,7,0.00175
714,14,11,15,18,0.7200000000000001,0.8750000000000001,7,0.00175
715,14,9,12,16,0.6956521739130435,0.9333333333333333,6,0.0015
716,14,11,13,17,0.64,0.9032258064516129,6,0.0015
717,14,14,14,18,0.7857142857142857,0.8750000000000001,6,0.0015
718,10,10,9,11,0.8000000000000002,0.9523809523809523,4,0.001
719,10,10,10,11,0.8000000000000002,0.9523809523809523,5,0.00125
720,10,11,10,12,0.761904761904762,0.9090909090909091,5,0.00125
721,10,11,10,12,0.761904761904762,0.9090909090909091,5,0.00125
722,10,12,11,14,0.8181818181818182,0.8333333333333333,5,0.00125
723,10,11,9,12,0.8571428571428572,0.9090909090909091,4,0.001
724,10,12,10,13,0.8181818181818182,0.8695652173913044,5,0.00125
725,10,10,10,11,0.9,0.9523809523809523,5,0.00125
726,10,14,9,15,0.75,0.8,4,0.001
727,10,11,10,13,0.8571428571428572,0.8695652173913044,5,0.00125
728,10,12,9,12,0.9090909090909091,0.9090909090909091,4,0.001
729,10,14,10,15,0.8333333333333333,0.8,5,0.00125
730,10,12,9,12,0.9090909090909091,0.9090909090909091,4,0.001
731,10,12,9,12,0.9090909090909091,0.9090909090909091,4,0.001
732,10,12,10,12,0.9090909090909091,0.9090909090909091,5,0.00125
733,9,13,9,13,0.8181818181818181,0.8181818181818181,4,0.001
734,9,10,9,10,0.9473684210526316,0.9473684210526316,4,0.001
735,9,10,12,12,0.9473684210526316,0.8571428571428571,6,0.0015
736,9,10,12,12,0.9473684210526316,0.8571428571428571,6,0.0015
737,9,11,10,12,0.9,0.8571428571428571,5,0.00125
738,9,10,11,13,0.9473684210526316,0.8181818181818181,5,0.00125
739,9,10,10,12,0.9473684210526316,0.8571428571428571,5,0.00125
740,9,11,9,12,0.9,0.8571428571428571,4,0.001
741,9,10,10,12,0.9473684210526316,0.8571428571428571,5,0.00125
742,9,11,9,12,0.9,0.8571428571428571,4,0.001
743,9,10,10,12,0.8421052631578948,0.761904761904762,5,0.00125
744,10,9,10,12,0.8421052631578948,0.8181818181818182,5,0.00125
745,10,12,9,12,0.7272727272727272,0.7272727272727272,4,0.001
746,9,13,11,14,0.8181818181818181,0.782608695652174,5,0.00125
747,9,13,9,14,0.8181818181818181,0.782608695652174,4,0.001
748,9,12,11,13,0.8571428571428571,0.8181818181818181,5,0.00125
749,9,12,11,12,0.8571428571428571,0.8571428571428571,5,0.00125
750,9,14,11,14,0.782608695652174,0.782608695652174,5,0.00125
751,9,13,11,13,0.8181818181818181,0.8181818181818181,5,0.00125
752,9,13,11,13,0.8181818181818181,0.8181818181818181,5,0.00125
753,9,15,11,15,0.7499999999999999,0.7499999999999999,5,0.00125
754,9,16,11,16,0.72,0.72,5,0.00125
755,9,14,13,16,0.782608695652174,0.72,6,0.0015
756,9,15,13,16,0.7499999999999999,0.72,6,0.0015
757,9,13,13,14,0.8181818181818181,0.782608695652174,6,0.0015
758,9,14,11,14,0.782608695652174,0.782608695652174,5,0.00125
759,9,14,14,16,0.6956521739130435,0.72,6,0.0015
760,9,13,14,15,0.7272727272727274,0.7499999999999999,6,0.0015
761,9,13,12,14,0.7272727272727274,0.782608695652174,6,0.0015
762,9,13,12,14,0.7272727272727274,0.782608695652174,6,0.0015
763,9,12,14,16,0.761904761904762,0.72,6,0.0015
764,9,11,11,12,0.7999999999999999,0.761904761904762,5,0.00125
765,9,14,11,16,0.6956521739130435,0.72,5,0.00125
766,9,14,11,16,0.6956521739130435,0.72,5,0.00125
767,9,11,9,12,0.7999999999999999,0.8571428571428571,4,0.001
768,9,12,11,13,0.761904761904762,0.7272727272727274,5,0.00125
769,9,11,12,13,0.7999999999999999,0.8181818181818181,6,0.0015
770,9,11,11,12,0.7999999999999999,0.8571428571428571,5,0.00125
771,9,12,11,13,0.761904761904762,0.7272727272727274,5,0.00125
772,9,13,12,15,0.7272727272727274,0.7499999999999999,6,0.0015
773,9,12,10,13,0.761904761904762,0.8181818181818181,5,0.00125
774,9,11,11,13,0.7999999999999999,0.8181818181818181,5,0.00125
775,18,11,23,27,0.5517241379310345,0.8,10,0.0025
776,18,11,25,30,0.5517241379310345,0.7499999999999999,10,0.0025
777,18,9,21,24,0.5185185185185185,0.8095238095238096,9,0.00225
778,17,11,19,22,0.5714285714285714,0.8717948717948718,8,0.002
779,19,13,24,28,0.5625,0.7234042553191489,10,0.0025
780,18,13,19,26,0.5806451612903226,0.7727272727272727,8,0.002
781,18,11,15,21,0.5517241379310345,0.8717948717948718,7,0.00175
782,18,11,19,24,0.5517241379310345,0.8095238095238096,8,0.002
783,18,13,22,27,0.5806451612903226,0.8,9,0.00225
784,18,11,17,20,0.6896551724137931,0.9473684210526316,7,0.00175
785,18,10,21,23,0.6428571428571429,0.878048780487805,9,0.00225
786,18,13,19,24,0.5161290322580646,0.8095238095238096,8,0.002
787,17,15,23,28,0.5625,0.7111111111111111,10,0.0025
788,17,11,23,26,0.5714285714285714,0.7906976744186047,10,0.0025
789,17,12,19,22,0.6206896551724139,0.8717948717948718,8,0.002
790,17,12,23,26,0.5517241379310345,0.7906976744186047,10,0.0025
791,17,14,22,26,0.5161290322580646,0.7906976744186047,9,0.00225
792,17,14,20,24,0.5161290322580646,0.8292682926829268,8,0.002
793,17,13,23,28,0.5333333333333333,0.7555555555555554,10,0.0025
794,17,12,22,25,0.5517241379310345,0.8095238095238095,9,0.00225
795,17,12,22,27,0.5517241379310345,0.7727272727272727,9,0.00225
796,17,11,20,25,0.5714285714285714,0.8095238095238095,8,0.002
797,19,12,23,28,0.5806451612903226,0.7659574468085106,10,0.0025
798,20,13,19,26,0.5454545454545455,0.8260869565217392,8,0.002
799,20,10,24,28,0.5333333333333333,0.7916666666666667,10,0.0025
800,20,12,23,25,0.625,0.8444444444444444,10,0.0025
801,20,12,23,27,0.5625000000000001,0.851063829787234,10,0.0025
802,20,12,21,26,0.5625000000000001,0.8695652173913044,9,0.00225
803,20,13,22,30,0.5454545454545455,0.8,9,0.00225
804,21,15,19,27,0.5555555555555556,0.8333333333333334,8,0.002
805,21,16,23,32,0.5405405405405405,0.6792452830188678,10,0.0025
806,21,17,21,30,0.5789473684210527,0.8235294117647058,9,0.00225
807,21,15,22,29,0.611111111111111,0.8400000000000001,9,0.00225
808,21,14,23,29,0.6285714285714286,0.7999999999999999,10,0.0025
809,21,14,21,28,0.6285714285714286,0.8571428571428571,9,0.00225
810,21,14,17,25,0.6285714285714286,0.782608695652174,7,0.00175
811,21,12,20,24,0.7272727272727273,0.7999999999999999,8,0.002
812,21,16,22,31,0.5945945945945946,0.7692307692307692,9,0.00225
813,21,13,19,26,0.588235294117647,0.8510638297872339,8,0.002
814,21,13,20,26,0.6470588235294118,0.8510638297872339,8,0.002
815,21,14,23,29,0.6285714285714286,0.7999999999999999,10,0.0025
816,21,17,20,28,0.5789473684210527,0.8163265306122449,8,0.002
817,21,15,23,29,0.6666666666666666,0.8400000000000001,10,0.0025
818,21,15,25,32,0.6666666666666666,0.7169811320754718,10,0.0025
819,21,17,18,28,0.6315789473684211,0.7755102040816326,8,0.002
820,21,16,20,30,0.5945945945945946,0.7058823529411764,8,0.002
821,20,15,17,26,0.6285714285714286,0.8695652173913044,7,0.00175
822,20,18,18,29,0.5789473684210527,0.7755102040816326,8,0.002
823,20,17,20,28,0.5945945945945946,0.7916666666666667,8,0.002
824,20,16,18,28,0.6111111111111112,0.75,8,0.002
825,20,13,18,25,0.6666666666666667,0.7999999999999999,8,0.002
826,21,18,21,30,0.5641025641025642,0.7058823529411764,9,0.00225
827,22,18,21,29,0.6,0.7843137254901961,9,0.00225
828,22,16,17,26,0.5789473684210527,0.7916666666666666,7,0.00175
829,22,15,20,28,0.6486486486486486,0.8,8,0.002
830,22,16,16,25,0.631578947368421,0.8085106382978724,7,0.00175
831,22,16,23,29,0.631578947368421,0.7450980392156864,10,0.0025
832,22,16,17,27,0.631578947368421,0.8163265306122449,7,0.00175
833,22,17,21,30,0.6153846153846153,0.7307692307692307,9,0.00225
834,22,17,20,28,0.6666666666666667,0.8,8,0.002
835,22,17,19,27,0.6153846153846153,0.8163265306122449,8,0.002
836,22,17,20,29,0.6153846153846153,0.7843137254901961,8,0.002
837,22,16,17,28,0.631578947368421,0.8,7,0.00175
838,22,17,19,28,0.6153846153846153,0.8,8,0.002
839,22,18,23,32,0.6,0.7407407407407406,10,0.0025
840,22,17,19,28,0.6153846153846153,0.84,8,0.002
841,22,19,23,35,0.6341463414634148,0.7719298245614035,10,0.0025
842,22,19,22,33,0.6341463414634148,0.8,9,0.00225
843,24,20,20,33,0.5909090909090908,0.7368421052631579,8,0.002
844,24,20,23,34,0.6363636363636365,0.7931034482758621,10,0.0025
845,24,21,23,36,0.6222222222222222,0.7666666666666666,10,0.0025
846,24,20,20,31,0.6363636363636365,0.7999999999999999,8,0.002
847,24,22,21,35,0.6086956521739131,0.7457627118644068,9,0.00225
848,24,19,21,32,0.6511627906976745,0.8214285714285714,9,0.00225
849,24,19,23,35,0.6511627906976745,0.8135593220338984,10,0.0025
850,24,19,19,34,0.6511627906976745,0.8275862068965517,8,0.002
851,24,19,19,32,0.6511627906976745,0.8214285714285714,8,0.002
852,25,19,19,31,0.6363636363636364,0.8571428571428571,8,0.002
853,25,17,20,29,0.6666666666666666,0.851851851851852,8,0.002
854,25,20,20,32,0.6222222222222222,0.8421052631578947,8,0.002
855,25,20,22,34,0.6222222222222222,0.8135593220338982,9,0.00225
856,25,21,21,35,0.6521739130434783,0.7999999999999999,9,0.00225
857,25,20,23,34,0.6222222222222222,0.7796610169491526,10,0.0025
858,25,18,20,31,0.6511627906976745,0.8571428571428571,8,0.002
859,25,18,22,32,0.6046511627906976,0.7719298245614036,9,0.00225
860,25,19,19,31,0.5909090909090909,0.75,8,0.002
861,24,19,17,30,0.6511627906976745,0.8148148148148148,7,0.00175
862,23,20,16,29,0.6511627906976744,0.8076923076923076,7,0.00175
863,22,18,16,28,0.7000000000000001,0.88,7,0.00175
864,22,20,16,29,0.6666666666666666,0.7843137254901961,7,0.00175
865,23,20,18,31,0.6511627906976744,0.7777777777777777,8,0.002
