frame,n_gt,n_box_ego,n_box_collab,n_box_L,f1_E,f1_L,n_cw_L,B_L_msym
83,28,20,19,23,0.75,0.8627450980392156,8,0.002
84,28,18,21,25,0.782608695652174,0.9433962264150945,9,0.00225
85,28,21,21,25,0.8163265306122449,0.9056603773584904,9,0.00225
86,28,19,21,24,0.8085106382978724,0.923076923076923,9,0.00225
87,28,17,21,22,0.7555555555555554,0.84,9,0.00225
88,28,14,20,21,0.6666666666666666,0.8163265306122449,8,0.002
89,28,18,18,21,0.782608695652174,0.8571428571428571,8,0.002
90,28,16,18,19,0.7272727272727273,0.8085106382978724,8,0.002
91,26,17,20,22,0.744186046511628,0.875,8,0.002
92,27,18,20,22,0.8,0.8571428571428572,8,0.002
93,27,16,21,23,0.7441860465116279,0.8800000000000001,9,0.00225
94,27,18,22,24,0.7555555555555556,0.8627450980392156,9,0.00225
95,26,14,19,21,0.7000000000000001,0.8510638297872339,8,0.002
96,24,16,19,21,0.7000000000000001,0.888888888888889,8,0.002
97,25,16,20,21,0.7317073170731707,0.9130434782608696,8,0.002
98,25,17,20,23,0.8095238095238095,0.9583333333333334,8,0.002
99,26,19,23,25,0.7999999999999999,0.9019607843137256,10,0.0025
100,26,21,23,25,0.8936170212765957,0.9411764705882353,10,0.0025
101,26,21,24,26,0.8936170212765957,0.9230769230769231,10,0.0025
102,27,20,20,24,0.8085106382978724,0.9019607843137256,8,0.002
103,26,21,22,26,0.8936170212765957,0.9615384615384616,9,0.00225
104,27,21,23,24,0.8750000000000001,0.9411764705882353,10,0.0025
105,27,19,20,24,0.8260869565217391,0.9019607843137256,8,0.002
106,27,20,20,23,0.8085106382978724,0.92,8,0.002
107,27,20,21,24,0.851063829787234,0.9411764705882353,9,0.00225
108,26,18,20,22,0.7272727272727274,0.875,8,0.002
109,26,19,19,22,0.8444444444444443,0.9166666666666666,8,0.002
110,25,18,19,22,0.8372093023255813,0.9361702127659575,8,0.002
111,27,17,18,21,0.7272727272727272,0.8750000000000001,8,0.002
112,27,21,21,25,0.8750000000000001,0.9615384615384615,9,0.00225
113,28,23,22,28,0.8627450980392156,0.9642857142857143,9,0.00225
114,28,23,23,28,0.8627450980392156,0.9642857142857143,10,0.0025
115,28,22,22,27,0.88,0.9818181818181818,9,0.00225
116,25,22,17,24,0.9361702127659575,0.9795918367346939,7,0.00175
117,25,23,17,25,0.9583333333333334,0.96,7,0.00175
118,25,23,17,25,0.9583333333333334,0.96,7,0.00175
119,25,23,17,24,0.9583333333333334,0.9795918367346939,7,0.00175
120,25,21,18,24,0.9130434782608696,0.9795918367346939,8,0.002
121,25,21,18,24,0.9130434782608696,0.9387755102040817,8,0.002
122,25,21,17,23,0.9130434782608696,0.9166666666666666,7,0.00175
123,26,22,16,24,0.9166666666666666,0.9199999999999999,7,0.00175
124,26,23,15,24,0.8979591836734695,0.9199999999999999,7,0.00175
125,26,23,15,24,0.8979591836734695,0.9199999999999999,7,0.00175
126,26,22,19,26,0.875,1.0,8,0.002
127,26,23,18,26,0.9387755102040816,1.0,8,0.002
128,26,23,19,26,0.9387755102040816,0.9615384615384616,8,0.002
129,26,23,19,26,0.8979591836734695,1.0,8,0.002
130,25,23,17,26,0.9166666666666666,0.9803921568627451,7,0.00175
131,26,23,18,26,0.8979591836734695,0.9615384615384616,8,0.002
132,26,21,18,25,0.8936170212765957,0.9803921568627451,8,0.002
133,26,22,19,26,0.875,0.9615384615384616,8,0.002
134,26,21,18,26,0.8936170212765957,1.0,8,0.002
135,26,22,19,26,0.875,0.9615384615384616,8,0.002
136,26,22,20,26,0.9166666666666666,1.0,8,0.002
137,25,22,19,25,0.9361702127659575,1.0,8,0.002
138,25,22,18,25,0.9361702127659575,1.0,8,0.002
139,25,22,18,25,0.9361702127659575,1.0,8,0.002
140,26,22,19,26,0.9166666666666666,1.0,8,0.002
141,26,22,19,26,0.9166666666666666,1.0,8,0.002
142,26,22,19,26,0.9166666666666666,1.0,8,0.002
143,26,21,20,25,0.8936170212765957,0.9411764705882353,8,0.002
144,25,22,20,25,0.8936170212765958,1.0,8,0.002
145,26,21,21,26,0.8510638297872339,0.9615384615384616,9,0.00225
146,26,20,20,26,0.8695652173913044,1.0,8,0.002
147,26,20,21,26,0.8695652173913044,1.0,9,0.00225
148,26,21,21,26,0.8085106382978723,0.9615384615384616,9,0.00225
149,26,22,20,26,0.8333333333333333,0.9615384615384616,8,0.002
150,25,21,18,24,0.8695652173913043,0.9387755102040817,8,0.002
151,25,21,19,25,0.8695652173913043,0.96,8,0.002
152,24,21,18,24,0.9333333333333333,1.0,8,0.002
153,25,20,18,24,0.888888888888889,0.9795918367346939,8,0.002
154,25,21,18,24,0.9130434782608696,0.9795918367346939,8,0.002
155,25,21,18,24,0.9130434782608696,0.9795918367346939,8,0.002
156,24,20,19,24,0.9090909090909091,1.0,8,0.002
157,24,20,19,24,0.9090909090909091,1.0,8,0.002
158,24,20,18,24,0.8636363636363635,1.0,8,0.002
159,24,19,17,24,0.8837209302325582,1.0,7,0.00175
160,24,19,17,24,0.8837209302325582,1.0,7,0.00175
161,24,19,19,25,0.8837209302325582,0.9795918367346939,8,0.002
162,24,20,18,24,0.9090909090909091,1.0,8,0.002
163,24,20,18,24,0.9090909090909091,1.0,8,0.002
164,24,18,18,23,0.8571428571428571,0.9787234042553191,8,0.002
165,23,19,17,23,0.9047619047619047,1.0,7,0.00175
166,23,20,17,23,0.9302325581395349,0.9565217391304348,7,0.00175
167,24,19,17,23,0.8837209302325582,0.9361702127659574,7,0.00175
168,24,19,17,23,0.8837209302325582,0.9361702127659574,7,0.00175
169,24,18,16,22,0.8095238095238096,0.8695652173913043,7,0.00175
170,23,18,16,22,0.878048780487805,0.9777777777777777,7,0.00175
171,24,18,16,22,0.8571428571428571,0.9565217391304348,7,0.00175
172,23,19,14,22,0.9047619047619047,0.9777777777777777,6,0.0015
173,23,18,14,22,0.878048780487805,0.9777777777777777,6,0.0015
174,23,18,14,22,0.878048780487805,0.9777777777777777,6,0.0015
175,23,18,15,22,0.878048780487805,0.9777777777777777,7,0.00175
176,23,18,15,22,0.878048780487805,0.9777777777777777,7,0.00175
177,23,19,15,22,0.9047619047619047,0.9777777777777777,7,0.00175
178,23,18,15,21,0.878048780487805,0.9545454545454545,7,0.00175
179,22,19,15,22,0.9268292682926829,1.0,7,0.00175
180,22,19,15,22,0.9268292682926829,1.0,7,0.00175
181,22,18,15,22,0.9,0.9545454545454546,7,0.00175
182,23,19,15,22,0.9047619047619047,0.9777777777777777,7,0.00175
183,24,19,15,22,0.8837209302325582,0.9130434782608695,7,0.00175
184,24,18,15,21,0.8571428571428571,0.888888888888889,7,0.00175
185,23,20,14,22,0.9302325581395349,0.9777777777777777,6,0.0015
186,22,18,14,20,0.9,0.9523809523809523,6,0.0015
187,23,19,13,21,0.8571428571428571,0.909090909090909,6,0.0015
188,23,17,14,19,0.85,0.9047619047619047,6,0.0015
189,22,16,14,19,0.8421052631578948,0.9268292682926829,6,0.0015
190,22,16,13,18,0.8421052631578948,0.9,6,0.0015
191,22,17,12,19,0.8717948717948718,0.9268292682926829,6,0.0015
192,22,17,12,19,0.8717948717948718,0.9268292682926829,6,0.0015
193,22,17,12,19,0.8717948717948718,0.9268292682926829,6,0.0015
194,22,17,12,19,0.8717948717948718,0.9268292682926829,6,0.0015
195,22,17,11,19,0.8717948717948718,0.9268292682926829,5,0.00125
196,22,16,11,17,0.8421052631578948,0.8717948717948718,5,0.00125
197,21,16,11,17,0.8648648648648648,0.8947368421052632,5,0.00125
198,22,16,11,17,0.8421052631578948,0.8717948717948718,5,0.00125
199,22,17,10,18,0.8205128205128205,0.85,5,0.00125
200,20,17,11,18,0.9189189189189189,0.9473684210526316,5,0.00125
201,20,16,11,17,0.888888888888889,0.9189189189189189,5,0.00125
202,20,16,10,17,0.888888888888889,0.9189189189189189,5,0.00125
203,21,16,11,17,0.8648648648648648,0.8947368421052632,5,0.00125
204,22,15,21,21,0.8108108108108109,0.9767441860465117,9,0.00225
205,21,16,18,21,0.8648648648648648,0.9523809523809523,8,0.002
206,21,16,19,21,0.8648648648648648,1.0,8,0.002
207,21,17,19,22,0.8947368421052632,0.9767441860465117,8,0.002
208,21,16,17,21,0.8648648648648648,1.0,7,0.00175
209,22,16,16,20,0.8421052631578948,0.9523809523809523,7,0.00175
210,22,16,17,21,0.8421052631578948,0.9767441860465117,7,0.00175
211,22,15,16,20,0.8108108108108109,0.9523809523809523,7,0.00175
212,22,16,15,20,0.7894736842105263,0.9047619047619048,7,0.00175
213,22,16,16,20,0.8421052631578948,0.9523809523809523,7,0.00175
214,22,16,16,20,0.8421052631578948,0.9047619047619048,7,0.00175
215,21,16,15,19,0.8648648648648648,0.9500000000000001,7,0.00175
216,20,16,13,18,0.888888888888889,0.9473684210526316,6,0.0015
217,20,14,15,18,0.8235294117647058,0.9473684210526316,7,0.00175
218,20,15,14,18,0.8571428571428571,0.9473684210526316,6,0.0015
219,20,15,14,20,0.8571428571428571,0.9500000000000001,6,0.0015
220,18,15,16,19,0.8484848484848485,0.972972972972973,7,0.00175
221,19,14,15,18,0.8484848484848484,0.918918918918919,7,0.00175
222,19,14,14,19,0.8484848484848484,1.0,6,0.0015
223,19,14,14,17,0.8484848484848484,0.9444444444444444,6,0.0015
224,19,14,14,17,0.8484848484848484,0.8888888888888888,6,0.0015
225,18,15,13,17,0.8484848484848485,0.9142857142857143,6,0.0015
226,18,14,13,17,0.8750000000000001,0.9714285714285714,6,0.0015
227,18,14,13,16,0.8750000000000001,0.9411764705882353,6,0.0015
228,18,14,15,17,0.8125000000000001,0.9142857142857143,7,0.00175
229,18,12,14,16,0.8,0.8823529411764706,6,0.0015
230,18,13,14,16,0.8387096774193548,0.8823529411764706,6,0.0015
231,18,12,13,15,0.8,0.9090909090909091,6,0.0015
232,18,12,13,15,0.8,0.9090909090909091,6,0.0015
233,17,12,13,15,0.8275862068965517,0.9375,6,0.0015
234,16,12,11,14,0.8571428571428571,0.9333333333333333,5,0.00125
235,16,13,10,15,0.8275862068965517,0.9032258064516129,5,0.00125
236,17,12,12,15,0.8275862068965517,0.9375,6,0.0015
237,17,13,11,15,0.8666666666666666,0.9375,5,0.00125
238,17,14,11,15,0.9032258064516129,0.9375,5,0.00125
239,16,13,10,15,0.896551724137931,0.967741935483871,5,0.00125
240,16,13,9,14,0.8275862068965517,0.8666666666666666,4,0.001
241,16,13,10,14,0.896551724137931,0.9333333333333333,5,0.00125
242,16,13,10,14,0.896551724137931,0.9333333333333333,5,0.00125
243,15,13,10,14,0.9285714285714286,0.9655172413793104,5,0.00125
244,15,12,10,13,0.8148148148148148,0.8571428571428571,5,0.00125
245,15,12,9,13,0.888888888888889,0.9285714285714286,4,0.001
246,14,11,9,12,0.88,0.923076923076923,4,0.001
247,14,11,9,12,0.88,0.923076923076923,4,0.001
248,14,11,9,12,0.88,0.923076923076923,4,0.001
249,14,11,9,13,0.88,0.962962962962963,4,0.001
250,14,10,9,12,0.8333333333333333,0.923076923076923,4,0.001
251,14,11,9,13,0.88,0.962962962962963,4,0.001
252,14,11,9,13,0.88,0.962962962962963,4,0.001
253,14,11,9,13,0.88,0.962962962962963,4,0.001
254,14,10,9,12,0.75,0.8461538461538461,4,0.001
255,14,8,9,10,0.7272727272727273,0.8333333333333333,4,0.001
256,15,10,9,12,0.8,0.888888888888889,4,0.001
257,14,10,9,12,0.8333333333333333,0.923076923076923,4,0.001
258,14,10,9,11,0.8333333333333333,0.88,4,0.001
259,13,10,10,11,0.8695652173913044,0.9166666666666666,5,0.00125
260,13,10,9,11,0.7826086956521738,0.9166666666666666,4,0.001
261,13,9,9,11,0.8181818181818181,0.9166666666666666,4,0.001
262,13,8,9,10,0.761904761904762,0.8695652173913044,4,0.001
263,13,9,9,11,0.8181818181818181,0.9166666666666666,4,0.001
264,13,7,8,9,0.7000000000000001,0.8181818181818181,4,0.001
265,13,8,9,11,0.6666666666666667,0.7500000000000001,4,0.001
266,12,7,8,9,0.7368421052631579,0.8571428571428571,4,0.001
267,12,9,9,12,0.8571428571428571,0.9166666666666666,4,0.001
268,12,8,9,12,0.8,0.9166666666666666,4,0.001
269,11,9,6,10,0.9,0.9523809523809523,3,0.00075
270,11,9,6,10,0.9,0.9523809523809523,3,0.00075
271,11,9,6,10,0.9,0.9523809523809523,3,0.00075
272,11,10,6,11,0.9523809523809523,1.0,3,0.00075
273,11,10,7,11,0.9523809523809523,1.0,4,0.001
274,11,10,7,11,0.8571428571428572,0.9090909090909091,4,0.001
275,11,11,7,12,0.9090909090909091,0.9565217391304348,4,0.001
276,11,9,8,11,0.9,0.9090909090909091,4,0.001
277,11,9,6,10,0.9,0.9523809523809523,3,0.00075
278,11,9,11,12,0.9,0.9565217391304348,5,0.00125
279,11,10,9,11,0.8571428571428572,0.9090909090909091,4,0.001
280,11,10,8,11,0.8571428571428572,0.9090909090909091,4,0.001
281,11,10,9,11,0.8571428571428572,0.9090909090909091,4,0.001
282,11,9,9,10,0.9,0.9523809523809523,4,0.001
283,11,10,7,10,0.9523809523809523,0.9523809523809523,4,0.001
284,11,10,8,11,0.8571428571428572,0.9090909090909091,4,0.001
285,12,11,10,12,0.8695652173913043,0.9166666666666666,5,0.00125
286,12,12,10,13,0.8333333333333334,0.8799999999999999,5,0.00125
287,12,11,10,12,0.8695652173913043,0.9166666666666666,5,0.00125
288,13,11,10,12,0.9166666666666666,0.9600000000000001,5,0.00125
289,13,13,10,13,1.0,1.0,5,0.00125
290,13,13,10,13,1.0,1.0,5,0.00125
291,13,13,10,13,1.0,1.0,5,0.00125
292,13,13,9,13,1.0,1.0,4,0.001
293,13,12,10,13,0.9600000000000001,1.0,5,0.00125
294,13,12,10,13,0.9600000000000001,1.0,5,0.00125
295,13,12,11,13,0.9600000000000001,1.0,5,0.00125
296,13,11,10,12,0.9166666666666666,0.9600000000000001,5,0.00125
297,13,12,9,13,0.8799999999999999,0.9230769230769231,4,0.001
298,13,12,10,13,0.8799999999999999,0.9230769230769231,5,0.00125
299,13,14,11,14,0.962962962962963,0.962962962962963,5,0.00125
300,13,14,12,14,0.962962962962963,0.962962962962963,6,0.0015
301,14,13,12,14,0.962962962962963,1.0,6,0.0015
302,14,13,12,14,0.962962962962963,1.0,6,0.0015
303,14,13,12,14,0.962962962962963,1.0,6,0.0015
304,14,13,12,14,0.962962962962963,1.0,6,0.0015
305,14,13,12,14,0.962962962962963,1.0,6,0.0015
306,14,13,13,15,0.962962962962963,0.9655172413793104,6,0.0015
307,14,13,12,14,0.962962962962963,1.0,6,0.0015
308,14,13,12,14,0.962962962962963,1.0,6,0.0015
309,14,13,12,14,0.962962962962963,1.0,6,0.0015
310,14,13,13,14,0.962962962962963,1.0,6,0.0015
311,14,12,13,14,0.923076923076923,0.9285714285714286,6,0.0015
312,13,12,13,14,0.9600000000000001,0.962962962962963,6,0.0015
313,13,12,13,14,0.9600000000000001,0.962962962962963,6,0.0015
314,13,12,13,14,0.9600000000000001,0.962962962962963,6,0.0015
315,13,12,13,14,0.9600000000000001,0.962962962962963,6,0.0015
316,13,12,13,14,0.9600000000000001,0.962962962962963,6,0.0015
317,13,12,12,13,0.9600000000000001,1.0,6,0.0015
318,13,12,12,13,0.9600000000000001,1.0,6,0.0015
319,13,13,12,14,0.9230769230769231,0.962962962962963,6,0.0015
320,13,12,12,13,0.9600000000000001,1.0,6,0.0015
321,13,12,12,13,0.9600000000000001,1.0,6,0.0015
322,13,12,11,13,0.9600000000000001,1.0,5,0.00125
323,13,12,11,13,0.9600000000000001,1.0,5,0.00125
324,13,12,11,13,0.9600000000000001,1.0,5,0.00125
325,13,13,11,13,0.8461538461538461,0.8461538461538461,5,0.00125
326,13,11,12,13,0.9166666666666666,1.0,6,0.0015
327,13,12,11,13,0.9600000000000001,1.0,5,0.00125
328,13,11,12,13,0.9166666666666666,1.0,6,0.0015
329,13,12,11,13,0.9600000000000001,1.0,5,0.00125
330,12,11,10,12,0.8695652173913043,1.0,5,0.00125
331,12,10,11,12,0.9090909090909091,1.0,5,0.00125
332,12,10,11,12,0.9090909090909091,1.0,5,0.00125
333,12,10,11,12,0.9090909090909091,1.0,5,0.00125
334,12,10,11,13,0.9090909090909091,0.9600000000000001,5,0.00125
335,12,10,11,12,0.9090909090909091,1.0,5,0.00125
336,12,11,11,12,0.9565217391304348,1.0,5,0.00125
337,12,11,11,12,0.9565217391304348,1.0,5,0.00125
338,12,11,11,12,0.9565217391304348,1.0,5,0.00125
339,12,11,11,12,0.9565217391304348,1.0,5,0.00125
340,12,12,11,12,0.9166666666666666,1.0,5,0.00125
341,12,11,11,12,0.8695652173913043,1.0,5,0.00125
342,12,12,11,12,1.0,1.0,5,0.00125
343,12,11,11,12,0.7826086956521738,0.9166666666666666,5,0.00125
344,12,11,11,12,0.8695652173913043,0.9166666666666666,5,0.00125
345,12,11,12,13,0.9565217391304348,0.9600000000000001,6,0.0015
346,12,11,11,12,0.9565217391304348,1.0,5,0.00125
347,12,11,12,13,0.8695652173913043,0.9600000000000001,6,0.0015
348,12,11,11,12,0.9565217391304348,1.0,5,0.00125
349,12,11,11,12,0.9565217391304348,1.0,5,0.00125
350,12,11,11,12,0.9565217391304348,1.0,5,0.00125
351,12,11,11,12,0.9565217391304348,1.0,5,0.00125
352,12,11,11,12,0.9565217391304348,1.0,5,0.00125
353,12,11,12,13,0.9565217391304348,0.9600000000000001,6,0.0015
354,12,11,11,13,0.9565217391304348,0.9600000000000001,5,0.00125
355,12,11,11,12,0.9565217391304348,1.0,5,0.00125
356,12,11,10,12,0.9565217391304348,1.0,5,0.00125
357,12,11,10,12,0.9565217391304348,1.0,5,0.00125
358,12,11,11,12,0.9565217391304348,1.0,5,0.00125
359,12,11,10,12,0.9565217391304348,1.0,5,0.00125
360,12,11,10,12,0.9565217391304348,1.0,5,0.00125
361,12,11,9,12,0.9565217391304348,1.0,4,0.001
362,12,11,9,12,0.9565217391304348,1.0,4,0.001
363,13,11,10,13,0.9166666666666666,1.0,5,0.00125
364,13,12,10,13,0.9600000000000001,1.0,5,0.00125
365,13,12,10,13,0.9600000000000001,1.0,5,0.00125
366,13,12,10,13,0.9600000000000001,1.0,5,0.00125
367,13,12,10,13,0.9600000000000001,1.0,5,0.00125
368,13,12,10,13,0.9600000000000001,1.0,5,0.00125
369,12,12,10,13,0.9166666666666666,0.9600000000000001,5,0.00125
370,12,11,10,12,0.9565217391304348,1.0,5,0.00125
371,12,11,11,13,0.9565217391304348,0.9600000000000001,5,0.00125
372,12,11,9,12,0.9565217391304348,1.0,4,0.001
373,12,11,10,12,0.9565217391304348,1.0,5,0.00125
374,12,11,9,12,0.9565217391304348,1.0,4,0.001
375,13,11,10,12,0.9166666666666666,0.9600000000000001,5,0.00125
376,13,12,10,14,0.8799999999999999,0.888888888888889,5,0.00125
377,13,12,9,13,0.9600000000000001,1.0,4,0.001
378,13,11,9,12,0.9166666666666666,0.9600000000000001,4,0.001
379,13,11,10,12,0.9166666666666666,0.9600000000000001,5,0.00125
380,13,11,9,12,0.9166666666666666,0.9600000000000001,4,0.001
381,13,12,10,13,0.8799999999999999,0.9230769230769231,5,0.00125
382,13,12,9,13,0.8799999999999999,0.9230769230769231,4,0.001
383,12,11,9,12,0.9565217391304348,1.0,4,0.001
384,12,10,9,11,0.9090909090909091,0.9565217391304348,4,0.001
385,12,10,9,12,0.9090909090909091,1.0,4,0.001
386,12,11,9,12,0.9565217391304348,1.0,4,0.001
387,12,10,9,12,0.9090909090909091,1.0,4,0.001
388,12,11,9,12,0.9565217391304348,1.0,4,0.001
389,12,11,9,12,0.9565217391304348,1.0,4,0.001
390,11,11,9,12,0.9090909090909091,0.9565217391304348,4,0.001
391,11,9,9,11,0.9,1.0,4,0.001
392,11,10,8,11,0.9523809523809523,1.0,4,0.001
393,11,10,8,11,0.9523809523809523,1.0,4,0.001
394,11,11,8,11,1.0,1.0,4,0.001
395,11,11,8,11,1.0,1.0,4,0.001
396,11,11,9,12,1.0,0.9565217391304348,4,0.001
397,11,12,8,12,0.9565217391304348,0.9565217391304348,4,0.001
398,11,10,8,11,0.9523809523809523,1.0,4,0.001
399,11,11,8,11,1.0,1.0,4,0.001
400,11,11,9,12,1.0,0.9565217391304348,4,0.001
401,11,11,8,11,1.0,1.0,4,0.001
402,11,10,8,11,0.9523809523809523,1.0,4,0.001
403,11,10,7,10,0.9523809523809523,0.9523809523809523,4,0.001
404,7,7,6,7,1.0,1.0,3,0.00075
405,8,7,6,7,0.9333333333333333,0.9333333333333333,3,0.00075
406,8,7,6,7,0.9333333333333333,0.9333333333333333,3,0.00075
407,8,7,6,7,0.9333333333333333,0.9333333333333333,3,0.00075
408,8,6,7,8,0.8571428571428571,1.0,4,0.001
409,8,6,7,8,0.8571428571428571,1.0,4,0.001
410,8,6,7,8,0.8571428571428571,1.0,4,0.001
411,8,6,7,8,0.8571428571428571,1.0,4,0.001
412,8,6,7,8,0.7142857142857143,1.0,4,0.001
413,8,6,7,8,0.7142857142857143,1.0,4,0.001
414,8,6,7,8,0.8571428571428571,1.0,4,0.001
415,8,6,8,9,0.8571428571428571,0.9411764705882353,4,0.001
416,8,6,7,8,0.8571428571428571,1.0,4,0.001
417,8,6,7,8,0.8571428571428571,1.0,4,0.001
418,8,6,7,8,0.8571428571428571,1.0,4,0.001
419,8,7,7,8,0.9333333333333333,1.0,4,0.001
420,8,7,7,8,0.9333333333333333,1.0,4,0.001
421,8,7,7,8,0.9333333333333333,1.0,4,0.001
422,8,7,7,8,0.9333333333333333,1.0,4,0.001
423,8,7,8,8,0.9333333333333333,1.0,4,0.001
424,8,7,8,8,0.9333333333333333,1.0,4,0.001
425,8,6,8,8,0.8571428571428571,1.0,4,0.001
426,8,6,8,8,0.8571428571428571,1.0,4,0.001
427,8,7,8,8,0.9333333333333333,1.0,4,0.001
428,8,7,8,8,0.9333333333333333,1.0,4,0.001
429,8,7,8,8,0.9333333333333333,1.0,4,0.001
430,8,7,8,8,0.9333333333333333,1.0,4,0.001
431,8,7,8,8,0.9333333333333333,1.0,4,0.001
