frame,n_cav,has_collab,n_gt,n_box_ego,n_box_collab,f1_ego
1357,2,1,50,39,45,0.7640449438202247
1358,2,1,50,37,46,0.7816091954022989
1359,2,1,50,40,47,0.7555555555555556
1360,2,1,50,37,44,0.7816091954022989
1361,2,1,50,38,44,0.7727272727272727
1362,2,1,50,37,45,0.7586206896551725
1363,2,1,50,39,45,0.7415730337078651
1364,2,1,50,38,43,0.7727272727272727
1365,2,1,50,40,43,0.7999999999999999
1366,2,1,50,40,45,0.7777777777777777
1367,2,1,50,38,44,0.8181818181818181
1368,2,1,50,38,45,0.7727272727272727
1369,2,1,50,38,44,0.7727272727272727
1370,2,1,51,42,45,0.7956989247311828
1371,2,1,51,40,41,0.7692307692307692
1372,2,1,51,41,44,0.7608695652173912
1373,2,1,51,40,45,0.7472527472527473
1374,2,1,51,39,44,0.7777777777777778
1375,2,1,51,39,42,0.7777777777777778
1376,2,1,51,37,46,0.7727272727272727
1377,2,1,51,39,43,0.7777777777777778
1378,2,1,51,41,46,0.782608695652174
1379,2,1,51,42,45,0.7956989247311828
1380,2,1,51,44,47,0.8
1381,2,1,51,41,46,0.8043478260869564
1382,2,1,51,42,48,0.8172043010752689
1383,2,1,51,42,48,0.8172043010752689
1384,2,1,51,42,47,0.8172043010752689
1385,2,1,51,43,47,0.8297872340425532
1386,2,1,51,43,47,0.8297872340425532
1387,2,1,51,44,44,0.8210526315789474
1388,2,1,51,44,46,0.8
1389,2,1,51,42,46,0.7956989247311828
1390,2,1,51,43,48,0.8085106382978724
1391,2,1,51,44,49,0.8210526315789474
1392,2,1,51,43,46,0.8085106382978724
1393,2,1,51,44,44,0.8421052631578948
1394,2,1,50,42,45,0.8260869565217391
1395,2,1,50,43,46,0.8387096774193548
1396,2,1,49,44,50,0.8387096774193548
1397,2,1,49,44,46,0.8172043010752688
1398,2,1,49,42,46,0.7912087912087913
1399,2,1,48,40,44,0.7954545454545454
1400,2,1,49,42,44,0.7912087912087913
1401,2,1,48,43,45,0.8131868131868132
1402,2,1,48,42,45,0.7999999999999999
1403,2,1,48,46,44,0.8085106382978724
1404,2,1,49,44,47,0.8387096774193548
1405,2,1,49,45,46,0.8085106382978723
1406,2,1,49,43,49,0.8478260869565216
1407,2,1,49,43,46,0.8478260869565216
1408,2,1,49,44,46,0.8602150537634408
1409,2,1,50,43,48,0.8387096774193548
1410,2,1,50,45,46,0.8421052631578948
1411,2,1,50,46,48,0.8541666666666666
1412,2,1,50,46,48,0.8333333333333333
1413,2,1,49,46,46,0.8631578947368421
1414,2,1,50,44,49,0.7872340425531915
1415,2,1,50,45,49,0.8421052631578948
1416,2,1,50,43,48,0.8387096774193548
1417,2,1,50,46,47,0.8125
1418,2,1,50,43,49,0.8817204301075269
1419,2,1,50,44,49,0.8723404255319149
1420,2,1,50,43,49,0.8817204301075269
1421,2,1,50,43,50,0.8602150537634408
1422,2,1,50,43,47,0.8602150537634408
1423,2,1,50,44,49,0.8510638297872342
1424,2,1,51,47,46,0.8367346938775511
1425,2,1,51,45,49,0.8541666666666666
1426,2,1,51,47,45,0.8367346938775511
1427,2,1,51,44,47,0.8421052631578948
1428,2,1,51,46,47,0.8247422680412372
1429,2,1,51,46,49,0.8247422680412372
1430,2,1,51,46,50,0.8247422680412372
1431,2,1,51,46,48,0.8247422680412372
1432,2,1,51,46,49,0.845360824742268
1433,2,1,51,45,48,0.8541666666666666
1434,2,1,51,46,48,0.8247422680412372
1435,2,1,51,44,48,0.8421052631578948
1436,2,1,51,45,44,0.8333333333333334
1437,2,1,50,47,46,0.8453608247422681
1438,2,1,50,45,47,0.8421052631578948
1439,2,1,50,45,45,0.8210526315789474
1440,2,1,50,45,45,0.8631578947368421
1441,2,1,50,42,48,0.8260869565217391
1442,2,1,50,45,46,0.8
1443,2,1,50,46,44,0.8749999999999999
1444,2,1,51,45,44,0.8125
1445,2,1,51,44,46,0.8210526315789474
1446,2,1,51,46,48,0.8247422680412372
1447,2,1,51,45,48,0.8125
1448,2,1,51,47,48,0.8163265306122448
1449,2,1,51,47,48,0.8163265306122448
1450,2,1,51,49,47,0.8200000000000001
1451,2,1,51,48,49,0.8282828282828283
1452,2,1,51,45,48,0.8333333333333334
1453,2,1,51,46,46,0.845360824742268
1454,2,1,51,47,43,0.8367346938775511
1455,2,1,50,46,49,0.8333333333333333
1456,2,1,50,47,48,0.7835051546391754
1457,2,1,50,46,45,0.8541666666666666
1458,2,1,50,44,45,0.8297872340425532
1459,2,1,50,47,48,0.8865979381443299
1460,2,1,50,45,48,0.8421052631578948
1461,2,1,50,42,49,0.8478260869565217
1462,2,1,50,44,47,0.8297872340425532
1463,2,1,50,45,47,0.8421052631578948
1464,2,1,50,46,45,0.8541666666666666
1465,2,1,50,44,49,0.8723404255319149
1466,2,1,50,45,47,0.8631578947368421
1467,2,1,50,44,48,0.8936170212765958
1468,2,1,50,46,47,0.8333333333333333
1469,2,1,50,47,46,0.8453608247422681
1470,2,1,50,48,46,0.836734693877551
1471,2,1,50,46,45,0.8125
1472,2,1,50,44,46,0.8723404255319149
1473,2,1,50,47,49,0.8453608247422681
1474,2,1,50,46,48,0.8541666666666666
1475,2,1,50,46,49,0.8749999999999999
1476,2,1,50,45,50,0.8
1477,2,1,50,47,47,0.8659793814432989
1478,2,1,50,47,48,0.8041237113402062
1479,2,1,50,47,51,0.8659793814432989
1480,2,1,49,47,48,0.8333333333333334
1481,2,1,49,45,48,0.8085106382978723
1482,2,1,49,46,45,0.8210526315789473
1483,2,1,48,43,48,0.8131868131868132
1484,2,1,49,46,46,0.8421052631578948
1485,2,1,49,46,49,0.8210526315789473
1486,2,1,49,44,47,0.8602150537634408
1487,2,1,49,42,47,0.8351648351648353
1488,2,1,49,45,48,0.8723404255319148
1489,2,1,49,44,48,0.8602150537634408
1490,2,1,49,44,46,0.8602150537634408
1491,2,1,48,43,49,0.8791208791208791
1492,2,1,49,44,47,0.8602150537634408
1493,2,1,49,45,47,0.851063829787234
1494,2,1,49,45,46,0.851063829787234
1495,2,1,49,44,47,0.7956989247311828
1496,2,1,49,44,46,0.8387096774193548
1497,2,1,49,45,45,0.8723404255319148
1498,2,1,48,43,44,0.8131868131868132
1499,2,1,48,46,48,0.8723404255319149
1500,2,1,48,43,48,0.8791208791208791
1501,2,1,48,44,47,0.8695652173913043
1502,2,1,48,44,47,0.8478260869565218
1503,2,1,48,45,49,0.8817204301075269
1504,2,1,48,42,47,0.8666666666666666
1505,2,1,48,44,48,0.8478260869565218
1506,2,1,48,46,49,0.8297872340425533
1507,2,1,48,46,46,0.851063829787234
1508,2,1,48,47,48,0.8421052631578947
1509,2,1,48,46,49,0.851063829787234
1510,2,1,48,47,47,0.8421052631578947
1511,2,1,48,44,47,0.8695652173913043
1512,2,1,48,46,47,0.8297872340425533
1513,2,1,48,45,48,0.8602150537634408
1514,2,1,48,46,47,0.8297872340425533
1515,2,1,48,46,48,0.8297872340425533
1516,2,1,48,44,48,0.8478260869565218
1517,2,1,47,44,45,0.8131868131868133
1518,2,1,46,45,48,0.8571428571428571
1519,2,1,46,43,48,0.8764044943820224
1520,2,1,46,44,49,0.8444444444444444
1521,2,1,46,43,44,0.853932584269663
1522,2,1,46,43,44,0.853932584269663
1523,2,1,46,44,43,0.888888888888889
1524,2,1,46,42,43,0.8636363636363636
1525,2,1,46,44,45,0.8222222222222223
1526,2,1,46,42,42,0.8181818181818182
1527,2,1,46,41,46,0.8045977011494252
1528,2,1,46,43,45,0.853932584269663
1529,2,1,46,43,45,0.8764044943820224
1530,2,1,46,43,43,0.8314606741573034
1531,2,1,46,46,44,0.8478260869565218
1532,2,1,46,47,46,0.8387096774193549
1533,2,1,46,45,45,0.8791208791208792
1534,2,1,46,46,47,0.782608695652174
1535,2,1,46,45,46,0.8351648351648352
1536,2,1,46,46,48,0.8260869565217391
1537,2,1,46,47,46,0.8387096774193549
1538,2,1,46,47,47,0.8602150537634409
1539,2,1,46,46,49,0.782608695652174
1540,2,1,46,42,47,0.8409090909090908
1541,2,1,46,43,47,0.8089887640449438
1542,2,1,46,44,47,0.8666666666666666
1543,2,1,46,47,45,0.8602150537634409
1544,2,1,46,43,45,0.853932584269663
1545,2,1,46,43,45,0.8089887640449438
1546,2,1,46,45,42,0.8131868131868132
1547,2,1,46,42,44,0.8636363636363636
1548,2,1,46,42,42,0.8409090909090908
1549,2,1,46,46,44,0.8478260869565218
1550,2,1,46,43,42,0.8314606741573034
1551,2,1,46,45,42,0.8571428571428571
1552,2,1,46,44,42,0.8222222222222223
1553,2,1,46,45,43,0.8351648351648352
1554,2,1,46,43,43,0.8314606741573034
1555,2,1,46,40,43,0.7906976744186046
1556,2,1,46,42,44,0.8181818181818182
1557,2,1,46,43,43,0.853932584269663
1558,2,1,46,43,43,0.8764044943820224
1559,2,1,46,45,43,0.8131868131868132
1560,2,1,46,45,43,0.8571428571428571
1561,2,1,46,45,42,0.8571428571428571
1562,2,1,46,39,43,0.8470588235294118
1563,2,1,46,43,42,0.8764044943820224
1564,2,1,46,42,43,0.909090909090909
1565,2,1,46,43,45,0.8764044943820224
1566,2,1,46,43,42,0.853932584269663
1567,2,1,45,44,41,0.853932584269663
1568,2,1,45,42,39,0.8505747126436781
1569,2,1,45,43,42,0.7727272727272727
1570,2,1,45,42,41,0.8505747126436781
1571,2,1,45,43,43,0.8409090909090908
1572,2,1,45,38,43,0.8192771084337349
1573,2,1,45,42,46,0.8275862068965518
1574,2,1,45,41,43,0.8139534883720929
1575,2,1,45,42,44,0.8505747126436781
1576,2,1,45,43,44,0.8181818181818183
1577,2,1,45,39,43,0.7857142857142856
1578,2,1,44,41,41,0.8470588235294119
1579,2,1,44,43,42,0.8275862068965518
1580,2,1,43,40,42,0.8192771084337349
1581,2,1,43,40,42,0.8674698795180723
1582,2,1,43,39,40,0.8292682926829267
1583,2,1,43,42,40,0.8941176470588236
1584,2,1,43,42,38,0.8235294117647058
1585,2,1,42,41,40,0.7951807228915663
1586,2,1,42,42,38,0.8571428571428571
1587,2,1,42,41,39,0.8192771084337348
1588,2,1,42,43,38,0.8470588235294119
1589,2,1,42,42,37,0.8809523809523809
1590,2,1,42,42,37,0.7857142857142857
1591,2,1,42,44,38,0.8604651162790699
1592,2,1,42,42,39,0.8333333333333334
1593,2,1,42,40,42,0.8536585365853658
1594,2,1,42,38,38,0.8500000000000001
1595,2,1,42,39,37,0.8395061728395062
1596,2,1,41,39,39,0.875
1597,2,1,40,42,39,0.8780487804878048
1598,2,1,40,42,38,0.8780487804878048
1599,2,1,40,45,39,0.9176470588235294
1600,2,1,40,43,43,0.891566265060241
1601,2,1,41,43,40,0.9047619047619047
1602,2,1,40,39,39,0.8607594936708861
1603,2,1,40,43,38,0.7951807228915662
1604,2,1,40,39,39,0.8607594936708861
1605,2,1,40,42,38,0.8292682926829269
1606,2,1,40,39,39,0.810126582278481
1607,2,1,40,40,37,0.875
1608,2,1,40,39,38,0.8860759493670887
1609,2,1,40,40,37,0.85
1610,2,1,40,37,35,0.8311688311688312
1611,2,1,40,35,36,0.8266666666666667
1612,2,1,40,36,37,0.8421052631578948
1613,2,1,40,35,36,0.7999999999999999
1614,2,1,40,32,35,0.8333333333333334
1615,2,1,39,36,35,0.8533333333333333
1616,2,1,39,37,37,0.868421052631579
1617,2,1,39,38,38,0.8831168831168831
1618,2,1,39,38,38,0.8311688311688312
1619,2,1,38,39,37,0.8311688311688312
1620,2,1,38,41,37,0.860759493670886
1621,2,1,38,36,39,0.918918918918919
1622,2,1,38,39,38,0.9090909090909091
1623,2,1,38,37,38,0.9333333333333332
1624,2,1,38,38,36,0.9210526315789473
1625,2,1,38,39,36,0.8831168831168831
1626,2,1,38,39,37,0.9090909090909091
1627,2,1,38,39,36,0.9090909090909091
1628,2,1,38,39,35,0.8831168831168831
1629,2,1,38,38,38,0.8947368421052632
1630,2,1,38,39,35,0.9090909090909091
1631,2,1,38,41,36,0.8860759493670887
1632,2,1,38,40,38,0.8974358974358975
1633,2,1,38,39,35,0.8831168831168831
1634,2,1,38,40,36,0.8974358974358975
1635,2,1,38,39,38,0.8831168831168831
1636,2,1,38,36,39,0.8918918918918918
1637,2,1,38,39,36,0.9090909090909091
1638,2,1,37,37,35,0.8648648648648649
1639,2,1,37,39,32,0.868421052631579
1640,2,1,37,37,35,0.918918918918919
1641,2,1,37,37,35,0.8918918918918919
1642,2,1,37,36,34,0.8767123287671232
1643,2,1,37,36,35,0.8767123287671232
1644,2,1,36,35,35,0.8450704225352113
1645,2,1,37,37,33,0.8648648648648649
1646,2,1,37,37,35,0.8648648648648649
1647,2,1,37,37,32,0.8108108108108109
1648,2,1,37,40,35,0.7792207792207791
1649,2,1,37,37,35,0.8378378378378378
1650,2,1,36,34,36,0.8571428571428571
1651,2,1,36,38,33,0.8648648648648649
1652,2,1,36,35,33,0.9295774647887323
1653,2,1,36,36,32,0.9166666666666666
1654,2,1,36,38,33,0.8648648648648649
1655,2,1,36,35,35,0.8450704225352113
1656,2,1,36,37,32,0.8493150684931507
1657,2,1,36,35,32,0.8450704225352113
1658,2,1,36,34,32,0.8571428571428571
1659,2,1,36,35,34,0.9014084507042254
1660,2,1,36,36,32,0.8888888888888888
1661,2,1,36,35,35,0.8732394366197184
1662,2,1,36,35,37,0.8450704225352113
1663,2,1,36,34,37,0.8571428571428571
1664,2,1,35,32,38,0.8955223880597014
1665,2,1,35,33,39,0.8823529411764706
1666,2,1,35,35,34,0.9142857142857143
1667,2,1,34,34,34,0.8529411764705882
1668,2,1,35,35,34,0.8857142857142857
1669,2,1,35,37,34,0.8611111111111112
1670,2,1,35,35,34,0.8857142857142857
1671,2,1,35,37,32,0.8611111111111112
1672,2,1,35,36,33,0.8732394366197184
1673,2,1,35,33,35,0.8529411764705883
1674,2,1,35,34,33,0.8985507246376812
1675,2,1,35,35,34,0.8857142857142857
1676,2,1,35,36,33,0.9014084507042254
1677,2,1,36,34,34,0.9142857142857143
1678,2,1,36,35,33,0.9014084507042254
1679,2,1,36,36,32,0.8333333333333334
1680,2,1,35,36,34,0.8169014084507044
1681,2,1,35,37,34,0.8333333333333334
1682,2,1,35,39,34,0.8378378378378378
1683,2,1,34,35,34,0.8695652173913043
1684,2,1,35,34,35,0.8695652173913043
1685,2,1,35,35,32,0.8285714285714286
1686,2,1,35,32,32,0.8955223880597014
1687,2,1,34,32,31,0.8787878787878787
1688,2,1,34,32,31,0.8787878787878787
1689,2,1,34,31,31,0.8923076923076922
1690,2,1,34,31,32,0.923076923076923
1691,2,1,34,30,31,0.90625
1692,2,1,34,32,32,0.8787878787878787
1693,2,1,34,31,30,0.923076923076923
1694,2,1,33,32,31,0.9538461538461539
1695,2,1,33,33,32,0.9090909090909091
1696,2,1,34,32,34,0.8787878787878787
1697,2,1,34,34,34,0.8529411764705882
1698,2,1,34,36,35,0.9142857142857143
1699,2,1,34,35,34,0.8695652173913043
1700,2,1,34,35,34,0.8695652173913043
1701,2,1,33,34,35,0.8955223880597014
1702,2,1,34,33,35,0.9253731343283583
1703,2,1,34,36,35,0.8857142857142858
1704,2,1,33,33,35,0.8787878787878788
1705,2,1,32,35,33,0.8656716417910447
1706,2,1,32,35,33,0.8955223880597014
1707,2,1,32,34,33,0.8787878787878787
1708,2,1,33,32,33,0.8923076923076922
1709,2,1,33,34,34,0.8656716417910447
1710,2,1,33,32,34,0.8615384615384615
1711,2,1,32,35,32,0.9253731343283582
1712,2,1,33,34,32,0.8955223880597014
1713,2,1,34,32,33,0.8484848484848485
1714,2,1,35,31,35,0.8484848484848486
1715,2,1,35,33,36,0.8823529411764706
1716,2,1,35,35,34,0.8857142857142857
1717,2,1,34,33,33,0.8955223880597014
1718,2,1,35,33,34,0.8823529411764706
1719,2,1,34,34,36,0.8529411764705882
1720,2,1,34,35,34,0.8695652173913043
1721,2,1,34,34,35,0.9117647058823528
1722,2,1,34,37,36,0.9295774647887325
1723,2,1,34,32,34,0.9090909090909091
1724,2,1,34,32,35,0.8787878787878787
1725,2,1,34,34,35,0.9117647058823528
1726,2,1,34,35,33,0.8695652173913043
1727,2,1,34,33,32,0.8656716417910447
1728,2,1,34,32,33,0.8484848484848485
1729,2,1,34,33,33,0.8656716417910447
1730,2,1,34,31,33,0.8923076923076922
1731,2,1,34,33,34,0.8358208955223881
1732,2,1,33,31,34,0.84375
1733,2,1,33,33,35,0.8787878787878788
1734,2,1,33,32,32,0.8923076923076922
1735,2,1,33,30,31,0.8571428571428572
1736,2,1,33,28,34,0.819672131147541
1737,2,1,33,30,33,0.888888888888889
1738,2,1,33,33,32,0.9090909090909091
1739,2,1,33,32,32,0.923076923076923
1740,2,1,33,32,32,0.8615384615384615
1741,2,1,33,32,31,0.8307692307692308
1742,2,1,33,32,31,0.8615384615384615
1743,2,1,33,32,30,0.8615384615384615
1744,2,1,33,32,33,0.923076923076923
1745,2,1,33,31,33,0.84375
1746,2,1,33,32,32,0.8923076923076922
1747,2,1,33,34,34,0.9253731343283583
1748,2,1,33,34,31,0.8955223880597014
1749,2,1,33,34,33,0.8656716417910447
1750,2,1,33,37,32,0.8857142857142858
1751,2,1,33,34,34,0.8656716417910447
1752,2,1,33,35,33,0.8823529411764706
1753,2,1,33,35,33,0.8529411764705883
1754,2,1,33,34,34,0.8656716417910447
1755,2,1,34,35,35,0.8985507246376812
1756,2,1,34,36,33,0.8857142857142858
1757,2,1,34,32,34,0.8787878787878787
1758,2,1,34,35,33,0.8985507246376812
1759,2,1,34,35,34,0.9275362318840579
1760,2,1,34,33,33,0.8656716417910447
1761,2,1,34,34,35,0.8235294117647058
1762,2,1,34,34,34,0.8235294117647058
1763,2,1,33,34,34,0.8358208955223881
1764,2,1,33,33,34,0.8484848484848486
1765,2,1,33,33,34,0.8484848484848486
1766,2,1,33,34,32,0.8656716417910447
1767,2,1,33,31,31,0.90625
1768,2,1,33,30,32,0.8571428571428572
1769,2,1,33,33,32,0.9090909090909091
1770,2,1,34,33,31,0.8358208955223881
1771,2,1,34,32,31,0.8181818181818182
1772,2,1,34,32,31,0.8181818181818182
1773,2,1,34,34,32,0.8235294117647058
1774,2,1,34,32,33,0.8484848484848485
1775,2,1,33,31,33,0.90625
1776,2,1,34,32,33,0.8787878787878787
1777,2,1,34,35,34,0.8985507246376812
1778,2,1,34,34,33,0.8823529411764706
1779,2,1,34,35,33,0.8405797101449276
1780,2,1,34,32,32,0.8787878787878787
1781,2,1,34,35,32,0.8405797101449276
1782,2,1,34,31,33,0.8615384615384616
1783,2,1,34,31,31,0.8307692307692308
1784,2,1,34,34,35,0.9117647058823528
1785,2,1,34,33,34,0.8955223880597014
1786,2,1,34,35,32,0.9275362318840579
1787,2,1,34,34,33,0.8823529411764706
1788,2,1,34,35,33,0.8985507246376812
1789,2,1,34,33,34,0.9253731343283583
1790,2,1,34,36,36,0.8857142857142858
1791,2,1,34,34,34,0.8823529411764706
1792,2,1,34,34,34,0.8823529411764706
1793,2,1,34,35,33,0.8985507246376812
1794,2,1,34,32,35,0.8181818181818182
1795,2,1,34,35,34,0.8695652173913043
1796,2,1,34,36,34,0.8857142857142858
1797,2,1,34,36,32,0.9142857142857143
1798,2,1,34,34,33,0.8823529411764706
1799,2,1,34,34,33,0.9117647058823528
1800,2,1,34,35,34,0.8985507246376812
1801,2,1,34,36,33,0.9142857142857143
1802,2,1,34,35,35,0.8985507246376812
1803,2,1,34,35,34,0.9275362318840579
1804,2,1,34,35,31,0.8985507246376812
1805,2,1,34,37,31,0.9014084507042254
1806,2,1,34,34,32,0.8823529411764706
1807,2,1,33,37,32,0.8857142857142858
1808,2,1,33,34,33,0.9253731343283583
1809,2,1,33,34,33,0.8955223880597014
1810,2,1,33,36,34,0.8985507246376813
1811,2,1,34,34,34,0.9117647058823528
1812,2,1,34,36,33,0.9142857142857143
1813,2,1,34,36,34,0.9142857142857143
1814,2,1,34,36,35,0.9428571428571428
1815,2,1,35,37,34,0.9166666666666667
1816,2,1,35,35,36,0.9142857142857143
1817,2,1,35,35,33,0.9142857142857143
1818,2,1,35,36,33,0.9014084507042254
1819,2,1,35,37,34,0.9444444444444445
1820,2,1,35,36,34,0.9295774647887323
1821,2,1,35,36,33,0.9014084507042254
1822,2,1,35,33,37,0.8823529411764706
1823,2,1,35,39,32,0.9189189189189189
1824,2,1,35,36,33,0.9295774647887323
1825,2,1,35,35,34,0.9428571428571428
1826,2,1,35,36,35,0.9014084507042254
1827,2,1,35,36,37,0.9014084507042254
1828,2,1,35,35,36,0.9142857142857143
1829,2,1,35,39,36,0.945945945945946
1830,2,1,35,34,37,0.8985507246376812
1831,2,1,35,34,37,0.8985507246376812
1832,2,1,35,36,37,0.9295774647887323
1833,2,1,35,37,37,0.9166666666666667
1834,2,1,35,36,36,0.8450704225352113
1835,2,1,35,37,36,0.888888888888889
1836,2,1,34,35,33,0.9275362318840579
1837,2,1,34,33,34,0.8955223880597014
1838,2,1,34,36,36,0.8857142857142858
1839,2,1,35,34,36,0.9275362318840579
1840,2,1,36,34,36,0.8571428571428571
1841,2,1,36,36,34,0.9444444444444444
1842,2,1,36,34,35,0.8571428571428571
1843,2,1,36,32,35,0.8529411764705882
1844,2,1,36,35,33,0.9014084507042254
1845,2,1,36,35,33,0.8732394366197184
1846,2,1,36,33,34,0.8695652173913043
1847,2,1,36,36,35,0.8888888888888888
1848,2,1,36,35,37,0.8732394366197184
1849,2,1,36,36,32,0.9166666666666666
1850,2,1,36,38,36,0.8918918918918918
1851,2,1,36,36,40,0.8888888888888888
1852,2,1,36,35,38,0.8732394366197184
1853,2,1,36,38,37,0.8648648648648649
1854,2,1,36,34,36,0.8571428571428571
1855,2,1,36,33,34,0.8405797101449276
1856,2,1,36,38,33,0.8648648648648649
1857,2,1,36,37,35,0.8767123287671232
1858,2,1,36,38,36,0.8918918918918918
1859,2,1,36,35,36,0.8732394366197184
1860,2,1,36,35,35,0.8732394366197184
1861,2,1,36,37,36,0.9041095890410958
1862,2,1,36,36,36,0.9166666666666666
1863,2,1,35,35,33,0.8857142857142857
1864,2,1,35,36,36,0.9014084507042254
1865,2,1,35,37,36,0.9444444444444445
1866,2,1,35,36,36,0.9014084507042254
1867,2,1,35,36,35,0.9295774647887323
1868,2,1,35,35,35,0.8857142857142857
1869,2,1,34,35,35,0.9275362318840579
1870,2,1,34,33,35,0.8955223880597014
1871,2,1,34,35,34,0.8695652173913043
1872,2,1,34,35,34,0.9565217391304348
1873,2,1,34,36,35,0.8857142857142858
1874,2,1,35,36,34,0.9295774647887323
1875,2,1,35,35,34,0.8857142857142857
1876,2,1,35,36,35,0.8732394366197184
1877,2,1,36,35,34,0.9014084507042254
1878,2,1,36,34,35,0.8857142857142858
1879,2,1,36,38,35,0.8648648648648649
1880,2,1,36,36,36,0.8888888888888888
1881,2,1,37,36,37,0.9315068493150684
1882,2,1,37,36,37,0.9041095890410958
1883,2,1,37,37,37,0.8918918918918919
1884,2,1,37,38,38,0.9066666666666667
1885,2,1,37,37,36,0.8918918918918919
1886,2,1,37,38,37,0.8533333333333334
1887,2,1,37,39,38,0.8947368421052632
1888,2,1,37,38,36,0.8533333333333334
1889,2,1,37,37,38,0.8918918918918919
1890,2,1,36,36,37,0.9444444444444444
1891,2,1,37,35,39,0.888888888888889
1892,2,1,37,39,36,0.9210526315789475
1893,2,1,36,38,36,0.918918918918919
1894,2,1,36,40,38,0.9473684210526316
1895,2,1,36,39,36,0.9333333333333333
1896,2,1,36,37,37,0.8767123287671232
1897,2,1,36,38,37,0.8918918918918918
1898,2,1,37,38,40,0.88
1899,2,1,37,40,37,0.935064935064935
1900,2,1,37,39,39,0.9210526315789475
1901,2,1,37,34,36,0.8732394366197184
1902,2,1,37,35,37,0.9166666666666667
1903,2,1,37,36,36,0.8767123287671232
1904,2,1,37,37,37,0.8918918918918919
1905,2,1,37,37,34,0.918918918918919
1906,2,1,37,37,36,0.8918918918918919
1907,2,1,37,41,36,0.8205128205128206
1908,2,1,37,40,37,0.8831168831168831
1909,2,1,38,41,36,0.9113924050632912
1910,2,1,38,39,38,0.8831168831168831
1911,2,1,38,40,38,0.9230769230769231
1912,2,1,38,41,38,0.8860759493670887
1913,2,1,38,42,38,0.8500000000000001
1914,2,1,38,41,38,0.860759493670886
1915,2,1,38,39,40,0.935064935064935
1916,2,1,38,40,38,0.9230769230769231
1917,2,1,39,37,37,0.9210526315789475
1918,2,1,39,37,36,0.8947368421052632
1919,2,1,39,39,37,0.8974358974358975
1920,2,1,39,37,38,0.868421052631579
1921,2,1,39,38,37,0.8831168831168831
1922,2,1,39,37,37,0.9210526315789475
1923,2,1,39,38,37,0.8831168831168831
1924,2,1,39,39,38,0.8717948717948718
1925,2,1,39,38,37,0.9090909090909091
1926,2,1,39,38,38,0.9090909090909091
1927,2,1,39,41,39,0.8500000000000001
1928,2,1,39,38,38,0.8831168831168831
1929,2,1,40,42,41,0.8780487804878048
1930,2,1,40,39,41,0.8354430379746836
1931,2,1,40,39,40,0.8860759493670887
1932,2,1,40,40,40,0.875
1933,2,1,39,39,40,0.8461538461538461
1934,2,1,38,40,39,0.8717948717948718
1935,2,1,38,39,38,0.8831168831168831
1936,2,1,38,37,34,0.9333333333333332
1937,2,1,38,39,36,0.8831168831168831
1938,2,1,38,37,39,0.88
1939,2,1,38,38,40,0.8421052631578947
1940,2,1,38,36,38,0.8648648648648649
1941,2,1,38,39,40,0.935064935064935
1942,2,1,38,37,38,0.9066666666666667
1943,2,1,38,38,39,0.9210526315789473
1944,2,1,38,36,37,0.8918918918918918
1945,2,1,38,39,37,0.9090909090909091
1946,2,1,38,38,37,0.8947368421052632
1947,2,1,38,37,38,0.88
1948,2,1,38,38,38,0.9210526315789473
1949,2,1,38,38,39,0.868421052631579
1950,2,1,38,36,39,0.8918918918918918
1951,2,1,38,37,39,0.88
1952,2,1,38,39,36,0.8831168831168831
1953,2,1,38,38,38,0.9210526315789473
1954,2,1,38,35,38,0.8767123287671234
1955,2,1,38,37,37,0.88
1956,2,1,38,38,37,0.9473684210526315
1957,2,1,38,36,40,0.8918918918918918
1958,2,1,38,38,38,0.9210526315789473
1959,2,1,37,38,36,0.88
1960,2,1,37,37,36,0.918918918918919
1961,2,1,38,37,39,0.9066666666666667
1962,2,1,38,35,38,0.904109589041096
1963,2,1,38,38,37,0.9210526315789473
1964,2,1,37,38,36,0.9066666666666667
1965,2,1,37,38,36,0.9333333333333332
1966,2,1,37,35,34,0.9166666666666667
1967,2,1,38,36,35,0.8648648648648649
1968,2,1,38,37,36,0.9066666666666667
1969,2,1,38,36,36,0.918918918918919
1970,2,1,38,34,35,0.9166666666666667
1971,2,1,38,36,34,0.9459459459459458
1972,2,1,38,36,33,0.9459459459459458
1973,2,1,38,36,37,0.9459459459459458
1974,2,1,38,38,33,0.9473684210526315
1975,2,1,38,37,36,0.88
1976,2,1,38,37,35,0.88
1977,2,1,37,36,36,0.9041095890410958
1978,2,1,37,37,35,0.8918918918918919
1979,2,1,37,36,36,0.9041095890410958
