realisation,F1_RF,F1_tau,B_RF,B_tau,dF,dB
0,0.8488389867832661,0.855882161072315,0.055614545454545444,0.19612363636363636,-0.007043174289048881,-0.14050909090909092
1,0.8497532979500079,0.8590451942492289,0.07317818181818181,0.24003272727272723,-0.009291896299221003,-0.16685454545454542
2,0.8508825487388101,0.8597586322594182,0.08020363636363638,0.24178909090909093,-0.008876083520608091,-0.16158545454545453
3,0.8505142775128,0.8595319131760981,0.08371636363636364,0.23476363636363637,-0.009017635663298162,-0.15104727272727272
4,0.849091290227245,0.8587252666390042,0.06263999999999999,0.2154436363636364,-0.009633976411759115,-0.15280363636363642
5,0.8488236202743583,0.8553929957035789,0.05737090909090908,0.20139272727272728,-0.006569375429220536,-0.1440218181818182
6,0.8495616490810068,0.8597212508554993,0.06615272727272727,0.19963636363636364,-0.010159601774492488,-0.13348363636363636
7,0.8505726559501073,0.8565185056594816,0.07669090909090907,0.2172,-0.005945849709374285,-0.14050909090909092
8,0.8500939442381626,0.8600893250618806,0.07493454545454543,0.2593527272727273,-0.00999538082371798,-0.18441818181818187
9,0.8487564356041069,0.856959275401304,0.057370909090909084,0.20490545454545456,-0.008202839797197159,-0.14753454545454547
10,0.8492250446716845,0.8595977293465086,0.0679090909090909,0.21368727272727273,-0.010372684674824106,-0.1457781818181818
11,0.8496363580013003,0.862415589100569,0.06615272727272727,0.23827636363636362,-0.012779231099268706,-0.17212363636363637
12,0.8499834910478131,0.8603251775571833,0.0679090909090909,0.21017454545454547,-0.010341686509370174,-0.14226545454545458
13,0.8495274980124469,0.8595307636269729,0.05912727272727272,0.21017454545454547,-0.010003265614526025,-0.15104727272727275
14,0.8497468116421342,0.8566344265883098,0.06439636363636363,0.1961236363636364,-0.006887614946175624,-0.13172727272727275
15,0.8500625218083635,0.8593489660960961,0.06615272727272727,0.21719999999999998,-0.00928644428773262,-0.1510472727272727
16,0.8499927120972461,0.860643471415238,0.06439636363636363,0.2400327272727273,-0.010650759317991865,-0.17563636363636365
17,0.8506560384932462,0.8632776548877834,0.07142181818181818,0.24178909090909093,-0.012621616394537183,-0.17036727272727276
