realisation,F1_RF,F1_tau,B_RF,B_tau,dF,dB
0,0.912878057365246,0.9079646602637343,0.15602121212121214,0.32111818181818186,0.0049133971015116185,-0.16509696969696971
1,0.9130574754415268,0.9091104375722915,0.1609,0.31477575757575754,0.003947037869235337,-0.15387575757575755
2,0.9127640612438487,0.9079840988909615,0.14723939393939395,0.3128242424242424,0.004779962352887135,-0.16558484848484845
3,0.9124445101805444,0.9081672972909755,0.1575090909090909,0.3025787878787879,0.004277212889568949,-0.145069696969697
4,0.9133650875997649,0.9089661408865841,0.1574969696969697,0.323069696969697,0.004398946713180751,-0.16557272727272732
5,0.9127748804332593,0.9083045547362952,0.15700909090909093,0.31965454545454547,0.004470325696964039,-0.16264545454545454
6,0.9133905741352453,0.9087386635668178,0.15408181818181818,0.3084333333333334,0.004651910568427509,-0.1543515151515152
7,0.9129905171175148,0.9081534244190071,0.15503333333333333,0.3147757575757576,0.004837092698507628,-0.15974242424242427
8,0.9130241228639936,0.9084064847195332,0.14771515151515152,0.3006272727272727,0.004617638144460368,-0.15291212121212117
9,0.9140259224702454,0.9102531604185661,0.1633757575757576,0.3118484848484849,0.0037727620516793126,-0.14847272727272728
10,0.9133259562984766,0.908994345433008,0.17119393939393943,0.3216060606060607,0.004331610865468516,-0.15041212121212125
11,0.9132136744416649,0.9091365048622291,0.16043636363636363,0.31623939393939393,0.004077169579435824,-0.1558030303030303
12,0.912854133660415,0.9078125125066057,0.16432727272727277,0.3367303030303031,0.00504162115380935,-0.17240303030303034
13,0.9133200296015856,0.909195377245826,0.16629090909090907,0.31623939393939393,0.00412465235575965,-0.14994848484848486
14,0.9133604255307834,0.9086935447115968,0.16236363636363638,0.31526363636363636,0.004666880819186647,-0.15289999999999998
15,0.9130546838614092,0.9084519147175846,0.15164242424242425,0.30843333333333334,0.004602769143824625,-0.1567909090909091
16,0.9136118451754359,0.9087761849726854,0.16726666666666665,0.32599696969696973,0.0048356602027505025,-0.15873030303030308
17,0.9132646581283449,0.9091549304521633,0.15702121212121214,0.3157515151515152,0.004109727676181563,-0.15873030303030308
