split,budget,channel,snr_db,policy,f1,payload_msym,n_frames,bler_F,lambda_star,rho_E,rho_L,rho_F
validate,0.1,awgn,12.0,catosg,0.8751519479797981,0.23314242424242426,1980,0.0,0.05,0.0065656565656565654,0.7767676767676768,0.21666666666666667
validate,0.1,awgn,14.0,fixed_L,0.855384348989899,0.024000000000000004,1980,0.0,0.05,,,
validate,0.1,awgn,14.0,fixed_F,0.8842759984848485,0.9900000000000001,1980,0.0,0.05,,,
validate,0.1,awgn,14.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,0.0,0.05,,,
validate,0.1,awgn,14.0,oracle_masked,0.8926514813131312,0.634739393939394,1980,0.0,0.05,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.1,awgn,14.0,oracle_lambda,0.8846861146464647,0.35113636363636364,1980,0.0,0.05,0.009595959595959595,0.6515151515151515,0.3388888888888889
validate,0.1,awgn,14.0,catosg,0.8751115439393939,0.23265454545454547,1980,0.0,0.05,0.0065656565656565654,0.7772727272727272,0.21616161616161617
validate,0.1,awgn,16.0,fixed_L,0.855384348989899,0.024000000000000004,1980,0.0,0.05,,,
validate,0.1,awgn,16.0,fixed_F,0.8842759984848485,0.9900000000000001,1980,0.0,0.05,,,
validate,0.1,awgn,16.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,0.0,0.05,,,
validate,0.1,awgn,16.0,oracle_masked,0.8926514813131312,0.634739393939394,1980,0.0,0.05,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.1,awgn,16.0,oracle_lambda,0.8846861146464647,0.35113636363636364,1980,0.0,0.05,0.009595959595959595,0.6515151515151515,0.3388888888888889
validate,0.1,awgn,16.0,catosg,0.8751519479797981,0.23314242424242426,1980,0.0,0.05,0.0065656565656565654,0.7767676767676768,0.21666666666666667
validate,0.1,awgn,18.0,fixed_L,0.855384348989899,0.024000000000000004,1980,0.0,0.05,,,
validate,0.1,awgn,18.0,fixed_F,0.8842759984848485,0.9900000000000001,1980,0.0,0.05,,,
validate,0.1,awgn,18.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,0.0,0.05,,,
validate,0.1,awgn,18.0,oracle_masked,0.8926514813131312,0.634739393939394,1980,0.0,0.05,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.1,awgn,18.0,oracle_lambda,0.8846861146464647,0.35113636363636364,1980,0.0,0.05,0.009595959595959595,0.6515151515151515,0.3388888888888889
validate,0.1,awgn,18.0,catosg,0.8751519479797981,0.23314242424242426,1980,0.0,0.05,0.0065656565656565654,0.7767676767676768,0.21666666666666667
validate,0.1,awgn,20.0,fixed_L,0.855384348989899,0.024000000000000004,1980,0.0,0.05,,,
validate,0.1,awgn,20.0,fixed_F,0.8842759984848485,0.9900000000000001,1980,0.0,0.05,,,
validate,0.1,awgn,20.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,0.0,0.05,,,
validate,0.1,awgn,20.0,oracle_masked,0.8926514813131312,0.634739393939394,1980,0.0,0.05,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.1,awgn,20.0,oracle_lambda,0.8846861146464647,0.35113636363636364,1980,0.0,0.05,0.009595959595959595,0.6515151515151515,0.3388888888888889
validate,0.1,awgn,20.0,catosg,0.8751895914141414,0.23363030303030305,1980,0.0,0.05,0.0065656565656565654,0.7762626262626262,0.21717171717171718
validate,0.1,rayleigh,0.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.05,,,
validate,0.1,rayleigh,0.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.05,,,
validate,0.1,rayleigh,0.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.05,,,
validate,0.1,rayleigh,0.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.05,0.01616161616161616,0.9838383838383838,0.0
validate,0.1,rayleigh,0.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.05,0.016666666666666666,0.9833333333333333,0.0
validate,0.1,rayleigh,0.0,catosg,0.8558361323232323,0.023672727272727272,1980,1.0,0.05,0.013636363636363636,0.9863636363636363,0.0
validate,0.1,rayleigh,2.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.05,,,
validate,0.1,rayleigh,2.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.05,,,
validate,0.1,rayleigh,2.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.05,,,
validate,0.1,rayleigh,2.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.05,0.01616161616161616,0.9838383838383838,0.0
validate,0.1,rayleigh,2.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.05,0.016666666666666666,0.9833333333333333,0.0
validate,0.1,rayleigh,2.0,catosg,0.8558361323232323,0.023672727272727272,1980,1.0,0.05,0.013636363636363636,0.9863636363636363,0.0
validate,0.1,rayleigh,4.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.05,,,
validate,0.1,rayleigh,4.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.05,,,
validate,0.1,rayleigh,4.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.05,,,
validate,0.1,rayleigh,4.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.05,0.01616161616161616,0.9838383838383838,0.0
validate,0.1,rayleigh,4.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.05,0.016666666666666666,0.9833333333333333,0.0
validate,0.1,rayleigh,4.0,catosg,0.8558361323232323,0.023672727272727272,1980,1.0,0.05,0.013636363636363636,0.9863636363636363,0.0
validate,0.1,rayleigh,6.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.05,,,
validate,0.1,rayleigh,6.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.05,,,
validate,0.1,rayleigh,6.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.05,,,
validate,0.1,rayleigh,6.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.05,0.01616161616161616,0.9838383838383838,0.0
validate,0.1,rayleigh,6.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.05,0.016666666666666666,0.9833333333333333,0.0
validate,0.1,rayleigh,6.0,catosg,0.8558361323232323,0.023672727272727272,1980,1.0,0.05,0.013636363636363636,0.9863636363636363,0.0
validate,0.1,rayleigh,8.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.05,,,
validate,0.1,rayleigh,8.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.05,,,
validate,0.1,rayleigh,8.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.05,,,
validate,0.1,rayleigh,8.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.05,0.01616161616161616,0.9838383838383838,0.0
validate,0.1,rayleigh,8.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.05,0.016666666666666666,0.9833333333333333,0.0
validate,0.1,rayleigh,8.0,catosg,0.8558312525252526,0.023684848484848486,1980,1.0,0.05,0.013131313131313131,0.9868686868686869,0.0
validate,0.1,rayleigh,10.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.05,,,
validate,0.1,rayleigh,10.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.05,,,
validate,0.1,rayleigh,10.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.05,,,
