split,budget,channel,snr_db,policy,f1,payload_msym,n_frames,bler_F,lambda_star,rho_E,rho_L,rho_F
validate,0.2,rayleigh,4.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.02,0.01616161616161616,0.9838383838383838,0.0
validate,0.2,rayleigh,4.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.02,0.016666666666666666,0.9833333333333333,0.0
validate,0.2,rayleigh,4.0,catosg,0.8558411828282828,0.023660606060606063,1980,1.0,0.02,0.014141414141414142,0.9858585858585859,0.0
validate,0.2,rayleigh,6.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.02,,,
validate,0.2,rayleigh,6.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,6.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,6.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.02,0.01616161616161616,0.9838383838383838,0.0
validate,0.2,rayleigh,6.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.02,0.016666666666666666,0.9833333333333333,0.0
validate,0.2,rayleigh,6.0,catosg,0.8558411828282828,0.023660606060606063,1980,1.0,0.02,0.014141414141414142,0.9858585858585859,0.0
validate,0.2,rayleigh,8.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.02,,,
validate,0.2,rayleigh,8.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,8.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,8.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.02,0.01616161616161616,0.9838383838383838,0.0
validate,0.2,rayleigh,8.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.02,0.016666666666666666,0.9833333333333333,0.0
validate,0.2,rayleigh,8.0,catosg,0.855836303030303,0.023672727272727272,1980,1.0,0.02,0.013636363636363636,0.9863636363636363,0.0
validate,0.2,rayleigh,10.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.02,,,
validate,0.2,rayleigh,10.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,10.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,10.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.02,0.01616161616161616,0.9838383838383838,0.0
validate,0.2,rayleigh,10.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.02,0.016666666666666666,0.9833333333333333,0.0
validate,0.2,rayleigh,10.0,catosg,0.855836303030303,0.023672727272727272,1980,1.0,0.02,0.013636363636363636,0.9863636363636363,0.0
validate,0.2,rayleigh,12.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.02,,,
validate,0.2,rayleigh,12.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,12.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,12.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.02,0.01616161616161616,0.9838383838383838,0.0
validate,0.2,rayleigh,12.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.02,0.016666666666666666,0.9833333333333333,0.0
validate,0.2,rayleigh,12.0,catosg,0.855836303030303,0.023672727272727272,1980,1.0,0.02,0.013636363636363636,0.9863636363636363,0.0
validate,0.2,rayleigh,14.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.02,,,
validate,0.2,rayleigh,14.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,14.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,14.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.02,0.01616161616161616,0.9838383838383838,0.0
validate,0.2,rayleigh,14.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.02,0.016666666666666666,0.9833333333333333,0.0
validate,0.2,rayleigh,14.0,catosg,0.855836303030303,0.023672727272727272,1980,1.0,0.02,0.013636363636363636,0.9863636363636363,0.0
validate,0.2,rayleigh,16.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.02,,,
validate,0.2,rayleigh,16.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,16.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,16.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.02,0.01616161616161616,0.9838383838383838,0.0
validate,0.2,rayleigh,16.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.02,0.016666666666666666,0.9833333333333333,0.0
validate,0.2,rayleigh,16.0,catosg,0.855836303030303,0.023672727272727272,1980,1.0,0.02,0.013636363636363636,0.9863636363636363,0.0
validate,0.2,rayleigh,18.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.02,,,
validate,0.2,rayleigh,18.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,18.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,18.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.02,0.01616161616161616,0.9838383838383838,0.0
validate,0.2,rayleigh,18.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.02,0.016666666666666666,0.9833333333333333,0.0
validate,0.2,rayleigh,18.0,catosg,0.855836303030303,0.023672727272727272,1980,1.0,0.02,0.013636363636363636,0.9863636363636363,0.0
validate,0.2,rayleigh,20.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.02,,,
validate,0.2,rayleigh,20.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,20.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,20.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.02,0.01616161616161616,0.9838383838383838,0.0
validate,0.2,rayleigh,20.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.02,0.016666666666666666,0.9833333333333333,0.0
validate,0.2,rayleigh,20.0,catosg,0.855836303030303,0.023672727272727272,1980,1.0,0.02,0.013636363636363636,0.9863636363636363,0.0
validate,0.3,awgn,0.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.0,,,
validate,0.3,awgn,0.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,awgn,0.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,awgn,0.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,awgn,0.0,oracle_lambda,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,awgn,0.0,catosg,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,awgn,2.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.0,,,
validate,0.3,awgn,2.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,awgn,2.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,awgn,2.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,awgn,2.0,oracle_lambda,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,awgn,2.0,catosg,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,awgn,4.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.0,,,
validate,0.3,awgn,4.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,awgn,4.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,awgn,4.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,awgn,4.0,oracle_lambda,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,awgn,4.0,catosg,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,awgn,6.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.0,,,
validate,0.3,awgn,6.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,awgn,6.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,awgn,6.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,awgn,6.0,oracle_lambda,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,awgn,6.0,catosg,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,awgn,8.0,fixed_L,0.855384348989899,0.024000000000000004,1980,0.4024,0.0,,,
validate,0.3,awgn,8.0,fixed_F,0.7888468126359596,0.9900000000000001,1980,0.4024,0.0,,,
validate,0.3,awgn,8.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,0.4024,0.0,,,
validate,0.3,awgn,8.0,oracle_masked,0.8571035937430302,0.10246363636363637,1980,0.4024,0.0,0.0035353535353535356,0.9151515151515152,0.08131313131313131
validate,0.3,awgn,8.0,oracle_lambda,0.8571035937430302,0.10246363636363637,1980,0.4024,0.0,0.0035353535353535356,0.9151515151515152,0.08131313131313131
validate,0.3,awgn,8.0,catosg,0.8533593688177779,0.2727333333333333,1980,0.4024,0.0,0.0035353535353535356,0.7388888888888889,0.25757575757575757
validate,0.3,awgn,10.0,fixed_L,0.855384348989899,0.024000000000000004,1980,0.0,0.0,,,
validate,0.3,awgn,10.0,fixed_F,0.8842759984848485,0.9900000000000001,1980,0.0,0.0,,,
validate,0.3,awgn,10.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,0.0,0.0,,,
validate,0.3,awgn,10.0,oracle_masked,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,10.0,oracle_lambda,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,10.0,catosg,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,12.0,fixed_L,0.855384348989899,0.024000000000000004,1980,0.0,0.0,,,
validate,0.3,awgn,12.0,fixed_F,0.8842759984848485,0.9900000000000001,1980,0.0,0.0,,,
validate,0.3,awgn,12.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,0.0,0.0,,,
validate,0.3,awgn,12.0,oracle_masked,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,12.0,oracle_lambda,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,12.0,catosg,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,14.0,fixed_L,0.855384348989899,0.024000000000000004,1980,0.0,0.0,,,
validate,0.3,awgn,14.0,fixed_F,0.8842759984848485,0.9900000000000001,1980,0.0,0.0,,,
validate,0.3,awgn,14.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,0.0,0.0,,,
validate,0.3,awgn,14.0,oracle_masked,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,14.0,oracle_lambda,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,14.0,catosg,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,16.0,fixed_L,0.855384348989899,0.024000000000000004,1980,0.0,0.0,,,
validate,0.3,awgn,16.0,fixed_F,0.8842759984848485,0.9900000000000001,1980,0.0,0.0,,,
validate,0.3,awgn,16.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,0.0,0.0,,,
validate,0.3,awgn,16.0,oracle_masked,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,16.0,oracle_lambda,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,16.0,catosg,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,18.0,fixed_L,0.855384348989899,0.024000000000000004,1980,0.0,0.0,,,
validate,0.3,awgn,18.0,fixed_F,0.8842759984848485,0.9900000000000001,1980,0.0,0.0,,,
validate,0.3,awgn,18.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,0.0,0.0,,,
validate,0.3,awgn,18.0,oracle_masked,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,18.0,oracle_lambda,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,18.0,catosg,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,20.0,fixed_L,0.855384348989899,0.024000000000000004,1980,0.0,0.0,,,
validate,0.3,awgn,20.0,fixed_F,0.8842759984848485,0.9900000000000001,1980,0.0,0.0,,,
validate,0.3,awgn,20.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,0.0,0.0,,,
validate,0.3,awgn,20.0,oracle_masked,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,20.0,oracle_lambda,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,awgn,20.0,catosg,0.8926514813131312,0.634739393939394,1980,0.0,0.0,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.3,rayleigh,0.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.0,,,
validate,0.3,rayleigh,0.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,0.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,0.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,0.0,oracle_lambda,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,0.0,catosg,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,2.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.0,,,
validate,0.3,rayleigh,2.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,2.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,2.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,2.0,oracle_lambda,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,2.0,catosg,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,4.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.0,,,
validate,0.3,rayleigh,4.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,4.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,4.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,4.0,oracle_lambda,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,4.0,catosg,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,6.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.0,,,
validate,0.3,rayleigh,6.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,6.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,6.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,6.0,oracle_lambda,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,6.0,catosg,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,8.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.0,,,
validate,0.3,rayleigh,8.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,8.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,8.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,8.0,oracle_lambda,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,8.0,catosg,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,10.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.0,,,
validate,0.3,rayleigh,10.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,10.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,10.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,10.0,oracle_lambda,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,10.0,catosg,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,12.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.0,,,
validate,0.3,rayleigh,12.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,12.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,12.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,12.0,oracle_lambda,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,12.0,catosg,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,14.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.0,,,
validate,0.3,rayleigh,14.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,14.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,14.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,14.0,oracle_lambda,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,14.0,catosg,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,16.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.0,,,
validate,0.3,rayleigh,16.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,16.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,16.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,16.0,oracle_lambda,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,16.0,catosg,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,18.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.0,,,
validate,0.3,rayleigh,18.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,18.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,18.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,18.0,oracle_lambda,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,18.0,catosg,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,20.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.0,,,
validate,0.3,rayleigh,20.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,20.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.0,,,
validate,0.3,rayleigh,20.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,20.0,oracle_lambda,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
validate,0.3,rayleigh,20.0,catosg,0.8558609717171717,0.023612121212121213,1980,1.0,0.0,0.01616161616161616,0.9838383838383838,0.0
test,0.1,awgn,0.0,fixed_L,0.8909505705069125,0.023999999999999997,2170,1.0,0.05,,,
test,0.1,awgn,0.0,fixed_F,0.8175723198156682,0.9900000000000001,2170,1.0,0.05,,,
test,0.1,awgn,0.0,feature_ceiling,0.9213677717703261,0.9900000000000001,2170,1.0,0.05,,,
test,0.1,awgn,0.0,oracle_masked,0.8935123792626728,0.020228571428571426,2170,1.0,0.05,0.15714285714285714,0.8428571428571429,0.0
test,0.1,awgn,0.0,oracle_lambda,0.8935123792626728,0.020228571428571426,2170,1.0,0.05,0.15714285714285714,0.8428571428571429,0.0
test,0.1,awgn,0.0,catosg,0.8909505705069125,0.023988940092165893,2170,1.0,0.05,0.0004608294930875576,0.9995391705069124,0.0
test,0.1,awgn,2.0,fixed_L,0.8909505705069125,0.023999999999999997,2170,1.0,0.05,,,
test,0.1,awgn,2.0,fixed_F,0.8175723198156682,0.9900000000000001,2170,1.0,0.05,,,
test,0.1,awgn,2.0,feature_ceiling,0.9213677717703261,0.9900000000000001,2170,1.0,0.05,,,
test,0.1,awgn,2.0,oracle_masked,0.8935123792626728,0.020228571428571426,2170,1.0,0.05,0.15714285714285714,0.8428571428571429,0.0
test,0.1,awgn,2.0,oracle_lambda,0.8935123792626728,0.020228571428571426,2170,1.0,0.05,0.15714285714285714,0.8428571428571429,0.0
test,0.1,awgn,2.0,catosg,0.8909505705069125,0.023988940092165893,2170,1.0,0.05,0.0004608294930875576,0.9995391705069124,0.0
test,0.1,awgn,4.0,fixed_L,0.8909505705069125,0.023999999999999997,2170,1.0,0.05,,,
test,0.1,awgn,4.0,fixed_F,0.8175723198156682,0.9900000000000001,2170,1.0,0.05,,,
test,0.1,awgn,4.0,feature_ceiling,0.9213677717703261,0.9900000000000001,2170,1.0,0.05,,,
test,0.1,awgn,4.0,oracle_masked,0.8935123792626728,0.020228571428571426,2170,1.0,0.05,0.15714285714285714,0.8428571428571429,0.0
test,0.1,awgn,4.0,oracle_lambda,0.8935123792626728,0.020228571428571426,2170,1.0,0.05,0.15714285714285714,0.8428571428571429,0.0
test,0.1,awgn,4.0,catosg,0.8909505705069125,0.023988940092165893,2170,1.0,0.05,0.0004608294930875576,0.9995391705069124,0.0
test,0.1,awgn,6.0,fixed_L,0.8909505705069125,0.023999999999999997,2170,1.0,0.05,,,
test,0.1,awgn,6.0,fixed_F,0.8175723198156682,0.9900000000000001,2170,1.0,0.05,,,
test,0.1,awgn,6.0,feature_ceiling,0.9213677717703261,0.9900000000000001,2170,1.0,0.05,,,
test,0.1,awgn,6.0,oracle_masked,0.8935123792626728,0.020228571428571426,2170,1.0,0.05,0.15714285714285714,0.8428571428571429,0.0
test,0.1,awgn,6.0,oracle_lambda,0.8935123792626728,0.020228571428571426,2170,1.0,0.05,0.15714285714285714,0.8428571428571429,0.0
test,0.1,awgn,6.0,catosg,0.8909505705069125,0.023988940092165893,2170,1.0,0.05,0.0004608294930875576,0.9995391705069124,0.0
test,0.1,awgn,8.0,fixed_L,0.8909505705069125,0.023999999999999997,2170,0.4024,0.05,,,
test,0.1,awgn,8.0,fixed_F,0.8546403233913363,0.9900000000000001,2170,0.4024,0.05,,,
test,0.1,awgn,8.0,feature_ceiling,0.9213677717703261,0.9900000000000001,2170,0.4024,0.05,,,
test,0.1,awgn,8.0,oracle_masked,0.9004516908364978,0.24296958525345624,2170,0.4024,0.05,0.03917050691244239,0.7331797235023041,0.22764976958525346
test,0.1,awgn,8.0,oracle_lambda,0.8966585742186175,0.06426082949308755,2170,0.4024,0.05,0.12165898617511521,0.8336405529953917,0.04470046082949309
test,0.1,awgn,8.0,catosg,0.8909505705069125,0.023988940092165893,2170,0.4024,0.05,0.0004608294930875576,0.9995391705069124,0.0
test,0.1,awgn,10.0,fixed_L,0.8909505705069125,0.023999999999999997,2170,0.0,0.05,,,
test,0.1,awgn,10.0,fixed_F,0.9213677603686636,0.9900000000000001,2170,0.0,0.05,,,
test,0.1,awgn,10.0,feature_ceiling,0.9213677717703261,0.9900000000000001,2170,0.0,0.05,,,
test,0.1,awgn,10.0,oracle_masked,0.935664331797235,0.5314230414746545,2170,0.0,0.05,0.03963133640552995,0.43410138248847924,0.5262672811059907
