split,budget,policy,ap30_mean,ap30_std,ap50_mean,ap50_std,ap70_mean,ap70_std,n_realisations,snr_db,channel,rho_E,rho_L,rho_F,bler_F
culver,0.2,CA-TOSG-RF,0.8021,0.0,0.7899,0.0,0.7022,0.0,200,16.0,awgn,0.0,0.9327272727272727,0.06727272727272728,0.0
culver,0.2,SNR-threshold,0.879,0.0,0.872,0.0,0.7768,0.0,200,16.0,awgn,0.0,0.0,1.0,0.0
culver,0.3,CA-TOSG-RF,0.8583,0.0,0.8484,0.0,0.7519,0.0,200,16.0,awgn,0.0,0.4727272727272727,0.5272727272727272,0.0
culver,0.3,SNR-threshold,0.879,0.0,0.872,0.0,0.7768,0.0,200,16.0,awgn,0.0,0.0,1.0,0.0
culver,0.1,CA-TOSG-RF,0.7959,0.0,0.7837,0.0,0.699,0.0,200,18.0,awgn,0.0,0.9836363636363636,0.016363636363636365,0.0
culver,0.1,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,18.0,awgn,0.0,1.0,0.0,0.0
culver,0.2,CA-TOSG-RF,0.8022,0.0,0.79,0.0,0.7019,0.0,200,18.0,awgn,0.0,0.9345454545454546,0.06545454545454546,0.0
culver,0.2,SNR-threshold,0.879,0.0,0.872,0.0,0.7768,0.0,200,18.0,awgn,0.0,0.0,1.0,0.0
culver,0.3,CA-TOSG-RF,0.8588,0.0,0.8489,0.0,0.7522,0.0,200,18.0,awgn,0.0,0.4709090909090909,0.5290909090909091,0.0
culver,0.3,SNR-threshold,0.879,0.0,0.872,0.0,0.7768,0.0,200,18.0,awgn,0.0,0.0,1.0,0.0
culver,0.1,CA-TOSG-RF,0.7959,0.0,0.7837,0.0,0.699,0.0,200,20.0,awgn,0.0,0.9836363636363636,0.016363636363636365,0.0
culver,0.1,SNR-threshold,0.879,0.0,0.872,0.0,0.7768,0.0,200,20.0,awgn,0.0,0.0,1.0,0.0
culver,0.2,CA-TOSG-RF,0.8023,0.0,0.7901,0.0,0.7019,0.0,200,20.0,awgn,0.0,0.9327272727272727,0.06727272727272728,0.0
culver,0.2,SNR-threshold,0.879,0.0,0.872,0.0,0.7768,0.0,200,20.0,awgn,0.0,0.0,1.0,0.0
culver,0.3,CA-TOSG-RF,0.8587,0.0,0.8487,0.0,0.7521,0.0,200,20.0,awgn,0.0,0.4727272727272727,0.5272727272727272,0.0
culver,0.3,SNR-threshold,0.879,0.0,0.872,0.0,0.7768,0.0,200,20.0,awgn,0.0,0.0,1.0,0.0
culver,0.1,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,0.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,0.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,0.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,0.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,0.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,0.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,2.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,2.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,2.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,2.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,2.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,2.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,4.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,4.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,4.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,4.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,4.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,4.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,6.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,6.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,6.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,6.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,6.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,6.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,8.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,8.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,8.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,8.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,8.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,8.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,10.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,10.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,10.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,10.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,10.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,10.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,12.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,12.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,12.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,12.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,12.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,12.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,14.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,14.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,14.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,14.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,14.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,14.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,16.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,16.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,16.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,16.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,16.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,16.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,18.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,18.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,18.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,18.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,18.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,18.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,20.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.1,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,20.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,20.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.2,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,20.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,CA-TOSG-RF,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,20.0,rayleigh,0.0,1.0,0.0,1.0
culver,0.3,SNR-threshold,0.7951,0.0,0.7828,0.0,0.6975,0.0,200,20.0,rayleigh,0.0,1.0,0.0,1.0
