realisation,F1_RL,F1_RF,F1_tau,B_RL,B_RF,B_tau,dF_RL_RF,dB_RL_RF,dF_RL_tau,dB_RL_tau
0,0.8292738081939545,0.8488389867832661,0.855882161072315,0.04519636363636364,0.055614545454545444,0.19612363636363636,-0.019565178589311616,-0.010418181818181806,-0.026608352878360497,-0.15092727272727272
1,0.8310467728201206,0.8497532979500079,0.8590451942492289,0.04717090909090908,0.07317818181818181,0.24003272727272723,-0.01870652512988724,-0.026007272727272726,-0.027998421429108244,-0.19286181818181813
2,0.8299209909485745,0.8508825487388101,0.8597586322594182,0.04172727272727273,0.08020363636363638,0.24178909090909093,-0.020961557790235563,-0.03847636363636365,-0.029837641310843654,-0.2000618181818182
3,0.8312166905130228,0.8505142775128,0.8595319131760981,0.04717090909090909,0.08371636363636364,0.23476363636363637,-0.019297586999777128,-0.036545454545454555,-0.02831522266307529,-0.18759272727272727
4,0.8287361353419692,0.849091290227245,0.8587252666390042,0.044890909090909085,0.06263999999999999,0.2154436363636364,-0.02035515488527584,-0.017749090909090902,-0.029989131297034954,-0.1705527272727273
5,0.8283014538593629,0.8488236202743583,0.8553929957035789,0.03448363636363636,0.05737090909090908,0.20139272727272728,-0.02052216641499538,-0.022887272727272714,-0.027091541844215916,-0.16690909090909092
6,0.8308173559734349,0.8495616490810068,0.8597212508554993,0.04194545454545454,0.06615272727272727,0.19963636363636364,-0.018744293107571974,-0.024207272727272723,-0.028903894882064463,-0.1576909090909091
7,0.8300954319287962,0.8505726559501073,0.8565185056594816,0.059247272727272725,0.07669090909090907,0.2172,-0.020477224021311136,-0.01744363636363635,-0.02642307373068542,-0.15795272727272727
8,0.8314125856593487,0.8500939442381626,0.8600893250618806,0.05055272727272727,0.07493454545454543,0.2593527272727273,-0.018681358578813922,-0.024381818181818164,-0.028676739402531903,-0.2088
9,0.8301051861245191,0.8487564356041069,0.856959275401304,0.04010181818181818,0.057370909090909084,0.20490545454545456,-0.01865124947958774,-0.0172690909090909,-0.026854089276784898,-0.16480363636363637
10,0.8292677094898853,0.8492250446716845,0.8595977293465086,0.04159636363636364,0.0679090909090909,0.21368727272727273,-0.019957335181799207,-0.026312727272727265,-0.030330019856623314,-0.17209090909090907
