realisation,F1_RL,F1_RF,F1_tau,B_RL,B_RF,B_tau,dF_RL_RF,dB_RL_RF,dF_RL_tau,dB_RL_tau
0,0.8560218386793436,0.8608280904017169,0.8567865412292448,0.028160606060606063,0.0817909090909091,0.07278787878787879,-0.004806251722373367,-0.05363030303030303,-0.0007647025499012416,-0.044627272727272724
1,0.856258348387419,0.8605948814307881,0.8567059278979888,0.03008787878787879,0.07838787878787878,0.06986060606060607,-0.004336533043369117,-0.048299999999999996,-0.0004475795105698399,-0.03977272727272728
2,0.8562422118219841,0.8605623443251611,0.8570470094307011,0.030100000000000005,0.07692424242424242,0.0762030303030303,-0.004320132503176977,-0.04682424242424242,-0.0008047976087169895,-0.0461030303030303
3,0.8558981316738977,0.8608384425291534,0.8564747499406024,0.027624242424242426,0.08179090909090911,0.06546969696969698,-0.004940310855255703,-0.05416666666666668,-0.0005766182667046316,-0.03784545454545456
4,0.8561945034334779,0.861126462479173,0.8567562578897356,0.030051515151515152,0.08081515151515152,0.0723,-0.0049319590456951,-0.05076363636363637,-0.0005617544562577237,-0.042248484848484855
5,0.8561183645712872,0.8605265971925862,0.8569378372335007,0.030051515151515155,0.07837575757575757,0.07034848484848485,-0.004408232621298969,-0.048324242424242415,-0.000819472662213494,-0.0402969696969697
6,0.8563286642101358,0.8608817886663757,0.8567580533015033,0.03057575757575758,0.08276666666666667,0.07522727272727274,-0.004553124456239899,-0.05219090909090909,-0.0004293890913675824,-0.044651515151515164
7,0.855897815802636,0.8609212444789217,0.8570454558069459,0.027612121212121216,0.0802909090909091,0.06937272727272728,-0.0050234286762856906,-0.05267878787878788,-0.001147640004309891,-0.04176060606060607
8,0.8559473058326874,0.8604118841275182,0.8564568884314497,0.027612121212121216,0.07446060606060607,0.07181212121212122,-0.004464578294830823,-0.04684848484848486,-0.0005095825987623259,-0.0442
9,0.856163527598266,0.8606974037054704,0.8566363002353472,0.028600000000000004,0.07594848484848483,0.06546969696969697,-0.00453387610720446,-0.047348484848484834,-0.0004727726370812313,-0.03686969696969697
10,0.8558247916815649,0.8618739325157122,0.8571392286267969,0.027148484848484852,0.0905848484848485,0.07132424242424244,-0.006049140834147315,-0.06343636363636365,-0.0013144369452320337,-0.04417575757575759
11,0.8560542692857357,0.8612402341927138,0.8563384851207596,0.028100000000000003,0.08275454545454546,0.06546969696969697,-0.005185964906978091,-0.054654545454545456,-0.00028421583502391545,-0.03736969696969697
12,0.8560816104254864,0.8607659448641398,0.856749899145033,0.030087878787878792,0.07937575757575759,0.07522727272727273,-0.004684334438653459,-0.0492878787878788,-0.0006682887195466058,-0.04513939393939394
13,0.8563069242517581,0.8612003521095959,0.8566939675584613,0.030051515151515152,0.08277878787878787,0.07132424242424242,-0.004893427857837751,-0.05272727272727272,-0.0003870433067031387,-0.041272727272727266
14,0.8558952364963782,0.8610688899564535,0.8571136186240741,0.02763636363636364,0.08131515151515152,0.06986060606060607,-0.005173653460075256,-0.05367878787878788,-0.0012183821276958717,-0.04222424242424243
15,0.8560637635651674,0.8607515945810017,0.8568210648206499,0.028148484848484853,0.07646060606060606,0.06937272727272728,-0.004687831015834254,-0.04831212121212121,-0.0007573012554824565,-0.04122424242424243
16,0.8560850612416433,0.8616370203986384,0.856993822605332,0.029587878787878788,0.08819393939393941,0.0723,-0.005551959156995134,-0.05860606060606062,-0.0009087613636886704,-0.042712121212121215
17,0.8563336059918927,0.8616896763504339,0.85682925616301,0.03152727272727273,0.08668181818181818,0.06839696969696969,-0.005356070358541243,-0.05515454545454545,-0.0004956501711173011,-0.03686969696969696
18,0.8559558169519507,0.8611987674603873,0.8565081894288807,0.02813636363636364,0.08081515151515152,0.06790909090909092,-0.005242950508436595,-0.05267878787878788,-0.0005523724769300742,-0.03977272727272728
19,0.8560316237526789,0.8612497320564111,0.8568548352754611,0.028136363636363636,0.08325454545454547,0.06644545454545456,-0.00521810830373215,-0.05511818181818183,-0.0008232115227821968,-0.03830909090909092
20,0.855948359265331,0.861096304377493,0.8572481926702622,0.02763636363636364,0.08424242424242424,0.07473939393939394,-0.005147945112161989,-0.056606060606060604,-0.0012998334049312277,-0.0471030303030303
21,0.8560230139746439,0.8613897357182752,0.8564679589621902,0.02763636363636364,0.08621818181818183,0.06449393939393941,-0.005366721743631286,-0.05858181818181819,-0.00044494498754632517,-0.03685757575757577
22,0.8561146558476092,0.8613997189791058,0.8572170322822293,0.030563636363636366,0.08664545454545454,0.07376363636363638,-0.005285063131496681,-0.05608181818181818,-0.0011023764346201892,-0.043200000000000016
23,0.8559505527931638,0.8601279152978528,0.8567026007810162,0.028148484848484853,0.0749969696969697,0.06937272727272728,-0.004177362504689031,-0.04684848484848485,-0.0007520479878524444,-0.04122424242424243
24,0.8560010325857828,0.860999343137109,0.8567063620063599,0.028124242424242427,0.08033939393939395,0.06839696969696969,-0.004998310551326268,-0.05221515151515152,-0.0007053294205771055,-0.040272727272727266
25,0.8558955650577117,0.8615340374178699,0.8573092155854402,0.026672727272727275,0.0857060606060606,0.08108181818181819,-0.005638472360158242,-0.05903333333333333,-0.0014136505277284606,-0.05440909090909091
26,0.8559931838003443,0.8619070344286681,0.857080652503721,0.027648484848484853,0.08957272727272728,0.0723,-0.005913850628323836,-0.06192424242424242,-0.001087468703376726,-0.04465151515151515
27,0.8561595086008442,0.8614815824608866,0.8567018577491974,0.028624242424242424,0.08423030303030303,0.0688848484848485,-0.005322073860042353,-0.0556060606060606,-0.0005423491483531606,-0.040260606060606066
28,0.8559363073817181,0.8615470855441023,0.8568411188495374,0.027648484848484856,0.08813333333333334,0.07132424242424242,-0.0056107781623842,-0.06048484848484849,-0.0009048114678192887,-0.04367575757575756
29,0.8559362567906472,0.8606372435742092,0.8568337699780476,0.027612121212121216,0.07887575757575759,0.08108181818181819,-0.004700986783562011,-0.05126363636363637,-0.0008975131874003894,-0.05346969696969697
30,0.8560879540884093,0.8608172711124518,0.8574312637769249,0.02956363636363637,0.07983939393939395,0.07181212121212122,-0.004729317024042445,-0.05027575757575758,-0.0013433096885155926,-0.04224848484848485
