realisation,F1_RL,F1_RF,F1_tau,B_RL,B_RF,B_tau,dF_RL_RF,dB_RL_RF,dF_RL_tau,dB_RL_tau
0,0.8389458584196212,0.8488389867832661,0.855882161072315,0.033676363636363636,0.055614545454545444,0.19612363636363636,-0.009893128363644865,-0.021938181818181808,-0.016936302652693747,-0.16244727272727272
1,0.8392872389075162,0.8497532979500079,0.8590451942492289,0.04583999999999999,0.07317818181818181,0.24003272727272723,-0.010466059042491649,-0.027338181818181817,-0.019757955341712652,-0.19419272727272724
2,0.8398869418277612,0.8508825487388101,0.8597586322594182,0.04241454545454544,0.08020363636363638,0.24178909090909093,-0.010995606911048839,-0.03778909090909094,-0.01987169043165693,-0.19937454545454547
3,0.840713350968807,0.8505142775128,0.8595319131760981,0.04105090909090909,0.08371636363636364,0.23476363636363637,-0.009800926543993005,-0.042665454545454555,-0.018818562207291167,-0.1937127272727273
4,0.8393873517665619,0.849091290227245,0.8587252666390042,0.03907636363636363,0.06263999999999999,0.2154436363636364,-0.009703938460683181,-0.023563636363636356,-0.019337914872442297,-0.17636727272727276
5,0.8369676805198593,0.8488236202743583,0.8553929957035789,0.027796363636363633,0.05737090909090908,0.20139272727272728,-0.011855939754499056,-0.029574545454545444,-0.018425315183719593,-0.17359636363636366
6,0.838323129396678,0.8495616490810068,0.8597212508554993,0.029814545454545448,0.06615272727272727,0.19963636363636364,-0.011238519684328874,-0.03633818181818182,-0.021398121458821362,-0.16982181818181818
7,0.8381822742577628,0.8505726559501073,0.8565185056594816,0.04377818181818182,0.07669090909090907,0.2172,-0.012390381692344521,-0.03291272727272725,-0.018336231401718806,-0.17342181818181818
8,0.8403731418445425,0.8500939442381626,0.8600893250618806,0.040701818181818186,0.07493454545454543,0.2593527272727273,-0.009720802393620165,-0.03423272727272725,-0.019716183217338146,-0.21865090909090912
9,0.8386220635533318,0.8487564356041069,0.856959275401304,0.036709090909090906,0.057370909090909084,0.20490545454545456,-0.010134372050775053,-0.020661818181818177,-0.018337211847972212,-0.16819636363636364
10,0.8382679611015095,0.8492250446716845,0.8595977293465086,0.03666545454545454,0.0679090909090909,0.21368727272727273,-0.010957083570174997,-0.031243636363636362,-0.021329768244999103,-0.17702181818181817
11,0.8386132943306407,0.8496363580013003,0.862415589100569,0.040309090909090906,0.06615272727272727,0.23827636363636362,-0.011023063670659639,-0.02584363636363636,-0.023802294769928345,-0.19796727272727271
12,0.8397194457246947,0.8499834910478131,0.8603251775571833,0.0529090909090909,0.0679090909090909,0.21017454545454547,-0.01026404532311842,-0.015000000000000006,-0.020605731832488594,-0.15726545454545457
13,0.8388490306144407,0.8495274980124469,0.8595307636269729,0.03864,0.05912727272727272,0.21017454545454547,-0.010678467398006153,-0.020487272727272722,-0.020681733012532177,-0.17153454545454547
14,0.8387212247059459,0.8497468116421342,0.8566344265883098,0.03675272727272727,0.06439636363636363,0.1961236363636364,-0.01102558693618827,-0.027643636363636356,-0.017913201882363894,-0.15937090909090912
15,0.8387902207389779,0.8500625218083635,0.8593489660960961,0.03144,0.06615272727272727,0.21719999999999998,-0.011272301069385593,-0.03471272727272726,-0.020558745357118213,-0.18575999999999998
16,0.8401521612526291,0.8499927120972461,0.860643471415238,0.0423709090909091,0.06439636363636363,0.2400327272727273,-0.009840550844616991,-0.02202545454545453,-0.020491310162608856,-0.1976618181818182
17,0.8401509613825157,0.8506560384932462,0.8632776548877834,0.05255999999999999,0.07142181818181818,0.24178909090909093,-0.010505077110730565,-0.018861818181818195,-0.023126693505267748,-0.18922909090909093
18,0.8394980504660828,0.8497647287218884,0.8587887537077019,0.035170909090909086,0.06966545454545454,0.22598181818181817,-0.010266678255805517,-0.03449454545454546,-0.019290703241619078,-0.1908109090909091
19,0.839286921655147,0.8489041450727922,0.8584561584426186,0.04746545454545453,0.07493454545454545,0.22598181818181817,-0.00961722341764526,-0.027469090909090915,-0.019169236787471622,-0.17851636363636364
20,0.838526425866093,0.8509701409447934,0.8570450624610477,0.036796363636363634,0.08371636363636364,0.2066618181818182,-0.012443715078700346,-0.04692000000000001,-0.018518636594954674,-0.16986545454545457
21,0.8389016067423423,0.8497949176010671,0.8590982177250703,0.03174545454545455,0.07142181818181817,0.2084181818181818,-0.010893310858724803,-0.03967636363636362,-0.02019661098272807,-0.17667272727272726
22,0.8392154732519229,0.849425072409202,0.8573094559802719,0.037276363636363635,0.05912727272727272,0.19085454545454544,-0.010209599157279037,-0.021850909090909088,-0.018093982728348945,-0.1535781818181818
23,0.8394666608351351,0.849630394615668,0.8575636919889419,0.040527272727272724,0.06263999999999999,0.22246909090909092,-0.010163733780532924,-0.022112727272727263,-0.018097031153806786,-0.1819418181818182
24,0.8388843937708376,0.8496109231984496,0.8584216150499836,0.04061454545454546,0.0679090909090909,0.2172,-0.010726529427611986,-0.027294545454545446,-0.019537221279146033,-0.17658545454545455
25,0.8383328553687234,0.8491744654689106,0.859894947558629,0.038465454545454546,0.06439636363636363,0.22246909090909092,-0.010841610100187249,-0.02593090909090908,-0.02156209218990568,-0.18400363636363637
