fold_scene,candidate_index,n_estimators,max_depth,min_samples_leaf,max_features,class_weight,lambda,n_frames,realised_f1,realised_payload
2021_08_20_21_48_35,68,400,,2,sqrt,balanced,0.35,112,0.854261,0.024
2021_08_21_17_30_41,68,400,,2,sqrt,balanced,0.35,157,0.882277,0.024
2021_08_22_13_37_16,68,400,,2,sqrt,balanced,0.35,135,0.971686,0.024
2021_08_22_22_01_17,68,400,,2,sqrt,balanced,0.35,202,0.98737,0.024
2021_08_23_10_51_24,68,400,,2,sqrt,balanced,0.35,64,0.886513,0.024
2021_08_23_13_17_21,68,400,,2,sqrt,balanced,0.35,48,0.91825,0.024
2021_08_23_19_42_07,68,400,,2,sqrt,balanced,0.35,57,0.800953,0.024
2021_09_09_19_27_35,68,400,,2,sqrt,balanced,0.35,459,0.744719,0.024
2021_09_11_00_33_16,68,400,,2,sqrt,balanced,0.35,746,0.858642,0.024
2021_08_20_21_48_35,69,400,,2,sqrt,balanced,0.5,112,0.854261,0.024
2021_08_21_17_30_41,69,400,,2,sqrt,balanced,0.5,157,0.882277,0.024
2021_08_22_13_37_16,69,400,,2,sqrt,balanced,0.5,135,0.971686,0.024
2021_08_22_22_01_17,69,400,,2,sqrt,balanced,0.5,202,0.98737,0.024
2021_08_23_10_51_24,69,400,,2,sqrt,balanced,0.5,64,0.886513,0.024
2021_08_23_13_17_21,69,400,,2,sqrt,balanced,0.5,48,0.91825,0.024
2021_08_23_19_42_07,69,400,,2,sqrt,balanced,0.5,57,0.800953,0.024
2021_09_09_19_27_35,69,400,,2,sqrt,balanced,0.5,459,0.744719,0.024
2021_09_11_00_33_16,69,400,,2,sqrt,balanced,0.5,746,0.858642,0.024
2021_08_20_21_48_35,70,400,,2,0.5,,0.0,112,0.857799,0.087326
2021_08_21_17_30_41,70,400,,2,0.5,,0.0,157,0.887316,0.139506
2021_08_22_13_37_16,70,400,,2,0.5,,0.0,135,0.97089,0.114505
2021_08_22_22_01_17,70,400,,2,0.5,,0.0,202,0.921961,0.198923
2021_08_23_10_51_24,70,400,,2,0.5,,0.0,64,0.890593,0.131028
2021_08_23_13_17_21,70,400,,2,0.5,,0.0,48,0.917727,0.14475
2021_08_23_19_42_07,70,400,,2,0.5,,0.0,57,0.812914,0.170364
2021_09_09_19_27_35,70,400,,2,0.5,,0.0,459,0.743178,0.289463
2021_09_11_00_33_16,70,400,,2,0.5,,0.0,746,0.872409,0.331364
2021_08_20_21_48_35,71,400,,2,0.5,,0.02,112,0.863065,0.153122
2021_08_21_17_30_41,71,400,,2,0.5,,0.02,157,0.884291,0.042459
2021_08_22_13_37_16,71,400,,2,0.5,,0.02,135,0.96963,0.074503
2021_08_22_22_01_17,71,400,,2,0.5,,0.02,202,0.921438,0.207212
2021_08_23_10_51_24,71,400,,2,0.5,,0.02,64,0.889479,0.086433
2021_08_23_13_17_21,71,400,,2,0.5,,0.02,48,0.917914,0.154812
2021_08_23_19_42_07,71,400,,2,0.5,,0.02,57,0.810079,0.13801
2021_09_09_19_27_35,71,400,,2,0.5,,0.02,459,0.741581,0.157354
2021_09_11_00_33_16,71,400,,2,0.5,,0.02,746,0.866321,0.196752
2021_08_20_21_48_35,72,400,,2,0.5,,0.05,112,0.85493,0.051141
2021_08_21_17_30_41,72,400,,2,0.5,,0.05,157,0.882947,0.029034
2021_08_22_13_37_16,72,400,,2,0.5,,0.05,135,0.972149,0.059087
2021_08_22_22_01_17,72,400,,2,0.5,,0.05,202,0.917088,0.0235
2021_08_23_10_51_24,72,400,,2,0.5,,0.05,64,0.886513,0.024
2021_08_23_13_17_21,72,400,,2,0.5,,0.05,48,0.91825,0.024
2021_08_23_19_42_07,72,400,,2,0.5,,0.05,57,0.801872,0.042488
2021_09_09_19_27_35,72,400,,2,0.5,,0.05,459,0.744203,0.046959
2021_09_11_00_33_16,72,400,,2,0.5,,0.05,746,0.858642,0.024
2021_08_20_21_48_35,73,400,,2,0.5,,0.1,112,0.852895,0.02514
2021_08_21_17_30_41,73,400,,2,0.5,,0.1,157,0.882277,0.024
2021_08_22_13_37_16,73,400,,2,0.5,,0.1,135,0.971862,0.026554
2021_08_22_22_01_17,73,400,,2,0.5,,0.1,202,0.890998,0.0
2021_08_23_10_51_24,73,400,,2,0.5,,0.1,64,0.886409,0.032233
2021_08_23_13_17_21,73,400,,2,0.5,,0.1,48,0.91825,0.024
2021_08_23_19_42_07,73,400,,2,0.5,,0.1,57,0.801196,0.044799
2021_09_09_19_27_35,73,400,,2,0.5,,0.1,459,0.744845,0.034427
2021_09_11_00_33_16,73,400,,2,0.5,,0.1,746,0.858798,0.02896
2021_08_20_21_48_35,74,400,,2,0.5,,0.2,112,0.85276,0.023571
2021_08_21_17_30_41,74,400,,2,0.5,,0.2,157,0.882277,0.024
2021_08_22_13_37_16,74,400,,2,0.5,,0.2,135,0.965452,0.021156
2021_08_22_22_01_17,74,400,,2,0.5,,0.2,202,0.890998,0.0
2021_08_23_10_51_24,74,400,,2,0.5,,0.2,64,0.886513,0.024
2021_08_23_13_17_21,74,400,,2,0.5,,0.2,48,0.91825,0.024
2021_08_23_19_42_07,74,400,,2,0.5,,0.2,57,0.800953,0.024
2021_09_09_19_27_35,74,400,,2,0.5,,0.2,459,0.744719,0.024
2021_09_11_00_33_16,74,400,,2,0.5,,0.2,746,0.858642,0.024
2021_08_20_21_48_35,75,400,,2,0.5,,0.35,112,0.85276,0.023571
2021_08_21_17_30_41,75,400,,2,0.5,,0.35,157,0.882277,0.024
2021_08_22_13_37_16,75,400,,2,0.5,,0.35,135,0.971686,0.024
2021_08_22_22_01_17,75,400,,2,0.5,,0.35,202,0.890998,0.0
2021_08_23_10_51_24,75,400,,2,0.5,,0.35,64,0.886513,0.024
2021_08_23_13_17_21,75,400,,2,0.5,,0.35,48,0.91825,0.024
2021_08_23_19_42_07,75,400,,2,0.5,,0.35,57,0.800953,0.024
2021_09_09_19_27_35,75,400,,2,0.5,,0.35,459,0.744719,0.024
2021_09_11_00_33_16,75,400,,2,0.5,,0.35,746,0.85763,0.023678
2021_08_20_21_48_35,76,400,,2,0.5,,0.5,112,0.85276,0.023571
2021_08_21_17_30_41,76,400,,2,0.5,,0.5,157,0.882277,0.024
2021_08_22_13_37_16,76,400,,2,0.5,,0.5,135,0.97139,0.023822
2021_08_22_22_01_17,76,400,,2,0.5,,0.5,202,0.890998,0.0
2021_08_23_10_51_24,76,400,,2,0.5,,0.5,64,0.886513,0.024
2021_08_23_13_17_21,76,400,,2,0.5,,0.5,48,0.91825,0.024
2021_08_23_19_42_07,76,400,,2,0.5,,0.5,57,0.800953,0.024
2021_09_09_19_27_35,76,400,,2,0.5,,0.5,459,0.744719,0.024
2021_09_11_00_33_16,76,400,,2,0.5,,0.5,746,0.858368,0.023936
2021_08_20_21_48_35,77,400,,2,0.5,balanced,0.0,112,0.85694,0.082023
2021_08_21_17_30_41,77,400,,2,0.5,balanced,0.0,157,0.882277,0.024
2021_08_22_13_37_16,77,400,,2,0.5,balanced,0.0,135,0.97178,0.040263
2021_08_22_22_01_17,77,400,,2,0.5,balanced,0.0,202,0.987474,0.025304
2021_08_23_10_51_24,77,400,,2,0.5,balanced,0.0,64,0.890185,0.102213
2021_08_23_13_17_21,77,400,,2,0.5,balanced,0.0,48,0.91793,0.178597
2021_08_23_19_42_07,77,400,,2,0.5,balanced,0.0,57,0.807161,0.176526
2021_09_09_19_27_35,77,400,,2,0.5,balanced,0.0,459,0.743873,0.090103
2021_09_11_00_33_16,77,400,,2,0.5,balanced,0.0,746,0.861057,0.094648
2021_08_20_21_48_35,78,400,,2,0.5,balanced,0.02,112,0.856172,0.080455
2021_08_21_17_30_41,78,400,,2,0.5,balanced,0.02,157,0.882277,0.024
2021_08_22_13_37_16,78,400,,2,0.5,balanced,0.02,135,0.971686,0.024
2021_08_22_22_01_17,78,400,,2,0.5,balanced,0.02,202,0.986453,0.101384
2021_08_23_10_51_24,78,400,,2,0.5,balanced,0.02,64,0.889705,0.089864
2021_08_23_13_17_21,78,400,,2,0.5,balanced,0.02,48,0.917515,0.177682
2021_08_23_19_42_07,78,400,,2,0.5,balanced,0.02,57,0.804953,0.097952
2021_09_09_19_27_35,78,400,,2,0.5,balanced,0.02,459,0.743684,0.077188
2021_09_11_00_33_16,78,400,,2,0.5,balanced,0.02,746,0.859927,0.036184
2021_08_20_21_48_35,79,400,,2,0.5,balanced,0.05,112,0.854261,0.024
2021_08_21_17_30_41,79,400,,2,0.5,balanced,0.05,157,0.882277,0.024
2021_08_22_13_37_16,79,400,,2,0.5,balanced,0.05,135,0.971686,0.024
2021_08_22_22_01_17,79,400,,2,0.5,balanced,0.05,202,0.986802,0.042477
2021_08_23_10_51_24,79,400,,2,0.5,balanced,0.05,64,0.886513,0.024
2021_08_23_13_17_21,79,400,,2,0.5,balanced,0.05,48,0.917759,0.040466
2021_08_23_19_42_07,79,400,,2,0.5,balanced,0.05,57,0.800953,0.024
2021_09_09_19_27_35,79,400,,2,0.5,balanced,0.05,459,0.744652,0.025148
2021_09_11_00_33_16,79,400,,2,0.5,balanced,0.05,746,0.857295,0.023643
2021_08_20_21_48_35,80,400,,2,0.5,balanced,0.1,112,0.854261,0.024
2021_08_21_17_30_41,80,400,,2,0.5,balanced,0.1,157,0.882277,0.024
2021_08_22_13_37_16,80,400,,2,0.5,balanced,0.1,135,0.971686,0.024
2021_08_22_22_01_17,80,400,,2,0.5,balanced,0.1,202,0.98737,0.024
2021_08_23_10_51_24,80,400,,2,0.5,balanced,0.1,64,0.886513,0.024
2021_08_23_13_17_21,80,400,,2,0.5,balanced,0.1,48,0.91825,0.024
2021_08_23_19_42_07,80,400,,2,0.5,balanced,0.1,57,0.800953,0.024
2021_09_09_19_27_35,80,400,,2,0.5,balanced,0.1,459,0.744733,0.024574
2021_09_11_00_33_16,80,400,,2,0.5,balanced,0.1,746,0.858642,0.024
2021_08_20_21_48_35,81,400,,2,0.5,balanced,0.2,112,0.854261,0.024
2021_08_21_17_30_41,81,400,,2,0.5,balanced,0.2,157,0.882277,0.024
2021_08_22_13_37_16,81,400,,2,0.5,balanced,0.2,135,0.971686,0.024
2021_08_22_22_01_17,81,400,,2,0.5,balanced,0.2,202,0.98737,0.024
2021_08_23_10_51_24,81,400,,2,0.5,balanced,0.2,64,0.886513,0.024
2021_08_23_13_17_21,81,400,,2,0.5,balanced,0.2,48,0.91825,0.024
2021_08_23_19_42_07,81,400,,2,0.5,balanced,0.2,57,0.800953,0.024
2021_09_09_19_27_35,81,400,,2,0.5,balanced,0.2,459,0.744719,0.024
2021_09_11_00_33_16,81,400,,2,0.5,balanced,0.2,746,0.858642,0.024
2021_08_20_21_48_35,82,400,,2,0.5,balanced,0.35,112,0.854261,0.024
2021_08_21_17_30_41,82,400,,2,0.5,balanced,0.35,157,0.882277,0.024
2021_08_22_13_37_16,82,400,,2,0.5,balanced,0.35,135,0.971686,0.024
2021_08_22_22_01_17,82,400,,2,0.5,balanced,0.35,202,0.98737,0.024
2021_08_23_10_51_24,82,400,,2,0.5,balanced,0.35,64,0.886513,0.024
2021_08_23_13_17_21,82,400,,2,0.5,balanced,0.35,48,0.91825,0.024
2021_08_23_19_42_07,82,400,,2,0.5,balanced,0.35,57,0.800953,0.024
2021_09_09_19_27_35,82,400,,2,0.5,balanced,0.35,459,0.744719,0.024
2021_09_11_00_33_16,82,400,,2,0.5,balanced,0.35,746,0.858642,0.024
2021_08_20_21_48_35,83,400,,2,0.5,balanced,0.5,112,0.854261,0.024
2021_08_21_17_30_41,83,400,,2,0.5,balanced,0.5,157,0.882277,0.024
2021_08_22_13_37_16,83,400,,2,0.5,balanced,0.5,135,0.971686,0.024
2021_08_22_22_01_17,83,400,,2,0.5,balanced,0.5,202,0.98737,0.024
2021_08_23_10_51_24,83,400,,2,0.5,balanced,0.5,64,0.886513,0.024
2021_08_23_13_17_21,83,400,,2,0.5,balanced,0.5,48,0.91825,0.024
2021_08_23_19_42_07,83,400,,2,0.5,balanced,0.5,57,0.800953,0.024
2021_09_09_19_27_35,83,400,,2,0.5,balanced,0.5,459,0.744719,0.024
2021_09_11_00_33_16,83,400,,2,0.5,balanced,0.5,746,0.858642,0.024
2021_08_20_21_48_35,84,400,,4,sqrt,,0.0,112,0.860325,0.113778
2021_08_21_17_30_41,84,400,,4,sqrt,,0.0,157,0.889784,0.174466
2021_08_22_13_37_16,84,400,,4,sqrt,,0.0,135,0.972117,0.0562
2021_08_22_22_01_17,84,400,,4,sqrt,,0.0,202,0.987239,0.153988
2021_08_23_10_51_24,84,400,,4,sqrt,,0.0,64,0.891286,0.127598
2021_08_23_13_17_21,84,400,,4,sqrt,,0.0,48,0.91801,0.120051
2021_08_23_19_42_07,84,400,,4,sqrt,,0.0,57,0.808914,0.144172
2021_09_09_19_27_35,84,400,,4,sqrt,,0.0,459,0.743804,0.282863
2021_09_11_00_33_16,84,400,,4,sqrt,,0.0,746,0.872558,0.301816
2021_08_20_21_48_35,85,400,,4,sqrt,,0.02,112,0.860131,0.107506
2021_08_21_17_30_41,85,400,,4,sqrt,,0.02,157,0.884746,0.053366
2021_08_22_13_37_16,85,400,,4,sqrt,,0.02,135,0.971686,0.027578
2021_08_22_22_01_17,85,400,,4,sqrt,,0.02,202,0.98764,0.196158
2021_08_23_10_51_24,85,400,,4,sqrt,,0.02,64,0.889825,0.09398
2021_08_23_13_17_21,85,400,,4,sqrt,,0.02,48,0.918401,0.113648
2021_08_23_19_42_07,85,400,,4,sqrt,,0.02,57,0.810047,0.178067
2021_09_09_19_27_35,85,400,,4,sqrt,,0.02,459,0.743606,0.279036
2021_09_11_00_33_16,85,400,,4,sqrt,,0.02,746,0.871378,0.267737
2021_08_20_21_48_35,86,400,,4,sqrt,,0.05,112,0.854519,0.031057
2021_08_21_17_30_41,86,400,,4,sqrt,,0.05,157,0.882277,0.024
2021_08_22_13_37_16,86,400,,4,sqrt,,0.05,135,0.971686,0.024
2021_08_22_22_01_17,86,400,,4,sqrt,,0.05,202,0.98737,0.024
2021_08_23_10_51_24,86,400,,4,sqrt,,0.05,64,0.886513,0.024
2021_08_23_13_17_21,86,400,,4,sqrt,,0.05,48,0.91825,0.024
2021_08_23_19_42_07,86,400,,4,sqrt,,0.05,57,0.800953,0.024
2021_09_09_19_27_35,86,400,,4,sqrt,,0.05,459,0.744408,0.042559
2021_09_11_00_33_16,86,400,,4,sqrt,,0.05,746,0.85876,0.028473
2021_08_20_21_48_35,87,400,,4,sqrt,,0.1,112,0.854261,0.024
2021_08_21_17_30_41,87,400,,4,sqrt,,0.1,157,0.882277,0.024
2021_08_22_13_37_16,87,400,,4,sqrt,,0.1,135,0.971686,0.024
2021_08_22_22_01_17,87,400,,4,sqrt,,0.1,202,0.986737,0.023789
2021_08_23_10_51_24,87,400,,4,sqrt,,0.1,64,0.886513,0.024
2021_08_23_13_17_21,87,400,,4,sqrt,,0.1,48,0.91825,0.024
2021_08_23_19_42_07,87,400,,4,sqrt,,0.1,57,0.800953,0.024
2021_09_09_19_27_35,87,400,,4,sqrt,,0.1,459,0.744719,0.024
2021_09_11_00_33_16,87,400,,4,sqrt,,0.1,746,0.858642,0.024
2021_08_20_21_48_35,88,400,,4,sqrt,,0.2,112,0.854261,0.024
2021_08_21_17_30_41,88,400,,4,sqrt,,0.2,157,0.882277,0.024
2021_08_22_13_37_16,88,400,,4,sqrt,,0.2,135,0.971686,0.024
2021_08_22_22_01_17,88,400,,4,sqrt,,0.2,202,0.98692,0.023881
2021_08_23_10_51_24,88,400,,4,sqrt,,0.2,64,0.886513,0.024
2021_08_23_13_17_21,88,400,,4,sqrt,,0.2,48,0.91825,0.024
2021_08_23_19_42_07,88,400,,4,sqrt,,0.2,57,0.800953,0.024
2021_09_09_19_27_35,88,400,,4,sqrt,,0.2,459,0.744719,0.024
2021_09_11_00_33_16,88,400,,4,sqrt,,0.2,746,0.858642,0.024
2021_08_20_21_48_35,89,400,,4,sqrt,,0.35,112,0.854261,0.024
2021_08_21_17_30_41,89,400,,4,sqrt,,0.35,157,0.882277,0.024
2021_08_22_13_37_16,89,400,,4,sqrt,,0.35,135,0.971686,0.024
2021_08_22_22_01_17,89,400,,4,sqrt,,0.35,202,0.907408,0.004396
2021_08_23_10_51_24,89,400,,4,sqrt,,0.35,64,0.886513,0.024
2021_08_23_13_17_21,89,400,,4,sqrt,,0.35,48,0.91825,0.024
2021_08_23_19_42_07,89,400,,4,sqrt,,0.35,57,0.800953,0.024
2021_09_09_19_27_35,89,400,,4,sqrt,,0.35,459,0.744719,0.024
2021_09_11_00_33_16,89,400,,4,sqrt,,0.35,746,0.858642,0.024
2021_08_20_21_48_35,90,400,,4,sqrt,,0.5,112,0.854261,0.024
2021_08_21_17_30_41,90,400,,4,sqrt,,0.5,157,0.882277,0.024
2021_08_22_13_37_16,90,400,,4,sqrt,,0.5,135,0.971686,0.024
2021_08_22_22_01_17,90,400,,4,sqrt,,0.5,202,0.898816,0.002495
2021_08_23_10_51_24,90,400,,4,sqrt,,0.5,64,0.886513,0.024
2021_08_23_13_17_21,90,400,,4,sqrt,,0.5,48,0.91825,0.024
2021_08_23_19_42_07,90,400,,4,sqrt,,0.5,57,0.800953,0.024
2021_09_09_19_27_35,90,400,,4,sqrt,,0.5,459,0.744719,0.024
2021_09_11_00_33_16,90,400,,4,sqrt,,0.5,746,0.858642,0.024
2021_08_20_21_48_35,91,400,,4,sqrt,balanced,0.0,112,0.85674,0.085943
2021_08_21_17_30_41,91,400,,4,sqrt,balanced,0.0,157,0.88236,0.025398
2021_08_22_13_37_16,91,400,,4,sqrt,balanced,0.0,135,0.972114,0.03636
2021_08_22_22_01_17,91,400,,4,sqrt,balanced,0.0,202,0.987184,0.029217
2021_08_23_10_51_24,91,400,,4,sqrt,balanced,0.0,64,0.892432,0.133773
2021_08_23_13_17_21,91,400,,4,sqrt,balanced,0.0,48,0.918862,0.117307
2021_08_23_19_42_07,91,400,,4,sqrt,balanced,0.0,57,0.806751,0.143402
2021_09_09_19_27_35,91,400,,4,sqrt,balanced,0.0,459,0.743321,0.268418
2021_09_11_00_33_16,91,400,,4,sqrt,balanced,0.0,746,0.858673,0.025118
2021_08_20_21_48_35,92,400,,4,sqrt,balanced,0.02,112,0.85623,0.068693
2021_08_21_17_30_41,92,400,,4,sqrt,balanced,0.02,157,0.882277,0.024
2021_08_22_13_37_16,92,400,,4,sqrt,balanced,0.02,135,0.971686,0.024
2021_08_22_22_01_17,92,400,,4,sqrt,balanced,0.02,202,0.98737,0.026174
2021_08_23_10_51_24,92,400,,4,sqrt,balanced,0.02,64,0.890295,0.102213
2021_08_23_13_17_21,92,400,,4,sqrt,balanced,0.02,48,0.918155,0.130114
2021_08_23_19_42_07,92,400,,4,sqrt,balanced,0.02,57,0.806305,0.134158
2021_09_09_19_27_35,92,400,,4,sqrt,balanced,0.02,459,0.743601,0.253686
2021_09_11_00_33_16,92,400,,4,sqrt,balanced,0.02,746,0.858642,0.024
2021_08_20_21_48_35,93,400,,4,sqrt,balanced,0.05,112,0.854261,0.024
2021_08_21_17_30_41,93,400,,4,sqrt,balanced,0.05,157,0.882277,0.024
2021_08_22_13_37_16,93,400,,4,sqrt,balanced,0.05,135,0.971686,0.024
2021_08_22_22_01_17,93,400,,4,sqrt,balanced,0.05,202,0.98737,0.024
2021_08_23_10_51_24,93,400,,4,sqrt,balanced,0.05,64,0.886565,0.025372
2021_08_23_13_17_21,93,400,,4,sqrt,balanced,0.05,48,0.91825,0.024
2021_08_23_19_42_07,93,400,,4,sqrt,balanced,0.05,57,0.800953,0.024
2021_09_09_19_27_35,93,400,,4,sqrt,balanced,0.05,459,0.744719,0.024
2021_09_11_00_33_16,93,400,,4,sqrt,balanced,0.05,746,0.858642,0.024
2021_08_20_21_48_35,94,400,,4,sqrt,balanced,0.1,112,0.854261,0.024
2021_08_21_17_30_41,94,400,,4,sqrt,balanced,0.1,157,0.882277,0.024
2021_08_22_13_37_16,94,400,,4,sqrt,balanced,0.1,135,0.971686,0.024
2021_08_22_22_01_17,94,400,,4,sqrt,balanced,0.1,202,0.98737,0.024
2021_08_23_10_51_24,94,400,,4,sqrt,balanced,0.1,64,0.886513,0.024
2021_08_23_13_17_21,94,400,,4,sqrt,balanced,0.1,48,0.91825,0.024
2021_08_23_19_42_07,94,400,,4,sqrt,balanced,0.1,57,0.800953,0.024
2021_09_09_19_27_35,94,400,,4,sqrt,balanced,0.1,459,0.744719,0.024
2021_09_11_00_33_16,94,400,,4,sqrt,balanced,0.1,746,0.858642,0.024
2021_08_20_21_48_35,95,400,,4,sqrt,balanced,0.2,112,0.854261,0.024
2021_08_21_17_30_41,95,400,,4,sqrt,balanced,0.2,157,0.882277,0.024
2021_08_22_13_37_16,95,400,,4,sqrt,balanced,0.2,135,0.971686,0.024
2021_08_22_22_01_17,95,400,,4,sqrt,balanced,0.2,202,0.98737,0.024
2021_08_23_10_51_24,95,400,,4,sqrt,balanced,0.2,64,0.886513,0.024
2021_08_23_13_17_21,95,400,,4,sqrt,balanced,0.2,48,0.91825,0.024
2021_08_23_19_42_07,95,400,,4,sqrt,balanced,0.2,57,0.800953,0.024
2021_09_09_19_27_35,95,400,,4,sqrt,balanced,0.2,459,0.744719,0.024
2021_09_11_00_33_16,95,400,,4,sqrt,balanced,0.2,746,0.858642,0.024
2021_08_20_21_48_35,96,400,,4,sqrt,balanced,0.35,112,0.854261,0.024
2021_08_21_17_30_41,96,400,,4,sqrt,balanced,0.35,157,0.882277,0.024
2021_08_22_13_37_16,96,400,,4,sqrt,balanced,0.35,135,0.971686,0.024
2021_08_22_22_01_17,96,400,,4,sqrt,balanced,0.35,202,0.98737,0.024
2021_08_23_10_51_24,96,400,,4,sqrt,balanced,0.35,64,0.886513,0.024
2021_08_23_13_17_21,96,400,,4,sqrt,balanced,0.35,48,0.91825,0.024
2021_08_23_19_42_07,96,400,,4,sqrt,balanced,0.35,57,0.800953,0.024
2021_09_09_19_27_35,96,400,,4,sqrt,balanced,0.35,459,0.744719,0.024
2021_09_11_00_33_16,96,400,,4,sqrt,balanced,0.35,746,0.858642,0.024
2021_08_20_21_48_35,97,400,,4,sqrt,balanced,0.5,112,0.854261,0.024
2021_08_21_17_30_41,97,400,,4,sqrt,balanced,0.5,157,0.882277,0.024
2021_08_22_13_37_16,97,400,,4,sqrt,balanced,0.5,135,0.971686,0.024
2021_08_22_22_01_17,97,400,,4,sqrt,balanced,0.5,202,0.98737,0.024
2021_08_23_10_51_24,97,400,,4,sqrt,balanced,0.5,64,0.886513,0.024
2021_08_23_13_17_21,97,400,,4,sqrt,balanced,0.5,48,0.91825,0.024
2021_08_23_19_42_07,97,400,,4,sqrt,balanced,0.5,57,0.800953,0.024
2021_09_09_19_27_35,97,400,,4,sqrt,balanced,0.5,459,0.744719,0.024
2021_09_11_00_33_16,97,400,,4,sqrt,balanced,0.5,746,0.858642,0.024
2021_08_20_21_48_35,98,400,,4,0.5,,0.0,112,0.859793,0.110781
2021_08_21_17_30_41,98,400,,4,0.5,,0.0,157,0.889619,0.207467
2021_08_22_13_37_16,98,400,,4,0.5,,0.0,135,0.969544,0.131024
2021_08_22_22_01_17,98,400,,4,0.5,,0.0,202,0.922029,0.187185
2021_08_23_10_51_24,98,400,,4,0.5,,0.0,64,0.891097,0.126912
2021_08_23_13_17_21,98,400,,4,0.5,,0.0,48,0.917937,0.150239
2021_08_23_19_42_07,98,400,,4,0.5,,0.0,57,0.812596,0.210421
2021_09_09_19_27_35,98,400,,4,0.5,,0.0,459,0.74338,0.289655
2021_09_11_00_33_16,98,400,,4,0.5,,0.0,746,0.872409,0.331364
2021_08_20_21_48_35,99,400,,4,0.5,,0.02,112,0.862872,0.157042
2021_08_21_17_30_41,99,400,,4,0.5,,0.02,157,0.884417,0.04973
2021_08_22_13_37_16,99,400,,4,0.5,,0.02,135,0.969757,0.094661
2021_08_22_22_01_17,99,400,,4,0.5,,0.02,202,0.920834,0.175743
2021_08_23_10_51_24,99,400,,4,0.5,,0.02,64,0.889579,0.085747
2021_08_23_13_17_21,99,400,,4,0.5,,0.02,48,0.917819,0.155727
2021_08_23_19_42_07,99,400,,4,0.5,,0.02,57,0.811957,0.180378
2021_09_09_19_27_35,99,400,,4,0.5,,0.02,459,0.743943,0.239241
2021_09_11_00_33_16,99,400,,4,0.5,,0.02,746,0.87026,0.28457
2021_08_20_21_48_35,100,400,,4,0.5,,0.05,112,0.854616,0.040203
2021_08_21_17_30_41,100,400,,4,0.5,,0.05,157,0.882931,0.028754
2021_08_22_13_37_16,100,400,,4,0.5,,0.05,135,0.969142,0.050012
2021_08_22_22_01_17,100,400,,4,0.5,,0.05,202,0.917281,0.014371
2021_08_23_10_51_24,100,400,,4,0.5,,0.05,64,0.886513,0.024
2021_08_23_13_17_21,100,400,,4,0.5,,0.05,48,0.91825,0.024
2021_08_23_19_42_07,100,400,,4,0.5,,0.05,57,0.801046,0.026311
2021_09_09_19_27_35,100,400,,4,0.5,,0.05,459,0.744166,0.048968
2021_09_11_00_33_16,100,400,,4,0.5,,0.05,746,0.858642,0.024
2021_08_20_21_48_35,101,400,,4,0.5,,0.1,112,0.85276,0.023571
2021_08_21_17_30_41,101,400,,4,0.5,,0.1,157,0.882277,0.024
2021_08_22_13_37_16,101,400,,4,0.5,,0.1,135,0.971686,0.024
2021_08_22_22_01_17,101,400,,4,0.5,,0.1,202,0.890998,0.0
2021_08_23_10_51_24,101,400,,4,0.5,,0.1,64,0.886409,0.032233
2021_08_23_13_17_21,101,400,,4,0.5,,0.1,48,0.91825,0.024
2021_08_23_19_42_07,101,400,,4,0.5,,0.1,57,0.801309,0.037866
2021_09_09_19_27_35,101,400,,4,0.5,,0.1,459,0.744719,0.024
2021_09_11_00_33_16,101,400,,4,0.5,,0.1,746,0.858672,0.024647
2021_08_20_21_48_35,102,400,,4,0.5,,0.2,112,0.85276,0.023571
2021_08_21_17_30_41,102,400,,4,0.5,,0.2,157,0.882277,0.024
2021_08_22_13_37_16,102,400,,4,0.5,,0.2,135,0.965452,0.021156
2021_08_22_22_01_17,102,400,,4,0.5,,0.2,202,0.890998,0.0
2021_08_23_10_51_24,102,400,,4,0.5,,0.2,64,0.886513,0.024
2021_08_23_13_17_21,102,400,,4,0.5,,0.2,48,0.91825,0.024
2021_08_23_19_42_07,102,400,,4,0.5,,0.2,57,0.800953,0.024
2021_09_09_19_27_35,102,400,,4,0.5,,0.2,459,0.744719,0.024
2021_09_11_00_33_16,102,400,,4,0.5,,0.2,746,0.858642,0.024
2021_08_20_21_48_35,103,400,,4,0.5,,0.35,112,0.85276,0.023571
2021_08_21_17_30_41,103,400,,4,0.5,,0.35,157,0.882277,0.024
2021_08_22_13_37_16,103,400,,4,0.5,,0.35,135,0.971686,0.024
2021_08_22_22_01_17,103,400,,4,0.5,,0.35,202,0.890998,0.0
2021_08_23_10_51_24,103,400,,4,0.5,,0.35,64,0.886513,0.024
2021_08_23_13_17_21,103,400,,4,0.5,,0.35,48,0.91825,0.024
2021_08_23_19_42_07,103,400,,4,0.5,,0.35,57,0.800953,0.024
2021_09_09_19_27_35,103,400,,4,0.5,,0.35,459,0.744719,0.024
2021_09_11_00_33_16,103,400,,4,0.5,,0.35,746,0.85763,0.023678
2021_08_20_21_48_35,104,400,,4,0.5,,0.5,112,0.85276,0.023571
2021_08_21_17_30_41,104,400,,4,0.5,,0.5,157,0.882277,0.024
2021_08_22_13_37_16,104,400,,4,0.5,,0.5,135,0.97139,0.023822
2021_08_22_22_01_17,104,400,,4,0.5,,0.5,202,0.890998,0.0
2021_08_23_10_51_24,104,400,,4,0.5,,0.5,64,0.886513,0.024
2021_08_23_13_17_21,104,400,,4,0.5,,0.5,48,0.91825,0.024
