fold_scene,candidate_index,n_estimators,max_depth,min_samples_leaf,max_features,class_weight,lambda,n_frames,realised_f1,realised_payload
2021_08_22_22_01_17,33,400,10.0,4,sqrt,,0.35,202,0.912691,0.005465
2021_08_23_10_51_24,33,400,10.0,4,sqrt,,0.35,64,0.886513,0.024
2021_08_23_13_17_21,33,400,10.0,4,sqrt,,0.35,48,0.91825,0.024
2021_08_23_19_42_07,33,400,10.0,4,sqrt,,0.35,57,0.800953,0.024
2021_09_09_19_27_35,33,400,10.0,4,sqrt,,0.35,459,0.744719,0.024
2021_09_11_00_33_16,33,400,10.0,4,sqrt,,0.35,746,0.858513,0.023968
2021_08_20_21_48_35,34,400,10.0,4,sqrt,,0.5,112,0.854261,0.024
2021_08_21_17_30_41,34,400,10.0,4,sqrt,,0.5,157,0.882277,0.024
2021_08_22_13_37_16,34,400,10.0,4,sqrt,,0.5,135,0.971686,0.024
2021_08_22_22_01_17,34,400,10.0,4,sqrt,,0.5,202,0.90052,0.003208
2021_08_23_10_51_24,34,400,10.0,4,sqrt,,0.5,64,0.886513,0.024
2021_08_23_13_17_21,34,400,10.0,4,sqrt,,0.5,48,0.91825,0.024
2021_08_23_19_42_07,34,400,10.0,4,sqrt,,0.5,57,0.800953,0.024
2021_09_09_19_27_35,34,400,10.0,4,sqrt,,0.5,459,0.744719,0.024
2021_09_11_00_33_16,34,400,10.0,4,sqrt,,0.5,746,0.858642,0.024
2021_08_20_21_48_35,35,400,10.0,4,sqrt,balanced,0.0,112,0.870352,0.26354
2021_08_21_17_30_41,35,400,10.0,4,sqrt,balanced,0.0,157,0.8927,0.270674
2021_08_22_13_37_16,35,400,10.0,4,sqrt,balanced,0.0,135,0.972382,0.074414
2021_08_22_22_01_17,35,400,10.0,4,sqrt,balanced,0.0,202,0.987717,0.217896
2021_08_23_10_51_24,35,400,10.0,4,sqrt,balanced,0.0,64,0.894006,0.246976
2021_08_23_13_17_21,35,400,10.0,4,sqrt,balanced,0.0,48,0.919286,0.205125
2021_08_23_19_42_07,35,400,10.0,4,sqrt,balanced,0.0,57,0.813319,0.260493
2021_09_09_19_27_35,35,400,10.0,4,sqrt,balanced,0.0,459,0.739646,0.320745
2021_09_11_00_33_16,35,400,10.0,4,sqrt,balanced,0.0,746,0.858811,0.028532
2021_08_20_21_48_35,36,400,10.0,4,sqrt,balanced,0.02,112,0.866374,0.224335
2021_08_21_17_30_41,36,400,10.0,4,sqrt,balanced,0.02,157,0.887449,0.182017
2021_08_22_13_37_16,36,400,10.0,4,sqrt,balanced,0.02,135,0.972005,0.047093
2021_08_22_22_01_17,36,400,10.0,4,sqrt,balanced,0.02,202,0.987765,0.135512
2021_08_23_10_51_24,36,400,10.0,4,sqrt,balanced,0.02,64,0.894444,0.214044
2021_08_23_13_17_21,36,400,10.0,4,sqrt,balanced,0.02,48,0.919124,0.216102
2021_08_23_19_42_07,36,400,10.0,4,sqrt,balanced,0.02,57,0.812939,0.236612
2021_09_09_19_27_35,36,400,10.0,4,sqrt,balanced,0.02,459,0.743665,0.28248
2021_09_11_00_33_16,36,400,10.0,4,sqrt,balanced,0.02,746,0.858642,0.024
2021_08_20_21_48_35,37,400,10.0,4,sqrt,balanced,0.05,112,0.855526,0.053795
2021_08_21_17_30_41,37,400,10.0,4,sqrt,balanced,0.05,157,0.882277,0.024
2021_08_22_13_37_16,37,400,10.0,4,sqrt,balanced,0.05,135,0.971686,0.024
2021_08_22_22_01_17,37,400,10.0,4,sqrt,balanced,0.05,202,0.987456,0.030304
2021_08_23_10_51_24,37,400,10.0,4,sqrt,balanced,0.05,64,0.890849,0.118679
2021_08_23_13_17_21,37,400,10.0,4,sqrt,balanced,0.05,48,0.919675,0.150239
2021_08_23_19_42_07,37,400,10.0,4,sqrt,balanced,0.05,57,0.80286,0.048651
2021_09_09_19_27_35,37,400,10.0,4,sqrt,balanced,0.05,459,0.74323,0.075562
2021_09_11_00_33_16,37,400,10.0,4,sqrt,balanced,0.05,746,0.858642,0.024
2021_08_20_21_48_35,38,400,10.0,4,sqrt,balanced,0.1,112,0.854261,0.024
2021_08_21_17_30_41,38,400,10.0,4,sqrt,balanced,0.1,157,0.882277,0.024
2021_08_22_13_37_16,38,400,10.0,4,sqrt,balanced,0.1,135,0.971686,0.024
2021_08_22_22_01_17,38,400,10.0,4,sqrt,balanced,0.1,202,0.98737,0.024
2021_08_23_10_51_24,38,400,10.0,4,sqrt,balanced,0.1,64,0.886513,0.024
2021_08_23_13_17_21,38,400,10.0,4,sqrt,balanced,0.1,48,0.91825,0.024
2021_08_23_19_42_07,38,400,10.0,4,sqrt,balanced,0.1,57,0.800953,0.024
2021_09_09_19_27_35,38,400,10.0,4,sqrt,balanced,0.1,459,0.743926,0.042941
2021_09_11_00_33_16,38,400,10.0,4,sqrt,balanced,0.1,746,0.858642,0.024
2021_08_20_21_48_35,39,400,10.0,4,sqrt,balanced,0.2,112,0.854261,0.024
2021_08_21_17_30_41,39,400,10.0,4,sqrt,balanced,0.2,157,0.882277,0.024
2021_08_22_13_37_16,39,400,10.0,4,sqrt,balanced,0.2,135,0.971686,0.024
2021_08_22_22_01_17,39,400,10.0,4,sqrt,balanced,0.2,202,0.98737,0.024
2021_08_23_10_51_24,39,400,10.0,4,sqrt,balanced,0.2,64,0.886513,0.024
2021_08_23_13_17_21,39,400,10.0,4,sqrt,balanced,0.2,48,0.91825,0.024
2021_08_23_19_42_07,39,400,10.0,4,sqrt,balanced,0.2,57,0.800953,0.024
2021_09_09_19_27_35,39,400,10.0,4,sqrt,balanced,0.2,459,0.744719,0.024
2021_09_11_00_33_16,39,400,10.0,4,sqrt,balanced,0.2,746,0.858642,0.024
2021_08_20_21_48_35,40,400,10.0,4,sqrt,balanced,0.35,112,0.854261,0.024
2021_08_21_17_30_41,40,400,10.0,4,sqrt,balanced,0.35,157,0.882277,0.024
2021_08_22_13_37_16,40,400,10.0,4,sqrt,balanced,0.35,135,0.971686,0.024
2021_08_22_22_01_17,40,400,10.0,4,sqrt,balanced,0.35,202,0.98737,0.024
2021_08_23_10_51_24,40,400,10.0,4,sqrt,balanced,0.35,64,0.886513,0.024
2021_08_23_13_17_21,40,400,10.0,4,sqrt,balanced,0.35,48,0.91825,0.024
2021_08_23_19_42_07,40,400,10.0,4,sqrt,balanced,0.35,57,0.800953,0.024
2021_09_09_19_27_35,40,400,10.0,4,sqrt,balanced,0.35,459,0.744719,0.024
2021_09_11_00_33_16,40,400,10.0,4,sqrt,balanced,0.35,746,0.858642,0.024
2021_08_20_21_48_35,41,400,10.0,4,sqrt,balanced,0.5,112,0.854261,0.024
2021_08_21_17_30_41,41,400,10.0,4,sqrt,balanced,0.5,157,0.882277,0.024
2021_08_22_13_37_16,41,400,10.0,4,sqrt,balanced,0.5,135,0.970981,0.023644
2021_08_22_22_01_17,41,400,10.0,4,sqrt,balanced,0.5,202,0.98737,0.024
2021_08_23_10_51_24,41,400,10.0,4,sqrt,balanced,0.5,64,0.886513,0.024
2021_08_23_13_17_21,41,400,10.0,4,sqrt,balanced,0.5,48,0.91825,0.024
2021_08_23_19_42_07,41,400,10.0,4,sqrt,balanced,0.5,57,0.800953,0.024
2021_09_09_19_27_35,41,400,10.0,4,sqrt,balanced,0.5,459,0.744719,0.024
2021_09_11_00_33_16,41,400,10.0,4,sqrt,balanced,0.5,746,0.858642,0.024
2021_08_20_21_48_35,42,400,10.0,4,0.5,,0.0,112,0.861421,0.129599
2021_08_21_17_30_41,42,400,10.0,4,0.5,,0.0,157,0.886991,0.154888
2021_08_22_13_37_16,42,400,10.0,4,0.5,,0.0,135,0.971415,0.130572
2021_08_22_22_01_17,42,400,10.0,4,0.5,,0.0,202,0.921439,0.066327
2021_08_23_10_51_24,42,400,10.0,4,0.5,,0.0,64,0.890636,0.110446
2021_08_23_13_17_21,42,400,10.0,4,0.5,,0.0,48,0.917676,0.128284
2021_08_23_19_42_07,42,400,10.0,4,0.5,,0.0,57,0.817163,0.287455
2021_09_09_19_27_35,42,400,10.0,4,0.5,,0.0,459,0.743616,0.287646
2021_09_11_00_33_16,42,400,10.0,4,0.5,,0.0,746,0.872409,0.331364
2021_08_20_21_48_35,43,400,10.0,4,0.5,,0.02,112,0.858831,0.099019
2021_08_21_17_30_41,43,400,10.0,4,0.5,,0.02,157,0.883045,0.030712
2021_08_22_13_37_16,43,400,10.0,4,0.5,,0.02,135,0.969515,0.056606
2021_08_22_22_01_17,43,400,10.0,4,0.5,,0.02,202,0.92122,0.157804
2021_08_23_10_51_24,43,400,10.0,4,0.5,,0.02,64,0.889459,0.081631
2021_08_23_13_17_21,43,400,10.0,4,0.5,,0.02,48,0.917968,0.139261
2021_08_23_19_42_07,43,400,10.0,4,0.5,,0.02,57,0.814021,0.227368
2021_09_09_19_27_35,43,400,10.0,4,0.5,,0.02,459,0.743804,0.282863
2021_09_11_00_33_16,43,400,10.0,4,0.5,,0.02,746,0.872163,0.31141
2021_08_20_21_48_35,44,400,10.0,4,0.5,,0.05,112,0.853597,0.025305
2021_08_21_17_30_41,44,400,10.0,4,0.5,,0.05,157,0.882277,0.024
2021_08_22_13_37_16,44,400,10.0,4,0.5,,0.05,135,0.969389,0.023022
2021_08_22_22_01_17,44,400,10.0,4,0.5,,0.05,202,0.917281,0.006545
2021_08_23_10_51_24,44,400,10.0,4,0.5,,0.05,64,0.886513,0.024
2021_08_23_13_17_21,44,400,10.0,4,0.5,,0.05,48,0.91825,0.024
2021_08_23_19_42_07,44,400,10.0,4,0.5,,0.05,57,0.800953,0.024
2021_09_09_19_27_35,44,400,10.0,4,0.5,,0.05,459,0.744197,0.048681
2021_09_11_00_33_16,44,400,10.0,4,0.5,,0.05,746,0.858642,0.024
2021_08_20_21_48_35,45,400,10.0,4,0.5,,0.1,112,0.85276,0.023571
2021_08_21_17_30_41,45,400,10.0,4,0.5,,0.1,157,0.882277,0.024
2021_08_22_13_37_16,45,400,10.0,4,0.5,,0.1,135,0.971686,0.024
2021_08_22_22_01_17,45,400,10.0,4,0.5,,0.1,202,0.890998,0.0
2021_08_23_10_51_24,45,400,10.0,4,0.5,,0.1,64,0.886513,0.024
2021_08_23_13_17_21,45,400,10.0,4,0.5,,0.1,48,0.91825,0.024
2021_08_23_19_42_07,45,400,10.0,4,0.5,,0.1,57,0.801123,0.033244
2021_09_09_19_27_35,45,400,10.0,4,0.5,,0.1,459,0.744719,0.024
2021_09_11_00_33_16,45,400,10.0,4,0.5,,0.1,746,0.858654,0.024235
2021_08_20_21_48_35,46,400,10.0,4,0.5,,0.2,112,0.85276,0.023571
2021_08_21_17_30_41,46,400,10.0,4,0.5,,0.2,157,0.882277,0.024
2021_08_22_13_37_16,46,400,10.0,4,0.5,,0.2,135,0.965452,0.021156
2021_08_22_22_01_17,46,400,10.0,4,0.5,,0.2,202,0.890998,0.0
2021_08_23_10_51_24,46,400,10.0,4,0.5,,0.2,64,0.886513,0.024
2021_08_23_13_17_21,46,400,10.0,4,0.5,,0.2,48,0.91825,0.024
2021_08_23_19_42_07,46,400,10.0,4,0.5,,0.2,57,0.800953,0.024
2021_09_09_19_27_35,46,400,10.0,4,0.5,,0.2,459,0.744719,0.024
2021_09_11_00_33_16,46,400,10.0,4,0.5,,0.2,746,0.858642,0.024
2021_08_20_21_48_35,47,400,10.0,4,0.5,,0.35,112,0.85276,0.023571
2021_08_21_17_30_41,47,400,10.0,4,0.5,,0.35,157,0.882277,0.024
2021_08_22_13_37_16,47,400,10.0,4,0.5,,0.35,135,0.971686,0.024
2021_08_22_22_01_17,47,400,10.0,4,0.5,,0.35,202,0.890998,0.0
2021_08_23_10_51_24,47,400,10.0,4,0.5,,0.35,64,0.886513,0.024
2021_08_23_13_17_21,47,400,10.0,4,0.5,,0.35,48,0.91825,0.024
2021_08_23_19_42_07,47,400,10.0,4,0.5,,0.35,57,0.800953,0.024
2021_09_09_19_27_35,47,400,10.0,4,0.5,,0.35,459,0.744719,0.024
2021_09_11_00_33_16,47,400,10.0,4,0.5,,0.35,746,0.85763,0.023678
2021_08_20_21_48_35,48,400,10.0,4,0.5,,0.5,112,0.85276,0.023571
2021_08_21_17_30_41,48,400,10.0,4,0.5,,0.5,157,0.882277,0.024
2021_08_22_13_37_16,48,400,10.0,4,0.5,,0.5,135,0.971686,0.024
2021_08_22_22_01_17,48,400,10.0,4,0.5,,0.5,202,0.890998,0.0
2021_08_23_10_51_24,48,400,10.0,4,0.5,,0.5,64,0.886513,0.024
2021_08_23_13_17_21,48,400,10.0,4,0.5,,0.5,48,0.91825,0.024
2021_08_23_19_42_07,48,400,10.0,4,0.5,,0.5,57,0.800953,0.024
2021_09_09_19_27_35,48,400,10.0,4,0.5,,0.5,459,0.744719,0.024
2021_09_11_00_33_16,48,400,10.0,4,0.5,,0.5,746,0.858368,0.023936
2021_08_20_21_48_35,49,400,10.0,4,0.5,balanced,0.0,112,0.871814,0.287847
2021_08_21_17_30_41,49,400,10.0,4,0.5,balanced,0.0,157,0.893544,0.287455
2021_08_22_13_37_16,49,400,10.0,4,0.5,balanced,0.0,135,0.97524,0.252978
2021_08_22_22_01_17,49,400,10.0,4,0.5,balanced,0.0,202,0.9873,0.043563
2021_08_23_10_51_24,49,400,10.0,4,0.5,balanced,0.0,64,0.893458,0.302548
2021_08_23_13_17_21,49,400,10.0,4,0.5,balanced,0.0,48,0.918512,0.312153
2021_08_23_19_42_07,49,400,10.0,4,0.5,balanced,0.0,57,0.817054,0.305943
2021_09_09_19_27_35,49,400,10.0,4,0.5,balanced,0.0,459,0.742564,0.277506
2021_09_11_00_33_16,49,400,10.0,4,0.5,balanced,0.0,746,0.859811,0.094316
2021_08_20_21_48_35,50,400,10.0,4,0.5,balanced,0.02,112,0.871837,0.287455
2021_08_21_17_30_41,50,400,10.0,4,0.5,balanced,0.02,157,0.892985,0.27403
2021_08_22_13_37_16,50,400,10.0,4,0.5,balanced,0.02,135,0.974986,0.22338
2021_08_22_22_01_17,50,400,10.0,4,0.5,balanced,0.02,202,0.986563,0.078778
2021_08_23_10_51_24,50,400,10.0,4,0.5,balanced,0.02,64,0.894204,0.254523
2021_08_23_13_17_21,50,400,10.0,4,0.5,balanced,0.02,48,0.919446,0.287455
2021_08_23_19_42_07,50,400,10.0,4,0.5,balanced,0.02,57,0.816332,0.278211
2021_09_09_19_27_35,50,400,10.0,4,0.5,balanced,0.02,459,0.739723,0.260117
2021_09_11_00_33_16,50,400,10.0,4,0.5,balanced,0.02,746,0.856244,0.023324
2021_08_20_21_48_35,51,400,10.0,4,0.5,balanced,0.05,112,0.868822,0.231
2021_08_21_17_30_41,51,400,10.0,4,0.5,balanced,0.05,157,0.882947,0.029034
2021_08_22_13_37_16,51,400,10.0,4,0.5,balanced,0.05,135,0.971686,0.033758
2021_08_22_22_01_17,51,400,10.0,4,0.5,balanced,0.05,202,0.987312,0.187681
2021_08_23_10_51_24,51,400,10.0,4,0.5,balanced,0.05,64,0.893739,0.2113
2021_08_23_13_17_21,51,400,10.0,4,0.5,balanced,0.05,48,0.919293,0.281966
2021_08_23_19_42_07,51,400,10.0,4,0.5,balanced,0.05,57,0.809903,0.218124
2021_09_09_19_27_35,51,400,10.0,4,0.5,balanced,0.05,459,0.743453,0.079102
2021_09_11_00_33_16,51,400,10.0,4,0.5,balanced,0.05,746,0.851799,0.022049
2021_08_20_21_48_35,52,400,10.0,4,0.5,balanced,0.1,112,0.854441,0.035761
2021_08_21_17_30_41,52,400,10.0,4,0.5,balanced,0.1,157,0.883473,0.06735
2021_08_22_13_37_16,52,400,10.0,4,0.5,balanced,0.1,135,0.971686,0.024
2021_08_22_22_01_17,52,400,10.0,4,0.5,balanced,0.1,202,0.98737,0.024
2021_08_23_10_51_24,52,400,10.0,4,0.5,balanced,0.1,64,0.889785,0.089864
2021_08_23_13_17_21,52,400,10.0,4,0.5,balanced,0.1,48,0.917961,0.249034
2021_08_23_19_42_07,52,400,10.0,4,0.5,balanced,0.1,57,0.800953,0.024
2021_09_09_19_27_35,52,400,10.0,4,0.5,balanced,0.1,459,0.74366,0.051551
2021_09_11_00_33_16,52,400,10.0,4,0.5,balanced,0.1,746,0.858642,0.024
2021_08_20_21_48_35,53,400,10.0,4,0.5,balanced,0.2,112,0.854261,0.024
2021_08_21_17_30_41,53,400,10.0,4,0.5,balanced,0.2,157,0.882277,0.024
2021_08_22_13_37_16,53,400,10.0,4,0.5,balanced,0.2,135,0.971686,0.024
2021_08_22_22_01_17,53,400,10.0,4,0.5,balanced,0.2,202,0.986969,0.031608
2021_08_23_10_51_24,53,400,10.0,4,0.5,balanced,0.2,64,0.886513,0.024
2021_08_23_13_17_21,53,400,10.0,4,0.5,balanced,0.2,48,0.91825,0.024
2021_08_23_19_42_07,53,400,10.0,4,0.5,balanced,0.2,57,0.800953,0.024
2021_09_09_19_27_35,53,400,10.0,4,0.5,balanced,0.2,459,0.744719,0.024
2021_09_11_00_33_16,53,400,10.0,4,0.5,balanced,0.2,746,0.858642,0.024
2021_08_20_21_48_35,54,400,10.0,4,0.5,balanced,0.35,112,0.854261,0.024
2021_08_21_17_30_41,54,400,10.0,4,0.5,balanced,0.35,157,0.882277,0.024
2021_08_22_13_37_16,54,400,10.0,4,0.5,balanced,0.35,135,0.970981,0.023644
2021_08_22_22_01_17,54,400,10.0,4,0.5,balanced,0.35,202,0.98737,0.024
2021_08_23_10_51_24,54,400,10.0,4,0.5,balanced,0.35,64,0.886513,0.024
2021_08_23_13_17_21,54,400,10.0,4,0.5,balanced,0.35,48,0.909367,0.023
2021_08_23_19_42_07,54,400,10.0,4,0.5,balanced,0.35,57,0.800953,0.024
2021_09_09_19_27_35,54,400,10.0,4,0.5,balanced,0.35,459,0.744719,0.024
2021_09_11_00_33_16,54,400,10.0,4,0.5,balanced,0.35,746,0.801769,0.006306
2021_08_20_21_48_35,55,400,10.0,4,0.5,balanced,0.5,112,0.854261,0.024
2021_08_21_17_30_41,55,400,10.0,4,0.5,balanced,0.5,157,0.882277,0.024
2021_08_22_13_37_16,55,400,10.0,4,0.5,balanced,0.5,135,0.969273,0.022756
2021_08_22_22_01_17,55,400,10.0,4,0.5,balanced,0.5,202,0.98737,0.024
2021_08_23_10_51_24,55,400,10.0,4,0.5,balanced,0.5,64,0.886513,0.024
2021_08_23_13_17_21,55,400,10.0,4,0.5,balanced,0.5,48,0.913228,0.0235
2021_08_23_19_42_07,55,400,10.0,4,0.5,balanced,0.5,57,0.800953,0.024
2021_09_09_19_27_35,55,400,10.0,4,0.5,balanced,0.5,459,0.744719,0.024
2021_09_11_00_33_16,55,400,10.0,4,0.5,balanced,0.5,746,0.851514,0.021877
2021_08_20_21_48_35,56,400,,2,sqrt,,0.0,112,0.86111,0.120835
2021_08_21_17_30_41,56,400,,2,sqrt,,0.0,157,0.89129,0.242986
2021_08_22_13_37_16,56,400,,2,sqrt,,0.0,135,0.972672,0.087424
2021_08_22_22_01_17,56,400,,2,sqrt,,0.0,202,0.987835,0.228764
2021_08_23_10_51_24,56,400,,2,sqrt,,0.0,64,0.893031,0.156413
2021_08_23_13_17_21,56,400,,2,sqrt,,0.0,48,0.91749,0.137432
2021_08_23_19_42_07,56,400,,2,sqrt,,0.0,57,0.816174,0.269737
2021_09_09_19_27_35,56,400,,2,sqrt,,0.0,459,0.74377,0.284106
2021_09_11_00_33_16,56,400,,2,sqrt,,0.0,746,0.872409,0.331364
2021_08_20_21_48_35,57,400,,2,sqrt,,0.02,112,0.864711,0.163568
2021_08_21_17_30_41,57,400,,2,sqrt,,0.02,157,0.885169,0.099512
2021_08_22_13_37_16,57,400,,2,sqrt,,0.02,135,0.972285,0.068234
2021_08_22_22_01_17,57,400,,2,sqrt,,0.02,202,0.987304,0.16377
2021_08_23_10_51_24,57,400,,2,sqrt,,0.02,64,0.890328,0.117307
2021_08_23_13_17_21,57,400,,2,sqrt,,0.02,48,0.918181,0.119136
2021_08_23_19_42_07,57,400,,2,sqrt,,0.02,57,0.815109,0.252019
2021_09_09_19_27_35,57,400,,2,sqrt,,0.02,459,0.743552,0.277123
2021_09_11_00_33_16,57,400,,2,sqrt,,0.02,746,0.87256,0.287513
2021_08_20_21_48_35,58,400,,2,sqrt,,0.05,112,0.854637,0.035761
2021_08_21_17_30_41,58,400,,2,sqrt,,0.05,157,0.882277,0.024
2021_08_22_13_37_16,58,400,,2,sqrt,,0.05,135,0.971753,0.042865
2021_08_22_22_01_17,58,400,,2,sqrt,,0.05,202,0.987177,0.027695
2021_08_23_10_51_24,58,400,,2,sqrt,,0.05,64,0.886513,0.02743
2021_08_23_13_17_21,58,400,,2,sqrt,,0.05,48,0.91825,0.024
2021_08_23_19_42_07,58,400,,2,sqrt,,0.05,57,0.801108,0.027852
2021_09_09_19_27_35,58,400,,2,sqrt,,0.05,459,0.744143,0.048585
2021_09_11_00_33_16,58,400,,2,sqrt,,0.05,746,0.862405,0.123472
2021_08_20_21_48_35,59,400,,2,sqrt,,0.1,112,0.854261,0.024
2021_08_21_17_30_41,59,400,,2,sqrt,,0.1,157,0.882277,0.024
2021_08_22_13_37_16,59,400,,2,sqrt,,0.1,135,0.971686,0.024
2021_08_22_22_01_17,59,400,,2,sqrt,,0.1,202,0.979199,0.021618
2021_08_23_10_51_24,59,400,,2,sqrt,,0.1,64,0.886513,0.024
2021_08_23_13_17_21,59,400,,2,sqrt,,0.1,48,0.91825,0.024
2021_08_23_19_42_07,59,400,,2,sqrt,,0.1,57,0.800953,0.024
2021_09_09_19_27_35,59,400,,2,sqrt,,0.1,459,0.744719,0.024
2021_09_11_00_33_16,59,400,,2,sqrt,,0.1,746,0.858642,0.024
2021_08_20_21_48_35,60,400,,2,sqrt,,0.2,112,0.854261,0.024
2021_08_21_17_30_41,60,400,,2,sqrt,,0.2,157,0.882277,0.024
2021_08_22_13_37_16,60,400,,2,sqrt,,0.2,135,0.971686,0.024
2021_08_22_22_01_17,60,400,,2,sqrt,,0.2,202,0.98737,0.024
2021_08_23_10_51_24,60,400,,2,sqrt,,0.2,64,0.886513,0.024
2021_08_23_13_17_21,60,400,,2,sqrt,,0.2,48,0.91825,0.024
2021_08_23_19_42_07,60,400,,2,sqrt,,0.2,57,0.800953,0.024
2021_09_09_19_27_35,60,400,,2,sqrt,,0.2,459,0.744719,0.024
2021_09_11_00_33_16,60,400,,2,sqrt,,0.2,746,0.858642,0.024
2021_08_20_21_48_35,61,400,,2,sqrt,,0.35,112,0.854261,0.024
2021_08_21_17_30_41,61,400,,2,sqrt,,0.35,157,0.882277,0.024
2021_08_22_13_37_16,61,400,,2,sqrt,,0.35,135,0.971686,0.024
2021_08_22_22_01_17,61,400,,2,sqrt,,0.35,202,0.907852,0.004515
2021_08_23_10_51_24,61,400,,2,sqrt,,0.35,64,0.886513,0.024
2021_08_23_13_17_21,61,400,,2,sqrt,,0.35,48,0.91825,0.024
2021_08_23_19_42_07,61,400,,2,sqrt,,0.35,57,0.800953,0.024
2021_09_09_19_27_35,61,400,,2,sqrt,,0.35,459,0.744719,0.024
2021_09_11_00_33_16,61,400,,2,sqrt,,0.35,746,0.858642,0.024
2021_08_20_21_48_35,62,400,,2,sqrt,,0.5,112,0.854261,0.024
2021_08_21_17_30_41,62,400,,2,sqrt,,0.5,157,0.882277,0.024
2021_08_22_13_37_16,62,400,,2,sqrt,,0.5,135,0.971686,0.024
2021_08_22_22_01_17,62,400,,2,sqrt,,0.5,202,0.899716,0.002733
2021_08_23_10_51_24,62,400,,2,sqrt,,0.5,64,0.886513,0.024
2021_08_23_13_17_21,62,400,,2,sqrt,,0.5,48,0.91825,0.024
2021_08_23_19_42_07,62,400,,2,sqrt,,0.5,57,0.800953,0.024
2021_09_09_19_27_35,62,400,,2,sqrt,,0.5,459,0.744719,0.024
2021_09_11_00_33_16,62,400,,2,sqrt,,0.5,746,0.858642,0.024
2021_08_20_21_48_35,63,400,,2,sqrt,balanced,0.0,112,0.856796,0.085943
2021_08_21_17_30_41,63,400,,2,sqrt,balanced,0.0,157,0.882277,0.024
2021_08_22_13_37_16,63,400,,2,sqrt,balanced,0.0,135,0.971957,0.045141
2021_08_22_22_01_17,63,400,,2,sqrt,balanced,0.0,202,0.987088,0.041172
2021_08_23_10_51_24,63,400,,2,sqrt,balanced,0.0,64,0.891147,0.116621
2021_08_23_13_17_21,63,400,,2,sqrt,balanced,0.0,48,0.918184,0.133773
2021_08_23_19_42_07,63,400,,2,sqrt,balanced,0.0,57,0.804595,0.091789
2021_09_09_19_27_35,63,400,,2,sqrt,balanced,0.0,459,0.743681,0.258756
2021_09_11_00_33_16,63,400,,2,sqrt,balanced,0.0,746,0.860096,0.04978
2021_08_20_21_48_35,64,400,,2,sqrt,balanced,0.02,112,0.855843,0.058892
2021_08_21_17_30_41,64,400,,2,sqrt,balanced,0.02,157,0.882277,0.024
2021_08_22_13_37_16,64,400,,2,sqrt,balanced,0.02,135,0.971686,0.024
2021_08_22_22_01_17,64,400,,2,sqrt,balanced,0.02,202,0.987209,0.028782
2021_08_23_10_51_24,64,400,,2,sqrt,balanced,0.02,64,0.890544,0.10633
2021_08_23_13_17_21,64,400,,2,sqrt,balanced,0.02,48,0.918707,0.113648
2021_08_23_19_42_07,64,400,,2,sqrt,balanced,0.02,57,0.804074,0.076383
2021_09_09_19_27_35,64,400,,2,sqrt,balanced,0.02,459,0.744479,0.21389
2021_09_11_00_33_16,64,400,,2,sqrt,balanced,0.02,746,0.858642,0.024
2021_08_20_21_48_35,65,400,,2,sqrt,balanced,0.05,112,0.854261,0.024
2021_08_21_17_30_41,65,400,,2,sqrt,balanced,0.05,157,0.882277,0.024
2021_08_22_13_37_16,65,400,,2,sqrt,balanced,0.05,135,0.971686,0.024
2021_08_22_22_01_17,65,400,,2,sqrt,balanced,0.05,202,0.98737,0.024
2021_08_23_10_51_24,65,400,,2,sqrt,balanced,0.05,64,0.886747,0.030175
2021_08_23_13_17_21,65,400,,2,sqrt,balanced,0.05,48,0.91825,0.024
2021_08_23_19_42_07,65,400,,2,sqrt,balanced,0.05,57,0.800953,0.024
2021_09_09_19_27_35,65,400,,2,sqrt,balanced,0.05,459,0.744719,0.024
2021_09_11_00_33_16,65,400,,2,sqrt,balanced,0.05,746,0.858642,0.024
2021_08_20_21_48_35,66,400,,2,sqrt,balanced,0.1,112,0.854261,0.024
2021_08_21_17_30_41,66,400,,2,sqrt,balanced,0.1,157,0.882277,0.024
2021_08_22_13_37_16,66,400,,2,sqrt,balanced,0.1,135,0.971686,0.024
2021_08_22_22_01_17,66,400,,2,sqrt,balanced,0.1,202,0.98737,0.024
2021_08_23_10_51_24,66,400,,2,sqrt,balanced,0.1,64,0.886513,0.024
2021_08_23_13_17_21,66,400,,2,sqrt,balanced,0.1,48,0.91825,0.024
2021_08_23_19_42_07,66,400,,2,sqrt,balanced,0.1,57,0.800953,0.024
2021_09_09_19_27_35,66,400,,2,sqrt,balanced,0.1,459,0.744719,0.024
2021_09_11_00_33_16,66,400,,2,sqrt,balanced,0.1,746,0.858642,0.024
2021_08_20_21_48_35,67,400,,2,sqrt,balanced,0.2,112,0.854261,0.024
2021_08_21_17_30_41,67,400,,2,sqrt,balanced,0.2,157,0.882277,0.024
2021_08_22_13_37_16,67,400,,2,sqrt,balanced,0.2,135,0.971686,0.024
2021_08_22_22_01_17,67,400,,2,sqrt,balanced,0.2,202,0.98737,0.024
2021_08_23_10_51_24,67,400,,2,sqrt,balanced,0.2,64,0.886513,0.024
2021_08_23_13_17_21,67,400,,2,sqrt,balanced,0.2,48,0.91825,0.024
2021_08_23_19_42_07,67,400,,2,sqrt,balanced,0.2,57,0.800953,0.024
2021_09_09_19_27_35,67,400,,2,sqrt,balanced,0.2,459,0.744719,0.024
2021_09_11_00_33_16,67,400,,2,sqrt,balanced,0.2,746,0.858642,0.024
