snr_db,ap_03,ap_05,ap_07,return_code,log
0.0,0.8020,0.7891,0.6819,0,/home/josh/cooperative_semantic_perception/OpenCOOD/peiyi_work/paper1/gs_rerun/figure_rebuild/jscc_global/awgn_jscc_snrp00/inference.log
2.0,0.8046,0.7908,0.6843,0,/home/josh/cooperative_semantic_perception/OpenCOOD/peiyi_work/paper1/gs_rerun/figure_rebuild/jscc_global/awgn_jscc_snrp02/inference.log
4.0,0.8069,0.7928,0.6872,0,/home/josh/cooperative_semantic_perception/OpenCOOD/peiyi_work/paper1/gs_rerun/figure_rebuild/jscc_global/awgn_jscc_snrp04/inference.log
6.0,0.8086,0.7946,0.6864,0,/home/josh/cooperative_semantic_perception/OpenCOOD/peiyi_work/paper1/gs_rerun/figure_rebuild/jscc_global/awgn_jscc_snrp06/inference.log
8.0,0.8100,0.7964,0.6876,0,/home/josh/cooperative_semantic_perception/OpenCOOD/peiyi_work/paper1/gs_rerun/figure_rebuild/jscc_global/awgn_jscc_snrp08/inference.log
12.0,0.8146,0.7994,0.6874,0,/home/josh/cooperative_semantic_perception/OpenCOOD/peiyi_work/paper1/gs_rerun/figure_rebuild/jscc_global/awgn_jscc_snrp12/inference.log
16.0,0.8161,0.8007,0.6874,0,/home/josh/cooperative_semantic_perception/OpenCOOD/peiyi_work/paper1/gs_rerun/figure_rebuild/jscc_global/awgn_jscc_snrp16/inference.log
20.0,0.8161,0.8013,0.6872,0,/home/josh/cooperative_semantic_perception/OpenCOOD/peiyi_work/paper1/gs_rerun/figure_rebuild/jscc_global/awgn_jscc_snrp20/inference.log
