snr_db,ap_03,ap_05,ap_07,return_code,log
60.0,0.8266,0.8086,0.6967,0,/home/josh/cooperative_semantic_perception/OpenCOOD/peiyi_work/paper1/gs_rerun/figure_rebuild/jscc_global/rayleigh_upper_snrp60/inference.log
