sample_id,late_num_pred,late_num_gt,late_tp,late_fp,late_fn,late_precision,late_recall,late_f1,late_payload_Mbit,early_num_pred,early_num_gt,early_tp,early_fp,early_fn,early_precision,early_recall,early_f1,early_payload_Mbit,intermediate_num_pred,intermediate_num_gt,intermediate_tp,intermediate_fp,intermediate_fn,intermediate_precision,intermediate_recall,intermediate_f1,intermediate_payload_Mbit,compressed_num_pred,compressed_num_gt,compressed_tp,compressed_fp,compressed_fn,compressed_precision,compressed_recall,compressed_f1,compressed_payload_Mbit,late_f1_gain_over_late,late_gain_per_extra_Mbit,early_f1_gain_over_late,early_gain_per_extra_Mbit,intermediate_f1_gain_over_late,intermediate_gain_per_extra_Mbit,compressed_f1_gain_over_late,compressed_gain_per_extra_Mbit,best_method_by_f1,best_level_by_f1,best_f1,best_payload_Mbit,num_cavs,cav_keys,ego_num_objects,ego_origin_lidar_shape_0,ego_origin_lidar_shape_1,pcd_num_points,pcd_mean_range,pcd_max_range,pcd_std_range,pcd_near_20m,pcd_mid_20_50m,pcd_far_50_80m,pcd_very_far_80m,pcd_front_points,pcd_back_points,pcd_left_points,pcd_right_points,pcd_front_far_30m,pcd_front_far_50m,pcd_density_0_20,pcd_density_20_50,pcd_density_50_80,est_snr_db,bler_16qam,effective_compressed_f1,channel_oracle
1287,48,50,41,7,9,0.8541666666666666,0.82,0.836734693877551,0.024,53,50,48,5,2,0.9056603773584906,0.96,0.9320388349514565,7.68,49,50,45,4,5,0.9183673469387756,0.9,0.9090909090909092,126.8,54,50,43,11,7,0.7962962962962963,0.86,0.826923076923077,1.98,0.0,,0.0953041410739053,0.0124482942886501,0.0723562152133581,0.000570740638712,-0.0098116169544739,-0.0050161640871543,early,raw_level,0.9320388349514565,7.68,5,ego|1016|971|980|989,44,49477,4,49477,11.508868217468262,80.0103759765625,10.920991897583008,42808,5760,908,1,24485,24992,24832,24645,1656,562,34.06552401938928,0.8730785449612545,0.0741090709371492,19.928100340782596,0.0,0.826923076923077,late
1288,46,50,41,5,9,0.8913043478260869,0.82,0.8541666666666666,0.024,51,50,46,5,4,0.9019607843137256,0.92,0.9108910891089108,7.68,49,50,45,4,5,0.9183673469387756,0.9,0.9090909090909092,126.8,55,50,44,11,6,0.8,0.88,0.8380952380952381,1.98,0.0,,0.0567244224422442,0.0074091460870225,0.0549242424242424,0.000433238486971,-0.0160714285714285,-0.0082164767747589,early,raw_level,0.9108910891089108,7.68,5,ego|1016|971|980|989,43,49463,4,49463,11.517610549926758,80.54100036621094,10.970617294311523,42808,5740,913,2,24480,24983,24881,24582,1641,564,34.06552401938928,0.8700470222356945,0.0745171605348207,13.082822170847628,0.025,0.8171428571428572,late
1289,47,51,42,5,9,0.8936170212765957,0.8235294117647058,0.8571428571428571,0.024,54,51,49,5,2,0.9074074074074074,0.9607843137254902,0.9333333333333332,7.68,49,51,47,2,4,0.9591836734693876,0.9215686274509804,0.94,126.8,56,51,46,10,5,0.8214285714285714,0.9019607843137256,0.8598130841121495,1.98,0.0,,0.0761904761904762,0.0099517340896651,0.0828571428571429,0.000653571203202,0.0026702269692924,0.0013651467123171,intermediate,feature_level,0.94,126.8,5,ego|1016|971|980|989,44,49425,4,49425,11.500893592834473,80.56995391845703,11.00070095062256,42797,5698,929,1,24525,24900,24912,24513,1646,581,34.056770497519224,0.8636808245120188,0.0758230472473696,9.235712669363682,0.5719646493931715,0.36803039491428247,late
1290,47,51,42,5,9,0.8936170212765957,0.8235294117647058,0.8571428571428571,0.024,53,51,49,4,2,0.9245283018867924,0.9607843137254902,0.9423076923076924,7.68,49,51,47,2,4,0.9591836734693876,0.9215686274509804,0.94,126.8,55,51,43,12,8,0.7818181818181819,0.8431372549019608,0.8113207547169811,1.98,0.0,,0.0851648351648352,0.0111239335377266,0.0828571428571429,0.000653571203202,-0.045822102425876,-0.0234264327330654,early,raw_level,0.9423076923076924,7.68,5,ego|1016|971|980|989,45,49471,4,49471,11.512259483337402,80.56938934326172,11.027565956115724,42804,5728,937,2,24511,24960,24880,24591,1676,589,34.06234092052744,0.8682281086003586,0.076475990603644,11.322394925822927,0.15205095140820124,0.6879586620650442,late
1291,47,51,43,4,8,0.9148936170212766,0.8431372549019608,0.8775510204081632,0.024,53,51,50,3,1,0.9433962264150944,0.9803921568627452,0.9615384615384616,7.68,49,51,45,4,6,0.9183673469387756,0.8823529411764706,0.9,126.8,56,51,45,11,6,0.8035714285714286,0.8823529411764706,0.8411214953271029,1.98,0.0,,0.0839874411302983,0.0109701464381267,0.0224489795918367,0.0001770759417542,-0.0364295250810603,-0.0186245015751842,early,raw_level,0.9615384615384616,7.68,5,ego|1016|971|980|989,45,49509,4,49509,11.447748184204102,80.57273864746094,11.001011848449709,42925,5644,939,1,24539,24970,24944,24565,1667,588,34.15862966109804,0.855495713153007,0.0766392264427126,0.5437664458535107,1.0,0.0,late
1292,46,51,41,5,10,0.8913043478260869,0.803921568627451,0.845360824742268,0.024,54,51,48,6,3,0.8888888888888888,0.9411764705882352,0.9142857142857144,7.68,49,51,46,3,5,0.9387755102040816,0.9019607843137256,0.92,126.8,57,51,45,12,6,0.7894736842105263,0.8823529411764706,0.8333333333333333,1.98,0.0,,0.0689248895434462,0.0090027285192589,0.074639175257732,0.0005887484638869,-0.0120274914089347,-0.0061490242376967,intermediate,feature_level,0.92,126.8,5,ego|1016|971|980|989,45,49348,4,49348,11.454256057739258,80.56773376464844,10.989107131958008,42768,5649,929,2,24458,24890,24868,24480,1639,582,34.0336930307709,0.8562535938343969,0.0758230472473696,4.801592921271731,1.0,0.0,late
1293,47,51,43,4,8,0.9148936170212766,0.8431372549019608,0.8775510204081632,0.024,51,51,47,4,4,0.9215686274509804,0.9215686274509804,0.9215686274509804,7.68,50,51,47,3,4,0.94,0.9215686274509804,0.9306930693069309,126.8,55,51,47,8,4,0.8545454545454545,0.9215686274509804,0.8867924528301887,1.98,0.0,,0.0440176070428171,0.0057494262072645,0.0531420488987675,0.0004191806721995,0.0092414324220254,0.004724658702467,intermediate,feature_level,0.9306930693069309,126.8,5,ego|1016|971|980|989,45,49398,4,49398,11.457517623901367,80.55814361572266,11.013978004455566,42792,5668,936,2,24507,24891,24828,24570,1658,591,34.05279162394193,0.8591335404236788,0.0763943726841097,19.493781131675835,0.0,0.8867924528301887,compressed
1294,45,51,40,5,11,0.8888888888888888,0.7843137254901961,0.8333333333333334,0.024,51,51,47,4,4,0.9215686274509804,0.9215686274509804,0.9215686274509804,7.68,49,51,44,5,7,0.8979591836734694,0.8627450980392157,0.8799999999999999,126.8,53,51,45,8,6,0.8490566037735849,0.8823529411764706,0.8653846153846154,1.98,0.0,,0.0882352941176469,0.0115249861700165,0.0466666666666665,0.0003681033213436,0.032051282051282,0.0163861360180378,early,raw_level,0.9215686274509804,7.68,5,ego|1016|971|980|989,44,49460,4,49460,11.44090461730957,79.98573303222656,10.997989654541016,42886,5640,934,0,24519,24941,24878,24582,1664,582,34.127594447195115,0.854889408607895,0.0762311368450411,1.6206304005824101,1.0,0.0,late
1295,47,51,42,5,9,0.8936170212765957,0.8235294117647058,0.8571428571428571,0.024,50,51,48,2,3,0.96,0.9411764705882352,0.9504950495049505,7.68,49,51,45,4,6,0.9183673469387756,0.8823529411764706,0.9,126.8,54,51,45,9,6,0.8333333333333334,0.8823529411764706,0.8571428571428571,1.98,0.0,,0.0933521923620933,0.012193337560357,0.0428571428571429,0.0003380540706217,0.0,0.0,early,raw_level,0.9504950495049505,7.68,5,ego|1016|971|980|989,44,49295,4,49295,11.45107364654541,80.55717468261719,11.015822410583496,42719,5638,937,1,24407,24888,24769,24526,1662,590,33.99470006971338,0.854586256335339,0.076475990603644,2.834017880913877,1.0,0.0,late
1296,47,51,41,6,10,0.8723404255319149,0.803921568627451,0.8367346938775511,0.024,53,51,49,4,2,0.9245283018867924,0.9607843137254902,0.9423076923076924,7.68,47,51,44,3,7,0.9361702127659576,0.8627450980392157,0.8979591836734694,126.8,53,51,45,8,6,0.8490566037735849,0.8823529411764706,0.8653846153846154,1.98,0.0,,0.1055729984301412,0.0137895765974583,0.0612244897959183,0.0004829343866024,0.0286499215070643,0.0146471991344909,early,raw_level,0.9423076923076924,7.68,5,ego|1016|971|980|989,44,49172,4,49172,11.409720420837402,80.0411376953125,10.966876029968262,42672,5578,921,1,24388,24784,24762,24410,1642,580,33.95729865808679,0.8454916881586593,0.0751701038910951,11.461545223354399,0.1259602706210502,0.7563805350394758,late
1297,47,51,43,4,8,0.9148936170212766,0.8431372549019608,0.8775510204081632,0.024,52,51,48,4,3,0.9230769230769232,0.9411764705882352,0.9320388349514565,7.68,47,51,44,3,7,0.9361702127659576,0.8627450980392157,0.8979591836734694,126.8,53,51,46,7,5,0.8679245283018868,0.9019607843137256,0.8846153846153846,1.98,0.0,,0.0544878145432931,0.0071170081691866,0.0204081632653061,0.0001609781288674,0.0070643642072213,0.0036116381427511,early,raw_level,0.9320388349514565,7.68,5,ego|1016|971|980|989,44,49342,4,49342,11.423385620117188,79.98810577392578,11.031068801879885,42776,5626,940,0,24423,24919,24894,24448,1654,586,34.04005922849458,0.8527673427000031,0.0767208443622469,15.479442506822405,0.006506968664719937,0.8788592200273632,compressed
1298,47,51,42,5,9,0.8936170212765957,0.8235294117647058,0.8571428571428571,0.024,52,51,48,4,3,0.9230769230769232,0.9411764705882352,0.9320388349514565,7.68,49,51,47,2,4,0.9591836734693876,0.9215686274509804,0.94,126.8,54,51,45,9,6,0.8333333333333334,0.8823529411764706,0.8571428571428571,1.98,0.0,,0.0748959778085992,0.0097826512289183,0.0828571428571429,0.000653571203202,0.0,0.0,intermediate,feature_level,0.94,126.8,5,ego|1016|971|980|989,44,49338,4,49338,11.41434097290039,80.5501937866211,11.038657188415527,42752,5640,944,2,24420,24918,24792,24546,1647,590,34.02096063532355,0.854889408607895,0.0770473160403842,17.057463205684428,0.0,0.8571428571428571,late
1299,48,51,43,5,8,0.8958333333333334,0.8431372549019608,0.8686868686868686,0.024,52,51,48,4,3,0.9230769230769232,0.9411764705882352,0.9320388349514565,7.68,48,51,47,1,4,0.9791666666666666,0.9215686274509804,0.9494949494949494,126.8,53,51,46,7,5,0.8679245283018868,0.9019607843137256,0.8846153846153846,1.98,0.0,,0.0633519662645877,0.0082748127304842,0.0808080808080807,0.000637408348647,0.0159285159285159,0.0081434130513885,intermediate,feature_level,0.9494949494949494,126.8,5,ego|1016|971|980|989,44,49440,4,49440,11.42679500579834,80.56925201416016,11.054320335388184,42829,5667,942,2,24507,24933,24886,24554,1660,592,34.082235288413926,0.8589819642874009,0.0768840802013156,17.224565656844366,0.0,0.8846153846153846,compressed
1300,47,51,41,6,10,0.8723404255319149,0.803921568627451,0.8367346938775511,0.024,52,51,48,4,3,0.9230769230769232,0.9411764705882352,0.9320388349514565,7.68,50,51,47,3,4,0.94,0.9215686274509804,0.9306930693069309,126.8,53,51,44,9,7,0.8301886792452831,0.8627450980392157,0.8461538461538461,1.98,0.0,,0.0953041410739052,0.0124482942886501,0.0939583754293796,0.0007411369299345,0.009419152276295,0.0048155175236682,early,raw_level,0.9320388349514565,7.68,5,ego|1016|971|980|989,44,49471,4,49471,11.389698028564451,79.99801635742188,11.023801803588867,42904,5627,940,0,24565,24906,24857,24614,1673,587,34.141918392073386,0.852918918836281,0.0767208443622469,15.204443128097466,0.009944460898781671,0.8377393023164155,compressed
1301,46,51,41,5,10,0.8913043478260869,0.803921568627451,0.845360824742268,0.024,52,51,47,5,4,0.903846153846154,0.9215686274509804,0.9126213592233008,7.68,46,51,45,1,6,0.9782608695652174,0.8823529411764706,0.927835051546392,126.8,53,51,45,8,6,0.8490566037735849,0.8823529411764706,0.8653846153846154,1.98,0.0,,0.0672605344810328,0.0087853362697273,0.0824742268041238,0.0006505507888253,0.0200237906423473,0.0102371117803411,intermediate,feature_level,0.927835051546392,126.8,5,ego|1016|971|980|989,44,49491,4,49491,11.412297248840332,80.53504180908203,11.053735733032228,42880,5658,951,2,24471,25020,24886,24605,1662,592,34.12281979890236,0.8576177790608989,0.0776186414771243,6.953154714934422,0.9285133963799184,0.061863406978916805,late
1302,47,51,43,4,8,0.9148936170212766,0.8431372549019608,0.8775510204081632,0.024,52,51,48,4,3,0.9230769230769232,0.9411764705882352,0.9320388349514565,7.68,48,51,46,2,5,0.9583333333333334,0.9019607843137256,0.9292929292929292,126.8,54,51,44,10,7,0.8148148148148148,0.8627450980392157,0.838095238095238,1.98,0.0,,0.0544878145432931,0.0071170081691866,0.051741908884766,0.0004081364681388,-0.0394557823129252,-0.0201716678491437,early,raw_level,0.9320388349514565,7.68,5,ego|1016|971|980|989,44,49357,4,49357,11.429378509521484,80.006103515625,11.062522888183594,42730,5683,943,1,24444,24913,24837,24520,1685,597,34.00345359158344,0.8614071824678488,0.0769656981208499,11.63162307809948,0.09407067285634751,0.7592550551299182,late
1303,47,51,40,7,11,0.851063829787234,0.7843137254901961,0.8163265306122448,0.024,52,51,48,4,3,0.9230769230769232,0.9411764705882352,0.9320388349514565,7.68,47,51,45,2,6,0.9574468085106383,0.8823529411764706,0.9183673469387754,126.8,52,51,46,6,5,0.8846153846153846,0.9019607843137256,0.8932038834951457,1.98,0.0,,0.1157123043392115,0.0151139373483818,0.1020408163265306,0.0008048906443374,0.0768773528829008,0.0393033501446323,early,raw_level,0.9320388349514565,7.68,5,ego|1016|971|980|989,43,49405,4,49405,11.404109954833984,79.9977798461914,11.051136016845703,42810,5657,938,0,24441,24964,24915,24490,1678,606,34.0671155688202,0.857466202924621,0.0765576085231783,16.262462368813047,0.0,0.8932038834951457,compressed
1304,48,51,40,8,11,0.8333333333333334,0.7843137254901961,0.8080808080808081,0.024,53,51,47,6,4,0.8867924528301887,0.9215686274509804,0.903846153846154,7.68,49,51,47,2,4,0.9591836734693876,0.9215686274509804,0.94,126.8,54,51,44,10,7,0.8148148148148148,0.8627450980392157,0.838095238095238,1.98,0.0,,0.0957653457653457,0.0125085352358079,0.131919191919192,0.0010405691291663,0.0300144300144299,0.0153448006208742,intermediate,feature_level,0.94,126.8,5,ego|1016|971|980|989,43,49474,4,49474,11.387187004089355,80.55213165283203,11.051949501037598,42894,5637,941,2,24529,24945,24917,24557,1669,606,34.133960644918794,0.854434680199061,0.0768024622817812,2.7769168302894176,1.0,0.0,late
1305,47,51,42,5,9,0.8936170212765957,0.8235294117647058,0.8571428571428571,0.024,53,51,49,4,2,0.9245283018867924,0.9607843137254902,0.9423076923076924,7.68,48,51,47,1,4,0.9791666666666666,0.9215686274509804,0.9494949494949494,126.8,53,51,47,6,4,0.8867924528301887,0.9215686274509804,0.903846153846154,1.98,0.0,,0.0851648351648352,0.0111239335377266,0.0923520923520923,0.000728466684168,0.0467032967032967,0.0238769410548551,intermediate,feature_level,0.9494949494949494,126.8,5,ego|1016|971|980|989,43,49435,4,49435,11.410280227661133,80.56021118164062,11.07215690612793,42818,5680,935,2,24527,24908,24864,24571,1693,610,34.07348176654387,0.8609524540590148,0.0763127547645754,1.6284114630933222,1.0,0.0,late
1306,47,50,43,4,7,0.9148936170212766,0.86,0.8865979381443299,0.024,51,51,47,4,4,0.9215686274509804,0.9215686274509804,0.9215686274509804,7.68,49,51,47,2,4,0.9591836734693876,0.9215686274509804,0.94,126.8,54,51,46,8,5,0.8518518518518519,0.9019607843137256,0.8761904761904761,1.98,0.0,,0.0349706893066504,0.004567749386971,0.0534020618556702,0.0004212316357644,-0.0104074619538537,-0.0053207883199661,intermediate,feature_level,0.94,126.8,5,ego|1016|971|980|989,43,49406,4,49406,11.382763862609863,80.52407836914062,11.06856918334961,42816,5660,929,1,24468,24938,24840,24566,1688,614,34.07189021711295,0.8579209313334549,0.0758230472473696,9.171703916900299,0.5863666186974328,0.36242162933177313,late
1307,47,50,41,6,9,0.8723404255319149,0.82,0.8453608247422681,0.024,50,51,47,3,4,0.94,0.9215686274509804,0.9306930693069309,7.68,49,51,47,2,4,0.9591836734693876,0.9215686274509804,0.94,126.8,54,51,42,12,9,0.7777777777777778,0.8235294117647058,0.7999999999999999,1.98,0.0,,0.0853322445646626,0.011145799969261,0.0946391752577319,0.000746507030177,-0.0453608247422682,-0.0231906056964561,intermediate,feature_level,0.94,126.8,5,ego|1016|971|980|989,43,49243,4,49243,11.335760116577148,80.53695678710938,10.98836898803711,42701,5643,897,2,24344,24899,24734,24509,1658,581,33.98037612483511,0.855344137016729,0.0732112738222718,6.206806728571122,0.9844894953571659,0.01240840371426728,late
1308,49,51,43,6,8,0.8775510204081632,0.8431372549019608,0.86,0.024,51,51,47,4,4,0.9215686274509804,0.9215686274509804,0.9215686274509804,7.68,49,51,46,3,5,0.9387755102040816,0.9019607843137256,0.92,126.8,53,51,43,10,8,0.8113207547169812,0.8431372549019608,0.826923076923077,1.98,0.0,,0.0615686274509803,0.0080418792386337,0.06,0.0004732756988704,-0.033076923076923,-0.016910492370615,early,raw_level,0.9215686274509804,7.68,5,ego|1016|971|980|989,42,49350,4,49350,11.369192123413086,80.53789520263672,11.039813041687012,42759,5670,919,2,24474,24876,24852,24498,1679,599,34.02653105833176,0.8594366926962349,0.0750068680520265,0.07469460052764498,1.0,0.0,late
1309,49,51,42,7,9,0.8571428571428571,0.8235294117647058,0.84,0.024,52,51,47,5,4,0.903846153846154,0.9215686274509804,0.9126213592233008,7.68,50,51,46,4,5,0.92,0.9019607843137256,0.9108910891089108,126.8,53,51,43,10,8,0.8113207547169812,0.8431372549019608,0.826923076923077,1.98,0.0,,0.0726213592233009,0.0094855484878919,0.0708910891089109,0.0005591838290284,-0.0130769230769229,-0.0066855434953594,early,raw_level,0.9126213592233008,7.68,5,ego|1016|971|980|989,43,49465,4,49465,11.36012077331543,79.99664306640625,11.049118041992188,42872,5662,931,0,24495,24970,24862,24603,1667,598,34.116453601178684,0.8582240836060109,0.0759862830864382,10.33727035378488,0.3367618086653349,0.5484469659113578,late
1310,48,51,44,4,7,0.9166666666666666,0.8627450980392157,0.888888888888889,0.024,52,51,48,4,3,0.9230769230769232,0.9411764705882352,0.9320388349514565,7.68,49,51,47,2,4,0.9591836734693876,0.9215686274509804,0.94,126.8,52,51,45,7,6,0.8653846153846154,0.8823529411764706,0.8737864077669903,1.98,0.0,,0.0431499460625673,0.0056360953582245,0.0511111111111111,0.0004031607805192,-0.0151024811218986,-0.0077211048680463,intermediate,feature_level,0.94,126.8,5,ego|1016|971|980|989,43,49541,4,49541,11.361674308776855,80.56102752685547,11.086041450500488,42911,5697,932,1,24493,25048,24978,24563,1687,604,34.1474888150816,0.8635292483757407,0.0760679010059725,7.459555528441726,0.8905333353668705,0.09565048366001606,late
1311,47,51,44,3,7,0.9361702127659576,0.8627450980392157,0.8979591836734694,0.024,51,51,47,4,4,0.9215686274509804,0.9215686274509804,0.9215686274509804,7.68,49,51,47,2,4,0.9591836734693876,0.9215686274509804,0.94,126.8,52,51,44,8,7,0.8461538461538461,0.8627450980392157,0.854368932038835,1.98,0.0,,0.0236094437775109,0.0030837831475327,0.0420408163265306,0.000331614945467,-0.0435902516346343,-0.0222854047211832,intermediate,feature_level,0.94,126.8,5,ego|1016|971|980|989,44,49420,4,49420,11.3654146194458,80.54975128173828,11.036312103271484,42797,5723,898,2,24428,24992,24855,24565,1676,577,34.056770497519224,0.8674702279189687,0.0732928917418061,17.662690886839734,0.0,0.854368932038835,late
1312,48,51,43,5,8,0.8958333333333334,0.8431372549019608,0.8686868686868686,0.024,52,51,48,4,3,0.9230769230769232,0.9411764705882352,0.9320388349514565,7.68,48,51,46,2,5,0.9583333333333334,0.9019607843137256,0.9292929292929292,126.8,53,51,44,9,7,0.8301886792452831,0.8627450980392157,0.8461538461538461,1.98,0.0,,0.0633519662645877,0.0082748127304842,0.0606060606060606,0.0004780562614853,-0.0225330225330224,-0.0115199501702568,early,raw_level,0.9320388349514565,7.68,5,ego|1016|971|980|989,43,49329,4,49329,11.400591850280762,80.55877685546875,11.110776901245115,42672,5730,926,1,24386,24943,24763,24566,1708,606,33.95729865808679,0.8685312608729145,0.0755781934887667,6.6835205139781095,0.9487359614516417,0.04337726338707237,late
1313,48,51,42,6,9,0.875,0.8235294117647058,0.8484848484848485,0.024,52,51,47,5,4,0.903846153846154,0.9215686274509804,0.9126213592233008,7.68,49,51,47,2,4,0.9591836734693876,0.9215686274509804,0.94,126.8,56,51,44,12,7,0.7857142857142857,0.8627450980392157,0.8224299065420562,1.98,0.0,,0.0641365107384523,0.0083772871915428,0.0915151515151515,0.0007218649548428,-0.0260549419427923,-0.0133205224656402,intermediate,feature_level,0.94,126.8,5,ego|1016|971|980|989,43,49425,4,49425,11.370466232299805,80.01578521728516,11.055694580078123,42783,5735,906,1,24458,24967,24908,24517,1680,586,34.04562965150279,0.8692891415543046,0.0739458350980806,13.253421271629184,0.025,0.8018691588785047,late
1314,47,51,42,5,9,0.8936170212765957,0.8235294117647058,0.8571428571428571,0.024,51,51,48,3,3,0.9411764705882352,0.9411764705882352,0.9411764705882352,7.68,50,51,47,3,4,0.94,0.9215686274509804,0.9306930693069309,126.8,54,51,44,10,7,0.8148148148148148,0.8627450980392157,0.838095238095238,1.98,0.0,,0.0840336134453781,0.0109761773047777,0.0735502121640736,0.000580158801067,-0.019047619047619,-0.0097380465478625,early,raw_level,0.9411764705882352,7.68,5,ego|1016|971|980|989,43,49383,4,49383,11.363606452941896,80.52571105957031,11.084712028503418,42777,5687,917,2,24434,24949,24846,24537,1687,594,34.040855003210034,0.8620134870129608,0.0748436322129579,11.361567608566483,0.14470607339378438,0.7168177670604473,late
1315,46,50,42,4,8,0.9130434782608696,0.84,0.8749999999999999,0.024,51,50,45,6,5,0.8823529411764706,0.9,0.8910891089108911,7.68,47,50,43,4,7,0.9148936170212766,0.86,0.8865979381443299,126.8,54,50,44,10,6,0.8148148148148148,0.88,0.8461538461538461,1.98,0.0,,0.0160891089108912,0.0021015032537736,0.0115979381443299,9.148370467856666e-05,-0.0288461538461537,-0.014747522416234,early,raw_level,0.8910891089108911,7.68,5,ego|1016|971|980|989,42,49372,4,49372,11.370203971862791,80.56021118164062,11.087796211242676,42734,5723,914,1,24374,24998,24932,24440,1679,587,34.00663669044528,0.8674702279189687,0.074598778454355,5.993332202763191,1.0,0.0,late
1316,45,49,42,3,7,0.9333333333333332,0.8571428571428571,0.8936170212765957,0.024,54,50,48,6,2,0.8888888888888888,0.96,0.923076923076923,7.68,49,50,45,4,5,0.9183673469387756,0.9,0.9090909090909092,126.8,53,50,44,9,6,0.8301886792452831,0.88,0.8543689320388349,1.98,0.0,,0.0294599018003273,0.0038479495559466,0.0154738878143133,0.000122056917826,-0.0392480892377608,-0.0200654852953787,early,raw_level,0.923076923076923,7.68,5,ego|1016|971|980|989,42,49396,4,49396,11.378116607666016,80.57599639892578,11.111828804016112,42714,5751,930,1,24441,24955,24860,24536,1681,592,33.990721196136086,0.8717143597347525,0.0759046651669039,9.352241128519994,0.5457457460830013,0.3881007217931639,late
1317,48,49,41,7,8,0.8541666666666666,0.8367346938775511,0.845360824742268,0.024,50,50,46,4,4,0.92,0.92,0.92,7.68,48,50,45,3,5,0.9375,0.9,0.9183673469387756,126.8,53,50,42,11,8,0.7924528301886793,0.84,0.8155339805825242,1.98,0.0,,0.074639175257732,0.0097491085759838,0.0730065221965075,0.0005758702135775,-0.0298268441597437,-0.0152488978321798,early,raw_level,0.92,7.68,5,ego|1016|971|980|989,42,49443,4,49443,11.355032920837402,80.56494903564453,11.078185081481934,42806,5723,913,1,24509,24934,24922,24521,1698,586,34.06393246995836,0.8674702279189687,0.0745171605348207,7.353199215709885,0.8985100588217586,0.08276849571817745,late
1318,47,50,44,3,6,0.9361702127659576,0.88,0.9072164948453608,0.024,52,51,47,5,4,0.903846153846154,0.9215686274509804,0.9126213592233008,7.68,49,51,44,5,7,0.8979591836734694,0.8627450980392157,0.8799999999999999,126.8,54,51,42,12,9,0.7777777777777778,0.8235294117647058,0.7999999999999999,1.98,0.0,,0.00540486437794,0.0007059645216745,-0.0272164948453609,-0.0002146817603123,-0.1072164948453608,-0.0548141589188961,early,raw_level,0.9126213592233008,7.68,5,ego|1016|971|980|989,44,49484,4,49484,11.347885131835938,80.56756591796875,11.085951805114746,42819,5747,917,1,24465,25019,24887,24597,1692,592,34.074277541259335,0.8711080551896405,0.0748436322129579,4.751720999491584,1.0,0.0,late
1319,47,50,43,4,7,0.9148936170212766,0.86,0.8865979381443299,0.024,51,50,47,4,3,0.9215686274509804,0.94,0.9306930693069309,7.68,48,50,47,1,3,0.9791666666666666,0.94,0.9591836734693876,126.8,55,50,46,9,4,0.8363636363636363,0.92,0.8761904761904761,1.98,0.0,,0.0440951311626008,0.0057595521372258,0.0725857353250578,0.0005725510768998,-0.0104074619538537,-0.0053207883199661,intermediate,feature_level,0.9591836734693876,126.8,5,ego|1016|971|980|989,44,49454,4,49454,11.35008144378662,80.5759506225586,11.080289840698242,42799,5743,910,2,24421,25033,24929,24525,1704,594,34.058362046950144,0.8705017506445285,0.0742723067762178,1.7624507581860316,1.0,0.0,late
1320,47,50,42,5,8,0.8936170212765957,0.84,0.8659793814432989,0.024,51,50,47,4,3,0.9215686274509804,0.94,0.9306930693069309,7.68,49,50,47,2,3,0.9591836734693876,0.94,0.9494949494949496,126.8,54,50,44,10,6,0.8148148148148148,0.88,0.8461538461538461,1.98,0.0,,0.0647136878636318,0.0084526760532434,0.0835155680516506,0.0006587648139367,-0.0198255352894527,-0.0101357542379615,intermediate,feature_level,0.9494949494949496,126.8,5,ego|1016|971|980|989,44,49441,4,49441,11.340723037719728,80.53889465332031,11.051753044128418,42769,5780,891,1,24466,24975,24901,24540,1710,578,34.034488805486355,0.8761100676868143,0.072721566305066,1.0424265162569846,1.0,0.0,late
1321,48,50,44,4,6,0.9166666666666666,0.88,0.8979591836734694,0.024,50,50,47,3,3,0.94,0.94,0.94,7.68,50,50,46,4,4,0.92,0.92,0.92,126.8,55,50,47,8,3,0.8545454545454545,0.94,0.8952380952380952,1.98,0.0,,0.0420408163265305,0.0054912247030473,0.0220408163265306,0.0001738563791768,-0.0027210884353742,-0.0013911495068375,early,raw_level,0.94,7.68,5,ego|1016|971|980|989,44,49576,4,49576,11.305498123168944,79.99274444580078,11.017210960388184,42938,5762,876,0,24484,25092,24985,24591,1693,567,34.16897473239901,0.8733816972338104,0.0714972975120514,4.454062446242704,1.0,0.0,late
1322,48,50,44,4,6,0.9166666666666666,0.88,0.8979591836734694,0.024,50,50,47,3,3,0.94,0.94,0.94,7.68,50,50,47,3,3,0.94,0.94,0.94,126.8,54,50,45,9,5,0.8333333333333334,0.9,0.8653846153846153,1.98,0.0,,0.0420408163265305,0.0054912247030473,0.0420408163265305,0.000331614945467,-0.032574568288854,-0.0166536647693528,early,raw_level,0.94,7.68,5,ego|1016|971|980|989,44,49384,4,49384,11.314976692199709,80.57255554199219,11.02169418334961,42774,5728,881,1,24425,24959,24833,24551,1671,569,34.03846767906366,0.8682281086003586,0.0719053871097229,1.6663857022965956,1.0,0.0,late
1323,46,50,44,2,6,0.9565217391304348,0.88,0.9166666666666666,0.024,50,50,47,3,3,0.94,0.94,0.94,7.68,50,50,46,4,4,0.92,0.92,0.92,126.8,58,50,45,13,5,0.7758620689655172,0.9,0.8333333333333334,1.98,0.0,,0.0233333333333333,0.0030477185649599,0.0033333333333334,2.62930943816922e-05,-0.0833333333333332,-0.0426039536468983,early,raw_level,0.94,7.68,5,ego|1016|971|980|989,44,49432,4,49432,11.319135665893556,80.5698471069336,11.042251586914062,42792,5765,874,1,24471,24961,24805,24627,1701,568,34.05279162394193,0.8738364256426444,0.0713340616729828,3.01262490431073,1.0,0.0,late
