name,accuracy,mean_payload_Mbit,mean_f1,n_features,include_csi
channel_oracle,1.0,0.4125656565656566,0.8787875888182548,0,True
fixed_late,0.8013468013468014,0.023999999999999997,0.8689685944930708,0,False
fixed_compressed,0.19865319865319866,1.9799999999999998,0.4804602413393781,0,False
rf_baseline,0.6885521885521886,0.5014747474747474,0.7671133791131609,21,False
rf_csi,0.835016835016835,0.5706262626262626,0.8722601254458432,22,True
