split,budget,rician_K,snr_db,feed,bler_F,F1,payload,rho_feature_request,note
culver,0.2,3.0,8.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.2,3.0,10.0,rayleigh=0,1.0,0.86828,0.08547,0.0636,bracketing variant / not deployed behavior
culver,0.2,3.0,12.0,rayleigh=0,1.0,0.86788,0.09074,0.0691,bracketing variant / not deployed behavior
culver,0.2,3.0,14.0,rayleigh=0,1.0,0.86761,0.0925,0.0709,bracketing variant / not deployed behavior
culver,0.2,3.0,16.0,rayleigh=0,1.0,0.86761,0.08899,0.0673,bracketing variant / not deployed behavior
culver,0.2,3.0,18.0,rayleigh=0,1.0,0.86812,0.08723,0.0655,bracketing variant / not deployed behavior
culver,0.2,3.0,20.0,rayleigh=0,1.0,0.86788,0.08899,0.0673,bracketing variant / not deployed behavior
culver,0.3,3.0,0.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.3,3.0,2.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.3,3.0,4.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.3,3.0,6.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.3,3.0,8.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.3,3.0,10.0,rayleigh=0,1.0,0.82945,0.44904,0.44,bracketing variant / not deployed behavior
culver,0.3,3.0,12.0,rayleigh=0,1.0,0.82198,0.49646,0.4891,bracketing variant / not deployed behavior
culver,0.3,3.0,14.0,rayleigh=0,1.0,0.81699,0.52808,0.5218,bracketing variant / not deployed behavior
culver,0.3,3.0,16.0,rayleigh=0,1.0,0.81601,0.53335,0.5273,bracketing variant / not deployed behavior
culver,0.3,3.0,18.0,rayleigh=0,1.0,0.81565,0.5351,0.5291,bracketing variant / not deployed behavior
culver,0.3,3.0,20.0,rayleigh=0,1.0,0.81578,0.53335,0.5273,bracketing variant / not deployed behavior
culver,0.1,10.0,0.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.1,10.0,2.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.1,10.0,4.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.1,10.0,6.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.1,10.0,8.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.1,10.0,10.0,rayleigh=0,1.0,0.87032,0.03629,0.0127,bracketing variant / not deployed behavior
culver,0.1,10.0,12.0,rayleigh=0,1.0,0.87001,0.03805,0.0145,bracketing variant / not deployed behavior
culver,0.1,10.0,14.0,rayleigh=0,1.0,0.86985,0.03981,0.0164,bracketing variant / not deployed behavior
culver,0.1,10.0,16.0,rayleigh=0,0.958,0.86997,0.03981,0.0164,bracketing variant / not deployed behavior
culver,0.1,10.0,18.0,rayleigh=0,0.7071,0.87069,0.03981,0.0164,bracketing variant / not deployed behavior
culver,0.1,10.0,20.0,rayleigh=0,0.3531,0.87171,0.03981,0.0164,bracketing variant / not deployed behavior
culver,0.2,10.0,0.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.2,10.0,2.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.2,10.0,4.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.2,10.0,6.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.2,10.0,8.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.2,10.0,10.0,rayleigh=0,1.0,0.86828,0.08547,0.0636,bracketing variant / not deployed behavior
culver,0.2,10.0,12.0,rayleigh=0,1.0,0.86788,0.09074,0.0691,bracketing variant / not deployed behavior
culver,0.2,10.0,14.0,rayleigh=0,1.0,0.86761,0.0925,0.0709,bracketing variant / not deployed behavior
culver,0.2,10.0,16.0,rayleigh=0,0.958,0.86801,0.08899,0.0673,bracketing variant / not deployed behavior
culver,0.2,10.0,18.0,rayleigh=0,0.7071,0.87078,0.08723,0.0655,bracketing variant / not deployed behavior
culver,0.2,10.0,20.0,rayleigh=0,0.3531,0.87395,0.08899,0.0673,bracketing variant / not deployed behavior
culver,0.3,10.0,0.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.3,10.0,2.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.3,10.0,4.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.3,10.0,6.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.3,10.0,8.0,rayleigh=0,1.0,0.87216,0.024,0.0,bracketing variant / not deployed behavior
culver,0.3,10.0,10.0,rayleigh=0,1.0,0.82945,0.44904,0.44,bracketing variant / not deployed behavior
culver,0.3,10.0,12.0,rayleigh=0,1.0,0.82198,0.49646,0.4891,bracketing variant / not deployed behavior
culver,0.3,10.0,14.0,rayleigh=0,1.0,0.81699,0.52808,0.5218,bracketing variant / not deployed behavior
culver,0.3,10.0,16.0,rayleigh=0,0.958,0.82007,0.53335,0.5273,bracketing variant / not deployed behavior
culver,0.3,10.0,18.0,rayleigh=0,0.7071,0.84413,0.5351,0.5291,bracketing variant / not deployed behavior
culver,0.3,10.0,20.0,rayleigh=0,0.3531,0.87851,0.53335,0.5273,bracketing variant / not deployed behavior
