frame,n_cav,has_collab,n_box_p0.0,f1_p0.0,n_box_p0.001,f1_p0.001,lost_elem_frac_p0.001,lost_cw_p0.001,n_box_p0.01,f1_p0.01,lost_elem_frac_p0.01,lost_cw_p0.01,n_box_p0.05,f1_p0.05,lost_elem_frac_p0.05,lost_cw_p0.05,n_box_p0.1,f1_p0.1,lost_elem_frac_p0.1,lost_cw_p0.1,n_box_p0.25,f1_p0.25,lost_elem_frac_p0.25,lost_cw_p0.25,n_box_p0.5,f1_p0.5,lost_elem_frac_p0.5,lost_cw_p0.5
327,2,1,13,1.0,13,1.0,0.000798,10,13,1.0,0.010813,134,13,1.0,0.052482,655,12,0.9600000000000001,0.094762,1185,12,0.9600000000000001,0.246176,3085,13,1.0,0.502623,6285
328,2,1,13,1.0,13,1.0,0.000798,10,13,1.0,0.01008,124,13,1.0,0.049324,611,13,1.0,0.100944,1261,12,0.9600000000000001,0.251227,3125,12,0.9600000000000001,0.503946,6309
329,2,1,13,1.0,13,1.0,0.00131,16,13,1.0,0.009984,123,13,1.0,0.048594,603,13,1.0,0.102196,1273,13,1.0,0.244368,3059,13,1.0,0.494766,6184
330,2,1,12,1.0,12,1.0,0.000821,10,12,1.0,0.010267,127,12,1.0,0.049629,621,12,1.0,0.099467,1235,12,1.0,0.24906,3099,11,0.8695652173913043,0.506422,6328
331,2,1,12,1.0,12,1.0,0.001077,14,12,1.0,0.010188,125,12,1.0,0.047754,601,12,1.0,0.099578,1243,12,1.0,0.252027,3148,13,0.9600000000000001,0.49505,6216
332,2,1,12,1.0,12,1.0,0.000767,9,12,1.0,0.009034,114,12,1.0,0.046863,585,12,1.0,0.102246,1275,12,1.0,0.249428,3117,12,0.9166666666666666,0.504658,6323
333,2,1,12,1.0,12,1.0,0.000628,8,12,1.0,0.012202,151,12,1.0,0.049294,617,12,1.0,0.102058,1271,12,0.9166666666666666,0.256146,3192,12,0.9166666666666666,0.509462,6375
334,2,1,12,1.0,12,1.0,0.001077,13,12,1.0,0.010284,125,12,1.0,0.05262,659,11,0.9565217391304348,0.103352,1299,13,0.9600000000000001,0.246147,3082,12,0.9166666666666666,0.502269,6272
335,2,1,12,1.0,12,1.0,0.00148,18,12,1.0,0.012451,160,12,1.0,0.050583,635,12,1.0,0.099689,1257,12,1.0,0.255414,3188,11,0.9565217391304348,0.50197,6259
336,2,1,12,1.0,12,1.0,0.000767,9,12,1.0,0.012622,157,12,1.0,0.049403,617,12,1.0,0.104978,1309,12,1.0,0.253249,3173,11,0.9565217391304348,0.497077,6223
337,2,1,12,1.0,12,1.0,0.000597,8,12,1.0,0.00983,124,12,1.0,0.050223,621,12,0.9166666666666666,0.100779,1252,12,1.0,0.24773,3095,12,0.9166666666666666,0.499196,6259
338,2,1,12,1.0,12,1.0,0.001077,14,12,1.0,0.010026,125,12,1.0,0.048965,611,12,1.0,0.104171,1306,12,0.9166666666666666,0.250426,3112,12,1.0,0.50158,6278
339,2,1,12,1.0,12,1.0,0.001255,16,12,1.0,0.010242,125,12,1.0,0.052451,658,12,1.0,0.10067,1255,12,1.0,0.252761,3179,12,1.0,0.510238,6403
340,2,1,12,1.0,12,1.0,0.001131,14,12,1.0,0.011038,137,12,0.9166666666666666,0.051857,653,12,1.0,0.101048,1265,12,0.9166666666666666,0.250273,3124,12,0.8333333333333334,0.498853,6259
341,2,1,12,1.0,12,1.0,0.000937,11,12,1.0,0.010863,134,12,1.0,0.04562,564,12,1.0,0.101448,1256,11,0.8695652173913043,0.253201,3170,13,0.7199999999999999,0.506427,6342
342,2,1,12,1.0,12,1.0,0.000969,12,12,1.0,0.01029,126,12,1.0,0.050532,626,12,1.0,0.094825,1182,12,1.0,0.257012,3195,12,0.8333333333333334,0.505854,6338
343,2,1,12,1.0,12,1.0,0.001395,17,12,1.0,0.009708,121,12,0.9166666666666666,0.04974,624,12,1.0,0.103981,1292,12,0.9166666666666666,0.252039,3151,12,0.9166666666666666,0.497243,6231
344,2,1,12,1.0,12,1.0,0.000852,11,12,1.0,0.009504,120,12,1.0,0.051226,629,12,1.0,0.098937,1238,12,1.0,0.249955,3139,12,0.8333333333333334,0.503244,6293
345,2,1,12,1.0,12,1.0,0.000767,9,12,1.0,0.008833,112,12,1.0,0.056488,707,12,1.0,0.100894,1276,12,0.9166666666666666,0.257899,3224,12,0.9166666666666666,0.511354,6396
346,2,1,12,1.0,12,1.0,0.000906,11,12,1.0,0.011273,138,12,1.0,0.05387,669,12,1.0,0.10433,1287,12,0.9166666666666666,0.243642,3044,11,0.9565217391304348,0.509491,6376
347,2,1,12,1.0,12,1.0,0.001216,16,12,1.0,0.009398,118,12,1.0,0.052331,651,12,1.0,0.100388,1258,11,0.8695652173913043,0.252185,3135,12,0.9166666666666666,0.500233,6273
348,2,1,12,1.0,12,1.0,0.001,13,12,1.0,0.008639,108,12,1.0,0.047302,592,12,1.0,0.097926,1237,12,1.0,0.248166,3118,11,0.9565217391304348,0.498636,6236
349,2,1,12,1.0,12,1.0,0.000937,12,13,0.8799999999999999,0.010381,132,12,1.0,0.049761,619,12,1.0,0.105106,1317,12,0.9166666666666666,0.245526,3058,12,1.0,0.499533,6246
350,2,1,12,1.0,12,1.0,0.000883,11,12,1.0,0.010398,130,12,1.0,0.053359,661,12,1.0,0.102158,1268,13,0.9600000000000001,0.247439,3107,14,0.923076923076923,0.499919,6254
351,2,1,12,1.0,12,1.0,0.000597,8,12,1.0,0.009011,112,12,1.0,0.05148,650,12,1.0,0.098696,1238,12,1.0,0.248586,3110,12,0.9166666666666666,0.503762,6313
352,2,1,12,1.0,12,1.0,0.000883,11,12,1.0,0.009345,116,12,1.0,0.052491,645,12,1.0,0.105134,1303,12,0.9166666666666666,0.250226,3131,12,0.8333333333333334,0.50334,6281
353,2,1,12,1.0,12,1.0,0.000821,10,12,1.0,0.0108,134,12,1.0,0.04947,627,13,0.9600000000000001,0.097279,1222,12,1.0,0.254069,3177,12,0.9166666666666666,0.500548,6265
354,2,1,12,1.0,12,1.0,0.00131,18,12,1.0,0.012101,151,12,1.0,0.052108,653,12,1.0,0.100456,1238,12,1.0,0.255096,3176,11,0.9565217391304348,0.506856,6354
355,2,1,12,1.0,12,1.0,0.000937,11,12,1.0,0.007741,97,12,1.0,0.050152,621,12,1.0,0.104022,1296,12,1.0,0.248381,3102,12,0.9166666666666666,0.502961,6293
356,2,1,12,1.0,12,1.0,0.001085,14,12,1.0,0.010653,132,12,1.0,0.054035,674,12,1.0,0.09906,1233,12,1.0,0.246667,3057,11,0.9565217391304348,0.498707,6244
357,2,1,12,1.0,12,1.0,0.001085,15,12,1.0,0.008554,107,12,1.0,0.051549,646,12,1.0,0.097361,1207,12,1.0,0.250141,3138,13,0.9600000000000001,0.508672,6367
358,2,1,12,1.0,12,1.0,0.001023,14,12,1.0,0.010141,124,12,1.0,0.050685,635,12,1.0,0.098214,1233,12,1.0,0.248998,3107,12,1.0,0.486215,6084
359,2,1,12,1.0,12,1.0,0.001131,14,12,1.0,0.010119,126,12,1.0,0.049337,614,12,1.0,0.098845,1228,12,1.0,0.251629,3153,14,0.923076923076923,0.497251,6232
360,2,1,12,1.0,12,1.0,0.000883,11,11,0.9565217391304348,0.008939,112,12,1.0,0.049962,620,12,1.0,0.103834,1285,12,1.0,0.252727,3162,12,1.0,0.49536,6209
361,2,1,12,1.0,12,1.0,0.001247,15,12,1.0,0.010149,129,11,0.9565217391304348,0.051657,645,11,0.9565217391304348,0.099493,1249,12,1.0,0.248251,3107,12,1.0,0.506481,6325
362,2,1,12,1.0,12,1.0,0.00068,8,12,1.0,0.009621,119,12,1.0,0.055242,691,12,1.0,0.101491,1267,12,1.0,0.249305,3107,12,1.0,0.500652,6278
363,2,1,13,1.0,13,1.0,0.001224,15,13,1.0,0.009367,116,13,1.0,0.05349,670,12,0.9600000000000001,0.10036,1259,12,0.9600000000000001,0.258972,3220,13,0.9230769230769231,0.501723,6268
364,2,1,13,1.0,13,1.0,0.000883,12,13,1.0,0.008283,106,13,1.0,0.05133,638,13,1.0,0.104713,1302,13,1.0,0.24732,3099,13,1.0,0.506576,6345
365,2,1,13,1.0,13,1.0,0.001449,18,13,1.0,0.011397,142,13,1.0,0.052173,646,13,1.0,0.098608,1225,13,1.0,0.249334,3100,13,1.0,0.503248,6316
366,2,1,13,1.0,13,1.0,0.001247,15,13,1.0,0.010529,130,13,1.0,0.049533,621,13,1.0,0.099453,1236,13,1.0,0.250111,3121,13,1.0,0.508185,6371
367,2,1,13,1.0,13,1.0,0.001054,14,13,1.0,0.009512,118,13,1.0,0.051465,643,13,1.0,0.108258,1345,13,1.0,0.258427,3233,13,1.0,0.505524,6325
368,2,1,13,1.0,13,1.0,0.000937,11,13,1.0,0.009288,114,13,1.0,0.050996,634,13,1.0,0.09898,1237,13,1.0,0.250046,3133,13,1.0,0.500065,6268
369,2,1,13,0.9600000000000001,13,0.9600000000000001,0.001162,14,13,0.9600000000000001,0.008987,110,13,0.9600000000000001,0.050294,631,13,0.9600000000000001,0.100837,1260,13,0.9600000000000001,0.257396,3201,13,0.9600000000000001,0.498519,6243
370,2,1,12,1.0,12,1.0,0.000906,12,12,1.0,0.01018,128,12,1.0,0.054019,670,12,1.0,0.100391,1255,12,1.0,0.256011,3194,12,1.0,0.501843,6279
371,2,1,12,1.0,12,1.0,0.000852,10,12,1.0,0.009405,118,12,1.0,0.047684,597,12,1.0,0.104367,1298,12,1.0,0.245633,3076,12,1.0,0.500789,6269
372,2,1,12,1.0,12,1.0,0.001108,13,12,1.0,0.009468,119,12,1.0,0.052037,650,12,1.0,0.092856,1159,12,1.0,0.254972,3180,12,1.0,0.506021,6313
373,2,1,12,1.0,12,1.0,0.001108,13,12,1.0,0.010599,134,12,1.0,0.050637,631,12,1.0,0.099848,1241,12,1.0,0.249917,3130,12,1.0,0.50837,6375
374,2,1,12,1.0,12,1.0,0.000946,13,12,1.0,0.009955,124,12,1.0,0.051433,644,12,1.0,0.098236,1221,13,0.9600000000000001,0.249708,3116,12,0.9166666666666666,0.503317,6325
375,2,1,12,0.9600000000000001,12,0.9600000000000001,0.000775,11,12,0.9600000000000001,0.011165,136,12,0.9600000000000001,0.051811,649,12,0.9600000000000001,0.099746,1247,12,0.9600000000000001,0.256147,3180,11,0.9166666666666666,0.508295,6360
376,2,1,12,0.9600000000000001,12,0.9600000000000001,0.001,13,12,0.9600000000000001,0.007002,87,12,0.9600000000000001,0.049934,616,12,0.8799999999999999,0.096843,1216,12,0.9600000000000001,0.250276,3130,13,0.9230769230769231,0.510062,6391
377,2,1,12,0.9600000000000001,12,0.9600000000000001,0.000682,8,12,0.9600000000000001,0.009034,113,13,1.0,0.050423,631,12,0.9600000000000001,0.101741,1267,13,1.0,0.250469,3113,14,0.962962962962963,0.496282,6223
378,2,1,12,0.9600000000000001,12,0.9600000000000001,0.000906,12,12,0.9600000000000001,0.012366,152,12,0.9600000000000001,0.051507,646,12,0.9600000000000001,0.101374,1276,12,0.9600000000000001,0.252691,3159,13,1.0,0.500852,6276
379,2,1,12,0.9600000000000001,12,0.9600000000000001,0.000713,9,12,0.9600000000000001,0.00836,105,12,0.9600000000000001,0.047409,595,12,0.9600000000000001,0.099715,1255,12,0.9600000000000001,0.252247,3149,12,0.9600000000000001,0.505709,6319
380,2,1,12,0.9600000000000001,12,0.9600000000000001,0.001077,13,12,0.9600000000000001,0.010893,135,12,0.9600000000000001,0.049386,612,12,0.9600000000000001,0.100089,1249,12,0.9600000000000001,0.247673,3102,14,0.962962962962963,0.506146,6340
381,2,1,12,0.9600000000000001,12,0.9600000000000001,0.000883,11,12,0.9600000000000001,0.010505,131,12,0.9600000000000001,0.050538,627,12,0.9600000000000001,0.102984,1302,12,0.9600000000000001,0.251912,3141,14,0.888888888888889,0.496975,6227
382,2,1,13,0.9230769230769231,13,0.9230769230769231,0.000597,7,13,0.9230769230769231,0.009708,120,13,0.9230769230769231,0.052342,657,14,0.888888888888889,0.096986,1207,13,0.9230769230769231,0.249835,3131,14,0.8148148148148148,0.499827,6269
383,2,1,12,1.0,12,1.0,0.000736,9,12,1.0,0.011389,145,11,0.9565217391304348,0.048594,610,12,1.0,0.102217,1269,12,1.0,0.248271,3100,12,1.0,0.503566,6310
384,2,1,11,0.9565217391304348,11,0.9565217391304348,0.000542,7,11,0.9565217391304348,0.00877,109,11,0.9565217391304348,0.050221,625,11,0.9565217391304348,0.10455,1307,11,0.9565217391304348,0.250813,3133,14,0.923076923076923,0.497784,6226
385,2,1,12,1.0,12,1.0,0.000767,10,12,1.0,0.011024,138,12,1.0,0.05319,660,12,1.0,0.1051,1304,12,1.0,0.258473,3230,13,0.9600000000000001,0.496384,6221
386,2,1,12,1.0,12,1.0,0.000713,9,12,1.0,0.010768,138,12,1.0,0.050267,629,12,1.0,0.103853,1301,12,1.0,0.251066,3141,13,0.9600000000000001,0.503501,6306
387,2,1,12,1.0,12,1.0,0.001193,14,12,1.0,0.010698,133,12,1.0,0.048858,611,12,1.0,0.100747,1253,11,0.9565217391304348,0.248107,3092,11,0.9565217391304348,0.509655,6384
388,2,1,12,1.0,12,1.0,0.001596,20,12,1.0,0.008228,101,12,1.0,0.053731,672,12,1.0,0.100281,1247,13,0.9600000000000001,0.252645,3164,12,0.9166666666666666,0.508233,6373
389,2,1,12,1.0,12,1.0,0.000852,10,12,1.0,0.009543,122,12,1.0,0.04972,617,12,1.0,0.103703,1289,12,1.0,0.250329,3129,13,0.9600000000000001,0.503083,6303
390,2,1,12,0.9565217391304348,12,0.9565217391304348,0.001193,15,12,0.9565217391304348,0.010944,135,12,0.9565217391304348,0.05058,633,12,0.9565217391304348,0.0923,1152,12,0.9565217391304348,0.256384,3206,14,0.88,0.500184,6270
391,2,1,11,1.0,11,1.0,0.000682,8,11,1.0,0.01114,141,11,1.0,0.050068,624,10,0.9523809523809523,0.100794,1257,11,0.9090909090909091,0.248582,3100,11,0.9090909090909091,0.493254,6182
392,2,1,11,1.0,11,1.0,0.001108,14,11,1.0,0.011265,140,11,1.0,0.049904,619,11,1.0,0.099394,1244,11,1.0,0.257826,3224,11,1.0,0.500226,6266
393,2,1,11,1.0,11,1.0,0.000798,10,11,1.0,0.009949,125,11,1.0,0.048244,598,11,1.0,0.103251,1292,11,1.0,0.24806,3084,11,1.0,0.50531,6303
394,2,1,11,1.0,11,1.0,0.000597,7,11,1.0,0.009995,124,11,1.0,0.051025,632,11,1.0,0.102975,1292,11,1.0,0.245716,3075,12,0.9565217391304348,0.505583,6323
395,2,1,11,1.0,11,1.0,0.001185,16,11,1.0,0.010072,127,11,1.0,0.052611,658,11,1.0,0.100268,1245,11,1.0,0.248022,3096,11,1.0,0.497389,6232
396,2,1,11,1.0,11,1.0,0.000992,12,11,1.0,0.010219,125,11,1.0,0.051504,648,11,1.0,0.104543,1311,11,1.0,0.249508,3121,10,0.9523809523809523,0.502044,6296
397,2,1,11,1.0,11,1.0,0.000767,9,11,1.0,0.011978,150,11,1.0,0.05517,685,11,1.0,0.09956,1240,11,1.0,0.248057,3096,12,0.9565217391304348,0.504996,6316
398,2,1,11,1.0,11,1.0,0.00096,12,11,1.0,0.009173,116,11,1.0,0.053136,656,10,0.9523809523809523,0.096307,1209,10,0.9523809523809523,0.251864,3170,12,0.9565217391304348,0.501061,6258
399,2,1,11,1.0,11,1.0,0.001077,13,11,1.0,0.008552,108,11,1.0,0.052093,653,11,1.0,0.102637,1288,11,1.0,0.248289,3105,12,0.9565217391304348,0.505054,6308
400,2,1,11,1.0,11,1.0,0.000713,10,11,1.0,0.010457,132,11,1.0,0.055775,686,11,1.0,0.101282,1262,11,1.0,0.253815,3166,11,1.0,0.5079,6350
401,2,1,11,1.0,11,1.0,0.000628,8,11,1.0,0.009675,122,11,1.0,0.048876,607,11,1.0,0.111856,1407,12,0.9565217391304348,0.25154,3151,13,0.9166666666666666,0.503688,6297
402,2,1,11,1.0,11,1.0,0.000906,12,11,1.0,0.01025,129,11,1.0,0.049311,608,11,1.0,0.101308,1259,10,0.9523809523809523,0.250388,3131,11,1.0,0.501278,6288
403,2,1,10,0.9523809523809523,10,0.9523809523809523,0.00148,19,10,0.9523809523809523,0.0087,112,10,0.9523809523809523,0.048834,616,10,0.9523809523809523,0.099439,1242,11,0.9090909090909091,0.247109,3098,9,0.9,0.50571,6317
404,2,1,7,1.0,7,1.0,0.000713,9,7,1.0,0.010963,137,7,1.0,0.049295,612,7,1.0,0.102706,1288,7,1.0,0.249623,3124,8,0.9333333333333333,0.496027,6199
405,2,1,7,0.9333333333333333,7,0.9333333333333333,0.001108,13,7,0.9333333333333333,0.009729,123,7,0.9333333333333333,0.051503,637,7,0.9333333333333333,0.101305,1264,7,0.9333333333333333,0.25418,3167,7,0.9333333333333333,0.500241,6252
406,2,1,7,0.9333333333333333,7,0.9333333333333333,0.001193,14,7,0.9333333333333333,0.010473,129,7,0.9333333333333333,0.050902,649,7,0.9333333333333333,0.099302,1249,7,0.9333333333333333,0.2554,3188,7,0.9333333333333333,0.49841,6238
407,2,1,7,0.9333333333333333,7,0.9333333333333333,0.001023,12,7,0.9333333333333333,0.00812,102,7,0.9333333333333333,0.051433,642,7,0.9333333333333333,0.098202,1230,7,0.9333333333333333,0.247261,3086,7,0.9333333333333333,0.504223,6329
408,2,1,8,1.0,8,1.0,0.000992,12,8,1.0,0.010621,130,8,1.0,0.049136,614,7,0.9333333333333333,0.100837,1265,8,0.875,0.255568,3197,6,0.8571428571428571,0.500496,6265
409,2,1,8,1.0,8,1.0,0.00165,21,8,1.0,0.011832,147,8,1.0,0.051514,646,8,1.0,0.101109,1267,8,1.0,0.25237,3156,8,0.875,0.501807,6277
410,2,1,8,1.0,8,1.0,0.001054,13,8,1.0,0.010227,125,8,1.0,0.051928,647,8,1.0,0.103072,1286,7,0.9333333333333333,0.254463,3172,9,0.823529411764706,0.499789,6264
411,2,1,8,1.0,8,1.0,0.000852,10,8,1.0,0.009079,110,8,1.0,0.050641,622,8,1.0,0.098888,1232,8,1.0,0.251361,3153,8,1.0,0.500321,6263
412,2,1,8,1.0,8,1.0,0.001449,17,8,1.0,0.009218,114,8,1.0,0.04961,613,8,1.0,0.099942,1255,8,0.875,0.253532,3165,7,0.7999999999999999,0.501665,6285
413,2,1,8,1.0,8,1.0,0.001162,14,8,1.0,0.009901,121,8,1.0,0.047963,595,8,1.0,0.098722,1240,8,1.0,0.255931,3197,7,0.9333333333333333,0.503051,6300
414,2,1,8,1.0,8,1.0,0.001131,15,8,1.0,0.009871,126,8,1.0,0.047845,602,8,1.0,0.097978,1227,8,0.875,0.249892,3128,8,0.875,0.501672,6277
415,2,1,9,0.9411764705882353,9,0.9411764705882353,0.000798,10,8,1.0,0.008739,107,9,0.9411764705882353,0.047271,591,9,0.9411764705882353,0.100096,1249,7,0.9333333333333333,0.2509,3140,8,0.875,0.503819,6297
416,2,1,8,1.0,8,1.0,0.000651,8,8,1.0,0.01094,136,8,1.0,0.053328,665,8,1.0,0.104763,1291,8,1.0,0.249855,3129,8,0.875,0.49711,6226
417,2,1,8,1.0,8,1.0,0.001108,14,8,1.0,0.010809,136,8,1.0,0.050184,632,8,1.0,0.104433,1294,8,0.875,0.248647,3113,7,0.7999999999999999,0.503088,6290
418,2,1,8,1.0,8,1.0,0.000937,12,8,1.0,0.010265,129,8,1.0,0.04755,598,8,1.0,0.102279,1280,8,0.875,0.250862,3130,9,0.823529411764706,0.498068,6245
419,2,1,8,1.0,8,1.0,0.001224,15,8,1.0,0.008872,108,8,1.0,0.049677,623,8,1.0,0.102706,1269,9,0.9411764705882353,0.248977,3097,7,0.7999999999999999,0.510438,6374
420,2,1,8,1.0,8,1.0,0.000875,11,8,1.0,0.009623,121,8,1.0,0.051825,635,8,1.0,0.094376,1189,8,1.0,0.250942,3124,8,0.875,0.500931,6268
421,2,1,8,1.0,8,1.0,0.000969,12,8,1.0,0.011266,140,8,1.0,0.052918,653,8,1.0,0.100919,1256,8,1.0,0.246315,3074,8,1.0,0.501212,6273
422,2,1,8,1.0,8,1.0,0.000798,10,8,1.0,0.01035,131,8,1.0,0.051365,639,8,1.0,0.097718,1218,8,0.875,0.245496,3078,9,0.9411764705882353,0.506943,6346
423,2,1,8,1.0,8,1.0,0.000852,10,8,1.0,0.00949,122,8,1.0,0.047999,598,9,0.9411764705882353,0.097823,1220,8,1.0,0.249775,3138,9,0.9411764705882353,0.498815,6243
424,2,1,8,1.0,8,1.0,0.001472,18,8,1.0,0.009182,116,8,1.0,0.049081,615,9,0.9411764705882353,0.101649,1271,8,0.875,0.246581,3080,9,0.9411764705882353,0.504117,6312
425,2,1,8,1.0,8,1.0,0.000906,11,8,1.0,0.009003,114,8,1.0,0.049504,623,8,1.0,0.105973,1326,8,1.0,0.245173,3060,8,1.0,0.494509,6193
426,2,1,8,1.0,8,1.0,0.001875,23,8,1.0,0.008979,110,8,1.0,0.049655,621,8,0.875,0.098563,1228,8,0.875,0.253034,3152,7,0.9333333333333333,0.50156,6259
427,2,1,8,1.0,8,1.0,0.001,13,8,1.0,0.010652,131,8,1.0,0.051485,649,8,1.0,0.097404,1214,8,1.0,0.255308,3186,8,1.0,0.502894,6285
428,2,1,8,1.0,8,1.0,0.001418,18,8,1.0,0.01059,130,8,1.0,0.049743,614,8,0.875,0.105869,1319,8,0.875,0.250004,3116,9,0.9411764705882353,0.506025,6337
429,2,1,8,1.0,8,1.0,0.001193,15,8,1.0,0.009995,123,8,1.0,0.048467,612,8,1.0,0.103402,1287,8,1.0,0.253337,3169,8,1.0,0.494958,6186
430,2,1,8,1.0,8,1.0,0.001023,12,8,1.0,0.010465,135,8,1.0,0.052886,659,8,1.0,0.098294,1228,8,1.0,0.253443,3180,8,1.0,0.49831,6228
431,2,1,8,1.0,8,1.0,0.001139,14,8,1.0,0.009079,114,8,1.0,0.052182,651,8,1.0,0.106124,1321,8,1.0,0.251195,3130,8,1.0,0.501185,6278
432,2,1,9,0.9411764705882353,9,0.9411764705882353,0.000937,11,9,0.9411764705882353,0.009402,118,9,0.9411764705882353,0.045905,572,9,0.9411764705882353,0.104804,1309,9,0.9411764705882353,0.252131,3129,9,0.9411764705882353,0.506648,6343
433,2,1,8,1.0,8,1.0,0.001255,17,8,1.0,0.010457,129,8,1.0,0.050047,617,8,1.0,0.104628,1312,8,1.0,0.245275,3071,8,1.0,0.506771,6352
434,2,1,8,1.0,8,1.0,0.001364,17,8,1.0,0.0096,120,8,1.0,0.047725,603,8,1.0,0.100519,1253,8,1.0,0.2463,3070,7,0.9333333333333333,0.497362,6228
435,2,1,8,1.0,8,1.0,0.001426,18,8,1.0,0.010271,128,8,1.0,0.054748,684,8,1.0,0.101311,1244,8,1.0,0.247913,3088,8,1.0,0.491259,6166
436,2,1,8,1.0,8,1.0,0.001046,13,8,1.0,0.010358,129,8,1.0,0.04877,611,8,1.0,0.104041,1294,8,1.0,0.254379,3187,8,1.0,0.497937,6233
437,2,1,8,1.0,8,1.0,0.001232,17,8,1.0,0.011181,140,8,1.0,0.050754,639,8,1.0,0.10086,1263,8,1.0,0.248662,3119,8,1.0,0.506046,6333
438,2,1,8,1.0,8,1.0,0.000736,9,8,1.0,0.01076,133,8,1.0,0.049865,624,8,1.0,0.102312,1274,7,0.9333333333333333,0.259932,3249,8,1.0,0.49864,6238
439,2,1,8,1.0,8,1.0,0.001054,13,8,1.0,0.010676,130,8,1.0,0.051901,656,8,1.0,0.104904,1310,8,1.0,0.255647,3192,9,0.9411764705882353,0.499475,6247
440,2,1,8,1.0,8,1.0,0.000929,12,8,1.0,0.011801,146,8,1.0,0.051213,648,8,1.0,0.101365,1275,8,1.0,0.24872,3111,7,0.9333333333333333,0.508159,6355
441,2,1,8,1.0,8,1.0,0.000364,5,8,1.0,0.008508,108,8,1.0,0.051261,641,8,1.0,0.100762,1252,8,1.0,0.247228,3073,8,1.0,0.492802,6163
442,2,1,8,1.0,8,1.0,0.000852,10,8,1.0,0.009855,121,8,1.0,0.048187,604,8,1.0,0.097461,1220,8,1.0,0.247515,3087,7,0.9333333333333333,0.500951,6265
443,2,1,8,1.0,8,1.0,0.001139,15,8,1.0,0.009931,123,8,1.0,0.052373,655,8,1.0,0.101242,1266,9,0.9411764705882353,0.24837,3097,9,0.9411764705882353,0.501178,6288
444,2,1,8,1.0,8,1.0,0.000705,9,8,1.0,0.010793,139,8,1.0,0.048941,610,8,1.0,0.1027,1278,8,1.0,0.252791,3143,8,1.0,0.508718,6355
445,2,1,8,1.0,8,1.0,0.001139,14,8,1.0,0.010529,129,8,1.0,0.048724,613,8,1.0,0.100381,1257,7,0.9333333333333333,0.247572,3090,8,1.0,0.500739,6262
446,2,1,8,1.0,8,1.0,0.001054,13,8,1.0,0.011404,142,8,1.0,0.049149,614,8,1.0,0.099743,1244,8,1.0,0.253918,3177,7,0.9333333333333333,0.503252,6288
447,2,1,8,1.0,8,1.0,0.001054,13,8,1.0,0.009437,119,8,1.0,0.049947,624,8,1.0,0.095744,1197,8,1.0,0.253735,3166,7,0.9333333333333333,0.500887,6248
448,2,1,8,1.0,8,1.0,0.000597,8,8,1.0,0.011953,151,8,1.0,0.051484,640,8,1.0,0.099175,1250,8,1.0,0.259428,3245,7,0.7999999999999999,0.50733,6342
449,2,1,8,1.0,8,1.0,0.000597,7,8,1.0,0.00932,118,8,1.0,0.048423,609,8,1.0,0.099248,1242,8,0.875,0.255095,3186,7,0.9333333333333333,0.504957,6315
450,2,1,8,1.0,8,1.0,0.000767,10,8,1.0,0.009608,122,8,1.0,0.049121,614,8,1.0,0.10051,1257,8,1.0,0.255572,3190,8,1.0,0.50068,6266
451,2,1,8,1.0,8,1.0,0.001077,13,8,1.0,0.011312,144,7,0.9333333333333333,0.05092,636,8,1.0,0.10099,1266,7,0.9333333333333333,0.258512,3224,7,0.9333333333333333,0.499458,6243
452,2,1,7,1.0,7,1.0,0.001247,16,7,1.0,0.010886,135,7,1.0,0.050252,621,7,1.0,0.099683,1242,7,1.0,0.25505,3195,7,0.8571428571428571,0.500898,6272
453,2,1,7,1.0,7,1.0,0.001333,16,7,1.0,0.009986,124,7,1.0,0.050077,628,7,1.0,0.099113,1234,7,1.0,0.25609,3196,8,0.9333333333333333,0.504591,6312
454,2,1,8,0.875,8,0.875,0.001301,16,8,0.875,0.010313,128,8,0.875,0.051258,645,7,0.9333333333333333,0.096154,1203,8,1.0,0.255241,3192,7,0.9333333333333333,0.500813,6270
455,2,1,8,1.0,8,1.0,0.001759,21,8,1.0,0.011024,138,8,1.0,0.049966,627,8,0.875,0.097704,1223,8,1.0,0.251736,3123,8,1.0,0.508561,6377
456,2,1,8,1.0,8,1.0,0.000798,10,8,1.0,0.009839,126,8,1.0,0.050377,632,8,1.0,0.095867,1200,8,1.0,0.249025,3110,7,0.9333333333333333,0.503516,6288
457,2,1,8,1.0,8,1.0,0.001131,15,8,1.0,0.012746,157,8,1.0,0.051425,652,8,0.875,0.100724,1252,8,0.875,0.253593,3158,8,1.0,0.497633,6235
458,2,1,8,1.0,8,1.0,0.000651,8,8,1.0,0.010479,132,8,1.0,0.052493,655,8,1.0,0.098515,1229,8,1.0,0.244464,3041,7,0.9333333333333333,0.495387,6216
459,2,1,8,1.0,8,1.0,0.001364,16,8,1.0,0.010444,128,8,1.0,0.052987,668,8,1.0,0.100943,1254,8,1.0,0.250387,3127,8,1.0,0.504555,6312
460,2,1,8,1.0,8,1.0,0.001077,14,8,1.0,0.010732,136,8,1.0,0.054244,673,8,1.0,0.095486,1185,7,0.9333333333333333,0.248883,3112,8,1.0,0.503481,6290
461,2,1,8,1.0,8,1.0,0.000852,11,8,1.0,0.009801,122,8,1.0,0.052412,646,8,1.0,0.104253,1300,7,0.9333333333333333,0.248655,3112,7,0.9333333333333333,0.504336,6296
