frame,n_cav,has_collab,n_box_p0.0,f1_p0.0,n_box_p0.001,f1_p0.001,lost_elem_frac_p0.001,lost_cw_p0.001,n_box_p0.01,f1_p0.01,lost_elem_frac_p0.01,lost_cw_p0.01,n_box_p0.05,f1_p0.05,lost_elem_frac_p0.05,lost_cw_p0.05,n_box_p0.1,f1_p0.1,lost_elem_frac_p0.1,lost_cw_p0.1,n_box_p0.25,f1_p0.25,lost_elem_frac_p0.25,lost_cw_p0.25,n_box_p0.5,f1_p0.5,lost_elem_frac_p0.5,lost_cw_p0.5
1720,2,1,37,0.9014084507042254,37,0.9014084507042254,0.001449,17,37,0.9014084507042254,0.00946,116,37,0.9014084507042254,0.050821,637,37,0.9014084507042254,0.106802,1320,37,0.9014084507042254,0.248563,3114,38,0.861111111111111,0.498492,6239
1721,2,1,37,0.9577464788732395,37,0.9577464788732395,0.001085,14,36,0.9428571428571428,0.010313,131,35,0.9275362318840579,0.051691,643,36,0.9142857142857143,0.096564,1208,36,0.9428571428571428,0.257079,3207,38,0.9166666666666667,0.507108,6344
1722,2,1,37,0.9577464788732395,37,0.9577464788732395,0.000542,7,37,0.9577464788732395,0.009088,115,37,0.9577464788732395,0.050869,634,38,0.9444444444444444,0.105252,1300,39,0.9315068493150686,0.250108,3117,38,0.9166666666666667,0.494704,6203
1723,2,1,35,0.9565217391304348,35,0.9565217391304348,0.001193,14,35,0.9565217391304348,0.010925,137,35,0.9275362318840579,0.051215,643,36,0.9428571428571428,0.098254,1221,38,0.9166666666666667,0.252435,3151,37,0.9014084507042254,0.498001,6216
1724,2,1,36,0.9428571428571428,36,0.9428571428571428,0.001023,12,36,0.9428571428571428,0.010828,135,35,0.9565217391304348,0.047852,594,35,0.9565217391304348,0.098728,1224,34,0.8529411764705882,0.245464,3064,37,0.9014084507042254,0.501051,6268
1725,2,1,36,0.9428571428571428,36,0.9428571428571428,0.000511,6,35,0.9275362318840579,0.010591,129,35,0.9275362318840579,0.052412,655,37,0.9577464788732395,0.103377,1287,36,0.9428571428571428,0.257576,3209,37,0.9014084507042254,0.502025,6296
1726,2,1,36,0.9142857142857143,36,0.9142857142857143,0.001193,14,36,0.9142857142857143,0.009021,113,36,0.9142857142857143,0.05161,647,35,0.8985507246376812,0.102202,1286,35,0.9275362318840579,0.2472,3082,37,0.8732394366197184,0.507518,6337
1727,2,1,34,0.9117647058823528,34,0.9117647058823528,0.000992,12,34,0.9117647058823528,0.010745,134,35,0.9275362318840579,0.053229,659,34,0.8823529411764706,0.097335,1219,35,0.8695652173913043,0.248891,3098,38,0.8333333333333333,0.501372,6279
1728,2,1,34,0.9411764705882353,34,0.9411764705882353,0.00131,17,34,0.9411764705882353,0.010644,132,32,0.9090909090909091,0.04824,604,34,0.8823529411764706,0.105045,1313,35,0.8985507246376812,0.255801,3197,36,0.8571428571428571,0.49492,6194
1729,2,1,35,0.9565217391304348,35,0.9565217391304348,0.001278,15,35,0.9565217391304348,0.009088,113,36,0.9428571428571428,0.049241,613,34,0.9411764705882353,0.101916,1284,35,0.8985507246376812,0.247819,3094,37,0.9295774647887325,0.507262,6359
1730,2,1,35,0.9565217391304348,35,0.9565217391304348,0.001054,13,35,0.9565217391304348,0.009878,126,35,0.9565217391304348,0.045856,570,36,0.9428571428571428,0.099095,1236,36,0.9428571428571428,0.257271,3203,36,0.8571428571428571,0.508846,6352
1731,2,1,36,0.9142857142857143,36,0.9142857142857143,0.000256,3,36,0.9142857142857143,0.01056,131,35,0.9275362318840579,0.0513,638,35,0.9275362318840579,0.102945,1282,35,0.9275362318840579,0.249026,3123,36,0.8571428571428571,0.508224,6376
1732,2,1,35,0.9117647058823529,35,0.9117647058823529,0.00127,16,35,0.9117647058823529,0.011335,139,34,0.8955223880597014,0.051096,631,34,0.8955223880597014,0.098143,1223,36,0.8405797101449276,0.259475,3233,38,0.7887323943661972,0.498294,6236
1733,2,1,35,0.9411764705882354,35,0.9411764705882354,0.000844,11,36,0.927536231884058,0.00898,109,36,0.927536231884058,0.050768,626,35,0.9411764705882354,0.102991,1289,36,0.8985507246376813,0.249177,3113,35,0.8529411764705883,0.509796,6383
1734,2,1,34,0.955223880597015,34,0.955223880597015,0.000992,13,34,0.955223880597015,0.008415,108,34,0.9253731343283583,0.046947,582,34,0.955223880597015,0.098324,1232,35,0.9117647058823529,0.245862,3084,36,0.8695652173913043,0.501755,6265
1735,2,1,32,0.923076923076923,33,0.9090909090909091,0.001278,15,31,0.90625,0.009738,120,32,0.8923076923076922,0.048934,613,32,0.8923076923076922,0.108394,1351,32,0.8923076923076922,0.252186,3151,34,0.8656716417910447,0.503471,6306
1736,2,1,33,0.9090909090909091,33,0.9090909090909091,0.000906,12,33,0.9090909090909091,0.009349,117,31,0.90625,0.050668,633,33,0.9393939393939394,0.102921,1285,31,0.84375,0.25472,3181,32,0.8615384615384615,0.497205,6233
1737,2,1,35,0.9705882352941176,35,0.9705882352941176,0.000682,8,35,0.9705882352941176,0.009111,113,34,0.955223880597015,0.048406,609,34,0.955223880597015,0.100482,1237,33,0.9393939393939394,0.253424,3177,36,0.8985507246376813,0.508465,6356
1738,2,1,34,0.955223880597015,34,0.955223880597015,0.000937,11,34,0.955223880597015,0.010576,130,34,0.955223880597015,0.051818,644,34,0.955223880597015,0.101438,1263,35,0.9705882352941176,0.257588,3220,34,0.955223880597015,0.511442,6393
1739,2,1,34,0.955223880597015,34,0.955223880597015,0.000628,8,33,0.9393939393939394,0.010147,126,34,0.955223880597015,0.051205,637,34,0.955223880597015,0.101596,1269,34,0.9253731343283583,0.252833,3146,33,0.9393939393939394,0.501814,6277
1740,2,1,35,0.9411764705882354,35,0.9411764705882354,0.000852,10,35,0.9411764705882354,0.010445,132,35,0.9411764705882354,0.051978,652,32,0.8923076923076922,0.102131,1276,34,0.9253731343283583,0.252963,3146,35,0.8823529411764706,0.499037,6249
1741,2,1,34,0.9253731343283583,34,0.9253731343283583,0.001054,13,34,0.9253731343283583,0.010227,128,35,0.9117647058823529,0.052381,653,34,0.9253731343283583,0.096949,1221,34,0.8955223880597014,0.249848,3119,35,0.8529411764705883,0.508237,6365
1742,2,1,34,0.9253731343283583,34,0.9253731343283583,0.000651,8,34,0.9253731343283583,0.009575,121,34,0.9253731343283583,0.049462,617,35,0.9117647058823529,0.097645,1220,34,0.8955223880597014,0.250564,3139,36,0.8405797101449276,0.499441,6250
1743,2,1,33,0.9090909090909091,33,0.9090909090909091,0.000713,9,32,0.923076923076923,0.009429,118,34,0.9253731343283583,0.04872,613,33,0.9090909090909091,0.09365,1180,34,0.8955223880597014,0.253194,3162,36,0.8695652173913043,0.502795,6275
1744,2,1,33,0.9393939393939394,33,0.9393939393939394,0.001341,17,33,0.9393939393939394,0.011606,143,33,0.8787878787878788,0.049321,612,33,0.9393939393939394,0.097016,1206,32,0.8923076923076922,0.250106,3133,35,0.9117647058823529,0.495971,6216
1745,2,1,34,0.9253731343283583,34,0.9253731343283583,0.001108,13,34,0.9253731343283583,0.009885,122,34,0.8656716417910447,0.046913,588,34,0.9253731343283583,0.100373,1260,32,0.8923076923076922,0.253129,3162,35,0.8823529411764706,0.501265,6279
1746,2,1,35,0.9411764705882354,35,0.9411764705882354,0.000883,11,35,0.9411764705882354,0.009863,124,35,0.9411764705882354,0.051181,639,34,0.9253731343283583,0.102361,1278,34,0.9253731343283583,0.244443,3055,35,0.8823529411764706,0.493573,6190
1747,2,1,35,0.9411764705882354,35,0.9411764705882354,0.001023,13,35,0.9411764705882354,0.010249,130,35,0.9411764705882354,0.051305,632,36,0.927536231884058,0.103101,1287,34,0.9253731343283583,0.249255,3119,35,0.8823529411764706,0.497179,6232
1748,2,1,36,0.927536231884058,36,0.927536231884058,0.000852,11,36,0.927536231884058,0.010885,137,35,0.9117647058823529,0.049432,618,34,0.9253731343283583,0.101369,1260,36,0.8985507246376813,0.255897,3202,35,0.8823529411764706,0.502159,6279
1749,2,1,36,0.9565217391304348,36,0.9565217391304348,0.000736,9,36,0.9565217391304348,0.009405,116,36,0.9565217391304348,0.051684,642,34,0.9253731343283583,0.099751,1247,36,0.927536231884058,0.249196,3107,36,0.8985507246376813,0.500465,6280
1750,2,1,35,0.9411764705882354,35,0.9411764705882354,0.001077,13,35,0.9411764705882354,0.011126,138,35,0.9117647058823529,0.050299,628,35,0.9411764705882354,0.102542,1290,40,0.8767123287671234,0.255594,3194,38,0.8732394366197183,0.491935,6166
1751,2,1,36,0.927536231884058,36,0.927536231884058,0.000937,11,36,0.927536231884058,0.009654,117,35,0.9117647058823529,0.048258,597,36,0.927536231884058,0.099476,1242,37,0.8857142857142858,0.25,3106,39,0.8333333333333333,0.497975,6249
1752,2,1,37,0.9428571428571428,37,0.9428571428571428,0.001193,16,37,0.9428571428571428,0.009955,125,36,0.927536231884058,0.050394,624,37,0.8857142857142858,0.099859,1252,35,0.9117647058823529,0.257119,3213,38,0.9014084507042254,0.503672,6299
1753,2,1,37,0.9428571428571428,37,0.9428571428571428,0.001077,13,36,0.9565217391304348,0.010739,133,36,0.9565217391304348,0.050291,628,34,0.8955223880597014,0.101288,1262,34,0.8955223880597014,0.256393,3204,36,0.8405797101449276,0.505901,6333
1754,2,1,37,0.9142857142857143,37,0.9142857142857143,0.000597,7,37,0.9142857142857143,0.00936,117,37,0.9142857142857143,0.047507,590,37,0.9142857142857143,0.096784,1211,35,0.8823529411764706,0.249222,3118,38,0.8450704225352113,0.495893,6218
1755,2,1,37,0.9295774647887325,37,0.9295774647887325,0.001054,13,37,0.9295774647887325,0.009119,113,36,0.9142857142857143,0.048654,606,37,0.9295774647887325,0.099836,1249,36,0.9142857142857143,0.250613,3130,38,0.861111111111111,0.501546,6269
1756,2,1,37,0.9577464788732395,37,0.9577464788732395,0.000852,11,37,0.9577464788732395,0.010119,123,35,0.9565217391304348,0.050244,621,38,0.9444444444444444,0.098753,1227,38,0.861111111111111,0.249179,3130,37,0.8450704225352113,0.505135,6312
1757,2,1,34,0.9117647058823528,34,0.9117647058823528,0.000875,11,34,0.9117647058823528,0.009809,123,34,0.9117647058823528,0.050933,631,35,0.8695652173913043,0.101606,1270,36,0.8857142857142858,0.241172,3026,34,0.8529411764705882,0.503643,6305
1758,2,1,36,0.9142857142857143,36,0.9142857142857143,0.000597,7,36,0.9142857142857143,0.010173,126,36,0.9142857142857143,0.046381,577,36,0.9142857142857143,0.097217,1211,37,0.8732394366197184,0.254336,3173,40,0.7837837837837837,0.50608,6345
1759,2,1,36,0.9428571428571428,36,0.9428571428571428,0.0011,14,36,0.9428571428571428,0.011242,140,37,0.9295774647887325,0.051305,635,37,0.9014084507042254,0.099968,1244,39,0.8767123287671232,0.246025,3075,37,0.9014084507042254,0.50488,6313
1760,2,1,36,0.9142857142857143,36,0.9142857142857143,0.000852,11,36,0.9142857142857143,0.009499,116,36,0.9142857142857143,0.052037,649,35,0.8695652173913043,0.099656,1242,36,0.8571428571428571,0.25346,3171,37,0.8732394366197184,0.501406,6289
1761,2,1,35,0.8985507246376812,35,0.8985507246376812,0.001564,20,35,0.8985507246376812,0.01066,133,35,0.8695652173913043,0.049989,619,35,0.8985507246376812,0.098594,1227,35,0.8985507246376812,0.246268,3068,37,0.8450704225352113,0.499686,6252
1762,2,1,38,0.9444444444444444,38,0.9444444444444444,0.001364,17,38,0.9444444444444444,0.009236,115,38,0.9166666666666667,0.049556,620,38,0.9166666666666667,0.095775,1192,35,0.9275362318840579,0.246084,3080,35,0.8405797101449276,0.501786,6269
1763,2,1,37,0.9142857142857143,37,0.9142857142857143,0.000767,9,38,0.9295774647887324,0.008497,109,36,0.8985507246376813,0.05252,654,38,0.8732394366197183,0.099951,1257,37,0.8285714285714285,0.25094,3135,37,0.8285714285714285,0.502006,6289
1764,2,1,35,0.8823529411764706,35,0.8823529411764706,0.000767,9,35,0.8823529411764706,0.010181,128,35,0.9117647058823529,0.048784,602,34,0.8656716417910447,0.095883,1198,35,0.8529411764705883,0.242442,3034,38,0.8450704225352113,0.492825,6188
1765,2,1,37,0.9142857142857143,37,0.9142857142857143,0.001364,16,37,0.9142857142857143,0.010559,133,35,0.9117647058823529,0.050804,632,37,0.8571428571428571,0.09985,1249,35,0.8529411764705883,0.247133,3102,34,0.8059701492537314,0.507202,6339
1766,2,1,35,0.8823529411764706,35,0.8823529411764706,0.001224,15,35,0.8823529411764706,0.010745,133,36,0.8985507246376813,0.050639,630,36,0.8985507246376813,0.099781,1238,34,0.8955223880597014,0.247177,3092,38,0.8450704225352113,0.503374,6299
1767,2,1,33,0.9090909090909091,33,0.9090909090909091,0.000906,11,32,0.8923076923076922,0.0085,109,30,0.888888888888889,0.044489,553,32,0.923076923076923,0.100841,1264,32,0.8923076923076922,0.257278,3188,34,0.8059701492537314,0.502639,6291
1768,2,1,34,0.8955223880597014,34,0.8955223880597014,0.001364,16,32,0.8615384615384615,0.009831,122,34,0.8955223880597014,0.053354,666,33,0.9090909090909091,0.09904,1224,33,0.8787878787878788,0.254034,3173,31,0.84375,0.500971,6267
1769,2,1,35,0.9705882352941176,35,0.9705882352941176,0.00031,4,34,0.955223880597015,0.010582,128,34,0.955223880597015,0.050204,635,35,0.9411764705882354,0.101261,1273,35,0.9411764705882354,0.246518,3090,34,0.9253731343283583,0.502742,6302
1770,2,1,35,0.9275362318840579,35,0.9275362318840579,0.001364,16,35,0.9275362318840579,0.011062,138,35,0.8985507246376812,0.046972,590,34,0.9117647058823528,0.104452,1295,34,0.8529411764705882,0.253824,3162,35,0.8405797101449276,0.507623,6353
1771,2,1,34,0.9117647058823528,34,0.9117647058823528,0.000852,10,34,0.9117647058823528,0.009807,123,35,0.8985507246376812,0.051442,634,33,0.8955223880597014,0.102562,1287,36,0.8285714285714286,0.246312,3079,36,0.8857142857142858,0.491834,6160
1772,2,1,33,0.8656716417910447,33,0.8656716417910447,0.001364,17,33,0.8656716417910447,0.009313,117,33,0.8656716417910447,0.05415,676,34,0.8823529411764706,0.100896,1256,35,0.8985507246376812,0.250085,3117,33,0.8656716417910447,0.504579,6315
1773,2,1,34,0.9411764705882353,34,0.9411764705882353,0.001023,14,35,0.9275362318840579,0.011761,147,35,0.8985507246376812,0.052829,660,37,0.9014084507042254,0.09965,1245,36,0.8571428571428571,0.254228,3180,36,0.8571428571428571,0.5035,6292
1774,2,1,35,0.8985507246376812,35,0.8985507246376812,0.001162,14,35,0.8985507246376812,0.009924,127,35,0.8985507246376812,0.055456,693,35,0.8985507246376812,0.097302,1227,36,0.8571428571428571,0.25298,3167,34,0.8235294117647058,0.494942,6211
1775,2,1,33,0.9090909090909091,33,0.9090909090909091,0.001278,16,33,0.9090909090909091,0.008747,111,33,0.9090909090909091,0.051324,637,33,0.9090909090909091,0.100009,1239,34,0.9253731343283583,0.246981,3083,36,0.8695652173913043,0.497718,6228
1776,2,1,35,0.8985507246376812,35,0.8985507246376812,0.001418,17,35,0.8985507246376812,0.009521,121,36,0.9142857142857143,0.047269,594,37,0.9014084507042254,0.09826,1221,33,0.8955223880597014,0.251012,3144,36,0.8285714285714286,0.503711,6312
1777,2,1,36,0.9142857142857143,36,0.9142857142857143,0.000767,10,36,0.9142857142857143,0.011606,142,36,0.9142857142857143,0.051197,634,36,0.9142857142857143,0.095743,1187,36,0.9142857142857143,0.246833,3091,36,0.8857142857142858,0.500798,6266
1778,2,1,37,0.9295774647887325,37,0.9295774647887325,0.000565,8,37,0.9295774647887325,0.011163,138,37,0.9295774647887325,0.049274,607,35,0.8985507246376812,0.100329,1250,37,0.9014084507042254,0.253761,3163,36,0.8857142857142858,0.497654,6254
1779,2,1,37,0.9295774647887325,37,0.9295774647887325,0.000937,11,37,0.9295774647887325,0.01029,129,36,0.9142857142857143,0.049579,624,36,0.8857142857142858,0.099022,1244,35,0.8695652173913043,0.241695,3028,35,0.8695652173913043,0.49536,6216
1780,2,1,34,0.9117647058823528,34,0.9117647058823528,0.001278,16,34,0.9117647058823528,0.010823,137,35,0.8985507246376812,0.050917,630,34,0.9117647058823528,0.098797,1234,33,0.8955223880597014,0.257658,3211,36,0.8285714285714286,0.499735,6252
1781,2,1,36,0.9142857142857143,36,0.9142857142857143,0.000713,9,36,0.9142857142857143,0.008795,113,35,0.8985507246376812,0.049992,620,35,0.9275362318840579,0.098552,1239,34,0.8823529411764706,0.243354,3045,38,0.8333333333333333,0.500908,6267
1782,2,1,33,0.9253731343283583,33,0.9253731343283583,0.001418,18,34,0.9411764705882353,0.010414,132,34,0.9411764705882353,0.048593,614,33,0.8955223880597014,0.099637,1256,34,0.8823529411764706,0.250896,3147,34,0.8529411764705882,0.502508,6298
1783,2,1,33,0.9253731343283583,33,0.9253731343283583,0.000565,8,33,0.9253731343283583,0.009236,114,33,0.9253731343283583,0.050241,630,34,0.9117647058823528,0.102748,1290,32,0.8484848484848485,0.250724,3135,33,0.8358208955223881,0.502627,6287
1784,2,1,35,0.9275362318840579,35,0.9275362318840579,0.001108,13,36,0.9428571428571428,0.009939,125,34,0.9117647058823528,0.048241,601,36,0.9428571428571428,0.099337,1233,35,0.8695652173913043,0.250553,3138,34,0.8529411764705882,0.500536,6241
1785,2,1,35,0.9275362318840579,35,0.9275362318840579,0.001162,14,35,0.9275362318840579,0.011358,143,35,0.9275362318840579,0.050235,625,35,0.8985507246376812,0.096989,1205,32,0.9090909090909091,0.254265,3182,34,0.8823529411764706,0.5085,6375
1786,2,1,36,0.9428571428571428,36,0.9428571428571428,0.001441,19,36,0.9428571428571428,0.009554,120,36,0.9428571428571428,0.050133,630,36,0.9428571428571428,0.102213,1271,36,0.9428571428571428,0.251511,3143,36,0.9142857142857143,0.502388,6300
1787,2,1,37,0.9295774647887325,37,0.9295774647887325,0.001449,18,37,0.9295774647887325,0.011149,138,36,0.9142857142857143,0.053562,664,36,0.9142857142857143,0.099337,1245,36,0.8857142857142858,0.255902,3206,36,0.8857142857142858,0.497439,6226
1788,2,1,36,0.9142857142857143,36,0.9142857142857143,0.000992,12,36,0.9142857142857143,0.010334,128,36,0.9142857142857143,0.053377,657,36,0.9142857142857143,0.102248,1274,35,0.8985507246376812,0.253682,3164,35,0.8985507246376812,0.508801,6380
1789,2,1,35,0.9275362318840579,35,0.9275362318840579,0.000597,7,35,0.9275362318840579,0.009126,112,35,0.9565217391304348,0.051765,643,34,0.9411764705882353,0.100018,1245,35,0.8985507246376812,0.25188,3145,36,0.8857142857142858,0.496188,6213
1790,2,1,38,0.9166666666666667,38,0.9166666666666667,0.001875,22,38,0.9166666666666667,0.00952,118,38,0.9166666666666667,0.050766,626,36,0.9142857142857143,0.101936,1266,37,0.9295774647887325,0.252849,3158,38,0.8888888888888888,0.505802,6341
1791,2,1,37,0.9295774647887325,37,0.9295774647887325,0.001108,13,37,0.9295774647887325,0.009236,114,37,0.9295774647887325,0.049233,614,37,0.9295774647887325,0.099333,1248,36,0.9142857142857143,0.249041,3098,35,0.8695652173913043,0.50674,6330
1792,2,1,37,0.9295774647887325,37,0.9295774647887325,0.001247,15,37,0.9295774647887325,0.01138,144,37,0.9014084507042254,0.05114,642,36,0.9428571428571428,0.100766,1269,34,0.9117647058823528,0.248642,3087,37,0.9014084507042254,0.502091,6292
1793,2,1,37,0.9295774647887325,37,0.9295774647887325,0.000659,9,36,0.9142857142857143,0.010545,132,38,0.8888888888888888,0.048336,600,37,0.9295774647887325,0.093631,1179,39,0.9041095890410958,0.254167,3192,35,0.8695652173913043,0.496098,6197
1794,2,1,38,0.9166666666666667,38,0.9166666666666667,0.000852,10,37,0.9014084507042254,0.011383,142,37,0.9014084507042254,0.049808,624,38,0.9166666666666667,0.102535,1282,38,0.9166666666666667,0.244629,3043,33,0.8656716417910447,0.510767,6379
1795,2,1,37,0.9014084507042254,37,0.9014084507042254,0.001054,13,36,0.9142857142857143,0.009972,125,37,0.9014084507042254,0.049138,611,37,0.8732394366197184,0.100751,1256,37,0.9014084507042254,0.243026,3025,34,0.8235294117647058,0.495143,6211
1796,2,1,36,0.9142857142857143,36,0.9142857142857143,0.000364,5,36,0.9142857142857143,0.010049,122,36,0.9142857142857143,0.052377,656,34,0.8823529411764706,0.102853,1286,36,0.8857142857142858,0.249345,3110,37,0.9014084507042254,0.510782,6389
1797,2,1,36,0.9428571428571428,36,0.9428571428571428,0.001208,16,36,0.9428571428571428,0.010893,134,35,0.8985507246376812,0.049292,618,37,0.9295774647887325,0.100772,1254,36,0.9142857142857143,0.250915,3142,35,0.8985507246376812,0.503977,6288
1798,2,1,36,0.9142857142857143,36,0.9142857142857143,0.000969,12,35,0.9275362318840579,0.010667,138,37,0.8732394366197184,0.050835,635,38,0.861111111111111,0.097279,1214,36,0.9142857142857143,0.25097,3141,41,0.8533333333333334,0.507994,6342
1799,2,1,35,0.9565217391304348,35,0.9565217391304348,0.000915,12,35,0.9565217391304348,0.008884,111,35,0.9275362318840579,0.048083,599,36,0.9428571428571428,0.099062,1244,38,0.9166666666666667,0.249356,3128,37,0.9014084507042254,0.502307,6300
1800,2,1,37,0.9014084507042254,37,0.9014084507042254,0.00127,17,36,0.8857142857142858,0.00846,110,37,0.9295774647887325,0.046592,581,37,0.9014084507042254,0.099221,1244,35,0.8695652173913043,0.252192,3152,36,0.8857142857142858,0.503649,6302
1801,2,1,35,0.9275362318840579,35,0.9275362318840579,0.000906,12,35,0.9275362318840579,0.007787,98,34,0.9117647058823528,0.051767,647,34,0.8823529411764706,0.097807,1220,35,0.9275362318840579,0.249219,3113,35,0.8695652173913043,0.498203,6237
1802,2,1,35,0.9565217391304348,35,0.9565217391304348,0.001108,14,34,0.9411764705882353,0.00983,124,38,0.9166666666666667,0.047642,601,36,0.9428571428571428,0.101945,1276,35,0.9565217391304348,0.248045,3114,36,0.9142857142857143,0.494844,6184
1803,2,1,36,0.9428571428571428,36,0.9428571428571428,0.000682,8,36,0.9428571428571428,0.010235,127,36,0.9428571428571428,0.05017,627,35,0.9275362318840579,0.100935,1253,36,0.9428571428571428,0.246905,3092,37,0.8732394366197184,0.50416,6323
1804,2,1,34,0.9117647058823528,34,0.9117647058823528,0.000736,10,34,0.9117647058823528,0.010893,136,36,0.9142857142857143,0.05112,642,35,0.9275362318840579,0.09773,1218,34,0.8823529411764706,0.255183,3174,36,0.9142857142857143,0.496434,6222
1805,2,1,34,0.9117647058823528,34,0.9117647058823528,0.00131,16,34,0.9117647058823528,0.009723,125,33,0.8955223880597014,0.049113,607,34,0.9117647058823528,0.094479,1187,36,0.9142857142857143,0.253488,3163,37,0.8732394366197184,0.507366,6356
1806,2,1,34,0.9117647058823528,34,0.9117647058823528,0.001759,22,34,0.9117647058823528,0.010018,123,34,0.9117647058823528,0.049355,617,35,0.9275362318840579,0.100836,1254,35,0.8985507246376812,0.24972,3119,35,0.8985507246376812,0.504551,6306
1807,2,1,38,0.9295774647887324,38,0.9295774647887324,0.000821,11,37,0.9428571428571428,0.011506,140,38,0.9295774647887324,0.050781,631,38,0.9295774647887324,0.100262,1255,37,0.8857142857142858,0.259046,3235,38,0.8732394366197183,0.499353,6247
1808,2,1,34,0.955223880597015,34,0.955223880597015,0.001108,13,33,0.9393939393939394,0.010831,132,34,0.955223880597015,0.049575,621,34,0.955223880597015,0.098511,1223,34,0.8955223880597014,0.258444,3234,35,0.8823529411764706,0.49994,6265
1809,2,1,36,0.9565217391304348,36,0.9565217391304348,0.000906,11,36,0.9565217391304348,0.010421,126,37,0.9428571428571428,0.050181,628,34,0.9253731343283583,0.098843,1239,36,0.8985507246376813,0.256824,3205,37,0.8571428571428571,0.501415,6253
1810,2,1,37,0.9428571428571428,37,0.9428571428571428,0.00127,16,37,0.9428571428571428,0.008141,102,38,0.9295774647887324,0.049198,607,38,0.9295774647887324,0.10102,1268,38,0.9295774647887324,0.252599,3157,35,0.8823529411764706,0.508938,6366
1811,2,1,34,0.9411764705882353,34,0.9411764705882353,0.000759,10,35,0.9565217391304348,0.009778,122,33,0.9253731343283583,0.050551,633,35,0.9565217391304348,0.101062,1254,34,0.9411764705882353,0.245344,3068,35,0.8985507246376812,0.504636,6302
1812,2,1,36,0.9428571428571428,36,0.9428571428571428,0.00131,16,36,0.9428571428571428,0.009562,120,37,0.9014084507042254,0.053966,673,37,0.9577464788732395,0.099399,1244,37,0.9014084507042254,0.251714,3138,38,0.9166666666666667,0.503397,6297
1813,2,1,36,0.9142857142857143,36,0.9142857142857143,0.00048,6,36,0.9142857142857143,0.009853,122,36,0.9142857142857143,0.050341,618,36,0.9142857142857143,0.097146,1214,38,0.9166666666666667,0.259102,3230,37,0.9014084507042254,0.496502,6207
1814,2,1,37,0.9295774647887325,37,0.9295774647887325,0.001108,13,36,0.9428571428571428,0.011583,143,37,0.9295774647887325,0.051523,645,37,0.9014084507042254,0.098287,1215,36,0.9428571428571428,0.242495,3028,37,0.9295774647887325,0.50701,6338
1815,2,1,37,0.9444444444444445,37,0.9444444444444445,0.000511,6,37,0.9444444444444445,0.009962,123,37,0.9444444444444445,0.048442,605,37,0.9166666666666667,0.100207,1261,36,0.9014084507042254,0.256583,3207,40,0.9066666666666667,0.490694,6132
1816,2,1,36,0.9295774647887323,36,0.9295774647887323,0.001503,18,36,0.9295774647887323,0.010924,137,37,0.9444444444444445,0.048912,610,37,0.888888888888889,0.099639,1244,36,0.9577464788732395,0.256158,3203,37,0.9166666666666667,0.497244,6218
1817,2,1,35,0.9428571428571428,35,0.9428571428571428,0.000628,8,35,0.9428571428571428,0.008699,109,36,0.9295774647887323,0.05239,659,38,0.9315068493150684,0.101017,1273,36,0.9295774647887323,0.253488,3164,38,0.9315068493150684,0.505469,6334
1818,2,1,35,0.9428571428571428,35,0.9428571428571428,0.001108,13,35,0.9428571428571428,0.010001,123,35,0.9428571428571428,0.051517,645,36,0.9577464788732395,0.101434,1258,36,0.9577464788732395,0.248425,3115,38,0.904109589041096,0.500609,6259
1819,2,1,37,0.9444444444444445,37,0.9444444444444445,0.001503,20,37,0.9444444444444445,0.009926,121,38,0.958904109589041,0.045114,555,37,0.9444444444444445,0.098163,1231,37,0.9444444444444445,0.250804,3131,39,0.945945945945946,0.502652,6295
1820,2,1,36,0.9295774647887323,37,0.9166666666666667,0.00062,8,36,0.9295774647887323,0.009993,122,38,0.904109589041096,0.051619,653,37,0.9166666666666667,0.099693,1239,36,0.9014084507042254,0.252182,3148,36,0.9014084507042254,0.502626,6301
1821,2,1,37,0.9166666666666667,37,0.9166666666666667,0.001255,17,38,0.904109589041096,0.008926,109,38,0.9315068493150684,0.049509,614,36,0.9014084507042254,0.09923,1250,36,0.9295774647887323,0.249,3113,39,0.945945945945946,0.502036,6267
1822,2,1,36,0.9295774647887323,36,0.9295774647887323,0.001193,14,36,0.9295774647887323,0.011575,143,35,0.9142857142857143,0.049018,609,35,0.9142857142857143,0.102156,1264,36,0.9014084507042254,0.251817,3137,37,0.9166666666666667,0.501089,6257
1823,2,1,37,0.9444444444444445,37,0.9444444444444445,0.000946,13,36,0.9295774647887323,0.010096,124,37,0.9444444444444445,0.050687,634,38,0.958904109589041,0.104191,1306,39,0.9189189189189189,0.246786,3082,38,0.9315068493150684,0.506379,6343
1824,2,1,35,0.9428571428571428,35,0.9428571428571428,0.000852,10,37,0.9444444444444445,0.010782,133,35,0.9142857142857143,0.054344,679,35,0.8857142857142857,0.101876,1264,36,0.9295774647887323,0.247903,3081,38,0.9315068493150684,0.510743,6389
1825,2,1,35,0.9428571428571428,36,0.9577464788732395,0.001108,13,35,0.9428571428571428,0.008297,105,35,0.9142857142857143,0.050588,631,35,0.9428571428571428,0.101273,1272,36,0.9295774647887323,0.254115,3174,37,0.9166666666666667,0.501491,6268
