frame,n_gt,f1_clean,f1_ego,f1_p1,n_box_clean,n_box_ego,n_box_p1,p1_identical_to_ego
196,22,0.8717948717948718,0.8421052631578948,0.8717948717948718,17,16,17,0
197,21,0.8947368421052632,0.8648648648648648,0.8947368421052632,17,16,17,0
198,22,0.8717948717948718,0.8421052631578948,0.9,17,16,18,0
199,22,0.8717948717948718,0.8205128205128205,0.8780487804878049,17,17,19,0
200,20,0.888888888888889,0.9189189189189189,0.9473684210526316,16,17,18,0
201,20,0.9189189189189189,0.888888888888889,0.9473684210526316,17,16,18,0
202,20,0.9189189189189189,0.888888888888889,0.9189189189189189,17,16,17,0
203,21,0.8947368421052632,0.8648648648648648,0.8717948717948718,17,16,18,0
204,22,0.9523809523809523,0.8108108108108109,0.8421052631578948,20,15,16,0
205,21,0.975609756097561,0.8648648648648648,0.8648648648648648,20,16,16,0
206,21,0.975609756097561,0.8648648648648648,0.8717948717948718,20,16,18,0
207,21,1.0,0.8947368421052632,0.8947368421052632,21,17,17,0
208,21,0.9500000000000001,0.8648648648648648,0.8648648648648648,19,16,16,0
209,22,0.9767441860465117,0.8421052631578948,0.8717948717948718,21,16,17,0
210,22,0.9523809523809523,0.8421052631578948,0.8421052631578948,20,16,16,0
211,22,0.9523809523809523,0.8108108108108109,0.8108108108108109,20,15,15,0
212,22,0.9523809523809523,0.7894736842105263,0.7692307692307693,20,16,17,0
213,22,0.9523809523809523,0.8421052631578948,0.8205128205128205,20,16,17,0
214,22,0.9,0.8421052631578948,0.9,18,16,18,0
215,21,0.9500000000000001,0.8648648648648648,0.923076923076923,19,16,18,0
216,20,0.9473684210526316,0.888888888888889,0.9473684210526316,18,16,18,0
217,20,0.9473684210526316,0.8235294117647058,0.8947368421052632,18,14,18,0
218,20,0.9473684210526316,0.8571428571428571,0.9189189189189189,18,15,17,0
219,20,0.9743589743589743,0.8571428571428571,0.8571428571428571,19,15,15,0
220,18,1.0,0.8484848484848485,0.823529411764706,18,15,16,0
221,19,0.9444444444444444,0.8484848484848484,0.9142857142857143,17,14,16,0
222,19,0.972972972972973,0.8484848484848484,0.8235294117647058,18,14,15,0
223,19,0.9444444444444444,0.8484848484848484,0.8571428571428572,17,14,16,0
224,19,0.9142857142857143,0.8484848484848484,0.8888888888888888,16,14,17,0
225,18,0.9142857142857143,0.8484848484848485,0.8823529411764706,17,15,16,0
226,18,0.9714285714285714,0.8750000000000001,0.8750000000000001,17,14,14,0
227,18,0.9411764705882353,0.8750000000000001,0.9090909090909091,16,14,15,0
228,18,0.8823529411764706,0.8125000000000001,0.8571428571428571,16,14,17,0
229,18,0.9090909090909091,0.8,0.7878787878787877,15,12,15,0
230,18,0.8823529411764706,0.8387096774193548,0.8387096774193548,16,13,13,0
231,18,0.9090909090909091,0.8,0.8,15,12,12,0
232,18,0.9090909090909091,0.8,0.8,15,12,12,0
233,17,0.9032258064516129,0.8275862068965517,0.8275862068965517,14,12,12,0
234,16,0.896551724137931,0.8571428571428571,0.8571428571428571,13,12,12,0
235,16,0.9333333333333333,0.8275862068965517,0.8275862068965517,14,13,13,0
236,17,0.8666666666666666,0.8275862068965517,0.8387096774193549,13,12,14,0
237,17,0.9032258064516129,0.8666666666666666,0.8666666666666666,14,13,13,0
238,17,0.9375,0.9032258064516129,0.9032258064516129,15,14,14,0
239,16,0.896551724137931,0.896551724137931,0.9333333333333333,13,13,14,0
240,16,0.8666666666666666,0.8275862068965517,0.8666666666666666,14,13,14,0
241,16,0.9333333333333333,0.896551724137931,0.896551724137931,14,13,13,0
242,16,0.896551724137931,0.896551724137931,0.896551724137931,13,13,13,0
243,15,0.9655172413793104,0.9285714285714286,0.9285714285714286,14,13,13,0
244,15,0.8571428571428571,0.8148148148148148,0.8571428571428571,13,12,13,0
245,15,0.9285714285714286,0.888888888888889,0.8571428571428571,13,12,13,0
246,14,0.888888888888889,0.88,0.8461538461538461,13,11,12,0
247,14,0.923076923076923,0.88,0.8461538461538461,12,11,12,0
248,14,0.923076923076923,0.88,0.88,12,11,11,0
249,14,0.923076923076923,0.88,0.88,12,11,11,0
250,14,0.923076923076923,0.8333333333333333,0.8333333333333333,12,10,10,0
251,14,0.88,0.88,0.88,11,11,11,0
252,14,0.88,0.88,0.88,11,11,11,0
253,14,0.962962962962963,0.88,0.88,13,11,11,0
254,14,0.88,0.75,0.8,11,10,11,0
255,14,0.8333333333333333,0.7272727272727273,0.88,10,8,11,0
256,15,0.8,0.8,0.8,10,10,10,0
257,14,0.88,0.8333333333333333,0.8333333333333333,11,10,10,0
258,14,0.88,0.8333333333333333,0.8,11,10,11,0
259,13,0.8695652173913044,0.8695652173913044,0.9166666666666666,10,10,11,0
260,13,0.9166666666666666,0.7826086956521738,0.7826086956521738,11,10,10,0
261,13,0.8695652173913044,0.8181818181818181,0.8181818181818181,10,9,9,0
262,13,0.8695652173913044,0.761904761904762,0.8695652173913044,10,8,10,0
263,13,0.9166666666666666,0.8181818181818181,0.8181818181818181,11,9,9,0
264,13,0.8181818181818181,0.7000000000000001,0.8181818181818181,9,7,9,0
265,13,0.8695652173913044,0.6666666666666667,0.7272727272727274,10,8,9,0
266,12,0.8571428571428571,0.7368421052631579,0.7000000000000001,9,7,8,0
267,12,0.9090909090909091,0.8571428571428571,0.8571428571428571,10,9,9,0
268,12,0.9565217391304348,0.8,0.8,11,8,8,0
269,11,0.9,0.9,0.9523809523809523,9,9,10,0
270,11,0.9523809523809523,0.9,0.8695652173913043,10,9,12,0
271,11,0.9523809523809523,0.9,0.8695652173913043,10,9,12,0
272,11,1.0,0.9523809523809523,0.9090909090909091,11,10,11,0
273,11,1.0,0.9523809523809523,0.9090909090909091,11,10,11,0
274,11,0.9523809523809523,0.8571428571428572,0.8695652173913043,10,10,12,0
275,11,0.9565217391304348,0.9090909090909091,0.8695652173913043,12,11,12,0
276,11,0.9523809523809523,0.9,0.9090909090909091,10,9,11,0
277,11,0.9523809523809523,0.9,0.9090909090909091,10,9,11,0
278,11,1.0,0.9,0.9090909090909091,11,9,11,0
279,11,0.9090909090909091,0.8571428571428572,0.8181818181818182,11,10,11,0
280,11,0.9523809523809523,0.8571428571428572,0.8571428571428572,10,10,10,0
281,11,0.9523809523809523,0.8571428571428572,0.8181818181818182,10,10,11,0
282,11,0.9523809523809523,0.9,0.7826086956521738,10,9,12,0
283,11,0.9523809523809523,0.9523809523809523,0.8181818181818182,10,10,11,0
284,11,0.9090909090909091,0.8571428571428572,0.8181818181818182,11,10,11,0
285,12,0.9166666666666666,0.8695652173913043,0.8695652173913043,12,11,11,0
286,12,0.9166666666666666,0.8333333333333334,0.8695652173913043,12,12,11,0
287,12,0.9166666666666666,0.8695652173913043,0.8333333333333334,12,11,12,0
288,13,0.9600000000000001,0.9166666666666666,0.9230769230769231,12,11,13,0
289,13,1.0,1.0,0.9285714285714286,13,13,15,0
290,13,1.0,1.0,0.9285714285714286,13,13,15,0
291,13,1.0,1.0,0.9285714285714286,13,13,15,0
292,13,1.0,1.0,0.9285714285714286,13,13,15,0
293,13,1.0,0.9600000000000001,0.9600000000000001,13,12,12,0
294,13,0.9600000000000001,0.9600000000000001,0.8799999999999999,12,12,12,0
295,13,1.0,0.9600000000000001,0.9230769230769231,13,12,13,0
296,13,0.9600000000000001,0.9166666666666666,0.9166666666666666,12,11,11,0
297,13,0.9230769230769231,0.8799999999999999,0.7692307692307693,13,12,13,0
298,13,0.9230769230769231,0.8799999999999999,0.8799999999999999,13,12,12,0
299,13,1.0,0.962962962962963,0.896551724137931,13,14,16,0
300,13,0.962962962962963,0.962962962962963,0.896551724137931,14,14,16,0
301,14,1.0,0.962962962962963,0.9285714285714286,14,13,14,0
302,14,1.0,0.962962962962963,0.9285714285714286,14,13,14,0
303,14,1.0,0.962962962962963,0.9285714285714286,14,13,14,0
304,14,1.0,0.962962962962963,0.896551724137931,14,13,15,0
305,14,1.0,0.962962962962963,0.9285714285714286,14,13,14,0
306,14,1.0,0.962962962962963,0.962962962962963,14,13,13,0
307,14,1.0,0.962962962962963,0.896551724137931,14,13,15,0
308,14,1.0,0.962962962962963,0.9285714285714286,14,13,14,0
309,14,1.0,0.962962962962963,0.9285714285714286,14,13,14,0
310,14,1.0,0.962962962962963,0.9285714285714286,14,13,14,0
311,14,1.0,0.923076923076923,0.9285714285714286,14,12,14,0
312,13,1.0,0.9600000000000001,0.8275862068965517,13,12,16,0
313,13,1.0,0.9600000000000001,0.8571428571428571,13,12,15,0
314,13,1.0,0.9600000000000001,0.9230769230769231,13,12,13,0
315,13,1.0,0.9600000000000001,0.888888888888889,13,12,14,0
316,13,1.0,0.9600000000000001,0.9600000000000001,13,12,12,0
317,13,1.0,0.9600000000000001,0.9230769230769231,13,12,13,0
318,13,1.0,0.9600000000000001,0.9600000000000001,13,12,12,0
319,13,0.962962962962963,0.9230769230769231,0.9230769230769231,14,13,13,0
320,13,1.0,0.9600000000000001,0.888888888888889,13,12,14,0
321,13,1.0,0.9600000000000001,0.9600000000000001,13,12,12,0
322,13,1.0,0.9600000000000001,0.9600000000000001,13,12,12,0
323,13,0.9600000000000001,0.9600000000000001,0.9600000000000001,12,12,12,0
324,13,1.0,0.9600000000000001,0.9230769230769231,13,12,13,0
325,13,0.9230769230769231,0.8461538461538461,0.8148148148148148,13,13,14,0
326,13,1.0,0.9166666666666666,0.888888888888889,13,11,14,0
327,13,1.0,0.9600000000000001,0.9600000000000001,13,12,12,0
328,13,1.0,0.9166666666666666,0.9230769230769231,13,11,13,0
329,13,1.0,0.9600000000000001,0.9230769230769231,13,12,13,0
330,12,1.0,0.8695652173913043,0.8333333333333334,12,11,12,0
331,12,1.0,0.9090909090909091,0.9166666666666666,12,10,12,0
332,12,1.0,0.9090909090909091,0.9565217391304348,12,10,11,0
333,12,1.0,0.9090909090909091,0.8695652173913043,12,10,11,0
334,12,1.0,0.9090909090909091,0.8333333333333334,12,10,12,0
335,12,1.0,0.9090909090909091,0.9565217391304348,12,10,11,0
336,12,1.0,0.9565217391304348,0.8799999999999999,12,11,13,0
337,12,1.0,0.9565217391304348,0.9565217391304348,12,11,11,0
338,12,1.0,0.9565217391304348,0.9166666666666666,12,11,12,0
339,12,1.0,0.9565217391304348,0.9166666666666666,12,11,12,0
340,12,1.0,0.9166666666666666,0.8695652173913043,12,12,11,0
341,12,1.0,0.8695652173913043,0.8333333333333334,12,11,12,0
342,12,1.0,1.0,1.0,12,12,12,0
343,12,1.0,0.7826086956521738,0.7199999999999999,12,11,13,0
344,12,1.0,0.8695652173913043,0.8,12,11,13,0
345,12,1.0,0.9565217391304348,0.9565217391304348,12,11,11,0
346,12,1.0,0.9565217391304348,0.9166666666666666,12,11,12,0
347,12,1.0,0.8695652173913043,0.8695652173913043,12,11,11,0
348,12,1.0,0.9565217391304348,0.9166666666666666,12,11,12,0
349,12,1.0,0.9565217391304348,0.9565217391304348,12,11,11,0
350,12,1.0,0.9565217391304348,0.7857142857142857,12,11,16,0
351,12,1.0,0.9565217391304348,0.8799999999999999,12,11,13,0
352,12,1.0,0.9565217391304348,0.7692307692307692,12,11,14,0
353,12,1.0,0.9565217391304348,0.8799999999999999,12,11,13,0
354,12,1.0,0.9565217391304348,0.8461538461538461,12,11,14,0
355,12,1.0,0.9565217391304348,0.9565217391304348,12,11,11,0
356,12,1.0,0.9565217391304348,0.8799999999999999,12,11,13,0
357,12,1.0,0.9565217391304348,0.9565217391304348,12,11,11,0
358,12,1.0,0.9565217391304348,0.9565217391304348,12,11,11,0
359,12,1.0,0.9565217391304348,0.9166666666666666,12,11,12,0
360,12,1.0,0.9565217391304348,0.9565217391304348,12,11,11,0
361,12,1.0,0.9565217391304348,0.9565217391304348,12,11,11,0
362,12,1.0,0.9565217391304348,0.9166666666666666,12,11,12,0
363,13,1.0,0.9166666666666666,0.9230769230769231,13,11,13,0
364,13,1.0,0.9600000000000001,0.9600000000000001,13,12,12,0
365,13,1.0,0.9600000000000001,0.9600000000000001,13,12,12,0
366,13,1.0,0.9600000000000001,0.9230769230769231,13,12,13,0
367,13,1.0,0.9600000000000001,0.9600000000000001,13,12,12,0
368,13,1.0,0.9600000000000001,0.9600000000000001,13,12,12,0
369,12,0.9600000000000001,0.9166666666666666,0.9166666666666666,13,12,12,0
370,12,1.0,0.9565217391304348,0.9565217391304348,12,11,11,0
371,12,1.0,0.9565217391304348,0.9565217391304348,12,11,11,0
372,12,1.0,0.9565217391304348,0.9565217391304348,12,11,11,0
373,12,1.0,0.9565217391304348,0.9565217391304348,12,11,11,0
374,12,1.0,0.9565217391304348,0.8799999999999999,12,11,13,0
375,13,0.9600000000000001,0.9166666666666666,0.9230769230769231,12,11,13,0
376,13,0.9600000000000001,0.8799999999999999,0.8148148148148148,12,12,14,0
377,13,0.9600000000000001,0.9600000000000001,0.8571428571428571,12,12,15,0
378,13,0.9600000000000001,0.9166666666666666,0.9230769230769231,12,11,13,0
379,13,0.9600000000000001,0.9166666666666666,0.8799999999999999,12,11,12,0
380,13,0.9600000000000001,0.9166666666666666,0.9600000000000001,12,11,12,0
381,13,0.9600000000000001,0.8799999999999999,0.888888888888889,12,12,14,0
382,13,0.9230769230769231,0.8799999999999999,0.8461538461538461,13,12,13,0
383,12,1.0,0.9565217391304348,0.8461538461538461,12,11,14,0
384,12,0.9565217391304348,0.9090909090909091,0.8799999999999999,11,10,13,0
385,12,1.0,0.9090909090909091,0.9166666666666666,12,10,12,0
