frame,n_gt,f1_clean,f1_ego,f1_p1,n_box_clean,n_box_ego,n_box_p1,p1_identical_to_ego
386,12,1.0,0.9565217391304348,0.8799999999999999,12,11,13,0
387,12,1.0,0.9090909090909091,0.9090909090909091,12,10,10,0
388,12,1.0,0.9565217391304348,0.8799999999999999,12,11,13,0
389,12,1.0,0.9565217391304348,0.9166666666666666,12,11,12,0
390,11,0.9565217391304348,0.9090909090909091,0.9090909090909091,12,11,11,0
391,11,1.0,0.9,0.9090909090909091,11,9,11,0
392,11,1.0,0.9523809523809523,0.9090909090909091,11,10,11,0
393,11,1.0,0.9523809523809523,0.8,11,10,14,0
394,11,1.0,1.0,0.8333333333333333,11,11,13,0
395,11,1.0,1.0,0.8,11,11,14,0
396,11,1.0,1.0,0.9090909090909091,11,11,11,0
397,11,1.0,0.9565217391304348,0.88,11,12,14,0
398,11,1.0,0.9523809523809523,0.9166666666666666,11,10,13,0
399,11,1.0,1.0,0.88,11,11,14,0
400,11,1.0,1.0,0.8695652173913043,11,11,12,0
401,11,1.0,1.0,0.8,11,11,14,0
402,11,1.0,0.9523809523809523,0.9090909090909091,11,10,11,0
403,11,0.9523809523809523,0.9523809523809523,0.8181818181818182,10,10,11,0
404,7,1.0,1.0,1.0,7,7,7,0
405,8,0.9333333333333333,0.9333333333333333,0.8571428571428571,7,7,6,0
406,8,0.9333333333333333,0.9333333333333333,0.8571428571428571,7,7,6,0
407,8,0.9333333333333333,0.9333333333333333,0.8571428571428571,7,7,6,0
408,8,1.0,0.8571428571428571,0.8571428571428571,8,6,6,0
409,8,1.0,0.8571428571428571,0.7999999999999999,8,6,7,0
410,8,1.0,0.8571428571428571,0.75,8,6,8,0
411,8,1.0,0.8571428571428571,0.75,8,6,8,0
412,8,1.0,0.7142857142857143,0.6666666666666666,8,6,7,0
413,8,1.0,0.7142857142857143,0.6666666666666666,8,6,7,0
414,8,1.0,0.8571428571428571,0.8571428571428571,8,6,6,0
415,8,0.9411764705882353,0.8571428571428571,0.7999999999999999,9,6,7,0
416,8,1.0,0.8571428571428571,0.8571428571428571,8,6,6,0
417,8,1.0,0.8571428571428571,0.7058823529411765,8,6,9,0
418,8,1.0,0.8571428571428571,0.7368421052631579,8,6,11,0
419,8,1.0,0.9333333333333333,0.875,8,7,8,0
420,8,1.0,0.9333333333333333,0.875,8,7,8,0
421,8,1.0,0.9333333333333333,0.875,8,7,8,0
422,8,1.0,0.9333333333333333,0.7777777777777777,8,7,10,0
423,8,1.0,0.9333333333333333,0.875,8,7,8,0
424,8,1.0,0.9333333333333333,0.875,8,7,8,0
425,8,1.0,0.8571428571428571,0.6666666666666665,8,6,10,0
426,8,1.0,0.8571428571428571,0.7058823529411765,8,6,9,0
427,8,1.0,0.9333333333333333,0.7777777777777777,8,7,10,0
428,8,1.0,0.9333333333333333,0.875,8,7,8,0
429,8,1.0,0.9333333333333333,0.823529411764706,8,7,9,0
430,8,1.0,0.9333333333333333,0.7777777777777777,8,7,10,0
431,8,1.0,0.9333333333333333,0.875,8,7,8,0
432,8,0.9411764705882353,0.875,0.7777777777777777,9,8,10,0
433,8,1.0,0.9333333333333333,0.875,8,7,8,0
434,8,1.0,0.9333333333333333,0.9333333333333333,8,7,7,0
435,8,1.0,0.9333333333333333,0.9333333333333333,8,7,7,0
436,8,1.0,0.9333333333333333,0.9333333333333333,8,7,7,0
437,8,1.0,0.9333333333333333,0.875,8,7,8,0
438,8,1.0,0.9333333333333333,0.823529411764706,8,7,9,0
439,8,1.0,0.9333333333333333,0.823529411764706,8,7,9,0
440,8,1.0,0.9333333333333333,0.875,8,7,8,0
441,8,1.0,0.9333333333333333,0.9333333333333333,8,7,7,0
442,8,1.0,0.9333333333333333,0.9333333333333333,8,7,7,0
443,8,1.0,0.875,0.875,8,8,8,0
444,8,1.0,0.7999999999999999,0.7999999999999999,8,7,7,0
445,8,1.0,0.9333333333333333,0.875,8,7,8,0
446,8,1.0,0.8571428571428571,0.8571428571428571,8,6,6,0
447,8,1.0,0.8571428571428571,0.8571428571428571,8,6,6,0
448,8,1.0,0.7142857142857143,0.7142857142857143,8,6,6,0
449,8,1.0,0.9333333333333333,0.9333333333333333,8,7,7,0
450,8,1.0,0.9333333333333333,0.9333333333333333,8,7,7,0
451,8,1.0,0.8571428571428571,0.7999999999999999,8,6,7,0
452,7,1.0,0.923076923076923,0.8571428571428571,7,6,7,0
453,7,1.0,0.923076923076923,0.7999999999999999,7,6,8,0
454,8,0.875,0.8571428571428571,0.7058823529411765,8,6,9,0
455,8,1.0,0.9333333333333333,0.875,8,7,8,0
456,8,1.0,0.8571428571428571,0.7999999999999999,8,6,7,0
457,8,1.0,0.7999999999999999,0.7999999999999999,8,7,7,0
458,8,1.0,0.9333333333333333,0.875,8,7,8,0
459,8,1.0,0.9333333333333333,0.875,8,7,8,0
460,8,1.0,0.9333333333333333,0.9333333333333333,8,7,7,0
461,8,1.0,0.7999999999999999,0.7999999999999999,8,7,7,0
462,8,1.0,0.9333333333333333,0.9333333333333333,8,7,7,0
463,8,1.0,0.9333333333333333,0.9333333333333333,8,7,7,0
464,8,1.0,0.9333333333333333,0.823529411764706,8,7,9,0
465,8,1.0,0.9333333333333333,0.875,8,7,8,0
466,8,1.0,0.9333333333333333,0.9333333333333333,8,7,7,0
467,8,1.0,0.9333333333333333,0.875,8,7,8,0
468,8,1.0,0.9333333333333333,0.875,8,7,8,0
469,8,1.0,0.8571428571428571,0.7999999999999999,8,6,7,0
470,8,1.0,0.9333333333333333,0.875,8,7,8,0
471,8,1.0,0.8571428571428571,0.875,8,6,8,0
472,8,1.0,0.9333333333333333,0.875,8,7,8,0
473,7,0.9333333333333333,0.8333333333333333,0.6666666666666666,8,5,8,0
474,7,0.9333333333333333,0.8333333333333333,0.7142857142857143,8,5,7,0
475,7,1.0,0.8333333333333333,0.6666666666666666,7,5,8,0
476,6,0.923076923076923,0.9090909090909091,0.7692307692307692,7,5,7,0
477,6,0.923076923076923,0.9090909090909091,0.7692307692307692,7,5,7,0
478,6,0.923076923076923,0.9090909090909091,0.9090909090909091,7,5,5,0
479,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
480,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
481,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
482,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
483,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
484,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
485,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
486,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
487,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
488,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
489,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
490,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
491,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
492,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
493,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
494,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
495,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
496,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
497,6,1.0,0.9090909090909091,0.7142857142857143,6,5,8,0
498,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
499,6,1.0,0.9090909090909091,0.7142857142857143,6,5,8,0
500,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
501,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
502,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
503,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
504,6,0.923076923076923,0.8333333333333334,0.7142857142857143,7,6,8,0
505,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
506,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
507,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
508,6,1.0,0.8333333333333334,0.8333333333333334,6,6,6,0
509,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
510,6,1.0,0.8333333333333334,0.8333333333333334,6,6,6,0
511,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
512,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
513,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
514,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
515,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
516,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
517,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
518,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
519,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
520,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
521,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
522,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
523,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
524,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
525,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
526,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
527,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
528,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
529,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
530,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
531,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
532,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
533,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
534,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
535,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
536,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
537,6,1.0,1.0,0.9090909090909091,6,6,5,0
538,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
539,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
540,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
541,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
542,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
543,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
544,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
545,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
546,6,1.0,1.0,0.9090909090909091,6,6,5,0
547,6,1.0,0.923076923076923,0.6666666666666667,6,7,9,0
548,6,1.0,1.0,0.8333333333333334,6,6,6,0
549,6,1.0,1.0,0.8333333333333334,6,6,6,0
550,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
551,6,1.0,0.9090909090909091,0.7692307692307692,6,5,7,0
552,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
553,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
554,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
555,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
556,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
557,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
558,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
559,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
560,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
561,6,1.0,0.8,0.9090909090909091,6,4,5,0
562,6,1.0,0.8,0.7272727272727272,6,4,5,0
563,6,1.0,0.8,0.9090909090909091,6,4,5,0
564,6,1.0,1.0,0.8333333333333334,6,6,6,0
565,6,1.0,0.9090909090909091,0.9090909090909091,6,5,5,0
566,6,1.0,0.9090909090909091,0.8333333333333334,6,5,6,0
567,7,1.0,0.923076923076923,0.923076923076923,7,6,6,0
568,8,0.9333333333333333,0.9333333333333333,0.7999999999999999,7,7,7,0
569,8,1.0,0.7999999999999999,0.7142857142857143,8,7,6,0
570,8,0.875,0.875,0.7999999999999999,8,8,7,0
571,8,0.8571428571428571,0.7692307692307693,0.7142857142857143,6,5,6,0
572,7,1.0,0.8333333333333333,0.923076923076923,7,5,6,0
573,7,0.923076923076923,0.8333333333333333,0.923076923076923,6,5,6,0
574,7,0.923076923076923,0.8333333333333333,0.6666666666666666,6,5,8,0
575,7,1.0,1.0,0.923076923076923,7,7,6,0
576,7,0.923076923076923,0.8333333333333333,0.7692307692307692,6,5,6,0
577,7,1.0,1.0,0.923076923076923,7,7,6,0
578,7,0.923076923076923,0.923076923076923,0.7692307692307692,6,6,6,0
579,7,1.0,1.0,0.8571428571428571,7,7,7,0
580,7,0.923076923076923,0.923076923076923,0.7142857142857143,6,6,7,0
581,7,0.8571428571428571,0.7692307692307692,0.7692307692307692,7,6,6,0
582,7,1.0,0.923076923076923,0.8571428571428571,7,6,7,0
583,7,0.923076923076923,1.0,0.8571428571428571,6,7,7,0
584,7,1.0,0.923076923076923,0.8571428571428571,7,6,7,0
585,7,1.0,0.923076923076923,0.923076923076923,7,6,6,0
586,7,0.9333333333333333,0.8571428571428571,0.8571428571428571,8,7,7,0
587,7,1.0,0.923076923076923,0.75,7,6,9,0
588,7,1.0,1.0,0.923076923076923,7,7,6,0
589,7,1.0,1.0,0.923076923076923,7,7,6,0
590,6,0.923076923076923,0.923076923076923,0.7692307692307692,7,7,7,0
591,6,1.0,1.0,0.8333333333333334,6,6,6,0
592,6,1.0,1.0,0.8333333333333334,6,6,6,0
593,6,1.0,1.0,0.7142857142857143,6,6,8,0
594,6,1.0,0.923076923076923,0.7692307692307692,6,7,7,0
595,6,1.0,1.0,0.5555555555555556,6,6,12,0
596,6,0.923076923076923,0.923076923076923,0.8,7,7,9,0
597,6,0.923076923076923,0.923076923076923,0.7142857142857143,7,7,8,0
598,6,1.0,0.923076923076923,0.7499999999999999,6,7,10,0
599,6,0.8571428571428571,0.923076923076923,0.7499999999999999,8,7,10,0
600,6,0.923076923076923,0.923076923076923,0.8571428571428571,7,7,8,0
601,6,0.8571428571428571,0.923076923076923,0.8571428571428571,8,7,8,0
602,6,1.0,1.0,0.7142857142857143,6,6,8,0
603,6,0.923076923076923,0.923076923076923,0.7142857142857143,7,7,8,0
604,6,0.923076923076923,0.923076923076923,0.7499999999999999,7,7,10,0
605,6,1.0,1.0,0.6666666666666667,6,6,9,0
606,22,0.8780487804878049,0.7058823529411764,0.7777777777777778,19,12,14,0
607,23,0.8571428571428571,0.6285714285714286,0.6285714285714286,19,12,12,0
608,23,0.8292682926829269,0.6666666666666667,0.6315789473684211,18,13,15,0
609,23,0.8571428571428571,0.6285714285714286,0.6666666666666667,19,12,13,0
610,24,0.8571428571428571,0.6666666666666666,0.6486486486486487,18,12,13,0
611,23,0.7999999999999999,0.5714285714285714,0.6111111111111112,17,12,13,0
612,23,0.7999999999999999,0.5882352941176471,0.5882352941176471,17,11,11,0
613,20,0.8947368421052632,0.7272727272727274,0.7272727272727274,18,13,13,0
614,20,0.8571428571428571,0.6451612903225806,0.787878787878788,15,11,13,0
615,21,0.8108108108108109,0.6470588235294118,0.6666666666666666,16,13,15,0
616,22,0.8205128205128205,0.6285714285714286,0.6666666666666665,17,13,14,0
617,23,0.8571428571428571,0.7027027027027025,0.7027027027027025,19,14,14,0
618,22,0.9268292682926829,0.7428571428571429,0.7567567567567568,19,13,15,0
619,22,0.9,0.7428571428571429,0.7777777777777778,18,13,14,0
620,22,0.8717948717948718,0.6857142857142856,0.7894736842105263,17,13,16,0
621,22,0.9,0.7058823529411764,0.6666666666666667,18,12,17,0
622,22,0.8717948717948718,0.7058823529411764,0.7567567567567568,17,12,15,0
623,22,0.9,0.7777777777777778,0.7894736842105263,18,14,16,0
624,23,0.878048780487805,0.7894736842105263,0.7368421052631579,18,15,15,0
625,22,0.8421052631578948,0.7428571428571429,0.8108108108108109,16,13,15,0
626,23,0.9047619047619047,0.7368421052631579,0.7692307692307693,19,15,16,0
627,22,0.9,0.7777777777777778,0.7567567567567568,18,14,15,0
628,21,0.9500000000000001,0.8333333333333333,0.8717948717948718,19,15,18,0
629,22,0.9268292682926829,0.8108108108108109,0.8108108108108109,19,15,15,0
630,22,0.9,0.7777777777777778,0.7894736842105263,18,14,16,0
631,22,0.9268292682926829,0.8421052631578948,0.7804878048780488,19,16,19,0
632,22,0.9767441860465117,0.8421052631578948,0.8421052631578948,21,16,16,0
633,22,0.9268292682926829,0.8108108108108109,0.8717948717948718,19,15,17,0
634,22,0.9523809523809523,0.8421052631578948,0.8205128205128205,20,16,17,0
635,22,0.9523809523809523,0.8421052631578948,0.85,20,16,18,0
636,22,0.9523809523809523,0.9,0.8292682926829269,20,18,19,0
637,24,0.8837209302325582,0.8095238095238096,0.8260869565217391,19,18,22,0
638,24,0.9090909090909091,0.8571428571428571,0.8636363636363635,20,18,20,0
639,23,0.9302325581395349,0.9047619047619047,0.9333333333333332,20,19,22,0
640,23,0.9545454545454545,0.9302325581395349,0.8636363636363636,21,20,21,0
641,23,0.9545454545454545,0.9047619047619047,0.8636363636363636,21,19,21,0
642,23,0.878048780487805,0.85,0.878048780487805,18,17,18,0
643,23,0.8571428571428571,0.7999999999999999,0.7804878048780488,19,17,18,0
644,23,0.8571428571428571,0.8292682926829269,0.8571428571428571,19,18,19,0
645,22,0.9268292682926829,0.9268292682926829,0.9047619047619048,19,19,20,0
646,23,0.9545454545454545,0.9333333333333332,0.888888888888889,21,22,22,0
647,23,0.9302325581395349,0.9333333333333332,0.8749999999999999,20,22,25,0
648,24,0.9333333333333333,0.9333333333333333,0.8936170212765957,21,21,23,0
649,23,0.9333333333333332,0.9777777777777777,0.9565217391304348,22,22,23,0
650,23,0.909090909090909,0.9333333333333332,0.8979591836734695,21,22,26,0
651,24,0.9130434782608695,0.9130434782608695,0.8571428571428572,22,22,25,0
652,24,0.9361702127659574,0.9130434782608695,0.8979591836734694,23,22,25,0
653,23,0.9565217391304348,0.9565217391304348,0.9583333333333334,23,23,25,0
654,23,0.9787234042553191,0.9787234042553191,0.9166666666666666,24,24,25,0
655,23,0.9787234042553191,0.9787234042553191,0.9361702127659574,24,24,24,0
656,23,0.9361702127659574,0.9361702127659574,0.8749999999999999,24,24,25,0
657,24,1.0,1.0,0.9387755102040817,24,24,25,0
658,24,1.0,0.9787234042553191,0.9583333333333334,24,23,24,0
659,24,0.9565217391304348,0.9565217391304348,0.9130434782608695,22,22,22,0
660,23,0.9787234042553191,0.9583333333333334,0.8749999999999999,24,25,25,0
661,23,0.9333333333333332,0.8636363636363636,0.8837209302325583,22,21,20,0
662,23,0.9333333333333332,0.8837209302325583,0.8444444444444444,22,20,22,0
663,22,0.9090909090909091,0.8837209302325582,0.8837209302325582,22,21,21,0
664,21,0.9545454545454545,0.8837209302325582,0.8837209302325582,23,22,22,0
665,22,0.9333333333333332,0.8571428571428572,0.8571428571428572,23,20,20,0
666,22,0.9523809523809523,0.7894736842105263,0.7692307692307693,20,16,17,0
667,22,0.9767441860465117,0.8205128205128205,0.8205128205128205,21,17,17,0
668,22,0.9767441860465117,0.8205128205128205,0.7999999999999999,21,17,18,0
669,22,0.9523809523809523,0.7777777777777778,0.7777777777777778,20,14,14,0
670,13,0.8666666666666666,0.896551724137931,0.7428571428571429,17,16,22,0
671,13,0.8387096774193548,0.8666666666666666,0.8125000000000001,18,17,19,0
672,14,0.9032258064516129,0.9032258064516129,0.8,17,17,21,0
673,14,0.8484848484848484,0.8235294117647058,0.7368421052631579,19,20,24,0
674,14,0.9333333333333333,0.9333333333333333,0.7777777777777778,16,16,22,0
675,14,0.9333333333333333,0.9655172413793104,0.7567567567567568,16,15,23,0
676,15,0.967741935483871,0.967741935483871,0.8333333333333333,16,16,21,0
677,16,0.9375,0.9375,0.8333333333333334,16,16,20,0
678,16,0.9411764705882353,1.0,0.8571428571428572,18,16,19,0
679,16,0.9411764705882353,1.0,0.8823529411764706,18,16,18,0
680,16,0.9411764705882353,0.9090909090909091,0.8333333333333334,18,17,20,0
681,16,0.9411764705882353,0.9696969696969697,0.8648648648648648,18,17,21,0
682,16,0.9142857142857143,0.888888888888889,0.8421052631578948,19,20,22,0
683,16,0.9696969696969697,1.0,0.888888888888889,17,16,20,0
684,18,0.9444444444444444,0.9142857142857143,0.8947368421052632,18,17,20,0
685,18,0.9142857142857143,0.8823529411764706,0.8095238095238096,17,16,24,0
686,18,0.9714285714285714,0.8750000000000001,0.8333333333333334,17,14,18,0
687,18,0.9411764705882353,0.8484848484848485,0.7894736842105262,16,15,20,0
688,17,0.9090909090909091,0.9032258064516129,0.717948717948718,16,14,22,0
689,17,0.8749999999999999,0.8666666666666666,0.8749999999999999,15,13,15,0
690,16,0.9032258064516129,0.896551724137931,0.742857142857143,15,13,19,0
691,15,0.9333333333333333,0.8148148148148148,0.9333333333333333,15,12,15,0
692,14,0.9285714285714286,0.7692307692307692,0.7333333333333334,14,12,16,0
693,14,0.9655172413793104,0.8571428571428571,0.7999999999999999,15,14,16,0
694,14,0.9655172413793104,0.8148148148148148,0.689655172413793,15,13,15,0
695,14,0.9285714285714286,0.6923076923076924,0.7096774193548386,14,12,17,0
696,14,0.9333333333333333,0.8461538461538461,0.8148148148148148,16,12,13,0
697,14,0.962962962962963,0.8,0.6923076923076924,13,11,12,0
698,15,0.967741935483871,0.8148148148148148,0.7878787878787877,16,12,18,0
699,13,1.0,0.8,0.8148148148148148,13,12,14,0
700,13,0.896551724137931,0.7692307692307693,0.7333333333333334,16,13,17,0
701,14,0.8387096774193549,0.7407407407407408,0.7096774193548386,17,13,17,0
702,14,0.8666666666666666,0.8275862068965518,0.8387096774193549,16,15,17,0
703,14,0.896551724137931,0.8571428571428571,0.8275862068965518,15,14,15,0
704,14,0.896551724137931,0.8571428571428571,0.8666666666666666,15,14,16,0
705,15,0.9333333333333333,0.896551724137931,0.8666666666666667,15,14,15,0
706,15,0.896551724137931,0.8571428571428571,0.8275862068965518,14,13,14,0
707,15,0.896551724137931,0.8275862068965518,0.8387096774193549,14,14,16,0
708,15,0.8666666666666667,0.7857142857142856,0.7741935483870969,15,13,16,0
709,14,0.896551724137931,0.8148148148148148,0.8571428571428571,15,13,14,0
710,14,0.8275862068965518,0.6666666666666666,0.7999999999999999,15,13,16,0
711,14,0.9285714285714286,0.7200000000000001,0.6923076923076924,14,11,12,0
712,14,0.9285714285714286,0.7200000000000001,0.6428571428571429,14,11,14,0
713,14,0.9655172413793104,0.8,0.7586206896551724,15,11,15,0
714,14,0.9333333333333333,0.7200000000000001,0.7407407407407408,16,11,13,0
715,14,0.9655172413793104,0.6956521739130435,0.7692307692307692,15,9,12,0
716,14,0.9655172413793104,0.64,0.689655172413793,15,11,15,0
717,14,0.9032258064516129,0.7857142857142857,0.7333333333333334,17,14,16,0
718,10,1.0,0.8000000000000002,0.761904761904762,10,10,11,0
719,10,0.9523809523809523,0.8000000000000002,0.6666666666666666,11,10,14,0
720,10,0.9523809523809523,0.761904761904762,0.6956521739130435,11,11,13,0
721,10,0.9523809523809523,0.761904761904762,0.7272727272727272,11,11,12,0
722,10,0.9523809523809523,0.8181818181818182,0.7200000000000001,11,12,15,0
723,10,0.9090909090909091,0.8571428571428572,0.8571428571428572,12,11,11,0
724,10,1.0,0.8181818181818182,0.7200000000000001,10,12,15,0
725,10,0.9523809523809523,0.9,0.7200000000000001,11,10,15,0
726,10,0.9523809523809523,0.75,0.6428571428571429,11,14,18,0
727,10,0.9090909090909091,0.8571428571428572,0.6206896551724138,12,11,19,0
728,10,0.9090909090909091,0.9090909090909091,0.6666666666666667,12,12,17,0
729,10,0.8695652173913044,0.8333333333333333,0.6428571428571429,13,14,18,0
730,10,0.9090909090909091,0.9090909090909091,0.7826086956521738,12,12,13,0
731,10,0.9523809523809523,0.9090909090909091,0.75,11,12,14,0
732,10,0.9090909090909091,0.9090909090909091,0.7826086956521738,12,12,13,0
733,9,0.9,0.8181818181818181,0.64,11,13,16,0
734,9,1.0,0.9473684210526316,0.6666666666666667,9,10,15,0
735,9,0.9,0.9473684210526316,0.761904761904762,11,10,12,0
736,9,0.9473684210526316,0.9473684210526316,0.64,10,10,16,0
737,9,0.9,0.9,0.761904761904762,11,11,12,0
738,9,0.9,0.9473684210526316,0.72,11,10,16,0
739,9,0.9473684210526316,0.9473684210526316,0.6666666666666667,10,10,15,0
740,9,0.9,0.9,0.9,11,11,11,0
741,9,0.8571428571428571,0.9473684210526316,0.7999999999999999,12,10,11,0
742,9,0.9,0.9,0.6956521739130435,11,11,14,0
743,9,0.8421052631578948,0.8421052631578948,0.7272727272727274,10,10,13,0
744,10,0.8000000000000002,0.8421052631578948,0.75,10,9,14,0
745,10,0.7272727272727272,0.7272727272727272,0.64,12,12,15,0
746,9,0.8181818181818181,0.8181818181818181,0.6666666666666666,13,13,18,0
747,9,0.8181818181818181,0.8181818181818181,0.6666666666666666,13,13,18,0
748,9,0.8571428571428571,0.8571428571428571,0.7499999999999999,12,12,15,0
749,9,0.8571428571428571,0.8571428571428571,0.6923076923076924,12,12,17,0
750,9,0.8181818181818181,0.782608695652174,0.6428571428571429,13,14,19,0
751,9,0.8181818181818181,0.8181818181818181,0.6666666666666666,13,13,18,0
752,9,0.8181818181818181,0.8181818181818181,0.6666666666666666,13,13,18,0
753,9,0.782608695652174,0.7499999999999999,0.6428571428571429,14,15,19,0
754,9,0.782608695652174,0.72,0.5925925925925926,14,16,18,0
755,9,0.7499999999999999,0.782608695652174,0.5625,15,14,23,0
756,9,0.8181818181818181,0.7499999999999999,0.6,13,15,21,0
757,9,0.8181818181818181,0.8181818181818181,0.5454545454545454,13,13,24,0
758,9,0.8181818181818181,0.782608695652174,0.5,13,14,23,0
759,9,0.782608695652174,0.6956521739130435,0.5333333333333333,14,14,21,0
760,9,0.7499999999999999,0.7272727272727274,0.5161290322580644,15,13,22,0
761,9,0.7499999999999999,0.7272727272727274,0.5517241379310346,15,13,20,0
762,9,0.782608695652174,0.7272727272727274,0.5925925925925926,14,13,18,0
763,9,0.782608695652174,0.761904761904762,0.5925925925925926,14,12,18,0
764,9,0.8571428571428571,0.7999999999999999,0.5333333333333333,12,11,21,0
765,9,0.7499999999999999,0.6956521739130435,0.5925925925925926,15,14,18,0
766,9,0.782608695652174,0.6956521739130435,0.5714285714285714,14,14,19,0
767,9,0.8571428571428571,0.7999999999999999,0.56,12,11,16,0
768,9,0.8181818181818181,0.761904761904762,0.6153846153846153,13,12,17,0
769,9,0.8181818181818181,0.7999999999999999,0.6956521739130435,13,11,14,0
770,9,0.8571428571428571,0.7999999999999999,0.5925925925925926,12,11,18,0
771,9,0.8181818181818181,0.761904761904762,0.5714285714285714,13,12,19,0
772,9,0.8181818181818181,0.7272727272727274,0.6153846153846153,13,13,17,0
773,9,0.8181818181818181,0.761904761904762,0.5714285714285714,13,12,19,0
774,9,0.8571428571428571,0.7999999999999999,0.5714285714285714,12,11,19,0
775,18,0.878048780487805,0.5517241379310345,0.5,23,11,14,0
776,18,0.8372093023255813,0.5517241379310345,0.5,25,11,14,0
777,18,0.8421052631578948,0.5185185185185185,0.5333333333333333,20,9,12,0
778,17,0.8648648648648648,0.5714285714285714,0.5517241379310345,20,11,12,0
779,19,0.8,0.5625,0.5625,21,13,13,0
780,18,0.8292682926829269,0.5806451612903226,0.5454545454545454,23,13,15,0
781,18,0.8717948717948718,0.5517241379310345,0.5625000000000001,21,11,14,0
782,18,0.7999999999999999,0.5517241379310345,0.4848484848484848,22,11,15,0
783,18,0.9473684210526316,0.5806451612903226,0.6470588235294118,20,13,16,0
