frame,ego_conf_mean,ego_conf_std,ego_conf_p10,ego_conf_p50,ego_conf_p90
29,0.3231022922056062,0.06131933548380097,0.23148458302021027,0.3306858241558075,0.39876996874809273
30,0.34064390559991203,0.07694318316546914,0.2722799122333527,0.3288935124874115,0.4485840082168579
31,0.32407193183898925,0.05878608739984991,0.2397758811712265,0.32993343472480774,0.38695366978645324
32,0.33282957319170237,0.06486011420990083,0.26095501333475113,0.32268063724040985,0.41956546902656555
33,0.3519089054316282,0.06633855563210886,0.2987285405397415,0.3422585725784302,0.4526599645614624
34,0.37755296166454044,0.08760051178504395,0.2804059863090515,0.3522627651691437,0.5118974924087525
35,0.35118911062416275,0.06459260723595328,0.2546847820281982,0.35911571979522705,0.41826469302177427
36,0.383056353777647,0.0936036617015309,0.25272780656814575,0.39346474409103394,0.49910832941532135
37,0.3667436182498932,0.09261671379936365,0.2721838027238846,0.35200513899326324,0.48385737538337714
38,0.41928476923041874,0.08350239516095811,0.2993647396564484,0.4330802410840988,0.5158773601055145
39,0.4128991251482683,0.08085668143423232,0.3072471618652344,0.41994425654411316,0.5058847963809967
40,0.4206577718257904,0.08819275252396891,0.32260441929101946,0.43273159861564636,0.5055714130401612
41,0.39066119864583015,0.11547080638204302,0.22104835957288743,0.3597564250230789,0.5331511557102203
42,0.40094599534164777,0.09274150988946209,0.2955331653356552,0.40073511004447937,0.49553850293159485
43,0.4603370073295775,0.08174276036873598,0.3505428433418274,0.44652414321899414,0.5871895551681519
44,0.4768459364771843,0.09656905704239366,0.32546786665916444,0.5147053301334381,0.5827802658081055
45,0.5073564884563287,0.11399111676702112,0.3682878315448761,0.4936836063861847,0.6727407395839691
46,0.5414740232129892,0.17288479072020493,0.30584312677383424,0.5375836491584778,0.7476773023605346
47,0.5499160308390856,0.17100882847500914,0.3529503971338272,0.5452326834201813,0.8190308809280396
48,0.6091295058528582,0.15729132447645147,0.3559055238962173,0.6181826293468475,0.7794303119182586
49,0.6203784942626953,0.19095614059177196,0.37095041275024415,0.6377169489860535,0.8481237530708313
50,0.6355479223032793,0.17839134599626855,0.39951760172843936,0.6914422512054443,0.832848972082138
51,0.6318442219247421,0.1808900732756662,0.3853836238384247,0.686244785785675,0.8256441950798035
52,0.6363523356292559,0.16185347997630542,0.415832644701004,0.6456943154335022,0.835600769519806
53,0.6600589399988,0.161389267760403,0.5122721016407012,0.6966736018657684,0.8656480133533478
54,0.62708113828431,0.15953829839616063,0.47744104266166687,0.6221248507499695,0.8128572344779968
55,0.6394491947215536,0.19560862386791483,0.35371031165122985,0.6714541912078857,0.8529294490814209
56,0.6131745216747125,0.18939160838795258,0.28843503892421724,0.6463128924369812,0.8183176875114441
57,0.6401265367217686,0.1722436632141454,0.4465514481067657,0.6668309569358826,0.8434043884277344
58,0.6443217286597127,0.15065853486374164,0.48698318004608154,0.6609044671058655,0.8044914484024048
59,0.620836619626392,0.18479628863035716,0.4193581879138947,0.6292136609554291,0.8220952153205872
60,0.6110236529599536,0.1854119296683433,0.3410574555397034,0.6557625532150269,0.8154523134231567
61,0.6761017307639122,0.1628043224587587,0.4279473930597305,0.729550302028656,0.8446633398532868
62,0.6712151113010588,0.13848296272981192,0.44810864329338074,0.7033607363700867,0.8049929141998291
63,0.653250610544568,0.18167440005407082,0.34977987408638,0.7159686088562012,0.8396495580673218
64,0.6626090895045887,0.12767834005777348,0.5011614084243774,0.6945382952690125,0.8069023907184601
65,0.6395268569821897,0.1756728561451999,0.46409834623336793,0.5860552191734314,0.8384243011474609
66,0.6530725572790418,0.16542905770346078,0.4075995683670044,0.6505711674690247,0.8341855406761169
67,0.6579269922592423,0.15719736645189403,0.5039079189300537,0.6888555884361267,0.8443747222423554
68,0.6538382755084471,0.15590981442560167,0.42908633649349215,0.7343703806400299,0.8270843088626861
69,0.6488912986083464,0.14508904443433115,0.49843059480190277,0.6630818247795105,0.8229086220264435
70,0.6437387060035359,0.171322708321251,0.41026967465877534,0.6956549882888794,0.8791697800159455
71,0.647425040602684,0.15558973483147118,0.4673792660236359,0.6410591900348663,0.8455583751201631
72,0.6113842971946882,0.19619506213134158,0.34710342288017276,0.6129944920539856,0.8468381881713868
73,0.6295022490349683,0.19089017240129877,0.3511334419250488,0.7144612967967987,0.8548966526985169
74,0.6550821160728281,0.160626022780726,0.4776194244623184,0.6789206564426422,0.8635074555873872
75,0.6473257272016435,0.1701392547360414,0.3960754871368408,0.6701269745826721,0.8204576969146729
76,0.6424620790140969,0.207576083241196,0.3306718170642853,0.7183623909950256,0.838798999786377
77,0.6444534652612426,0.18644412672132354,0.34203765988349916,0.7156303524971008,0.8282086491584778
78,0.6316474107178774,0.21318331578719663,0.29895767867565154,0.7181956768035889,0.8740086257457733
79,0.6139984074093047,0.20142890666757435,0.3013418912887573,0.6732191443443298,0.831884503364563
80,0.6616146376258448,0.20182613729845972,0.2736863255500793,0.7298828363418579,0.8722153902053833
81,0.6818750014430598,0.1835078918742057,0.37289825081825256,0.7244658470153809,0.8679010748863221
82,0.6853336807754304,0.14495674838001718,0.48362064063549043,0.6978552341461182,0.8560161352157593
83,0.6413224250078201,0.20021098084958056,0.35127370357513427,0.6730285584926605,0.8597656965255738
84,0.6820879868335195,0.16700334989661159,0.4717995047569275,0.7451705038547516,0.8313820838928223
85,0.6247666414294925,0.19001880787402045,0.3644840717315674,0.6574118733406067,0.8377164006233215
86,0.5753982772952632,0.1451600604019665,0.33093215227127076,0.6198369264602661,0.7385097503662109
87,0.5654519235386568,0.10858174324752436,0.4191094696521759,0.5773335695266724,0.6915162563323974
88,0.5187058917113713,0.10139764635614058,0.3912432134151459,0.5046772062778473,0.6471254587173462
89,0.41359776506821316,0.09572732722983425,0.29821829944849015,0.4225264638662338,0.517987710237503
90,0.48768590576946735,0.10892737055092787,0.3343573659658432,0.5165116786956787,0.6007668077945709
91,0.4254615482162027,0.10071962545077749,0.2903414011001587,0.4533556401729584,0.5480814337730407
92,0.4608195233676169,0.09034192190532182,0.38502987325191496,0.4553898721933365,0.5798032402992248
93,0.4919292228296399,0.10624066180863137,0.4157387763261795,0.49254167079925537,0.6293555498123169
94,0.4345056679513719,0.13642030165240385,0.259286829829216,0.42177948355674744,0.5991424560546875
95,0.44725456833839417,0.0851399269036813,0.40180722773075106,0.44451506435871124,0.529098254442215
96,0.4595493748784065,0.12267834572493347,0.29411517828702927,0.4944803863763809,0.5904579758644104
97,0.45028638932853937,0.13194496850198106,0.2512347549200058,0.4676414132118225,0.6159752905368805
98,0.5213649939088261,0.13460627479787654,0.34401596188545225,0.5157438516616821,0.6597303152084351
99,0.5683917379692981,0.17762784271440435,0.25635977685451505,0.5740238428115845,0.7489062786102294
100,0.574454760267621,0.2073821257571834,0.2766737937927246,0.5964929461479187,0.8332751989364624
101,0.6144959841455732,0.19356905134717595,0.3128712773323059,0.6288401484489441,0.7995933294296265
102,0.615458719432354,0.21027271204296225,0.31160953640937805,0.673511803150177,0.850653237104416
103,0.6019612706842876,0.20726899588285402,0.31231167912483215,0.6335443258285522,0.8303369879722595
104,0.6373140506801152,0.18029051882731706,0.34423592686653137,0.6670063734054565,0.8262932896614075
105,0.6211688330298976,0.16505476400876523,0.3915509879589081,0.6532281041145325,0.812833845615387
106,0.5618444845080376,0.16760982039697367,0.3552231252193451,0.5337837636470795,0.7946720242500306
107,0.5472410097718239,0.19456970584698857,0.2957344472408295,0.5686940550804138,0.7999256551265717
108,0.5311955114205679,0.1700961924851168,0.28772675395011904,0.5216625928878784,0.7380314350128174
109,0.4904739393999702,0.1399035077397619,0.32114783525466917,0.4821511209011078,0.6554109930992126
110,0.4776359117693371,0.15761691313249745,0.26776396930217744,0.45029060542583466,0.6870198786258698
111,0.49076492646161246,0.12470506676165236,0.33238381147384644,0.49355030059814453,0.6213426947593689
112,0.6581182139260429,0.1578294746980332,0.44076210260391235,0.6733726859092712,0.8443329930305481
113,0.6285607801831287,0.19227024445528548,0.3591594755649567,0.6483946442604065,0.8403142213821411
114,0.6079391526139301,0.19437048810276314,0.3460304975509644,0.6182181239128113,0.83347647190094
115,0.6794461946595799,0.1656808928894263,0.4339862436056137,0.6904694736003876,0.8446727752685547
116,0.6407394354993646,0.16222146185315048,0.44021259248256683,0.636232316493988,0.8534824311733246
117,0.632822501918544,0.16653600481340092,0.44331713318824767,0.6332101225852966,0.8531199336051941
118,0.6474122690117877,0.16267268463541246,0.4254960656166077,0.6660874485969543,0.8432876586914062
119,0.662096566480139,0.1695615713085673,0.49860348701477053,0.6990965604782104,0.8528995156288147
120,0.6867232634907677,0.13076242531753446,0.540537416934967,0.6980319619178772,0.8488392233848572
121,0.6800591136728015,0.17965594204646212,0.37761691212654114,0.7087094783782959,0.8777686953544617
122,0.6691124708879561,0.17267420720877227,0.3924955129623413,0.7058734893798828,0.862246572971344
123,0.6772725663401864,0.17272111675783827,0.48510218858718873,0.7128959894180298,0.8688281655311585
124,0.6646720572658207,0.17092360717911828,0.4441669285297394,0.6803573369979858,0.8596964359283448
125,0.6506075133448062,0.17116544391297583,0.41030830740928653,0.6760333180427551,0.8350462555885315
126,0.6610729450529272,0.17555112705533388,0.3993746280670166,0.7030364274978638,0.8479201674461365
127,0.6420955502468607,0.20856128427398996,0.34537763595581056,0.7047731876373291,0.8601056694984436
128,0.6712966911170793,0.15521520534540073,0.461442643404007,0.7044652104377747,0.8467607498168945
129,0.6708824692860894,0.16477184266015182,0.43720880150794983,0.7315810322761536,0.8561343908309936
130,0.6780731937159663,0.1868274938038901,0.43987547159194945,0.6928122639656067,0.8687432765960693
131,0.6779972995104997,0.18963847219397953,0.4185540616512299,0.7465846538543701,0.8584556102752685
132,0.7166197626363664,0.1389048043504212,0.5463655591011047,0.731117844581604,0.8619716167449951
133,0.6869893758134409,0.1687358289558078,0.43949657380580903,0.7180306017398834,0.8492593050003052
134,0.6998486050537654,0.15558675511956493,0.43987777829170227,0.6719744801521301,0.8635302782058716
135,0.6916987963698127,0.15421865457532308,0.4292507827281952,0.7150656282901764,0.8596348702907562
136,0.6746895841576837,0.16578582860596341,0.38544348180294036,0.7218044102191925,0.8471682012081146
137,0.6986642154780301,0.13184635848667928,0.5026048630475998,0.7145809829235077,0.8461020171642304
138,0.7072578993710604,0.12296919676959231,0.5481953978538513,0.720844954252243,0.843452787399292
139,0.6874501962553371,0.14569106151242897,0.5455602049827576,0.6981715857982635,0.834638237953186
140,0.6994538794864308,0.14027645985852538,0.5139236688613892,0.7243627905845642,0.8498068809509277
141,0.69372389533303,0.1353596681967263,0.5015468597412109,0.7137614190578461,0.8483533740043641
142,0.6687573275782845,0.1673714378702155,0.40927494764328004,0.7171118557453156,0.8223371386528016
143,0.7108236721583775,0.14030080806667666,0.4887995719909668,0.7311128973960876,0.861758828163147
144,0.6609446067701686,0.1930070694113925,0.2981105655431748,0.6865332126617432,0.8438442528247834
145,0.6803308562153861,0.17467745270325746,0.4374117851257324,0.7222827076911926,0.8688504695892334
146,0.6970714226365089,0.16870879495308816,0.5413224577903748,0.7295075953006744,0.8738645434379578
147,0.70986103489995,0.1473246051597978,0.6112380892038346,0.7202522158622742,0.8455195844173432
148,0.6898012863738197,0.15505158367994296,0.5621625185012817,0.7135493755340576,0.8413910269737244
149,0.6866117370399561,0.16523598135746287,0.47310256361961367,0.7073281705379486,0.868065118789673
150,0.6956688591412136,0.13928226481585135,0.5203166604042053,0.7056834101676941,0.8436518311500549
151,0.701388554913657,0.1357528640314363,0.5926445126533508,0.7150723338127136,0.8564531803131104
152,0.6746510565280914,0.15205742210144427,0.5353518724441528,0.6998988389968872,0.8277159333229065
153,0.69665307700634,0.14311931568456246,0.49748128056526186,0.7159745097160339,0.8513761103153229
154,0.7090963692892165,0.12221887736264601,0.5230851173400879,0.7365424633026123,0.8507581353187561
155,0.7017470058940706,0.10569019216303124,0.5726359486579895,0.7263712286949158,0.8262385725975037
156,0.7071961522102356,0.12537439114996168,0.54946009516716,0.7161345183849335,0.8592466413974762
157,0.6655768044292927,0.1705730358895044,0.4315578073263168,0.6793121695518494,0.8587518453598022
158,0.6788939744234085,0.1645665438047261,0.48252626955509187,0.7435522973537445,0.8493607163429261
159,0.6741686667266645,0.161575674132756,0.45588308572769165,0.6813993453979492,0.8575654745101928
160,0.6833708364712564,0.15899126068762814,0.5112804174423218,0.7174451351165771,0.8527788043022155
161,0.6720807160201826,0.1456338058488437,0.4792752623558044,0.7028038501739502,0.8203486442565918
162,0.6517399594187736,0.17722056168039652,0.3620746910572052,0.6903743743896484,0.8307641565799713
163,0.660921311378479,0.15712236588376524,0.40593518912792204,0.6861984431743622,0.848863297700882
164,0.685369642244445,0.15942523371038178,0.43885408341884613,0.716381698846817,0.8437568724155426
165,0.6935168285118906,0.1341933159486534,0.5375004827976226,0.7208714485168457,0.8326962351799011
166,0.6733394026756286,0.15481120355386202,0.4255472242832184,0.7191390097141266,0.8434478878974915
167,0.6700631693789834,0.12953604487611647,0.48037095069885255,0.6772071719169617,0.8335671663284302
168,0.6048949917680339,0.18056741367067894,0.3664012312889099,0.6424371004104614,0.8115609765052795
169,0.6348762131399579,0.1884644989143942,0.3584040641784668,0.7025820910930634,0.820201075077057
170,0.6321214818292193,0.17174230247796185,0.38257510364055636,0.6827559769153595,0.80795339345932
171,0.6709183918105232,0.11583978787649037,0.5039509356021881,0.6647007167339325,0.8012360215187073
172,0.6502701687185388,0.15883863426191577,0.449452406167984,0.6807973384857178,0.8292479038238525
173,0.6617937071455849,0.14988894567398675,0.4759924530982972,0.6797372400760651,0.8146616399288178
174,0.6832317395342721,0.10937063612040722,0.5302462756633759,0.6849685311317444,0.8194801390171051
175,0.7024461726347605,0.1102699751574045,0.5828053951263428,0.6858012080192566,0.8342643141746521
176,0.6766525771882799,0.1466064139207662,0.48560496866703035,0.7180824875831604,0.8109925866127015
177,0.6914172894076297,0.13950892786776728,0.49173741936683657,0.6903234720230103,0.8289004445075988
178,0.7242590834697088,0.10388445956371606,0.589434415102005,0.7319253385066986,0.8313954114913941
179,0.6641364364247573,0.13613272491410117,0.4802363932132721,0.6776737570762634,0.8034372925758362
180,0.652058766860711,0.1832838619643835,0.44157236218452456,0.7099441885948181,0.8405613660812378
181,0.6728153973817825,0.16425870166701093,0.361820912361145,0.712541401386261,0.8069113552570343
182,0.6623287326411197,0.16427734615224368,0.398181164264679,0.7381259202957153,0.8269915223121643
183,0.6683878663339113,0.19917967616155335,0.32169076800346375,0.7409005165100098,0.8406001806259155
184,0.6900311840905083,0.15538423220122838,0.41945910155773164,0.7053789496421814,0.8585709035396576
185,0.6408682763576508,0.18791185023263793,0.3849081009626389,0.6838050186634064,0.8038639008998871
186,0.6447305770383941,0.19019623012630893,0.3822275668382645,0.7217901349067688,0.827200710773468
187,0.6209273620655662,0.21220582871797664,0.2867905557155609,0.681884229183197,0.8360413312911987
188,0.6762590390794417,0.19179387718601476,0.36308748126029966,0.7856972813606262,0.8303206086158752
189,0.669556088745594,0.16533321682447938,0.44641321897506714,0.7067220509052277,0.831130176782608
190,0.6713654659688473,0.1721738185358893,0.47026392817497253,0.7371436953544617,0.8311211168766022
191,0.6760273768621332,0.17153301875066976,0.39711556434631345,0.7037801742553711,0.8484353661537171
192,0.6584802322527942,0.18843012813749774,0.3704379141330719,0.6832478046417236,0.8462775468826295
193,0.6653029831016765,0.18054779411809754,0.33049044013023376,0.7027791142463684,0.832072401046753
194,0.625725614673951,0.1831048599820675,0.3653920352458954,0.6847942471504211,0.7996846079826355
195,0.6480175204136792,0.1768946394748121,0.3714987695217133,0.7100306153297424,0.8193066358566284
196,0.6618157234042883,0.14185040286697456,0.48002789914608,0.6896435916423798,0.8043116331100464
197,0.6840358749032021,0.13745600708755018,0.5197270810604095,0.7175308167934418,0.8137949109077454
198,0.6677654553204775,0.15967172044274047,0.44882072508335114,0.7164364755153656,0.8221974670886993
199,0.6260019645971411,0.20039871914495755,0.2844904065132141,0.6871529817581177,0.8285228610038757
200,0.642421625992831,0.18309721184928907,0.4003715217113495,0.7269703149795532,0.811471450328827
201,0.672071136534214,0.13690879928886568,0.5194318741559982,0.6808478832244873,0.8284912705421448
202,0.6456158310174942,0.1597601583300118,0.48407088220119476,0.712082177400589,0.7939984798431396
203,0.6778695899993181,0.15974359478451888,0.4612559378147125,0.730117529630661,0.8567598760128021
204,0.7062608003616333,0.11745365413994108,0.5320547938346862,0.7372570633888245,0.8367097616195679
205,0.6521832086145878,0.17967310827889188,0.4102858453989029,0.6866690814495087,0.8397120535373688
206,0.6531688133254647,0.1926521789736984,0.41142554581165314,0.7129582464694977,0.8591092228889465
207,0.624259327264393,0.20034658349046208,0.3149645924568176,0.6936723589897156,0.8197368621826172
208,0.6365016587078571,0.20802299627153067,0.27788323163986206,0.715069442987442,0.8429439067840576
209,0.6365583883598447,0.20510410720236327,0.34751439094543457,0.7396551966667175,0.8284211754798889
210,0.6245865887030959,0.2017289887088883,0.3392614424228668,0.6775141358375549,0.8485358953475952
211,0.6634144604206085,0.19411764598152265,0.3467512786388397,0.7475011944770813,0.8352722525596619
212,0.6289324071258307,0.21036510747125767,0.2935512512922287,0.7075837552547455,0.8250826001167297
213,0.6490552872419357,0.19667890499264118,0.3906978815793991,0.7249144911766052,0.8615523278713226
214,0.612038092687726,0.21033163733327498,0.31336456537246704,0.6663026809692383,0.8449582755565643
215,0.5983714144676924,0.23460557113894445,0.26742589473724365,0.7276962101459503,0.8496928513050079
216,0.6042673708871007,0.22032773807471281,0.275459349155426,0.6805216670036316,0.8229118287563324
217,0.6616164658750806,0.17658298525146016,0.36282034814357755,0.7356846928596497,0.83144690990448
218,0.621181458234787,0.20140425710881935,0.3263136982917786,0.6953250765800476,0.8387015342712402
219,0.6112671752770742,0.2293368089844198,0.28697769045829774,0.7058914303779602,0.8521536350250244
220,0.6118617286284764,0.25000417995255764,0.2643297970294952,0.6998871564865112,0.8664435505867004
221,0.6298857246126447,0.19761708393510188,0.3300964206457138,0.6512346565723419,0.8575934708118439
222,0.6469430561576571,0.2098087706123664,0.31630879342556,0.7043720781803131,0.858979219198227
223,0.6496791977967534,0.1998941669632468,0.3813204228878021,0.7356733679771423,0.8632116258144379
224,0.6362438797950745,0.17079088260459852,0.3812717705965042,0.6703414618968964,0.8246347963809968
225,0.5880215426286062,0.19035294804791433,0.29212040901184083,0.6700752377510071,0.7850763440132141
226,0.6186019756964275,0.1701307263123581,0.3948132574558258,0.674243301153183,0.8015155732631684
227,0.5810013732739857,0.17449036987062394,0.36181133091449735,0.6073238253593445,0.7863799750804902
228,0.6231409768973079,0.18816718329313153,0.35227108001708984,0.7010287046432495,0.8177801728248597
229,0.6464139098922411,0.16797060471351608,0.3658821523189545,0.6943445205688477,0.8214478969573975
230,0.612606297318752,0.18557073914390126,0.38104867935180664,0.6383766531944275,0.8099937796592712
231,0.6253159468372663,0.1437966209384334,0.42462073266506195,0.719066858291626,0.7327519953250885
232,0.6222347890337309,0.1738943419143216,0.34896125793457033,0.7019191980361938,0.7344753980636597
233,0.635193315645059,0.12530528796064755,0.4317213237285614,0.688666582107544,0.761314469575882
234,0.6238538324832916,0.16181954507800314,0.3779474228620529,0.7099754214286804,0.7598531484603882
235,0.5558482672159488,0.21004370091578117,0.24663278460502625,0.6462951302528381,0.7744853019714356
236,0.5790294123192629,0.18945878240725209,0.266769203543663,0.6508341729640961,0.725723659992218
237,0.558305310515257,0.19202931741165388,0.2463906228542328,0.6517927050590515,0.7747347116470338
238,0.5793116050107139,0.1989551393943998,0.2884989708662033,0.6295820772647858,0.7815486848354339
239,0.6052843263516059,0.18493230662661445,0.34634949564933776,0.6874956488609314,0.7662764072418213
240,0.580336754138653,0.15726897449670088,0.39425037503242494,0.5873329639434814,0.7612704873085022
241,0.5706336028300799,0.19156641940864522,0.2783179342746735,0.6093230843544006,0.7791338324546814
242,0.5469400607622587,0.19342057611368357,0.2791549801826477,0.6003406643867493,0.7663587808609009
243,0.5182303728965613,0.2250379703913253,0.2611542582511902,0.5900163054466248,0.7928344488143921
244,0.5877772097786268,0.21923857091002333,0.268419674038887,0.6213874220848083,0.841595059633255
245,0.5688907653093338,0.2109311477613787,0.27561097145080565,0.6246161758899689,0.7759340763092041
246,0.5610277463089336,0.19470286987421379,0.28320586681365967,0.5613054633140564,0.7791706919670105
247,0.5600584637035023,0.20882960351793536,0.25205284357070923,0.6106168031692505,0.7734498381614685
248,0.5659311305392872,0.2031056176811803,0.26978233456611633,0.6715707182884216,0.7858448624610901
249,0.5693361542441628,0.1821724604570657,0.3047153353691101,0.6050341129302979,0.7597631216049194
250,0.5833408266305924,0.21794824493487436,0.25155715346336366,0.6774625182151794,0.7812538027763366
251,0.5625482228669253,0.183682321404252,0.316633939743042,0.6086580753326416,0.738418459892273
252,0.545016573234038,0.2181185463149896,0.21547411382198334,0.6637429594993591,0.752794623374939
253,0.5748132413083856,0.2029377472130802,0.29843005537986755,0.6813372373580933,0.7551646828651428
254,0.581446835398674,0.16230374431546785,0.35588015913963317,0.5936396718025208,0.7552851796150207
255,0.6159904636442661,0.18393725450131068,0.34570332467556,0.6743497550487518,0.8084544897079468
256,0.5762775003910064,0.1843274430442693,0.3068433731794357,0.6416126787662506,0.7375147700309753
257,0.5604716464877129,0.2014078733775935,0.3015394076704979,0.6043955087661743,0.7630938053131103
258,0.5321354925632477,0.15102749655054837,0.3768667310476303,0.5330132842063904,0.7113878190517425
259,0.5389730960130692,0.19993601974210393,0.3005069524049759,0.5656091272830963,0.7894239783287048
260,0.5004256814718246,0.15155516747380907,0.30660743415355685,0.4849761128425598,0.6799327850341796
261,0.5065994875298606,0.1980220326062038,0.2306518852710724,0.5280053019523621,0.741524589061737
262,0.5428519435226917,0.19126257944697456,0.27165143489837645,0.5801313817501068,0.7797144114971161
263,0.46524693568547565,0.13044424156282422,0.30744037628173826,0.4485970139503479,0.6392779111862182
264,0.5671000906399318,0.12468791503774292,0.42043002843856814,0.5386375188827515,0.7187904596328736
265,0.4752827621996403,0.19893084188145366,0.21577876508235933,0.5231040716171265,0.7037500739097595
266,0.5768768489360809,0.1489978432918922,0.4057983696460724,0.5168936848640442,0.7605427265167236
267,0.513435982995563,0.18636755319826429,0.27558366656303407,0.4724981188774109,0.752111566066742
268,0.5319546423852444,0.15166127383709013,0.38241107761859894,0.4989624619483948,0.7384030997753144
269,0.5025787634982003,0.16768999938570453,0.263545498251915,0.5612674355506897,0.6874475598335266
270,0.5594790677229563,0.1510726763201631,0.4279417753219605,0.60545814037323,0.7240627646446228
271,0.5679567489359114,0.14973264567754904,0.3315879046916962,0.5943660736083984,0.7188639760017396
272,0.5122677877545356,0.16254645390491407,0.25414385348558427,0.5695083141326904,0.6829145193099976
273,0.5644763886928559,0.11662125447721881,0.4479347288608551,0.6045927703380585,0.6616041421890259
274,0.5558511823415756,0.14905074318432876,0.4197336077690125,0.55568927526474,0.7158376216888428
275,0.5957281521775506,0.17801266697613075,0.259943425655365,0.6301475763320923,0.8039460778236389
276,0.6408393449253507,0.09299528710700045,0.5446257352828979,0.6408265829086304,0.765556275844574
277,0.6271938184897105,0.07485926601910058,0.5283930957317352,0.6409560441970825,0.696920919418335
278,0.6470425989892747,0.07733377358191901,0.5647183299064636,0.6354911923408508,0.755931305885315
279,0.5996303781867027,0.16934778030538733,0.40642151683568956,0.6380082666873932,0.7873029589653016
280,0.598968118429184,0.14615178210014532,0.38755165934562685,0.648331493139267,0.725245076417923
281,0.6334494397044181,0.15899968304701403,0.5055260881781578,0.6504991054534912,0.7753469467163085
282,0.6107452478673723,0.16045198156300583,0.35860254764556887,0.6349875926971436,0.792469596862793
283,0.6106209382414818,0.17732465533088926,0.3921764776110649,0.6355734467506409,0.8017518877983093
284,0.6012308806180954,0.16237040235707378,0.3503406673669815,0.6558234393596649,0.7351962685585022
285,0.5790452604944055,0.1598666109721393,0.3413378596305847,0.6142046451568604,0.7090538144111633
286,0.5511137222250303,0.19308461517094563,0.3005663126707077,0.6299607753753662,0.7607984960079194
287,0.6253264925696633,0.12230638180922698,0.5051828622817993,0.5991789698600769,0.763789713382721
288,0.6428775597702373,0.12587153009029833,0.5621618032455444,0.6228835582733154,0.823347270488739
289,0.5813370381410305,0.1538518525650862,0.3958236753940582,0.6322917342185974,0.7085948467254639
290,0.5789199265149924,0.1589649250665563,0.3531443238258362,0.6150398850440979,0.7226141095161438
291,0.5893343916306129,0.14541509365121097,0.395352703332901,0.5878937244415283,0.7678264021873474
292,0.5997172754544479,0.14985450453671104,0.40330876111984254,0.6133513450622559,0.7859143018722534
293,0.6037759333848953,0.12258656726812783,0.4787751376628876,0.588083952665329,0.7604353189468384
294,0.6277628193298975,0.15760290279009412,0.4132472723722458,0.666578859090805,0.7698176503181458
295,0.6183047940333685,0.1455001695663954,0.4768016815185547,0.6156206727027893,0.7682827949523926
296,0.6143763607198541,0.14486602234098037,0.47519171237945557,0.6204879879951477,0.750453770160675
297,0.5784263784686724,0.14813584514584793,0.3702512919902802,0.6141158044338226,0.7314062535762786
